,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday,moving_numtoday_loess5%,moving_numtoday_loess15%,moving_numdeathstoday_loess5%,moving_numdeathstoday_loess15%,moving_numteststoday_loess5%,moving_numteststoday_loess15%,moving_numrecoveredtoday_loess5%,moving_numrecoveredtoday_loess15%
29,24,20200301,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.19658752875025373,16.59855783307816,0.013537551053735436,0.13976922627074875,75.56071811661737,456.5781312909081,-1.7761679274710056,-2.949701058906174
33,24,20200303,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3508148769431512,16.71228428734507,0.018368229874656115,0.1408180116114664,92.09985023036982,461.3714836656302,-1.6876090699984978,-2.815495499408656
37,24,20200305,1,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8986737445917423,16.82555892428515,0.023196760397704897,0.14186365756870356,108.58549314623939,466.1555322736451,-1.5978669458331276,-2.68121964940244
41,24,20200306,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.4469349932615487,16.93838051832107,0.028022858064442432,0.14290616314632376,125.01600934465247,470.9302733541103,-1.5069217685957703,-2.5468734397593216
45,24,20200307,0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.9955370725924921,17.050748036639174,0.03284625211665042,0.143945529813315,141.38986283495234,475.69571089455843,-1.4147551889488328,-2.412456846533058
49,24,20200308,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.544413716416956,17.162660673340174,0.037666690884746334,0.14498176151928488,157.7056431688453,480.4518567314264,-1.3213502652517861,-2.277969889008918
54,24,20200309,1,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,3.2307892371809532,17.30191095404471,0.04368757327366655,0.14627265017906263,178.01679885403095,486.38400347659785,-1.2028291112316727,-2.109762338380583
62,24,20200311,3,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,4.329297655777544,17.523230026527226,0.053307290701673817,0.14832791608467263,210.31685230830374,495.84545389339223,-1.009053032671618,-1.8404023203122557
77,24,20200312,6,0.0,131.0,0.0,0.0,1.4444444444444444,0.0,14.555555555555555,0.0,6.387992809489841,17.93329444797117,0.07127896835539708,0.15214797861368431,270.20924212717637,513.4873970985503,-0.6317026214566049,-1.334600798541316
92,24,20200313,4,0.0,216.0,0.0,0.0,1.7,0.0,34.7,0.0,8.441654027428854,18.336994859953275,0.08912280633051244,0.15592462550792494,329.22864395863985,531.0041464835373,-0.23572215953533165,-0.8278310211252691
107,24,20200314,0,0.0,337.0,0.0,0.0,1.6,0.0,68.4,0.0,10.485813323615842,18.7344187691424,0.1067894044957006,0.15965863751827358,387.4018184591684,548.4001900529167,0.17907552967604787,-0.32011163309027446
122,24,20200315,7,0.0,279.0,0.0,1.0,2.3,0.0,96.3,0.0,12.516357269415247,19.12570206885235,0.12424342568478287,0.16335132825480655,444.77302589633786,565.6807163952525,0.6126154835072893,0.1885348330039656
137,24,20200316,15,0.0,672.0,0.0,1.0,3.7,0.0,163.5,0.0,14.530448157081551,19.511033974758707,0.14147383597854046,0.16700457028416782,501.4071376341483,582.8514238722131,1.0645025067310994,0.6980832638402588
152,24,20200317,11,0.0,775.0,0.0,1.0,4.8,0.0,241.0,0.0,16.527299490323788,19.89065364329396,0.158499590978277,0.17062067117787652,557.4008990614526,599.9183859846654,1.533879604222564,1.2085072552276257
167,24,20200318,24,1.0,1104.0,0.0,1.0,7.2,0.1,351.4,0.0,18.50891197138914,20.26483938548054,0.1753589501800348,0.17420201654586448,612.903999256603,616.887928228757,2.019158251297497,1.7197803945048626
182,24,20200319,47,0.0,1494.0,0.0,1.0,11.8,0.1,500.8,0.0,20.481954060852182,20.633900503866666,0.19211554089384567,0.17775096336424173,668.142982502023,633.7664349845189,2.5177134087663133,2.2318775472071697
197,24,20200320,18,0.0,1471.0,0.0,1.0,13.5,0.1,647.9,0.0,22.461182050609054,20.99816273079301,0.20888554319150593,0.1812698617690998,723.3891869399934,650.5600026079533,3.026703587342811,2.7447761629932104
212,24,20200321,82,3.0,3106.0,0.0,1.0,21.4,0.4,958.5,0.0,24.476957102692786,21.35795244942857,0.22586216821862087,0.1847609509343057,778.6036556668242,667.2742988529457,3.5515818617872172,3.2584576201941537
227,24,20200322,0,0.0,3591.0,0.0,1.0,20.8,0.4,1304.5,0.0,26.46411432333608,21.71359883967673,0.24217195680810052,0.18822647093104417,827.2299366407074,683.9146816523746,4.2139688905959325,3.7729086340729445
242,24,20200323,407,0.0,4150.0,0.0,1.0,61.1,0.4,1697.9,0.0,28.171013240697427,22.06542660126574,0.2553069754152607,0.1916685410168274,861.4494541805088,700.4860035455151,5.090443514268666,4.288122761273771
257,24,20200324,385,0.0,3883.0,0.0,1.0,99.6,0.4,2052.5,0.0,29.724517037073884,22.41377029587569,0.26655254069386297,0.19508918029848077,889.8718704156297,716.9923870814117,5.9910199675717575,4.804102042400306
272,24,20200325,326,2.0,4803.0,0.0,1.0,131.5,0.6,2504.9,0.0,31.08284831311906,22.758949639555542,0.27583391280460673,0.19849020519728372,912.4389099984325,733.437256215357,6.882403570926116,5.320858836704851
287,24,20200326,290,2.0,3818.0,2.0,1.0,159.0,0.8,2819.5,0.2,32.20059880159921,23.101260220601663,0.28319274777926706,0.20187318424417428,929.6526383784258,749.8233814318822,7.722934348445757,5.838417764473681
302,24,20200327,392,10.0,5297.0,27.0,1.0,197.1,1.8,3271.7,2.9,33.043879692430075,23.440970185859424,0.2889620305938855,0.20523944154978155,942.3996790265684,766.152816977566,8.472850657738,6.3568074808705815
317,24,20200328,477,4.0,5993.0,0.0,1.0,242.4,2.1,3760.6,2.9,33.602001496695145,23.77831483518387,0.2934887005875598,0.2085900720567415,951.5360202496678,782.4268430182518,9.10128821109389,6.876044591672725
332,24,20200329,342,0.0,6394.0,0.0,1.0,271.9,2.1,4250.6,2.9,33.89687203056697,24.113502354496855,0.2970568166133237,0.21192588284823055,957.8845684451596,798.645887095615,9.590110849054422,7.39613257685867
347,24,20200330,590,3.0,5964.0,0.0,1.0,329.1,2.4,4699.9,2.9,33.978917389529116,24.44671992665572,0.29971187544141087,0.21524758971706112,962.1047423495716,814.8094435272767,9.932300795118872,7.917060066672773
362,24,20200331,732,6.0,7313.0,0.0,1.0,394.1,2.7,5120.6,2.9,33.89934603578583,24.778114107002928,0.3015165068637394,0.21855566808156024,964.7073502195384,830.916015677897,10.132427817398984,8.438808006162777
377,24,20200401,449,2.0,8062.0,0.0,1.0,439.0,2.9,5567.7,2.9,33.70182950160762,25.107795594603388,0.30245015072585185,0.22184997105914844,966.1626728810926,846.9633238726799,10.201032417654824,8.961349620976822
392,24,20200402,907,3.0,7259.0,195.0,1.0,489.0,3.2,5878.6,22.4,33.425619026985366,25.43585479338805,0.3024616043785261,0.2251302847750378,966.8647781414817,862.9481415723516,10.145439210951134,9.484629981271052
