,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday
2,1,20200131,4,0.0,0.0,0.0,4.0,0.0,0.0,0.0
5,1,20200208,3,0.0,0.0,0.0,3.5,0.0,0.0,0.0
8,1,20200216,1,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0
11,1,20200221,1,0.0,0.0,0.0,2.25,0.0,0.0,0.0
14,1,20200224,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0
17,1,20200225,1,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0
20,1,20200226,1,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0
23,1,20200227,1,0.0,0.0,0.0,1.625,0.0,0.0,0.0
26,1,20200229,2,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0
30,1,20200301,9,0.0,0.0,0.0,2.4,0.0,0.0,0.0
34,1,20200303,9,0.0,0.0,0.0,2.9,0.0,0.0,0.0
38,1,20200305,12,0.0,0.0,0.0,3.8,0.0,0.0,0.0
42,1,20200306,6,0.0,0.0,0.0,4.3,0.0,0.0,0.0
46,1,20200307,6,0.0,0.0,0.0,4.8,0.0,0.0,0.0
51,1,20200308,5,1.0,0.0,0.0,5.2,0.1,0.0,0.0
56,1,20200309,15,0.0,0.0,0.0,6.6,0.1,0.0,0.0
71,1,20200311,26,1.0,0.0,0.0,9.1,0.2,0.0,0.0
86,1,20200312,38,0.0,1893.0,0.0,12.8,0.2,189.3,0.0
101,1,20200313,38,0.0,3150.0,0.0,16.4,0.2,504.3,0.0
116,1,20200314,20,0.0,3320.0,0.0,17.5,0.2,836.3,0.0
131,1,20200315,54,0.0,4148.0,0.0,22.0,0.2,1251.1,0.0
146,1,20200316,88,3.0,4519.0,0.0,29.6,0.5,1703.0,0.0
161,1,20200317,99,3.0,5031.0,0.0,38.9,0.8,2206.1,0.0
176,1,20200318,157,1.0,7286.0,0.0,54.0,0.9,2934.7,0.0
191,1,20200319,276,3.0,8608.0,0.0,81.1,1.1,3795.5,0.0
206,1,20200320,131,1.0,7267.0,0.0,92.7,1.2,4522.2,0.0
221,1,20200321,367,5.0,8127.0,0.0,126.8,1.6,5334.9,0.0
236,1,20200322,100,2.0,10535.0,0.0,133.0,1.8,6199.1,0.0
251,1,20200323,620,4.0,11147.0,0.0,191.2,2.2,6998.8,0.0
266,1,20200324,701,3.0,10591.0,0.0,259.3,2.5,7725.9,0.0
281,1,20200325,617,8.0,11070.0,0.0,315.6,3.3,8418.1,0.0
296,1,20200326,634,4.0,10911.0,230.0,370.2,3.4,9057.3,23.0
311,1,20200327,646,14.0,12217.0,26.0,424.9,4.5,9775.9,25.6
326,1,20200328,736,6.0,12487.0,246.0,482.8,5.0,10296.0,50.2
341,1,20200329,833,2.0,15442.0,20.0,538.5,4.9,10979.4,52.2
356,1,20200330,1179,28.0,12123.0,546.0,643.3,7.6,11465.0,106.8
371,1,20200331,1111,7.0,13600.0,186.0,717.7,7.8,12012.3,125.4
386,1,20200401,1065,13.0,14021.0,299.0,814.2,8.9,12360.9,155.3
401,1,20200402,1670,29.0,16421.0,430.0,919.2,11.4,12888.3,198.3
416,1,20200403,1254,49.0,14858.0,0.0,974.5,16.0,13315.0,198.3
431,1,20200404,1367,44.0,15061.0,0.0,1049.5,19.6,13714.1,198.3
446,1,20200405,1608,49.0,12492.0,2335.0,1146.9,24.1,13872.2,408.8
461,1,20200406,1155,43.0,10808.0,1281.0,1197.8,27.0,13731.3,534.3
476,1,20200407,1230,57.0,7846.0,0.0,1247.2,32.1,13267.2,509.7
491,1,20200408,1392,55.0,8727.0,0.0,1303.1,37.4,12595.7,507.7
506,1,20200409,1476,74.0,10827.0,0.0,1332.8,42.0,12466.1,453.1
521,1,20200410,1383,60.0,10632.0,0.0,1360.0,47.3,12169.3,434.5
536,1,20200411,1169,84.0,12410.0,0.0,1370.4,54.4,12008.2,404.6
551,1,20200412,1066,64.0,12065.0,0.0,1310.0,57.9,11572.6,361.6
566,1,20200413,1297,63.0,11429.0,0.0,1314.3,59.3,11229.7,361.6
581,1,20200414,1383,123.0,11169.0,0.0,1315.9,67.2,10840.5,361.6
596,1,20200415,1318,112.0,12607.0,0.0,1286.9,73.5,10852.0,128.1
611,1,20200416,1711,183.0,12531.0,0.0,1342.5,87.5,11024.3,0.0
626,1,20200417,1792,116.0,13897.0,0.0,1398.7,93.4,11629.4,0.0
641,1,20200418,1469,158.0,13643.0,11178.0,1406.4,103.7,12121.0,1117.8
656,1,20200419,1432,113.0,15916.0,608.0,1402.0,107.6,12629.9,1178.6
671,1,20200420,2045,110.0,23005.0,799.0,1468.2,112.6,13867.2,1258.5
686,1,20200421,1591,144.0,21372.0,603.0,1510.4,118.6,14763.4,1318.8
701,1,20200422,1769,140.0,21125.0,798.0,1580.7,126.2,15669.4,1398.6
716,1,20200423,1920,172.0,24192.0,775.0,1643.0,137.1,16945.7,1476.1
731,1,20200424,1778,156.0,24979.0,780.0,1682.5,140.4,18326.7,1554.1
746,1,20200425,1466,163.0,28763.0,884.0,1697.3,145.5,19942.3,1642.5
761,1,20200426,1541,95.0,26967.0,896.0,1680.3,136.7,21385.9,1732.1
776,1,20200427,1605,147.0,27518.0,947.0,1661.6,139.8,22748.0,1826.8
791,1,20200428,1526,152.0,26977.0,963.0,1667.3,139.2,24081.4,805.3
806,1,20200429,1571,137.0,23754.0,1096.0,1681.2,141.6,24865.2,854.1
821,1,20200430,1639,188.0,27778.0,1097.0,1640.6,149.4,25342.5,883.9
836,1,20200501,1825,207.0,30676.0,1327.0,1664.0,155.7,26272.9,956.3
851,1,20200502,1653,175.0,34244.0,1050.0,1652.4,159.2,27584.8,981.5
866,1,20200503,2760,116.0,32322.0,1107.0,1736.4,153.6,28397.8,1014.7
881,1,20200504,1298,172.0,34119.0,1109.0,1688.4,155.2,29311.8,1047.6
896,1,20200505,1274,189.0,28573.0,976.0,1669.2,157.8,29292.8,1056.8
911,1,20200506,1449,189.0,22013.0,1178.0,1660.0,167.2,28797.4,1085.0
926,1,20200507,1426,176.0,27953.0,1076.0,1642.1,170.1,28840.9,1097.9
941,1,20200508,1512,161.0,31518.0,979.0,1640.7,171.0,29295.0,1099.5
956,1,20200509,1268,124.0,33547.0,1023.0,1610.4,169.7,30274.3,1092.2
971,1,20200510,1146,178.0,36299.0,847.0,1561.1,168.7,31126.4,1067.2
986,1,20200511,1133,122.0,34030.0,898.0,1491.9,160.2,31461.8,1024.3
1001,1,20200512,1175,176.0,27720.0,1048.0,1444.1,160.3,30809.4,1024.1
1016,1,20200513,1121,135.0,24113.0,1122.0,1280.2,162.2,29988.5,1025.6
1031,1,20200514,1211,168.0,31373.0,927.0,1271.5,161.8,29713.9,1007.4
1046,1,20200515,1126,95.0,35209.0,804.0,1256.7,152.4,30377.5,990.2
1061,1,20200516,1251,117.0,37572.0,924.0,1236.9,145.2,31933.4,964.8
1076,1,20200517,1138,103.0,37854.0,731.0,1208.1,137.9,32923.5,930.3
1091,1,20200518,1070,60.0,35079.0,688.0,1163.9,127.8,33279.6,901.2
1106,1,20200519,1040,70.0,23938.0,812.0,1141.1,122.4,32318.7,880.1
1121,1,20200520,1011,118.0,18688.0,643.0,1127.6,116.4,30557.6,859.7
1136,1,20200521,1201,122.0,21531.0,1035.0,1134.4,116.4,29307.7,873.4
1151,1,20200522,1156,98.0,28043.0,879.0,1132.5,108.6,29340.0,856.5
1166,1,20200523,1141,105.0,31011.0,711.0,1134.5,105.6,30029.8,815.4
1181,1,20200524,1078,69.0,31265.0,680.0,1121.2,95.7,30019.0,790.7
1196,1,20200525,1012,121.0,31498.0,653.0,1109.8,98.3,29647.9,775.6
1211,1,20200526,936,94.0,25700.0,701.0,1078.3,96.0,28460.7,753.3
1226,1,20200527,872,126.0,23090.0,825.0,1051.7,98.3,26984.3,762.7
1241,1,20200528,993,112.0,32776.0,676.0,1044.0,103.5,26754.0,761.5
1256,1,20200529,906,102.0,38885.0,680.0,1030.6,106.7,28248.7,748.3
1271,1,20200530,772,94.0,40316.0,583.0,1006.7,104.3,30411.5,742.3
1286,1,20200531,757,222.0,42054.0,776.0,962.3,114.3,32463.8,716.4
1301,1,20200601,758,31.0,38455.0,847.0,922.5,107.6,33505.0,713.2
1316,1,20200602,705,69.0,31463.0,618.0,878.9,104.0,33550.2,703.9
1331,1,20200603,675,103.0,29526.0,691.0,838.6,107.4,33376.3,705.0
1346,1,20200604,641,139.0,35691.0,691.0,801.5,109.2,33795.6,708.8
1361,1,20200605,609,66.0,41195.0,829.0,768.8,106.4,35345.1,721.6
1376,1,20200606,722,70.0,42422.0,1046.0,753.8,100.8,37278.3,743.7
1391,1,20200607,642,27.0,44243.0,619.0,718.7,92.3,38425.0,738.0
1406,1,20200608,545,35.0,38124.0,600.0,682.6,85.6,38348.9,730.0
1421,1,20200609,409,62.0,29988.0,739.0,646.3,82.4,37316.1,745.6
1436,1,20200610,472,63.0,27409.0,1067.0,617.8,66.5,35851.6,774.7
1451,1,20200611,405,34.0,39165.0,1019.0,582.5,66.8,35922.6,791.9
1466,1,20200612,413,55.0,44128.0,865.0,553.3,65.4,37189.1,816.6
1481,1,20200613,467,58.0,49817.0,831.0,532.5,60.9,39218.2,830.6
1496,1,20200614,377,39.0,47498.0,918.0,506.1,50.9,40398.9,853.3
1511,1,20200615,360,34.0,42478.0,770.0,481.2,47.7,40527.2,847.4
1526,1,20200616,320,38.0,37620.0,401.0,441.0,44.5,40047.0,782.9
1541,1,20200617,386,41.0,36663.0,574.0,415.4,45.9,39289.0,778.4
1556,1,20200618,367,46.0,43975.0,479.0,397.6,47.0,39874.1,766.3
1571,1,20200619,409,46.0,47073.0,507.0,397.6,45.4,41582.6,743.1
1586,1,20200620,390,64.0,50329.0,485.0,389.4,45.5,43874.6,684.9
1601,1,20200621,318,20.0,48129.0,398.0,380.7,44.1,44771.0,622.8
1616,1,20200622,300,6.0,43795.0,448.0,369.4,39.2,44737.7,581.1
1631,1,20200623,326,18.0,37206.0,370.0,355.3,35.2,43476.6,535.0
1646,1,20200624,279,30.0,31248.0,387.0,345.5,34.3,41851.6,481.9
1661,1,20200625,380,20.0,41658.0,334.0,347.5,32.9,41769.6,438.3
1676,1,20200626,172,4.0,47174.0,301.0,332.7,29.5,42725.0,428.3
1691,1,20200627,238,8.0,48785.0,247.0,317.9,26.2,43937.2,395.6
1706,1,20200628,218,6.0,53518.0,218.0,303.0,22.2,44891.5,369.5
1721,1,20200629,668,44.0,47749.0,987.0,328.9,22.0,44959.1,417.5
1736,1,20200630,286,25.0,42926.0,416.0,318.5,18.1,44218.8,410.6
1751,1,20200701,0,0.0,39588.0,0.0,286.7,16.1,43364.7,370.8
1766,1,20200702,567,51.0,45262.0,751.0,313.4,20.6,43511.4,401.1
1781,1,20200703,319,21.0,44515.0,348.0,312.7,20.9,44242.3,398.9
1796,1,20200704,226,11.0,41339.0,297.0,307.4,19.0,45251.4,389.9
1811,1,20200705,219,10.0,39247.0,249.0,291.3,18.0,45010.3,381.4
1826,1,20200706,399,9.0,40586.0,331.0,314.0,18.5,44351.5,384.4
1841,1,20200707,232,18.0,32124.0,313.0,313.4,19.5,42685.4,391.0
1856,1,20200708,267,26.0,30869.0,364.0,318.3,21.5,40420.5,405.6
1871,1,20200709,371,12.0,42052.0,327.0,288.6,18.3,39850.8,339.6
1886,1,20200710,321,10.0,48749.0,327.0,292.1,16.8,40433.1,330.7
1901,1,20200711,221,14.0,52860.0,365.0,314.2,18.2,41760.3,367.2
1916,1,20200712,244,10.0,53483.0,201.0,281.9,14.1,42582.4,312.2
1931,1,20200713,565,7.0,51819.0,374.0,306.5,12.7,43312.8,314.8
1946,1,20200714,331,8.0,40591.0,329.0,317.0,12.4,43238.0,318.0
1961,1,20200715,341,17.0,35044.0,315.0,329.2,13.1,42817.7,324.6
1976,1,20200716,437,17.0,47425.0,351.0,333.0,13.9,43501.6,326.6
1991,1,20200717,405,12.0,54778.0,23853.0,350.3,13.3,45767.0,2680.6
2006,1,20200718,330,9.0,58464.0,225.0,356.6,11.6,48526.5,2666.7
2021,1,20200719,339,4.0,60245.0,137.0,353.4,10.8,50345.8,2647.7
2036,1,20200720,786,6.0,54519.0,423.0,399.9,10.4,50922.8,2657.3
2051,1,20200721,573,4.0,44000.0,283.0,435.1,9.4,50036.8,2649.1
2066,1,20200722,543,8.0,46001.0,385.0,465.0,9.2,49288.6,2667.5
2081,1,20200723,432,4.0,52898.0,377.0,451.7,8.9,49396.5,2667.8
2096,1,20200724,534,7.0,57147.0,354.0,472.0,8.8,51052.1,2670.3
2111,1,20200725,350,4.0,61865.0,242.0,472.9,7.5,53734.2,2663.0
2126,1,20200726,355,5.0,62102.0,240.0,464.7,6.3,55201.9,2651.9
2141,1,20200727,686,11.0,55876.0,505.0,492.8,6.2,55311.7,317.1
2156,1,20200728,397,11.0,49243.0,274.0,499.5,6.4,54389.6,322.0
2171,1,20200729,412,7.0,42054.0,331.0,506.8,6.7,52570.5,341.4
2186,1,20200730,393,10.0,56435.0,397.0,467.5,7.1,52762.1,338.8
2201,1,20200731,513,6.0,62361.0,365.0,461.5,7.3,54598.2,347.0
2216,1,20200801,287,6.0,62713.0,209.0,435.9,7.1,56269.4,329.4
2231,1,20200802,285,4.0,68348.0,138.0,421.2,7.1,57814.4,305.5
2246,1,20200803,147,2.0,61233.0,23.0,382.5,6.6,58223.0,272.4
2261,1,20200804,761,11.0,45348.0,853.0,423.6,7.3,56571.3,333.5
2276,1,20200805,395,4.0,42199.0,338.0,427.6,7.2,54581.0,343.3
2291,1,20200806,374,4.0,45988.0,318.0,396.4,6.5,53592.2,324.6
2306,1,20200807,424,4.0,57076.0,329.0,399.1,5.8,54375.5,330.1
2321,1,20200808,236,6.0,58787.0,131.0,381.5,5.7,56048.8,310.1
2336,1,20200809,230,5.0,58983.0,162.0,365.2,5.2,56303.6,286.6
2351,1,20200810,681,6.0,59787.0,2627.0,382.0,5.2,56046.2,512.8
2366,1,20200811,289,4.0,47111.0,391.0,382.2,5.0,54486.0,531.0
