,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,provinceID,lockdate,label
5001,35,2021-01-21,2632,46.0,54307.0,2990.0,,,
5002,24,2021-01-21,1624,65.0,33263.0,1735.0,,,
5003,10,2021-01-21,1,0.0,571.0,0.0,,,
5004,13,2021-01-21,32,0.0,1830.0,25.0,,,
5005,12,2021-01-21,1,0.0,1685.0,3.0,,,
5006,11,2021-01-21,0,0.0,606.0,0.0,,,
5007,60,2021-01-21,0,0.0,3.0,0.0,,,
5008,61,2021-01-21,1,0.0,267.0,0.0,,,
5009,62,2021-01-21,0,0.0,24.0,0.0,,,
5010,99,2021-01-21,0,0.0,0.0,0.0,,,
5011,1,2021-01-21,5955,160.0,122456.0,7109.0,,,
5012,59,2021-01-22,508,9.0,8942.0,445.0,,,
5013,48,2021-01-22,643,12.0,14085.0,900.0,,,
5014,47,2021-01-22,305,8.0,2764.0,200.0,,,
5015,46,2021-01-22,171,2.0,2287.0,113.0,,,
5016,35,2021-01-22,2662,87.0,70256.0,3375.0,,,
5017,24,2021-01-22,1631,88.0,34931.0,2040.0,,,
5018,10,2021-01-22,1,0.0,511.0,0.0,,,
5019,13,2021-01-22,30,0.0,2236.0,23.0,,,
5020,12,2021-01-22,5,0.0,1589.0,4.0,,,
5021,11,2021-01-22,0,0.0,493.0,0.0,,,
5022,60,2021-01-22,0,0.0,25.0,0.0,,,
5023,61,2021-01-22,0,0.0,129.0,0.0,,,
5024,62,2021-01-22,1,0.0,62.0,0.0,,,
5025,99,2021-01-22,0,0.0,0.0,0.0,,,
5026,1,2021-01-22,5957,206.0,138310.0,7100.0,,,
5027,59,2021-01-23,527,0.0,9542.0,0.0,,,
5028,48,2021-01-23,573,13.0,13036.0,820.0,,,
5029,47,2021-01-23,274,3.0,3148.0,306.0,,,
5030,46,2021-01-23,216,2.0,2119.0,103.0,,,
5031,35,2021-01-23,2359,52.0,71750.0,3025.0,,,
5032,24,2021-01-23,1685,76.0,38003.0,1878.0,,,
5033,10,2021-01-23,0,0.0,522.0,2.0,,,
5034,13,2021-01-23,17,0.0,2010.0,20.0,,,
5035,12,2021-01-23,0,0.0,1450.0,2.0,,,
5036,11,2021-01-23,0,0.0,419.0,0.0,,,
5037,60,2021-01-23,0,0.0,16.0,0.0,,,
5038,61,2021-01-23,0,0.0,152.0,0.0,,,
5039,62,2021-01-23,0,0.0,61.0,-1.0,,,
5040,99,2021-01-23,0,0.0,0.0,0.0,,,
5041,1,2021-01-23,5651,146.0,142228.0,6155.0,,,
5042,59,2021-01-24,471,0.0,10297.0,0.0,,,
5043,48,2021-01-24,463,24.0,10905.0,655.0,,,
5044,47,2021-01-24,260,3.0,3252.0,167.0,,,
5045,46,2021-01-24,221,2.0,1958.0,70.0,,,
5046,35,2021-01-24,2417,50.0,63453.0,2759.0,,,
5047,24,2021-01-24,1457,41.0,34405.0,1970.0,,,
5048,10,2021-01-24,0,0.0,574.0,0.0,,,
5049,13,2021-01-24,20,0.0,2185.0,14.0,13.0,2021-01-24,1.0
5050,13,2021-01-24,20,0.0,2185.0,14.0,13.0,2021-01-24,1.0
5051,13,2021-01-24,20,0.0,2185.0,14.0,13.0,2021-01-24,1.0
5052,13,2021-01-24,20,0.0,2185.0,14.0,13.0,2021-01-24,1.0
5053,12,2021-01-24,1,0.0,1438.0,2.0,,,
5054,11,2021-01-24,0,0.0,418.0,0.0,,,
5055,60,2021-01-24,0,0.0,13.0,0.0,,,
5056,61,2021-01-24,0,0.0,99.0,0.0,,,
5057,62,2021-01-24,13,0.0,23.0,0.0,,,
5058,99,2021-01-24,0,0.0,0.0,0.0,,,
5059,1,2021-01-24,5323,120.0,129020.0,5637.0,,,
5060,59,2021-01-25,346,26.0,10545.0,1376.0,,,
5061,48,2021-01-25,742,25.0,10247.0,889.0,,,
5062,47,2021-01-25,239,1.0,2684.0,217.0,,,
5063,46,2021-01-25,113,5.0,2071.0,87.0,,,
5064,35,2021-01-25,1958,43.0,48947.0,2448.0,35.0,2021-01-25,1.0
5065,24,2021-01-25,1203,43.0,28711.0,1672.0,,,
5066,10,2021-01-25,0,0.0,422.0,0.0,,,
5067,13,2021-01-25,27,1.0,1682.0,12.0,,,
5068,12,2021-01-25,0,0.0,1093.0,4.0,,,
5069,11,2021-01-25,0,0.0,403.0,0.0,,,
5070,60,2021-01-25,0,0.0,12.0,0.0,,,
5071,61,2021-01-25,0,0.0,48.0,0.0,,,
5072,62,2021-01-25,2,0.0,58.0,0.0,62.0,2021-01-25,1.0
5073,62,2021-01-25,2,0.0,58.0,0.0,62.0,2021-01-25,1.0
5074,62,2021-01-25,2,0.0,58.0,0.0,62.0,2021-01-25,1.0
5075,99,2021-01-25,0,0.0,0.0,0.0,,,
5076,1,2021-01-25,4630,144.0,106923.0,6705.0,,,
5077,59,2021-01-26,406,14.0,5926.0,521.0,,,
5078,48,2021-01-26,366,13.0,7186.0,1040.0,,,
5079,47,2021-01-26,230,14.0,2193.0,839.0,,,
5080,46,2021-01-26,92,5.0,1678.0,137.0,,,
5081,35,2021-01-26,1740,63.0,35968.0,2261.0,,,
5082,24,2021-01-26,1166,56.0,21175.0,1916.0,,,
5083,10,2021-01-26,0,0.0,344.0,2.0,,,
5084,13,2021-01-26,10,0.0,1820.0,19.0,,,
5085,12,2021-01-26,1,0.0,837.0,5.0,,,
5086,11,2021-01-26,0,0.0,226.0,1.0,,,
5087,60,2021-01-26,0,0.0,9.0,0.0,,,
5088,61,2021-01-26,0,0.0,38.0,1.0,,,
5089,62,2021-01-26,0,0.0,62.0,0.0,,,
5090,99,2021-01-26,0,0.0,0.0,0.0,,,
5091,1,2021-01-26,4011,165.0,77462.0,6742.0,,,
5092,59,2021-01-27,485,4.0,5226.0,426.0,,,
5093,48,2021-01-27,459,12.0,8311.0,896.0,,,
5094,47,2021-01-27,148,6.0,2157.0,264.0,,,
5095,46,2021-01-27,94,4.0,1143.0,126.0,,,
5096,35,2021-01-27,1670,49.0,30717.0,2725.0,,,
5097,24,2021-01-27,1328,53.0,24186.0,1418.0,,,
5098,10,2021-01-27,2,0.0,363.0,0.0,,,
5099,13,2021-01-27,14,2.0,2579.0,24.0,,,
5100,12,2021-01-27,4,0.0,1592.0,3.0,,,
5101,11,2021-01-27,0,0.0,267.0,0.0,,,
5102,60,2021-01-27,0,0.0,8.0,0.0,,,
5103,61,2021-01-27,0,0.0,66.0,3.0,,,
5104,62,2021-01-27,0,0.0,35.0,0.0,62.0,2021-01-27,1.0
5105,99,2021-01-27,0,0.0,0.0,0.0,,,
5106,1,2021-01-27,4204,130.0,76650.0,5885.0,,,
5107,59,2021-01-28,546,12.0,11739.0,363.0,,,
5108,48,2021-01-28,461,7.0,12856.0,616.0,,,
5109,47,2021-01-28,244,11.0,2179.0,282.0,,,
5110,46,2021-01-28,132,8.0,1619.0,124.0,,,
5111,35,2021-01-28,2093,56.0,55191.0,2491.0,,,
5112,24,2021-01-28,1368,37.0,34374.0,1547.0,,,
5113,10,2021-01-28,4,0.0,503.0,0.0,,,
5114,13,2021-01-28,27,0.0,2893.0,41.0,,,
5115,12,2021-01-28,0,0.0,1516.0,1.0,,,
5116,11,2021-01-28,1,0.0,384.0,1.0,,,
5117,60,2021-01-28,0,0.0,3.0,0.0,,,
5118,61,2021-01-28,0,0.0,90.0,0.0,,,
5119,62,2021-01-28,1,0.0,66.0,0.0,,,
5120,99,2021-01-28,0,0.0,0.0,0.0,,,
5121,1,2021-01-28,4877,131.0,123413.0,5466.0,,,
5122,59,2021-01-29,514,5.0,10027.0,410.0,,,
5123,48,2021-01-29,543,14.0,12324.0,765.0,,,
5124,47,2021-01-29,328,7.0,2575.0,300.0,,,
5125,46,2021-01-29,152,2.0,2312.0,116.0,,,
5126,35,2021-01-29,1837,58.0,64664.0,2900.0,,,
5127,24,2021-01-29,1295,50.0,35893.0,1748.0,,,
5128,10,2021-01-29,4,0.0,423.0,0.0,,,
5129,13,2021-01-29,16,1.0,2275.0,15.0,,,
5130,12,2021-01-29,1,0.0,1763.0,3.0,,,
5131,11,2021-01-29,0,0.0,528.0,0.0,,,
5132,60,2021-01-29,0,0.0,20.0,0.0,,,
5133,61,2021-01-29,0,0.0,87.0,3.0,,,
5134,62,2021-01-29,0,0.0,60.0,0.0,,,
5135,99,2021-01-29,0,0.0,0.0,0.0,,,
5136,1,2021-01-29,4690,137.0,132951.0,6260.0,,,
5137,59,2021-01-30,408,0.0,11764.0,0.0,,,
5138,48,2021-01-30,383,11.0,11591.0,647.0,,,
5139,47,2021-01-30,260,8.0,3100.0,228.0,,,
5140,46,2021-01-30,166,2.0,2281.0,128.0,,,
5141,35,2021-01-30,2063,73.0,69040.0,2623.0,,,
5142,24,2021-01-30,1367,46.0,34476.0,1572.0,,,
5143,10,2021-01-30,0,0.0,585.0,0.0,,,
5144,13,2021-01-30,12,1.0,2075.0,41.0,,,
5145,12,2021-01-30,3,0.0,1588.0,1.0,,,
5146,11,2021-01-30,0,0.0,274.0,0.0,,,
5147,60,2021-01-30,0,0.0,15.0,0.0,,,
5148,61,2021-01-30,0,0.0,69.0,0.0,,,
5149,62,2021-01-30,1,0.0,68.0,1.0,,,
5150,99,2021-01-30,0,0.0,0.0,0.0,,,
5151,1,2021-01-30,4663,141.0,136926.0,5241.0,,,
5152,59,2021-01-31,473,0.0,11496.0,0.0,,,
5153,48,2021-01-31,461,8.0,11292.0,478.0,,,
5154,47,2021-01-31,238,4.0,3036.0,223.0,,,
5155,46,2021-01-31,118,4.0,2263.0,137.0,,,
5156,35,2021-01-31,1848,43.0,59594.0,2313.0,,,
5157,24,2021-01-31,1223,31.0,28766.0,1560.0,,,
5158,10,2021-01-31,0,0.0,507.0,0.0,,,
5159,13,2021-01-31,26,0.0,2444.0,26.0,,,
5160,12,2021-01-31,0,0.0,1515.0,1.0,,,
5161,11,2021-01-31,0,0.0,523.0,0.0,,,
5162,60,2021-01-31,0,0.0,83.0,0.0,,,
5163,61,2021-01-31,0,0.0,104.0,0.0,,,
5164,62,2021-01-31,10,0.0,-245.0,1.0,,,
5165,99,2021-01-31,0,0.0,28.0,0.0,,,
5166,1,2021-01-31,4397,90.0,121406.0,4739.0,,,
5167,59,2021-02-01,277,21.0,8911.0,1566.0,,,
5168,48,2021-02-01,355,10.0,8948.0,463.0,,,
5169,47,2021-02-01,147,2.0,2459.0,310.0,,,
5170,46,2021-02-01,87,3.0,1506.0,121.0,,,
5171,35,2021-02-01,1969,36.0,49352.0,2132.0,,,
5172,24,2021-02-01,890,32.0,27485.0,1435.0,,,
5173,10,2021-02-01,0,0.0,317.0,0.0,,,
5174,13,2021-02-01,8,0.0,1249.0,18.0,,,
5175,12,2021-02-01,1,0.0,1408.0,1.0,,,
5176,11,2021-02-01,2,0.0,324.0,3.0,,,
5177,60,2021-02-01,0,0.0,15.0,0.0,,,
5178,61,2021-02-01,0,0.0,12.0,0.0,,,
5179,62,2021-02-01,0,0.0,74.0,0.0,,,
5180,99,2021-02-01,0,0.0,0.0,0.0,,,
5181,1,2021-02-01,3736,104.0,102060.0,6049.0,,,
5182,59,2021-02-02,429,8.0,5940.0,12.0,,,
5183,48,2021-02-02,268,11.0,7294.0,732.0,,,
5184,47,2021-02-02,225,8.0,1900.0,266.0,,,
5185,46,2021-02-02,82,0.0,1667.0,127.0,,,
5186,35,2021-02-02,745,14.0,30359.0,2297.0,,,
5187,24,2021-02-02,1053,36.0,20335.0,1454.0,,,
5188,10,2021-02-02,0,0.0,346.0,0.0,,,
5189,13,2021-02-02,24,0.0,1231.0,30.0,,,
5190,12,2021-02-02,1,0.0,931.0,1.0,,,
5191,11,2021-02-02,0,0.0,253.0,0.0,,,
5192,60,2021-02-02,0,0.0,0.0,0.0,,,
5193,61,2021-02-02,1,0.0,34.0,0.0,,,
5194,62,2021-02-02,0,0.0,34.0,15.0,,,
5195,99,2021-02-02,0,0.0,0.0,0.0,,,
5196,1,2021-02-02,2828,77.0,70324.0,4934.0,,,
5197,59,2021-02-03,414,16.0,5566.0,514.0,,,
5198,48,2021-02-03,259,11.0,7899.0,561.0,,,
5199,47,2021-02-03,194,8.0,1974.0,252.0,,,
5200,46,2021-02-03,125,3.0,1440.0,185.0,,,
5201,35,2021-02-03,1172,67.0,28552.0,1745.0,,,
5202,24,2021-02-03,1053,37.0,23296.0,1155.0,,,
5203,10,2021-02-03,2,0.0,886.0,1.0,,,
5204,13,2021-02-03,14,0.0,1303.0,17.0,,,
5205,12,2021-02-03,1,0.0,919.0,0.0,,,
5206,11,2021-02-03,0,0.0,441.0,3.0,,,
5207,60,2021-02-03,0,0.0,25.0,0.0,,,
5208,61,2021-02-03,0,0.0,83.0,0.0,,,
5209,62,2021-02-03,0,0.0,38.0,0.0,,,
5210,99,2021-02-03,0,0.0,0.0,0.0,,,
5211,1,2021-02-03,3234,142.0,72422.0,4433.0,,,
5212,59,2021-02-04,465,6.0,7961.0,435.0,59.0,2021-02-04,1.0
5213,48,2021-02-04,582,13.0,6837.0,580.0,,,
5214,47,2021-02-04,250,7.0,2780.0,232.0,,,
5215,46,2021-02-04,110,2.0,1841.0,126.0,,,
5216,35,2021-02-04,1563,88.0,52418.0,1956.0,,,
5217,24,2021-02-04,1093,42.0,33863.0,1077.0,,,
5218,10,2021-02-04,1,0.0,504.0,1.0,,,
5219,13,2021-02-04,16,0.0,1587.0,24.0,,,
5220,12,2021-02-04,1,0.0,1623.0,2.0,,,
5221,11,2021-02-04,0,0.0,294.0,-1.0,,,
5222,60,2021-02-04,0,0.0,2.0,0.0,,,
5223,61,2021-02-04,0,0.0,122.0,0.0,,,
5224,62,2021-02-04,2,0.0,20.0,0.0,,,
5225,99,2021-02-04,0,0.0,0.0,0.0,,,
5226,1,2021-02-04,4083,158.0,109852.0,4432.0,,,
5227,59,2021-02-05,471,6.0,8727.0,489.0,,,
5228,48,2021-02-05,396,9.0,11512.0,568.0,,,
5229,47,2021-02-05,266,3.0,2464.0,229.0,,,
5230,46,2021-02-05,110,1.0,2255.0,96.0,,,
5231,35,2021-02-05,1670,45.0,64467.0,2233.0,,,
5232,24,2021-02-05,1101,32.0,31117.0,1570.0,,,
5233,10,2021-02-05,1,0.0,322.0,1.0,,,
5234,13,2021-02-05,7,0.0,2687.0,35.0,,,
5235,12,2021-02-05,0,0.0,854.0,2.0,,,
5236,11,2021-02-05,0,0.0,345.0,0.0,,,
5237,60,2021-02-05,0,0.0,25.0,0.0,,,
5238,61,2021-02-05,0,0.0,41.0,0.0,,,
5239,62,2021-02-05,0,0.0,93.0,0.0,,,
5240,99,2021-02-05,0,0.0,0.0,0.0,,,
5241,1,2021-02-05,4022,96.0,124909.0,5223.0,,,
5242,59,2021-02-06,428,0.0,8186.0,0.0,,,
5243,48,2021-02-06,348,12.0,9989.0,477.0,,,
5244,47,2021-02-06,263,4.0,3317.0,145.0,,,
5245,46,2021-02-06,80,4.0,2310.0,120.0,,,
5246,35,2021-02-06,1388,45.0,62710.0,1796.0,,,
5247,24,2021-02-06,1204,26.0,32147.0,1356.0,,,
5248,10,2021-02-06,3,0.0,585.0,0.0,,,
5249,13,2021-02-06,12,2.0,2595.0,17.0,,,
5250,12,2021-02-06,0,0.0,1681.0,1.0,,,
5251,11,2021-02-06,0,0.0,412.0,0.0,,,
5252,60,2021-02-06,0,0.0,17.0,0.0,,,
5253,61,2021-02-06,0,0.0,46.0,0.0,,,
5254,62,2021-02-06,3,0.0,21.0,2.0,,,
5255,99,2021-02-06,0,0.0,0.0,0.0,,,
5256,1,2021-02-06,3729,93.0,124016.0,3914.0,,,
5257,59,2021-02-07,465,0.0,8673.0,0.0,,,
5258,48,2021-02-07,351,4.0,10037.0,371.0,,,
5259,47,2021-02-07,194,3.0,3149.0,241.0,,,
5260,46,2021-02-07,79,4.0,1578.0,128.0,,,
5261,35,2021-02-07,1489,22.0,62341.0,1937.0,,,
5262,24,2021-02-07,1081,32.0,32412.0,1417.0,,,
5263,10,2021-02-07,1,0.0,777.0,2.0,,,
5264,13,2021-02-07,7,0.0,1284.0,25.0,,,
5265,12,2021-02-07,1,0.0,1353.0,0.0,,,
5266,11,2021-02-07,0,0.0,485.0,0.0,,,
5267,60,2021-02-07,0,0.0,18.0,0.0,,,
5268,61,2021-02-07,0,0.0,49.0,0.0,,,
5269,62,2021-02-07,0,0.0,42.0,1.0,,,
5270,99,2021-02-07,0,0.0,0.0,0.0,,,
5271,1,2021-02-07,3668,65.0,122198.0,4122.0,,,
5272,59,2021-02-08,343,13.0,7910.0,3038.0,,,
5273,48,2021-02-08,269,1.0,8244.0,314.0,,,
5274,47,2021-02-08,171,2.0,2357.0,328.0,,,
5275,46,2021-02-08,52,4.0,1427.0,1682.0,,,
5276,35,2021-02-08,1265,33.0,51658.0,1700.0,,,
5277,24,2021-02-08,853,15.0,24649.0,1249.0,,,
5278,10,2021-02-08,11,0.0,685.0,0.0,10.0,2021-02-08,1.0
5279,13,2021-02-08,2,0.0,983.0,23.0,,,
5280,12,2021-02-08,1,0.0,876.0,1.0,,,
5281,11,2021-02-08,0,0.0,458.0,0.0,,,
5282,60,2021-02-08,0,0.0,26.0,0.0,,,
5283,61,2021-02-08,0,0.0,26.0,0.0,,,
5284,62,2021-02-08,0,0.0,5.0,9.0,,,
5285,99,2021-02-08,0,0.0,0.0,0.0,,,
5286,1,2021-02-08,2967,68.0,99304.0,8344.0,,,
5287,59,2021-02-09,435,4.0,5552.0,13.0,,,
5288,48,2021-02-09,195,12.0,6184.0,548.0,,,
5289,47,2021-02-09,80,5.0,2337.0,253.0,,,
5290,46,2021-02-09,71,3.0,1407.0,93.0,,,
5291,35,2021-02-09,1022,17.0,28303.0,1388.0,,,
5292,24,2021-02-09,826,32.0,19054.0,1291.0,,,
5293,10,2021-02-09,30,0.0,1325.0,0.0,,,
5294,13,2021-02-09,15,1.0,957.0,13.0,,,
5295,12,2021-02-09,1,0.0,953.0,0.0,,,
5296,11,2021-02-09,1,0.0,217.0,0.0,,,
5297,60,2021-02-09,0,0.0,23.0,0.0,,,
5298,61,2021-02-09,1,0.0,29.0,0.0,,,
5299,62,2021-02-09,0,0.0,7.0,0.0,,,
5300,99,2021-02-09,0,0.0,0.0,0.0,,,
5301,1,2021-02-09,2677,74.0,66348.0,3599.0,,,
5302,59,2021-02-10,469,6.0,4987.0,549.0,,,
5303,48,2021-02-10,339,6.0,7003.0,458.0,,,
5304,47,2021-02-10,189,2.0,1910.0,245.0,,,
5305,46,2021-02-10,57,6.0,1345.0,75.0,,,
5306,35,2021-02-10,1072,41.0,30798.0,1709.0,,,
5307,24,2021-02-10,989,34.0,21845.0,968.0,,,
5308,10,2021-02-10,53,0.0,928.0,0.0,10.0,2021-02-10,1.0
5309,10,2021-02-10,53,0.0,928.0,0.0,10.0,2021-02-10,1.0
5310,13,2021-02-10,14,0.0,1758.0,22.0,,,
5311,12,2021-02-10,1,0.0,1741.0,1.0,,,
5312,11,2021-02-10,0,0.0,54.0,0.0,,,
5313,60,2021-02-10,0,0.0,25.0,0.0,,,
5314,61,2021-02-10,1,0.0,70.0,0.0,,,
5315,62,2021-02-10,1,0.0,22.0,0.0,,,
5316,99,2021-02-10,0,0.0,0.0,0.0,,,
5317,1,2021-02-10,3185,95.0,72486.0,4027.0,,,
5318,59,2021-02-11,449,9.0,8050.0,436.0,,,
5319,48,2021-02-11,351,16.0,10873.0,540.0,,,
5320,47,2021-02-11,114,0.0,2353.0,147.0,,,
5321,46,2021-02-11,90,3.0,1642.0,78.0,,,
5322,35,2021-02-11,945,18.0,52504.0,1344.0,,,
5323,24,2021-02-11,1121,37.0,31720.0,1031.0,,,
5324,10,2021-02-11,100,0.0,2817.0,0.0,10.0,2021-02-11,1.0
5325,10,2021-02-11,100,0.0,2817.0,0.0,10.0,2021-02-11,1.0
5326,10,2021-02-11,100,0.0,2817.0,0.0,10.0,2021-02-11,1.0
5327,13,2021-02-11,2,1.0,2228.0,15.0,,,
5328,12,2021-02-11,2,0.0,1296.0,0.0,,,
5329,11,2021-02-11,0,0.0,361.0,0.0,,,
5330,60,2021-02-11,0,0.0,16.0,0.0,,,
5331,61,2021-02-11,4,0.0,212.0,1.0,,,
5332,62,2021-02-11,3,0.0,60.0,0.0,,,
5333,99,2021-02-11,0,0.0,0.0,0.0,,,
5334,1,2021-02-11,3181,84.0,114132.0,3592.0,,,
5335,59,2021-02-12,445,10.0,8211.0,405.0,59.0,2021-02-12,1.0
5336,48,2021-02-12,314,16.0,9967.0,392.0,,,
5337,47,2021-02-12,188,2.0,2214.0,221.0,,,
5338,46,2021-02-12,81,4.0,1916.0,77.0,,,
5339,35,2021-02-12,1076,18.0,68812.0,1415.0,,,
5340,24,2021-02-12,984,24.0,31349.0,1350.0,,,
5341,10,2021-02-12,50,0.0,3395.0,0.0,,,
5342,13,2021-02-12,5,0.0,1459.0,10.0,,,
5343,12,2021-02-12,0,0.0,1488.0,2.0,,,
5344,11,2021-02-12,0,0.0,503.0,0.0,,,
5345,60,2021-02-12,0,0.0,43.0,0.0,,,
5346,61,2021-02-12,0,0.0,197.0,0.0,,,
5347,62,2021-02-12,0,0.0,67.0,0.0,,,
5348,99,2021-02-12,0,0.0,0.0,0.0,,,
5349,1,2021-02-12,3143,74.0,129621.0,3872.0,,,
5350,59,2021-02-13,452,10.0,7731.0,0.0,,,
5351,48,2021-02-13,305,15.0,8410.0,426.0,,,
5352,47,2021-02-13,244,4.0,2694.0,190.0,,,
5353,46,2021-02-13,99,0.0,1987.0,53.0,,,
5354,35,2021-02-13,1300,19.0,62012.0,1434.0,,,
5355,24,2021-02-13,1049,28.0,31571.0,1145.0,,,
5356,10,2021-02-13,26,0.0,3141.0,1.0,10.0,2021-02-13,1.0
5357,10,2021-02-13,26,0.0,3141.0,1.0,10.0,2021-02-13,1.0
5358,10,2021-02-13,26,0.0,3141.0,1.0,10.0,2021-02-13,1.0
5359,13,2021-02-13,16,0.0,1486.0,12.0,,,
5360,12,2021-02-13,2,0.0,1999.0,1.0,,,
5361,11,2021-02-13,0,0.0,383.0,2.0,,,
5362,60,2021-02-13,1,0.0,29.0,0.0,,,
5363,61,2021-02-13,0,0.0,92.0,0.0,,,
5364,62,2021-02-13,5,0.0,19.0,5.0,,,
5365,99,2021-02-13,0,0.0,0.0,0.0,,,
5366,1,2021-02-13,3499,76.0,121554.0,3269.0,,,
5367,59,2021-02-14,431,5.0,7804.0,0.0,,,
5368,48,2021-02-14,284,5.0,8075.0,335.0,,,
5369,47,2021-02-14,161,0.0,3157.0,247.0,,,
5370,46,2021-02-14,78,5.0,1611.0,83.0,,,
5371,35,2021-02-14,981,42.0,58760.0,1235.0,,,
5372,24,2021-02-14,910,12.0,30995.0,1124.0,,,
5373,10,2021-02-14,11,0.0,4004.0,0.0,10.0,2021-02-14,1.0
5374,13,2021-02-14,2,0.0,1395.0,12.0,,,
5375,12,2021-02-14,1,0.0,1322.0,2.0,,,
5376,11,2021-02-14,0,0.0,424.0,0.0,,,
5377,60,2021-02-14,0,0.0,28.0,0.0,,,
5378,61,2021-02-14,0,0.0,97.0,0.0,,,
5379,62,2021-02-14,3,0.0,84.0,1.0,,,
5380,99,2021-02-14,0,0.0,0.0,0.0,,,
5381,1,2021-02-14,2862,69.0,117756.0,3039.0,,,
5382,59,2021-02-15,348,7.0,7987.0,0.0,,,
5383,48,2021-02-15,251,2.0,7976.0,242.0,,,
5384,47,2021-02-15,143,0.0,2342.0,0.0,,,
5385,46,2021-02-15,71,0.0,1606.0,0.0,,,
5386,35,2021-02-15,964,13.0,48701.0,1173.0,,,
5387,24,2021-02-15,728,13.0,30606.0,1164.0,,,
5388,10,2021-02-15,7,0.0,-3501.0,5.0,10.0,2021-02-15,1.0
5389,13,2021-02-15,1,1.0,916.0,10.0,,,
5390,12,2021-02-15,1,0.0,1429.0,0.0,,,
5391,11,2021-02-15,0,0.0,419.0,0.0,,,
5392,60,2021-02-15,1,0.0,30.0,0.0,,,
5393,61,2021-02-15,0,0.0,53.0,0.0,,,
5394,62,2021-02-15,7,0.0,51.0,0.0,,,
5395,99,2021-02-15,0,0.0,0.0,0.0,,,
5396,1,2021-02-15,2522,36.0,98615.0,2594.0,,,
5397,59,2021-02-16,302,4.0,5487.0,0.0,,,
5398,48,2021-02-16,263,9.0,5396.0,483.0,,,
5399,47,2021-02-16,136,3.0,2254.0,529.0,,,
5400,46,2021-02-16,95,4.0,1325.0,156.0,,,
5401,35,2021-02-16,904,13.0,30355.0,1112.0,,,
5402,24,2021-02-16,669,18.0,19228.0,1108.0,,,
5403,10,2021-02-16,7,0.0,3595.0,8.0,,,
5404,13,2021-02-16,3,1.0,821.0,12.0,,,
5405,12,2021-02-16,3,0.0,1620.0,1.0,,,
5406,11,2021-02-16,0,0.0,222.0,0.0,,,
5407,60,2021-02-16,0,0.0,36.0,0.0,,,
5408,61,2021-02-16,0,0.0,92.0,0.0,,,
5409,62,2021-02-16,5,0.0,16.0,0.0,,,
5410,99,2021-02-16,0,0.0,0.0,0.0,,,
5411,1,2021-02-16,2387,52.0,70447.0,3409.0,,,
5412,59,2021-02-17,427,3.0,5248.0,2159.0,,,
5413,48,2021-02-17,277,7.0,5216.0,406.0,,,
5414,47,2021-02-17,124,5.0,1437.0,189.0,,,
5415,46,2021-02-17,75,1.0,1455.0,144.0,,,
5416,35,2021-02-17,847,10.0,27005.0,1456.0,,,
5417,24,2021-02-17,800,10.0,22040.0,874.0,,,
5418,10,2021-02-17,44,0.0,3284.0,3.0,,,
5419,13,2021-02-17,3,0.0,953.0,15.0,,,
5420,12,2021-02-17,3,0.0,1381.0,1.0,,,
5421,11,2021-02-17,0,0.0,321.0,0.0,,,
5422,60,2021-02-17,0,0.0,0.0,0.0,,,
5423,61,2021-02-17,4,0.0,168.0,0.0,,,
5424,62,2021-02-17,1,0.0,13.0,3.0,,,
5425,99,2021-02-17,0,0.0,0.0,0.0,,,
5426,1,2021-02-17,2605,36.0,68521.0,5250.0,,,
5427,59,2021-02-18,617,4.0,5635.0,435.0,,,
5428,48,2021-02-18,415,7.0,7476.0,378.0,,,
5429,47,2021-02-18,146,0.0,1800.0,171.0,,,
5430,46,2021-02-18,137,2.0,1145.0,538.0,,,
5431,35,2021-02-18,1038,44.0,33977.0,1277.0,,,
5432,24,2021-02-18,900,10.0,31195.0,829.0,,,
5433,10,2021-02-18,48,0.0,4900.0,6.0,,,
5434,13,2021-02-18,4,0.0,835.0,11.0,,,
5435,12,2021-02-18,2,0.0,924.0,3.0,,,
5436,11,2021-02-18,1,0.0,238.0,1.0,,,
5437,60,2021-02-18,0,0.0,2.0,0.0,,,
5438,61,2021-02-18,0,0.0,127.0,2.0,,,
5439,62,2021-02-18,6,0.0,25.0,0.0,,,
5440,99,2021-02-18,0,0.0,0.0,0.0,,,
5441,1,2021-02-18,3314,67.0,88279.0,3651.0,,,
5442,59,2021-02-19,508,6.0,9147.0,368.0,,,
5443,48,2021-02-19,325,7.0,10275.0,365.0,,,
5444,47,2021-02-19,146,3.0,2206.0,77.0,,,
5445,46,2021-02-19,92,1.0,1874.0,73.0,,,
5446,35,2021-02-19,1150,47.0,56165.0,1255.0,,,
5447,24,2021-02-19,800,14.0,29542.0,1184.0,,,
5448,10,2021-02-19,60,0.0,8377.0,23.0,,,
5449,13,2021-02-19,6,0.0,917.0,12.0,,,
5450,12,2021-02-19,2,0.0,1547.0,0.0,,,
5451,11,2021-02-19,0,0.0,507.0,0.0,,,
5452,60,2021-02-19,0,0.0,40.0,0.0,,,
5453,61,2021-02-19,0,0.0,63.0,0.0,,,
5454,62,2021-02-19,2,0.0,66.0,0.0,,,
5455,99,2021-02-19,0,0.0,0.0,0.0,,,
5456,1,2021-02-19,3091,78.0,120726.0,3357.0,,,
