,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday
68,62,20200311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,62,20200312,0,0.0,-23.0,0.0,0.0,0.0,-11.5,0.0
99,62,20200313,0,0.0,0.0,0.0,0.0,0.0,-7.666666666666667,0.0
114,62,20200314,0,0.0,1.0,0.0,0.0,0.0,-5.5,0.0
129,62,20200315,0,0.0,0.0,0.0,0.0,0.0,-4.4,0.0
144,62,20200316,0,0.0,1.0,0.0,0.0,0.0,-3.5,0.0
159,62,20200317,0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
174,62,20200318,0,0.0,0.0,0.0,0.0,0.0,-2.625,0.0
189,62,20200319,0,0.0,2.0,0.0,0.0,0.0,-2.111111111111111,0.0
204,62,20200320,0,0.0,10.0,0.0,0.0,0.0,-0.9,0.0
219,62,20200321,0,0.0,3.0,0.0,0.0,0.0,-0.6,0.0
234,62,20200322,0,0.0,0.0,0.0,0.0,0.0,1.7,0.0
249,62,20200323,0,0.0,13.0,0.0,0.0,0.0,3.0,0.0
264,62,20200324,0,0.0,0.0,0.0,0.0,0.0,2.9,0.0
279,62,20200325,0,0.0,2.0,0.0,0.0,0.0,3.1,0.0
294,62,20200326,0,0.0,21.0,0.0,0.0,0.0,5.1,0.0
309,62,20200327,0,0.0,1.0,0.0,0.0,0.0,5.2,0.0
324,62,20200328,0,0.0,16.0,0.0,0.0,0.0,6.8,0.0
339,62,20200329,0,0.0,9.0,0.0,0.0,0.0,7.5,0.0
354,62,20200330,0,0.0,17.0,0.0,0.0,0.0,8.2,0.0
369,62,20200331,0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
384,62,20200401,0,0.0,1.0,0.0,0.0,0.0,8.0,0.0
399,62,20200402,0,0.0,0.0,0.0,0.0,0.0,6.7,0.0
414,62,20200403,0,0.0,39.0,0.0,0.0,0.0,10.6,0.0
429,62,20200404,0,0.0,27.0,0.0,0.0,0.0,13.1,0.0
444,62,20200405,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
459,62,20200406,0,0.0,12.0,0.0,0.0,0.0,12.1,0.0
474,62,20200407,0,0.0,2.0,0.0,0.0,0.0,10.7,0.0
489,62,20200408,0,0.0,10.0,0.0,0.0,0.0,10.8,0.0
504,62,20200409,0,0.0,12.0,0.0,0.0,0.0,10.3,0.0
519,62,20200410,0,0.0,6.0,0.0,0.0,0.0,10.9,0.0
534,62,20200411,0,0.0,10.0,0.0,0.0,0.0,11.8,0.0
549,62,20200412,0,0.0,0.0,0.0,0.0,0.0,11.8,0.0
564,62,20200413,0,0.0,0.0,0.0,0.0,0.0,7.9,0.0
579,62,20200414,0,0.0,0.0,0.0,0.0,0.0,5.2,0.0
594,62,20200415,0,0.0,8.0,0.0,0.0,0.0,6.0,0.0
609,62,20200416,0,0.0,6.0,0.0,0.0,0.0,5.4,0.0
624,62,20200417,0,0.0,11.0,0.0,0.0,0.0,6.3,0.0
639,62,20200418,0,0.0,0.0,0.0,0.0,0.0,5.3,0.0
654,62,20200419,0,0.0,1.0,0.0,0.0,0.0,4.2,0.0
669,62,20200420,0,0.0,3.0,0.0,0.0,0.0,3.9,0.0
684,62,20200421,0,0.0,0.0,0.0,0.0,0.0,2.9,0.0
699,62,20200422,0,0.0,17.0,0.0,0.0,0.0,4.6,0.0
714,62,20200423,0,0.0,0.0,0.0,0.0,0.0,4.6,0.0
729,62,20200424,0,0.0,3.0,0.0,0.0,0.0,4.9,0.0
744,62,20200425,0,0.0,13.0,0.0,0.0,0.0,5.4,0.0
759,62,20200426,0,0.0,11.0,0.0,0.0,0.0,5.9,0.0
774,62,20200427,0,0.0,15.0,0.0,0.0,0.0,6.3,0.0
789,62,20200428,0,0.0,6.0,0.0,0.0,0.0,6.9,0.0
804,62,20200429,0,0.0,17.0,0.0,0.0,0.0,8.5,0.0
819,62,20200430,0,0.0,1.0,0.0,0.0,0.0,8.3,0.0
834,62,20200501,0,0.0,7.0,0.0,0.0,0.0,9.0,0.0
849,62,20200502,0,0.0,8.0,0.0,0.0,0.0,8.1,0.0
864,62,20200503,0,0.0,16.0,0.0,0.0,0.0,9.7,0.0
879,62,20200504,0,0.0,12.0,0.0,0.0,0.0,10.6,0.0
894,62,20200505,0,0.0,9.0,0.0,0.0,0.0,10.2,0.0
909,62,20200506,0,0.0,17.0,0.0,0.0,0.0,10.8,0.0
924,62,20200507,0,0.0,1.0,0.0,0.0,0.0,9.4,0.0
939,62,20200508,0,0.0,60.0,0.0,0.0,0.0,14.8,0.0
954,62,20200509,0,0.0,17.0,0.0,0.0,0.0,14.8,0.0
969,62,20200510,0,0.0,1.0,0.0,0.0,0.0,14.8,0.0
984,62,20200511,0,0.0,39.0,0.0,0.0,0.0,18.0,0.0
999,62,20200512,0,0.0,2.0,0.0,0.0,0.0,17.4,0.0
1014,62,20200513,0,0.0,15.0,0.0,0.0,0.0,17.3,0.0
1029,62,20200514,0,0.0,0.0,0.0,0.0,0.0,16.1,0.0
1044,62,20200515,0,0.0,7.0,0.0,0.0,0.0,15.9,0.0
1059,62,20200516,0,0.0,16.0,0.0,0.0,0.0,15.8,0.0
1074,62,20200517,0,0.0,6.0,0.0,0.0,0.0,16.3,0.0
1089,62,20200518,0,0.0,0.0,0.0,0.0,0.0,10.3,0.0
1104,62,20200519,0,0.0,5.0,0.0,0.0,0.0,9.1,0.0
1119,62,20200520,0,0.0,19.0,0.0,0.0,0.0,10.9,0.0
1134,62,20200521,0,0.0,30.0,0.0,0.0,0.0,10.0,0.0
1149,62,20200522,0,0.0,3.0,0.0,0.0,0.0,10.1,0.0
1164,62,20200523,0,0.0,11.0,0.0,0.0,0.0,9.7,0.0
1179,62,20200524,0,0.0,8.0,0.0,0.0,0.0,10.5,0.0
1194,62,20200525,0,0.0,1.0,0.0,0.0,0.0,9.9,0.0
1209,62,20200526,0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
1224,62,20200527,0,0.0,8.0,0.0,0.0,0.0,8.5,0.0
1239,62,20200528,0,0.0,5.0,0.0,0.0,0.0,9.0,0.0
1254,62,20200529,0,0.0,13.0,0.0,0.0,0.0,9.8,0.0
1269,62,20200530,0,0.0,3.0,0.0,0.0,0.0,8.2,0.0
1284,62,20200531,0,0.0,17.0,0.0,0.0,0.0,6.9,0.0
1299,62,20200601,0,0.0,7.0,0.0,0.0,0.0,7.3,0.0
1314,62,20200602,0,0.0,6.0,0.0,0.0,0.0,6.8,0.0
1329,62,20200603,0,0.0,21.0,0.0,0.0,0.0,8.1,0.0
1344,62,20200604,0,0.0,3.0,0.0,0.0,0.0,8.3,0.0
1359,62,20200605,0,0.0,17.0,0.0,0.0,0.0,10.0,0.0
1374,62,20200606,0,0.0,7.0,0.0,0.0,0.0,9.9,0.0
1389,62,20200607,0,0.0,10.0,0.0,0.0,0.0,10.4,0.0
1404,62,20200608,0,0.0,11.0,0.0,0.0,0.0,10.2,0.0
1419,62,20200609,0,0.0,1.0,0.0,0.0,0.0,10.0,0.0
1434,62,20200610,0,0.0,17.0,0.0,0.0,0.0,10.0,0.0
1449,62,20200611,0,0.0,6.0,0.0,0.0,0.0,9.9,0.0
1464,62,20200612,0,0.0,12.0,0.0,0.0,0.0,10.5,0.0
1479,62,20200613,0,0.0,16.0,0.0,0.0,0.0,10.0,0.0
1494,62,20200614,0,0.0,5.0,0.0,0.0,0.0,10.2,0.0
1509,62,20200615,0,0.0,15.0,0.0,0.0,0.0,10.0,0.0
1524,62,20200616,0,0.0,0.0,0.0,0.0,0.0,9.3,0.0
1539,62,20200617,0,0.0,22.0,0.0,0.0,0.0,10.5,0.0
1554,62,20200618,0,0.0,23.0,0.0,0.0,0.0,11.7,0.0
1569,62,20200619,0,0.0,7.0,0.0,0.0,0.0,12.3,0.0
1584,62,20200620,0,0.0,5.0,0.0,0.0,0.0,11.1,0.0
1599,62,20200621,0,0.0,10.0,0.0,0.0,0.0,11.5,0.0
1614,62,20200622,0,0.0,24.0,0.0,0.0,0.0,12.7,0.0
