,pruid,date,Class,median_numtoday,median_numdeathstoday,median_numteststoday,median_numrecoveredtoday,std_numtoday,std_numdeathstoday,std_numteststoday,std_numrecoveredtoday,var_numtoday,var_numdeathstoday,var_numteststoday,var_numrecoveredtoday,skew_numtoday,skew_numdeathstoday,skew_numteststoday,skew_numrecoveredtoday,kurt_numtoday,kurt_numdeathstoday,kurt_numteststoday,kurt_numrecoveredtoday
29,24,20200301,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
33,24,20200303,0.0,0.5,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,
37,24,20200305,0.0,1.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,-1.7320525527897053,,,,,,,
41,24,20200306,0.0,0.5,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,,,,-6.0,,,
45,24,20200307,0.0,0.0,0.0,0.0,0.0,0.5477225575051661,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.6085792186623317,,,,-3.3429076190390323,,,
49,24,20200308,0.0,0.5,0.0,0.0,0.0,0.5477225575051661,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,,,-3.3333333333333335,,,
54,24,20200309,0.0,1.0,0.0,0.0,0.0,0.5345224838248488,0.0,0.0,0.0,0.28571428571428575,0.0,0.0,0.0,-0.3741669330010008,,,,-2.805339060035795,,,
62,24,20200311,0.0,1.0,0.0,0.0,0.0,0.991031208965115,0.0,0.0,0.0,0.9821428571428573,0.0,0.0,0.0,1.4860553930134748,,,,2.973090909090909,,,
77,24,20200312,0.0,1.0,0.0,0.0,0.0,1.9436506316151,0.0,43.666666666666664,0.0,3.7777777777777777,0.0,1906.7777777777778,0.0,1.946112612884666,,3.0000000094421075,,3.8699198611312444,,9.000000000000004,
92,24,20200313,0.0,1.0,0.0,0.0,0.0,2.0027758514399734,0.0,75.84787406381277,0.0,4.01111111111111,0.0,5752.900000000001,0.0,1.3443944666444119,,2.0747065152023785,,1.0697341106318692,,3.4292626797589683,
107,24,20200314,0.0,1.0,0.0,0.0,0.0,1.9679246105293953,0.0,116.12649842462157,0.0,3.872727272727272,0.0,13485.363636363636,0.0,1.4568544060375601,,1.7792738137446302,,1.4280628633522479,,2.2912669863689956,
122,24,20200315,1.0,1.0,0.0,0.0,0.0,2.449489742783178,0.0,127.18856795397068,0.0,6.0,0.0,16176.931818181818,0.0,1.2024767828208327,,1.2339920353826976,,0.19494949494949512,,-0.06889751318379986,
137,24,20200316,1.0,1.0,0.0,0.0,0.0,4.301162633521313,0.0,204.36452474526732,0.0,18.5,0.0,41764.85897435898,0.0,2.079318944077452,,1.8556358866591514,,4.71890589557804,,3.4740068476243686,
152,24,20200317,1.0,1.0,0.0,0.0,0.0,4.6527789167713145,0.0,262.02931637006316,0.0,21.64835164835165,0.0,68659.36263736265,0.0,1.5208421156661573,,1.5408879258945214,,1.6698079886578177,,1.413768969590673,
167,24,20200318,1.0,1.0,0.0,0.0,0.0,6.922702472575976,0.2581988897471611,348.77734745140503,0.0,47.92380952380953,0.06666666666666667,121645.63809523812,0.0,1.8515486526103528,3.8729833463284193,1.5483987574782787,,3.2712181194539314,15.000000013551931,1.5681734342984754,
