,pruid,date,Class,median_numtoday,median_numdeathstoday,median_numteststoday,median_numrecoveredtoday,std_numtoday,std_numdeathstoday,std_numteststoday,std_numrecoveredtoday,var_numtoday,var_numdeathstoday,var_numteststoday,var_numrecoveredtoday,skew_numtoday,skew_numdeathstoday,skew_numteststoday,skew_numrecoveredtoday,kurt_numtoday,kurt_numdeathstoday,kurt_numteststoday,kurt_numrecoveredtoday
398,61,20200402,1.0,0.0,0.0,45.0,0.0,0.3518657752744984,0.0,33.78714886715701,0.0,0.12380952380952381,0.0,1141.571428571429,0.0,2.404763138710466,,0.8947407924529817,,4.349112426039483,,1.6570560517413901,
413,61,20200403,1.0,0.0,0.0,45.0,0.0,0.5936168397046637,0.0,32.845525896666224,0.0,0.3523809523809524,0.0,1078.8285714285716,0.0,2.272968452080365,,1.058822855591008,,4.784795190200484,,1.80922551689876,
428,61,20200404,1.0,0.0,0.0,45.0,0.0,0.5936168397046637,0.0,39.25132694147634,0.0,0.3523809523809524,0.0,1540.6666666666667,0.0,2.272968452080365,,0.9888264262468428,,4.784795190200484,,0.434188129157216,
443,61,20200405,1.0,0.0,0.0,45.0,0.0,0.5606119105813882,0.0,38.02718325969815,0.2581988897471611,0.31428571428571433,0.0,1446.0666666666668,0.06666666666666667,2.918888460051841,,1.053164883607097,3.87298334620729,8.388429752065724,,0.6384361905782452,14.999999999994065
458,61,20200406,1.0,0.0,0.0,51.0,0.0,0.5936168397046637,0.0,37.86982716522231,0.2581988897471611,0.3523809523809524,0.0,1434.1238095238095,0.06666666666666667,2.272968452080365,,1.0350176488318763,3.87298334620729,4.784795190200484,,0.6493369572069776,14.999999999994065
473,61,20200407,1.0,0.0,0.0,45.0,0.0,0.5936168397046637,0.0,38.02968765132239,0.2581988897471611,0.3523809523809524,0.0,1446.257142857143,0.06666666666666667,2.272968452080365,,1.171327471926304,3.87298334620729,4.784795190200484,,0.8452606110635154,14.999999999994065
488,61,20200408,1.0,0.0,0.0,45.0,0.0,0.5936168397046637,0.0,39.63343946479442,0.2581988897471611,0.3523809523809524,0.0,1570.809523809524,0.06666666666666667,2.272968452080365,,1.058292524899655,3.87298334620729,4.784795190200484,,0.5871479506447304,14.999999999994065
503,61,20200409,1.0,0.0,0.0,44.0,0.0,0.5936168397046637,0.0,41.625884803980874,0.2581988897471611,0.3523809523809524,0.0,1732.714285714286,0.06666666666666667,2.272968452080365,,1.1362364445878608,3.87298334620729,4.784795190200484,,0.8803688214979112,14.999999999994065
518,61,20200410,1.0,0.0,0.0,44.0,0.0,0.5936168397046637,0.0,41.582047408306714,0.2581988897471611,0.3523809523809524,0.0,1729.066666666667,0.06666666666666667,2.272968452080365,,1.1365205414439816,3.87298334620729,4.784795190200484,,0.8878263892560679,14.999999999994065
533,61,20200411,1.0,0.0,0.0,45.0,0.0,0.5936168397046637,0.0,42.33517056380743,0.2581988897471611,0.3523809523809524,0.0,1792.2666666666669,0.06666666666666667,2.272968452080365,,0.8872475460499861,3.87298334620729,4.784795190200484,,0.25181121716372645,14.999999999994065
548,61,20200412,1.0,0.0,0.0,45.0,0.0,0.5936168397046637,0.0,42.954239216480914,0.2581988897471611,0.3523809523809524,0.0,1845.066666666667,0.06666666666666667,2.272968452080365,,0.8924227791820827,3.87298334620729,4.784795190200484,,0.16146135510545415,14.999999999994065
563,61,20200413,1.0,0.0,0.0,40.0,0.0,0.5936168397046637,0.0,36.08719598813013,0.2581988897471611,0.3523809523809524,0.0,1302.285714285715,0.06666666666666667,2.272968452080365,,1.0873560086246474,3.87298334620729,4.784795190200484,,1.507372289602241,14.999999999994065
578,61,20200414,1.0,0.0,0.0,36.0,0.0,0.5936168397046637,0.0,37.34867881898649,0.2581988897471611,0.3523809523809524,0.0,1394.9238095238104,0.06666666666666667,2.272968452080365,,1.2359539084774889,3.87298334620729,4.784795190200484,,1.7733529386354399,14.999999999994065
593,61,20200415,1.0,0.0,0.0,36.0,0.0,0.5936168397046637,0.0,38.30305222203331,0.2581988897471611,0.3523809523809524,0.0,1467.1238095238107,0.06666666666666667,2.272968452080365,,1.2123608382100282,3.87298334620729,4.784795190200484,,1.5421109763545702,14.999999999994065
608,61,20200416,1.0,0.0,0.0,28.0,0.0,0.5606119105813882,0.0,38.350265411635135,0.2581988897471611,0.31428571428571433,0.0,1470.7428571428584,0.06666666666666667,2.918888460051841,,1.5049650164176909,3.87298334620729,8.388429752065724,,2.479099600521024,14.999999999994065
623,61,20200417,1.0,0.0,0.0,28.0,0.0,0.5606119105813882,0.0,37.204454418408424,0.2581988897471611,0.31428571428571433,0.0,1384.17142857143,0.06666666666666667,2.918888460051841,,1.7707125496703144,3.87298334620729,8.388429752065724,,3.687663804938772,14.999999999994065
638,61,20200418,1.0,0.0,0.0,28.0,0.0,0.25819888974716126,0.0,36.99781203312023,0.7988086367179803,0.06666666666666675,0.0,1368.8380952380965,0.6380952380952382,3.87298334620729,,1.780486276463485,3.325848389454009,14.999999999994065,,3.7578650556313264,11.391178436177302
653,61,20200419,1.0,0.0,0.0,22.0,0.0,0.25819888974716126,0.0,23.41509484641624,0.7988086367179803,0.06666666666666675,0.0,548.2666666666684,0.6380952380952382,3.87298334620729,,1.0350875269239213,3.325848389454009,14.999999999994065,,1.4125334609428353,11.391178436177302
668,61,20200420,1.0,0.0,0.0,22.0,0.0,0.25819888974716126,0.0,23.157843472260453,0.8997354108424374,0.06666666666666675,0.0,536.285714285716,0.8095238095238095,3.87298334620729,,1.2249136224678587,2.6151479069468775,14.999999999994065,,1.9338844925807537,6.031141868512136
683,61,20200421,1.0,0.0,0.0,22.0,0.0,0.0,0.0,22.10106655474221,0.8997354108424374,0.0,0.0,488.45714285714473,0.8095238095238095,,,1.5723988576602959,2.6151479069468775,,,3.547228041902777,6.031141868512136
698,61,20200422,1.0,0.0,0.0,19.0,0.0,0.0,0.0,21.360399496888363,0.8997354108424374,0.0,0.0,456.2666666666686,0.8095238095238095,,,1.9459694802173413,2.6151479069468775,,,5.298938499933462,6.031141868512136
713,61,20200423,1.0,0.0,0.0,19.0,0.0,0.0,0.0,21.82789826935119,0.8997354108424374,0.0,0.0,476.4571428571448,0.8095238095238095,,,1.8776154717128428,2.6151479069468775,,,4.9095329059773345,6.031141868512136
728,61,20200424,1.0,0.0,0.0,19.0,0.0,0.0,0.0,21.349696105788617,0.8997354108424374,0.0,0.0,455.8095238095257,0.8095238095238095,,,1.9856242747649,2.6151479069468775,,,5.343032412474926,6.031141868512136
743,61,20200425,1.0,0.0,0.0,19.0,0.0,0.0,0.0,21.2934150339847,0.8997354108424374,0.0,0.0,453.4095238095257,0.8095238095238095,,,2.0757132060840964,2.6151479069468775,,,5.677391313103213,6.031141868512136
758,61,20200426,1.0,0.0,0.0,19.0,0.0,0.0,0.0,11.775681155103882,0.8997354108424374,0.0,0.0,138.6666666666687,0.8095238095238095,,,0.3589212914659672,2.6151479069468775,,,-0.11997183659523959,6.031141868512136
773,61,20200427,1.0,0.0,0.0,19.0,0.0,0.0,0.0,11.775681155103882,0.8997354108424374,0.0,0.0,138.6666666666687,0.8095238095238095,,,0.3589212914659672,2.6151479069468775,,,-0.11997183659523959,6.031141868512136
788,61,20200428,1.0,0.0,0.0,18.0,0.0,0.0,0.0,10.595596569644803,0.8997354108424374,0.0,0.0,112.26666666666873,0.8095238095238095,,,0.521910417850651,2.6151479069468775,,,0.9484255342155413,6.031141868512136
803,61,20200429,1.0,0.0,0.0,18.0,0.0,0.0,0.0,10.498072385420377,0.8997354108424374,0.0,0.0,110.20952380952588,0.8095238095238095,,,0.5587353226852968,2.6151479069468775,,,0.9994484794543715,6.031141868512136
