,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday
67,61,20200311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,61,20200312,0,0.0,5.0,0.0,0.0,0.0,2.5,0.0
98,61,20200313,0,0.0,19.0,0.0,0.0,0.0,8.0,0.0
113,61,20200314,0,0.0,26.0,0.0,0.0,0.0,12.5,0.0
128,61,20200315,0,0.0,15.0,0.0,0.0,0.0,13.0,0.0
143,61,20200316,0,0.0,15.0,0.0,0.0,0.0,13.333333333333334,0.0
158,61,20200317,0,0.0,34.0,0.0,0.0,0.0,16.285714285714285,0.0
173,61,20200318,0,0.0,7.0,0.0,0.0,0.0,15.125,0.0
188,61,20200319,0,0.0,2.0,0.0,0.0,0.0,13.666666666666666,0.0
203,61,20200320,0,0.0,68.0,0.0,0.0,0.0,19.1,0.0
218,61,20200321,1,0.0,19.0,0.0,0.1,0.0,21.0,0.0
233,61,20200322,0,0.0,45.0,0.0,0.1,0.0,25.0,0.0
248,61,20200323,0,0.0,71.0,0.0,0.1,0.0,30.2,0.0
263,61,20200324,0,0.0,39.0,0.0,0.1,0.0,31.5,0.0
278,61,20200325,0,0.0,85.0,0.0,0.1,0.0,38.5,0.0
293,61,20200326,0,0.0,27.0,0.0,0.1,0.0,39.7,0.0
308,61,20200327,0,0.0,44.0,0.0,0.1,0.0,40.7,0.0
323,61,20200328,0,0.0,36.0,0.0,0.1,0.0,43.6,0.0
338,61,20200329,0,0.0,140.0,0.0,0.1,0.0,57.4,0.0
353,61,20200330,0,0.0,72.0,0.0,0.1,0.0,57.8,0.0
368,61,20200331,0,0.0,29.0,0.0,0.0,0.0,58.8,0.0
383,61,20200401,1,0.0,77.0,0.0,0.1,0.0,62.0,0.0
398,61,20200402,0,0.0,71.0,0.0,0.1,0.0,62.0,0.0
413,61,20200403,2,0.0,11.0,0.0,0.3,0.0,59.2,0.0
428,61,20200404,0,0.0,139.0,0.0,0.3,0.0,64.6,0.0
443,61,20200405,0,0.0,40.0,1.0,0.3,0.0,65.9,0.1
458,61,20200406,1,0.0,51.0,0.0,0.4,0.0,66.6,0.1
473,61,20200407,0,0.0,45.0,0.0,0.4,0.0,67.5,0.1
488,61,20200408,0,0.0,13.0,0.0,0.4,0.0,54.8,0.1
503,61,20200409,0,0.0,0.0,0.0,0.4,0.0,47.6,0.1
