,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday,moving_numtoday_loess5%,moving_numtoday_loess15%,moving_numdeathstoday_loess5%,moving_numdeathstoday_loess15%,moving_numteststoday_loess5%,moving_numteststoday_loess15%,moving_numrecoveredtoday_loess5%,moving_numrecoveredtoday_loess15%
60,46,20200311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.054661906133247,17.468071199626493,0.05090418385923186,0.14781527000016095,202.26494288561733,493.4835377715509,-1.057979288460319,-1.9077685741462016
75,46,20200312,1,0.0,104.0,0.0,0.0,0.5,0.0,52.0,0.0,6.113692964329917,17.87898824838913,0.06888895960986102,0.1516411567037579,262.2743293702178,511.1424584470043,-0.6830854410080057,-1.402097297168311
90,46,20200313,2,0.0,195.0,0.0,1.0,1.0,0.0,99.66666666666667,0.0,8.168284294707231,18.283533160866618,0.08675289561098917,0.15542355823076043,321.40899380575854,528.6756592886834,-0.28960523180708786,-0.8954556434672215
105,46,20200314,1,0.0,300.0,0.0,1.0,1.0,0.0,149.75,0.0,10.213963317491299,18.681787185633898,0.10444556399478418,0.1591631909982568,379.69281932443334,546.0875101556784,0.1226817673727544,-0.38786163975079563
120,46,20200315,0,0.0,418.0,0.0,1.0,0.8,0.0,203.4,0.0,12.24652469398435,19.07387949351864,0.12192922557706946,0.16286129538084923,437.1677100560461,563.3831188711877,0.5537376200249231,0.12066262379099923
135,46,20200316,3,0.0,346.0,0.0,1.0,1.1666666666666667,0.0,227.16666666666666,0.0,14.262904614020483,19.459992079737926,0.13918892206602224,0.1665196696953544,493.89537268420787,580.5681249658966,1.003215680159059,0.6300923031342862
150,46,20200317,0,0.0,267.0,0.0,1.0,1.0,0.0,232.85714285714286,0.0,16.26201168291146,19.84035805729032,0.1562399945073921,0.1701405826950011,549.9672874469015,597.6485584753983,1.470333021795028,1.1404010920546788
165,46,20200318,8,0.0,412.0,0.0,1.0,1.875,0.0,255.25,0.0,18.24539796197792,20.215251014835225,0.17311880408928265,0.17372642767908592,605.5244648376316,614.630718856053,1.9536188099765193,1.651562504909034
180,46,20200319,2,0.0,543.0,0.0,1.0,1.8888888888888888,0.0,287.22222222222223,0.0,20.21894831369396,20.584976702961026,0.18988363669522437,0.1772795560432024,660.7827628344062,631.5210013454612,2.450590529885454,2.1635511619489987
195,46,20200320,0,0.0,451.0,0.0,1.0,1.7,0.0,303.6,0.0,22.196072303354782,20.949859983754912,0.20664285570576124,0.1808023303470908,716.0154691062444,648.3255596789553,2.9582443644509864,2.6763440916688763
210,46,20200321,2,0.0,263.0,0.0,1.0,1.9,0.0,329.9,0.0,24.20430600752804,21.31022694767434,0.22357669881969489,0.18429699711939426,771.2775079462981,665.0501085902888,3.479735783630101,3.1899220688961716
225,46,20200322,0,0.0,178.0,0.0,1.0,1.8,0.0,337.3,0.0,26.22657579068079,21.666407082393746,0.2402943907245688,0.18776580262497047,822.2465652763423,681.7000514638634,4.099625634508928,3.7042710128600556
240,46,20200323,1,0.0,269.0,0.0,1.0,1.7,0.0,344.7,0.0,27.951468147849873,22.018724808284922,0.2536615095231346,0.19121087756274713,857.215989723185,698.2803272556932,4.9717111766145665,4.219383476622371
255,46,20200324,1,0.0,264.0,0.0,1.0,1.7,0.0,341.1,0.0,29.52762000187603,22.367513964237503,0.26516602054541416,0.19463426570975406,886.4246296018567,714.7951572845249,5.870608433152795,4.735260268412794
270,46,20200325,14,0.0,278.0,0.0,1.0,3.1,0.0,327.1,0.0,30.914675526389154,22.713097733580852,0.2747115250539115,0.1980378082028542,909.7568099319502,731.248053499114,6.765571611108121,5.2519122570717345
285,46,20200326,1,0.0,352.0,1.0,1.0,2.9,0.0,327.7,0.1,32.0668506933166,23.055774532110405,0.2823116443127136,0.20142311436921065,927.6349615310133,747.6418766347955,7.6152839794212985,5.769362396976345
300,46,20200327,3,1.0,734.0,0.0,1.0,3.2,0.1,374.4,0.1,32.947999856187934,23.395817074485997,0.2882736514926116,0.20479153012893095,940.9275319917064,763.978778434302,8.379346361579877,6.287640120346705
315,46,20200328,25,0.0,606.0,0.0,1.0,4.9,0.1,393.8,0.1,33.543553240804215,23.73346447202057,0.29294373855703054,0.20814419330370557,950.4964040137103,780.2601501241276,9.025264207799097,6.806763695110108
330,46,20200329,8,0.0,917.0,0.0,1.0,5.5,0.1,431.2,0.1,33.871072866166934,24.068928295284206,0.29663424982628767,0.21148193877506485,957.1734225599175,796.4865300512603,9.533384103703737,7.32673862762748
345,46,20200330,24,0.0,209.0,1.0,1.0,7.9,0.1,407.0,0.2,33.97831252488038,24.402398960818473,0.2994092126551658,0.21480548456758644,961.6470506942288,812.6575553277783,9.89506949407909,7.8475551681990225
360,46,20200331,7,0.0,1207.0,2.0,1.0,8.4,0.1,501.4,0.4,33.917716108751385,24.73402941591812,0.3013252313915973,0.2181153822709291,964.4371230858185,828.7718362883236,10.11359256753061,8.369195028742729
375,46,20200401,24,0.0,378.0,0.0,1.0,10.8,0.1,521.4,0.4,33.73338584961738,25.063933383953625,0.3023778158548683,0.22141153175063327,966.019629177416,844.8272139426431,10.199106107516814,8.891632976691044
390,46,20200402,40,0.0,1110.0,7.0,1.0,14.7,0.1,605.5,1.1,33.466163776915046,25.392205252548994,0.3025186411045232,0.22469373416975152,966.8058547197868,860.8205817070856,10.160016858526662,9.414819831582781
405,46,20200403,15,1.0,1294.0,0.0,1.0,16.1,0.2,708.5,1.1,33.136413713121335,25.718890732779812,0.30159920242171123,0.2279614654045088,967.0737626120114,876.7478570253957,9.994748599412794,9.938654517075522
