,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class
65,12,2020-03-11,0,0.0,,,
80,12,2020-03-12,0,0.0,13.0,,
95,12,2020-03-13,0,0.0,0.0,,1.0
110,12,2020-03-14,0,0.0,150.0,,1.0
125,12,2020-03-15,0,0.0,170.0,,1.0
140,12,2020-03-16,3,0.0,207.0,,1.0
155,12,2020-03-17,2,0.0,105.0,,1.0
170,12,2020-03-18,2,0.0,333.0,,1.0
185,12,2020-03-19,7,0.0,216.0,,1.0
200,12,2020-03-20,1,0.0,177.0,,1.0
215,12,2020-03-21,6,0.0,237.0,,1.0
230,12,2020-03-22,7,0.0,311.0,,1.0
245,12,2020-03-23,13,0.0,207.0,,1.0
260,12,2020-03-24,10,0.0,266.0,,1.0
275,12,2020-03-25,17,0.0,222.0,,1.0
290,12,2020-03-26,5,0.0,314.0,2.0,1.0
305,12,2020-03-27,17,0.0,474.0,0.0,1.0
320,12,2020-03-28,20,0.0,388.0,2.0,1.0
335,12,2020-03-29,12,0.0,611.0,0.0,1.0
350,12,2020-03-30,5,0.0,534.0,6.0,1.0
365,12,2020-03-31,20,0.0,323.0,0.0,1.0
380,12,2020-04-01,26,0.0,762.0,1.0,1.0
395,12,2020-04-02,20,0.0,875.0,5.0,1.0
410,12,2020-04-03,14,0.0,894.0,,1.0
425,12,2020-04-04,29,0.0,828.0,,1.0
440,12,2020-04-05,26,0.0,785.0,50.0,1.0
455,12,2020-04-06,31,0.0,592.0,14.0,1.0
470,12,2020-04-07,17,0.0,650.0,,1.0
485,12,2020-04-08,32,1.0,531.0,,1.0
500,12,2020-04-09,31,1.0,712.0,,1.0
515,12,2020-04-10,34,0.0,980.0,,1.0
530,12,2020-04-11,21,0.0,915.0,,1.0
545,12,2020-04-12,17,0.0,885.0,,1.0
560,12,2020-04-13,29,1.0,778.0,,1.0
575,12,2020-04-14,43,0.0,947.0,,1.0
590,12,2020-04-15,32,0.0,1476.0,,1.0
605,12,2020-04-16,30,0.0,885.0,,1.0
620,12,2020-04-17,27,1.0,1069.0,,1.0
635,12,2020-04-18,43,3.0,966.0,184.0,1.0
650,12,2020-04-19,26,2.0,1310.0,16.0,1.0
665,12,2020-04-20,46,0.0,856.0,48.0,1.0
680,12,2020-04-21,16,1.0,874.0,38.0,1.0
695,12,2020-04-22,35,2.0,516.0,44.0,1.0
710,12,2020-04-23,55,4.0,851.0,28.0,1.0
725,12,2020-04-24,23,0.0,921.0,34.0,1.0
740,12,2020-04-25,15,6.0,888.0,20.0,1.0
755,12,2020-04-26,8,2.0,965.0,27.0,1.0
770,12,2020-04-27,27,0.0,673.0,70.0,1.0
785,12,2020-04-28,15,3.0,645.0,13.0,1.0
800,12,2020-04-29,20,1.0,483.0,7.0,1.0
