,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday,moving_numtoday_loess5%,moving_numtoday_loess15%,moving_numdeathstoday_loess5%,moving_numdeathstoday_loess15%,moving_numteststoday_loess5%,moving_numteststoday_loess15%,moving_numrecoveredtoday_loess5%,moving_numrecoveredtoday_loess15%
68,62,20200311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.153095093727176,17.68802313051298,0.06050791727465639,0.14986118190351164,234.37922236774145,502.91750102532524,-0.8603261972420906,-1.638198894165399
84,62,20200312,0,0.0,-23.0,0.0,0.0,0.0,0.0,-11.5,0.0,7.347267202156854,18.12247570437086,0.07962523063230725,0.1539157810496363,297.8590100812207,521.6772050605422,-0.4492473376138949,-1.0982277016890276
99,62,20200313,0,0.0,0.0,0.0,0.0,0.0,0.0,-7.666666666666667,0.0,9.397043930973831,18.523233329982638,0.09739185373784114,0.15767240303933372,356.4790827748342,539.1370183594746,-0.0444935362911024,-0.591012185131732
114,62,20200314,0,0.0,1.0,0.0,0.0,0.0,0.0,-5.5,0.0,11.435308550483656,18.917771565995537,0.11496245252213622,0.16138693466811324,414.27137356764024,556.4784732106685,0.37907727550782394,-0.08285716936431822
129,62,20200315,0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4,0.0,13.458415363129879,19.30625073160909,0.13231152827099077,0.1650609488165487,471.2889699891867,573.7070162488328,0.8212518710910744,0.4262134473043544
144,62,20200316,0,0.0,1.0,0.0,1.0,0.0,0.0,-3.5,0.0,15.464413687073813,19.688884539951186,0.1494424976590389,0.16869655726136154,527.6095903599493,590.8285350144046,1.2814441541843864,0.9361737893279317
159,62,20200317,0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,17.45367752955625,20.065931622096222,0.16638512189359028,0.17229614893765527,583.3513739647796,607.849236418575,1.758497633065449,1.4469972890216096
174,62,20200318,0,0.0,0.0,0.0,1.0,0.0,0.0,-2.625,0.0,19.43006622171246,20.43768588158251,0.18318575177872162,0.17586207763721579,638.6981475631528,624.7755103121142,2.2503633504266425,1.9586579693196269
189,62,20200319,0,0.0,2.0,0.0,1.0,0.0,0.0,-2.111111111111111,0.0,21.403492996183672,20.804466935354636,0.1999304209368227,0.17939671749303077,693.9097628395529,641.61365060467,2.7540179090205195,2.471131737326529
204,62,20200320,0,0.0,10.0,0.0,1.0,0.0,0.0,-0.9,0.0,23.394516843553593,21.16660103470858,0.2167661306893957,0.18290235990556106,749.2021203755569,658.3695379823756,3.2683936577603747,2.9843977055448505
