,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class
1961,1,2020-07-15,341,17.0,35044.0,315.0,0.0
1976,1,2020-07-16,437,17.0,47425.0,351.0,0.0
1991,1,2020-07-17,405,12.0,54778.0,23853.0,0.0
2006,1,2020-07-18,330,9.0,58464.0,225.0,0.0
2021,1,2020-07-19,339,4.0,60245.0,137.0,0.0
2036,1,2020-07-20,786,6.0,54519.0,423.0,0.0
2051,1,2020-07-21,573,4.0,44000.0,283.0,0.0
2066,1,2020-07-22,543,8.0,46001.0,385.0,0.0
2081,1,2020-07-23,432,4.0,52898.0,377.0,0.0
2096,1,2020-07-24,534,7.0,57147.0,354.0,0.0
2111,1,2020-07-25,350,4.0,61865.0,242.0,0.0
2126,1,2020-07-26,355,5.0,62102.0,240.0,0.0
2141,1,2020-07-27,686,11.0,55876.0,505.0,0.0
2156,1,2020-07-28,397,11.0,49243.0,274.0,0.0
2171,1,2020-07-29,412,7.0,42054.0,331.0,0.0
2186,1,2020-07-30,393,10.0,56435.0,397.0,0.0
2201,1,2020-07-31,513,6.0,62361.0,365.0,0.0
2216,1,2020-08-01,287,6.0,62713.0,209.0,0.0
2231,1,2020-08-02,285,4.0,68348.0,138.0,0.0
2246,1,2020-08-03,147,2.0,61233.0,23.0,0.0
2261,1,2020-08-04,761,11.0,45348.0,853.0,0.0
2276,1,2020-08-05,395,4.0,42199.0,338.0,0.0
2291,1,2020-08-06,374,4.0,45988.0,318.0,0.0
2306,1,2020-08-07,424,4.0,57076.0,329.0,0.0
2321,1,2020-08-08,236,6.0,58787.0,131.0,0.0
2336,1,2020-08-09,230,5.0,58983.0,162.0,0.0
2351,1,2020-08-10,681,6.0,59787.0,2627.0,0.0
2366,1,2020-08-11,289,4.0,47111.0,391.0,0.0
2381,1,2020-08-12,423,15.0,44140.0,402.0,0.0
2396,1,2020-08-13,390,9.0,55004.0,405.0,0.0
2411,1,2020-08-14,418,5.0,63054.0,389.0,0.0
2426,1,2020-08-15,237,9.0,64422.0,275.0,0.0
2441,1,2020-08-16,198,2.0,65906.0,267.0,0.0
2456,1,2020-08-17,785,6.0,53727.0,575.0,0.0
2471,1,2020-08-18,282,12.0,50446.0,298.0,0.0
2486,1,2020-08-19,336,5.0,48193.0,465.0,0.0
2501,1,2020-08-20,383,5.0,57174.0,466.0,0.0
2516,1,2020-08-21,499,10.0,60688.0,360.0,0.0
2531,1,2020-08-22,257,7.0,64322.0,230.0,0.0
2546,1,2020-08-23,267,2.0,61588.0,234.0,0.0
2561,1,2020-08-24,750,10.0,54979.0,582.0,0.0
2576,1,2020-08-25,323,7.0,42669.0,356.0,0.0
2591,1,2020-08-26,448,4.0,43271.0,405.0,0.0
2606,1,2020-08-27,401,8.0,54659.0,370.0,0.0
2621,1,2020-08-28,492,11.0,62785.0,409.0,0.0
2636,1,2020-08-29,363,0.0,68569.0,267.0,0.0
2651,1,2020-08-30,267,4.0,67635.0,163.0,0.0
2666,1,2020-08-31,1008,9.0,57922.0,554.0,0.0
2681,1,2020-09-01,477,6.0,54958.0,389.0,0.0
2696,1,2020-09-02,498,3.0,48470.0,443.0,0.0
2711,1,2020-09-03,570,6.0,58395.0,394.0,0.0
2726,1,2020-09-04,631,0.0,62390.0,482.0,0.0
2741,1,2020-09-05,371,2.0,69031.0,210.0,0.0
2756,1,2020-09-06,400,2.0,69211.0,221.0,0.0
2771,1,2020-09-07,247,1.0,66111.0,102.0,0.0
2786,1,2020-09-08,1606,7.0,57175.0,1106.0,0.0
2801,1,2020-09-09,546,2.0,53711.0,706.0,0.0
2816,1,2020-09-10,630,8.0,51341.0,719.0,0.0
2831,1,2020-09-11,702,0.0,65755.0,684.0,0.0
2846,1,2020-09-12,515,7.0,79517.0,401.0,0.0
2861,1,2020-09-13,518,1.0,83265.0,356.0,0.0
2876,1,2020-09-14,1351,8.0,82557.0,793.0,0.0
2891,1,2020-09-15,793,14.0,72665.0,616.0,0.0
2906,1,2020-09-16,944,5.0,68225.0,609.0,0.0
2921,1,2020-09-17,1120,7.0,76003.0,660.0,0.0
2936,1,2020-09-18,1044,5.0,92661.0,614.0,0.0
2951,1,2020-09-19,863,6.0,85660.0,464.0,0.0
2966,1,2020-09-20,875,6.0,96527.0,504.0,0.0
2981,1,2020-09-21,1766,11.0,88739.0,843.0,0.0
2996,1,2020-09-22,1248,6.0,81977.0,1370.0,0.0
3011,1,2020-09-23,1090,9.0,78859.0,884.0,0.0
3026,1,2020-09-24,1341,6.0,85612.0,919.0,0.0
3041,1,2020-09-25,1362,6.0,85540.0,866.0,0.0
3056,1,2020-09-26,1215,7.0,104773.0,755.0,0.0
3071,1,2020-09-27,1454,6.0,101553.0,770.0,0.0
3086,1,2020-09-28,2176,10.0,103095.0,1509.0,0.0
3101,1,2020-09-29,1660,13.0,89729.0,1130.0,0.0
3116,1,2020-09-30,1797,6.0,85682.0,1234.0,0.0
3131,1,2020-10-01,1777,22.0,95567.0,1379.0,0.0
3146,1,2020-10-02,2124,90.0,101966.0,1264.0,0.0
3161,1,2020-10-03,1812,53.0,100987.0,1253.0,0.0
3176,1,2020-10-04,1685,19.0,111354.0,1376.0,0.0
3191,1,2020-10-05,2804,23.0,98892.0,2091.0,0.0
3206,1,2020-10-06,2363,26.0,91191.0,1660.0,0.0
3221,1,2020-10-07,1800,11.0,95781.0,1672.0,0.0
3236,1,2020-10-08,2436,16.0,97122.0,1842.0,0.0
3251,1,2020-10-09,2558,28.0,107553.0,2016.0,0.0
3266,1,2020-10-10,2062,23.0,110973.0,1833.0,0.0
3281,1,2020-10-11,1685,5.0,106600.0,1862.0,0.0
3296,1,2020-10-12,975,14.0,100373.0,1039.0,0.0
3311,1,2020-10-13,4042,27.0,89413.0,3228.0,0.0
3326,1,2020-10-14,2506,10.0,70966.0,1865.0,0.0
3341,1,2020-10-15,2345,40.0,80710.0,2139.0,0.0
3356,1,2020-10-16,2374,23.0,96832.0,2154.0,0.0
3371,1,2020-10-17,2215,24.0,98117.0,1802.0,0.0
3386,1,2020-10-18,1827,14.0,102090.0,1666.0,0.0
3401,1,2020-10-19,3289,18.0,92542.0,2559.0,0.0
3416,1,2020-10-20,2251,16.0,76589.0,2072.0,0.0
3431,1,2020-10-21,2672,35.0,67473.0,2005.0,0.0
3446,1,2020-10-22,2788,33.0,88971.0,2057.0,0.0
3461,1,2020-10-23,2584,26.0,96997.0,2074.0,0.0
3476,1,2020-10-24,2227,34.0,95563.0,1757.0,0.0
3491,1,2020-10-25,2145,24.0,104065.0,1793.0,0.0
3507,1,2020-10-26,4109,27.0,94586.0,2877.0,0.0
3522,1,2020-10-27,2674,28.0,73877.0,2158.0,0.0
3537,1,2020-10-28,2699,31.0,62730.0,2403.0,0.0
3552,1,2020-10-29,2956,42.0,83680.0,2342.0,0.0
3567,1,2020-10-30,3457,36.0,92300.0,2728.0,0.0
3582,1,2020-10-31,3445,26.0,98112.0,1939.0,0.0
3597,1,2020-11-01,3244,43.0,96970.0,1853.0,0.0
3613,1,2020-11-02,3273,29.0,89664.0,2323.0,0.0
3628,1,2020-11-03,2974,71.0,69538.0,3457.0,0.0
3643,1,2020-11-04,3283,57.0,63631.0,2528.0,0.0
3658,1,2020-11-05,3922,45.0,79568.0,1961.0,0.0
3673,1,2020-11-06,3669,55.0,96894.0,3239.0,0.0
3689,1,2020-11-07,4246,54.0,102351.0,1857.0,0.0
3704,1,2020-11-08,4594,32.0,99542.0,1911.0,0.0
3719,1,2020-11-09,4086,42.0,88359.0,3395.0,0.0
3734,1,2020-11-10,4302,68.0,76328.0,2879.0,0.0
3749,1,2020-11-11,4559,53.0,71457.0,1920.0,0.0
3764,1,2020-11-12,4981,83.0,93945.0,3576.0,0.0
3779,1,2020-11-13,4741,60.0,102517.0,3871.0,0.0
3794,1,2020-11-14,5267,63.0,101597.0,2269.0,0.0
3809,1,2020-11-15,4805,67.0,108328.0,2486.0,0.0
3825,1,2020-11-16,4802,74.0,102551.0,4886.0,0.0
3840,1,2020-11-17,4276,59.0,84051.0,3865.0,0.0
3855,1,2020-11-18,4641,100.0,73940.0,4169.0,0.0
3870,1,2020-11-19,4642,79.0,94454.0,3972.0,0.0
3885,1,2020-11-20,4968,69.0,110689.0,4353.0,0.0
3900,1,2020-11-21,5705,72.0,115675.0,3752.0,0.0
3915,1,2020-11-22,5418,49.0,121297.0,3651.0,0.0
3930,1,2020-11-23,5713,66.0,113197.0,5150.0,0.0
3945,1,2020-11-24,4889,97.0,96924.0,4192.0,0.0
3960,1,2020-11-25,5022,92.0,81287.0,3841.0,0.0
3975,1,2020-11-26,5631,89.0,101069.0,3691.0,0.0
3990,1,2020-11-27,5967,95.0,118072.0,5581.0,0.0
4005,1,2020-11-28,6496,97.0,132385.0,4196.0,0.0
4020,1,2020-11-29,6476,73.0,133493.0,3711.0,0.0
4035,1,2020-11-30,6103,66.0,127926.0,5561.0,1.0
4050,1,2020-12-01,5329,81.0,103482.0,4916.0,1.0
4065,1,2020-12-02,6307,114.0,92076.0,4998.0,1.0
4080,1,2020-12-03,6493,82.0,118075.0,4722.0,1.0
4095,1,2020-12-04,6300,89.0,127882.0,5488.0,1.0
4110,1,2020-12-05,6999,111.0,133572.0,4786.0,1.0
4125,1,2020-12-06,6987,86.0,132644.0,4256.0,1.0
4140,1,2020-12-07,6499,84.0,136914.0,9597.0,1.0
4155,1,2020-12-08,5981,90.0,108321.0,5465.0,1.0
4170,1,2020-12-09,6295,116.0,97655.0,5811.0,1.0
4185,1,2020-12-10,6739,126.0,120719.0,5724.0,1.0
4200,1,2020-12-11,6771,142.0,135740.0,6558.0,1.0
4215,1,2020-12-12,6710,127.0,143466.0,6181.0,1.0
4230,1,2020-12-13,6580,95.0,149018.0,4779.0,1.0
4245,1,2020-12-14,6731,80.0,131408.0,6214.0,1.0
4260,1,2020-12-15,6352,112.0,123736.0,6508.0,1.0
4275,1,2020-12-16,6416,140.0,96979.0,5971.0,1.0
4290,1,2020-12-17,7008,117.0,127245.0,6466.0,1.0
4305,1,2020-12-18,6707,124.0,136648.0,7199.0,0.0
4320,1,2020-12-19,6895,142.0,147231.0,5785.0,0.0
4335,1,2020-12-20,6693,81.0,142846.0,5312.0,0.0
4350,1,2020-12-21,6381,68.0,139628.0,6913.0,0.0
4365,1,2020-12-22,6196,93.0,114755.0,7940.0,0.0
4380,1,2020-12-23,6845,172.0,102336.0,6891.0,0.0
4395,1,2020-12-24,6796,153.0,129086.0,5612.0,0.0
4410,1,2020-12-25,4092,43.0,135871.0,2.0,0.0
4425,1,2020-12-26,8129,210.0,128050.0,4157.0,0.0
4440,1,2020-12-27,5903,106.0,99801.0,8970.0,0.0
4455,1,2020-12-28,5790,114.0,75543.0,8780.0,0.0
4470,1,2020-12-29,6441,156.0,78373.0,11884.0,0.0
4485,1,2020-12-30,7477,94.0,77400.0,6726.0,0.0
4500,1,2020-12-31,8446,133.0,100903.0,5228.0,0.0
4515,1,2021-01-01,7512,136.0,132528.0,2466.0,0.0
4530,1,2021-01-02,7437,83.0,132347.0,2804.0,0.0
4545,1,2021-01-03,7137,41.0,112605.0,9895.0,0.0
4560,1,2021-01-04,7911,209.0,88136.0,12908.0,0.0
4575,1,2021-01-05,7447,159.0,83429.0,5680.0,0.0
4590,1,2021-01-06,8372,136.0,83472.0,7663.0,0.0
4605,1,2021-01-07,8340,209.0,118708.0,7040.0,0.0
4620,1,2021-01-08,8766,129.0,135490.0,7704.0,0.0
4635,1,2021-01-09,8665,137.0,146263.0,6417.0,0.0
4650,1,2021-01-10,8320,123.0,141597.0,6384.0,0.0
4665,1,2021-01-11,6849,117.0,121039.0,9801.0,0.0
4680,1,2021-01-12,6287,147.0,95175.0,7874.0,0.0
4695,1,2021-01-13,6860,151.0,93543.0,8205.0,0.0
4710,1,2021-01-14,7565,154.0,120037.0,8745.0,0.0
4725,1,2021-01-15,6809,146.0,144244.0,8513.0,0.0
4740,1,2021-01-16,7063,154.0,146343.0,6174.0,0.0
4755,1,2021-01-17,7080,158.0,141710.0,7240.0,0.0
4770,1,2021-01-18,5225,80.0,120599.0,7709.0,0.0
4785,1,2021-01-19,4679,146.0,83617.0,7397.0,0.0
4800,1,2021-01-20,5744,196.0,79456.0,8190.0,0.0
4815,1,2021-01-21,5955,160.0,122456.0,7109.0,0.0
4830,1,2021-01-22,5957,206.0,138310.0,7100.0,0.0
4845,1,2021-01-23,5651,146.0,142228.0,6155.0,0.0
4860,1,2021-01-24,5323,120.0,129020.0,5637.0,0.0
4875,1,2021-01-25,4630,144.0,106923.0,6705.0,0.0
4890,1,2021-01-26,4011,165.0,77462.0,6742.0,0.0
4905,1,2021-01-27,4204,130.0,76650.0,5885.0,0.0
4920,1,2021-01-28,4877,131.0,123413.0,5466.0,0.0
4935,1,2021-01-29,4690,137.0,132951.0,6260.0,0.0
4950,1,2021-01-30,4663,141.0,136926.0,5241.0,0.0
4965,1,2021-01-31,4397,90.0,121406.0,4739.0,0.0
4980,1,2021-02-01,3736,104.0,102060.0,6049.0,0.0
4995,1,2021-02-02,2828,77.0,70324.0,4934.0,0.0
5010,1,2021-02-03,3234,142.0,72422.0,4433.0,0.0
5025,1,2021-02-04,4083,158.0,109852.0,4432.0,0.0
5040,1,2021-02-05,4022,96.0,124909.0,5223.0,0.0
5055,1,2021-02-06,3729,93.0,124016.0,3914.0,0.0
5070,1,2021-02-07,3668,65.0,122198.0,4122.0,0.0
5085,1,2021-02-08,2967,68.0,99304.0,8344.0,0.0
5100,1,2021-02-09,2677,74.0,66348.0,3599.0,0.0
5115,1,2021-02-10,3185,95.0,72486.0,4027.0,0.0
5130,1,2021-02-11,3181,84.0,114132.0,3592.0,0.0
5145,1,2021-02-12,3143,74.0,129621.0,3872.0,0.0
5160,1,2021-02-13,3499,76.0,121554.0,3269.0,0.0
5175,1,2021-02-14,2862,69.0,117756.0,3039.0,0.0
5190,1,2021-02-15,2522,36.0,98615.0,2594.0,0.0
5205,1,2021-02-16,2387,52.0,70447.0,3409.0,0.0
5220,1,2021-02-17,2605,36.0,68521.0,5250.0,0.0
5235,1,2021-02-18,3314,67.0,88279.0,3651.0,0.0
5250,1,2021-02-19,3091,78.0,120726.0,3357.0,0.0
5265,1,2021-02-20,3219,54.0,129338.0,3072.0,0.0
5280,1,2021-02-21,2825,44.0,112310.0,2762.0,0.0
5295,1,2021-02-22,2878,48.0,94745.0,4027.0,0.0
5310,1,2021-02-23,2790,39.0,69679.0,3200.0,0.0
5325,1,2021-02-24,2896,45.0,69040.0,3096.0,0.0
5340,1,2021-02-25,3134,59.0,115846.0,3091.0,0.0
5355,1,2021-02-26,3219,50.0,127724.0,3024.0,0.0
5370,1,2021-02-27,3295,44.0,122987.0,2331.0,0.0
5385,1,2021-02-28,2852,35.0,115600.0,2406.0,1.0
5400,1,2021-03-01,2596,26.0,101453.0,3808.0,1.0
5415,1,2021-03-02,2457,29.0,75664.0,2864.0,1.0
5430,1,2021-03-03,2812,55.0,77132.0,3074.0,1.0
5445,1,2021-03-04,2832,46.0,115024.0,2813.0,0.0
5460,1,2021-03-05,3363,41.0,125823.0,3086.0,0.0
5475,1,2021-03-06,2876,26.0,128656.0,2473.0,0.0
5490,1,2021-03-07,3025,31.0,112774.0,2171.0,0.0
5505,1,2021-03-08,3037,27.0,96855.0,4023.0,0.0
5520,1,2021-03-09,2820,29.0,76059.0,2945.0,0.0
5535,1,2021-03-10,3223,31.0,76578.0,2927.0,0.0
5550,1,2021-03-11,3022,35.0,113863.0,2752.0,0.0
5565,1,2021-03-12,3459,32.0,120366.0,3334.0,0.0
5580,1,2021-03-13,3539,36.0,123598.0,2495.0,0.0
5595,1,2021-03-14,3445,32.0,113550.0,2477.0,0.0
5610,1,2021-03-15,2846,25.0,94826.0,3902.0,0.0
5625,1,2021-03-16,2819,23.0,72540.0,2910.0,0.0
5640,1,2021-03-17,3384,38.0,72677.0,3253.0,0.0
5655,1,2021-03-18,3599,34.0,109185.0,5893.0,0.0
5670,1,2021-03-19,4214,27.0,121065.0,70.0,0.0
5685,1,2021-03-20,4010,26.0,120344.0,2542.0,0.0
5700,1,2021-03-21,3866,33.0,100779.0,2510.0,0.0
5715,1,2021-03-22,3775,40.0,111555.0,4059.0,0.0
5730,1,2021-03-23,3606,19.0,73918.0,3116.0,0.0
5745,1,2021-03-24,4041,23.0,80180.0,3236.0,0.0
5760,1,2021-03-25,5200,32.0,119182.0,3339.0,0.0
5775,1,2021-03-26,5095,36.0,132838.0,3619.0,0.0
5790,1,2021-03-27,5364,29.0,123165.0,2737.0,0.0
5805,1,2021-03-28,5126,28.0,124221.0,2728.0,0.0
5820,1,2021-03-29,4574,17.0,108493.0,4673.0,0.0
5835,1,2021-03-30,4878,26.0,83928.0,3670.0,0.0
5850,1,2021-03-31,5513,33.0,94212.0,4016.0,0.0
5865,1,2021-04-01,5805,43.0,128335.0,4055.0,0.0
5880,1,2021-04-02,6921,28.0,139412.0,2997.0,0.0
5895,1,2021-04-03,6822,20.0,134665.0,3114.0,0.0
5910,1,2021-04-04,6448,25.0,128624.0,3016.0,0.0
5925,1,2021-04-05,6267,43.0,103282.0,8107.0,0.0
5940,1,2021-04-06,6520,23.0,85363.0,4871.0,0.0
5955,1,2021-04-07,7146,32.0,90246.0,5279.0,0.0
5970,1,2021-04-08,7995,38.0,123638.0,5650.0,0.0
5985,1,2021-04-09,9243,38.0,147257.0,5635.0,0.0
6000,1,2021-04-10,8542,47.0,150904.0,4616.0,0.0
6015,1,2021-04-11,8656,33.0,141637.0,4762.0,0.0
6030,1,2021-04-12,8539,27.0,129708.0,9130.0,0.0
6045,1,2021-04-13,7542,36.0,110265.0,4352.0,0.0
6060,1,2021-04-14,8598,53.0,106751.0,6629.0,0.0
6075,1,2021-04-15,9570,55.0,133832.0,6567.0,0.0
6090,1,2021-04-16,9341,41.0,160320.0,7129.0,0.0
6105,1,2021-04-17,8867,50.0,151379.0,6351.0,0.0
6120,1,2021-04-18,8524,31.0,140001.0,6397.0,0.0
6135,1,2021-04-19,8311,45.0,123321.0,9829.0,0.0
6150,1,2021-04-20,7275,46.0,102172.0,7679.0,0.0
6165,1,2021-04-21,8419,54.0,105804.0,7075.0,0.0
6180,1,2021-04-22,8381,55.0,137021.0,10711.0,0.0
6195,1,2021-04-23,8738,57.0,140849.0,9099.0,0.0
6210,1,2021-04-24,8305,57.0,145991.0,7363.0,0.0
6225,1,2021-04-25,7829,43.0,135441.0,7086.0,0.0
6241,1,2021-04-26,7203,31.0,119641.0,9924.0,0.0
6256,1,2021-04-27,7069,53.0,104008.0,7895.0,0.0
6271,1,2021-04-28,7749,49.0,108834.0,8655.0,0.0
6286,1,2021-04-29,8343,57.0,151954.0,8196.0,0.0
6301,1,2021-04-30,8340,50.0,154117.0,8425.0,0.0
6316,1,2021-05-01,8450,42.0,150510.0,7392.0,0.0
6331,1,2021-05-02,7828,39.0,126896.0,6857.0,0.0
6346,1,2021-05-03,7565,40.0,141190.0,9220.0,0.0
6361,1,2021-05-04,6688,53.0,111601.0,7498.0,0.0
6376,1,2021-05-05,7390,57.0,118179.0,8353.0,0.0
6391,1,2021-05-06,8001,37.0,138592.0,8299.0,0.0
6406,1,2021-05-07,7826,42.0,142659.0,7916.0,0.0
6421,1,2021-05-08,7398,51.0,140834.0,6929.0,0.0
6436,1,2021-05-09,7297,62.0,107001.0,6900.0,0.0
6451,1,2021-05-10,6338,40.0,90029.0,8427.0,0.0
