,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday,moving_numtoday_loess5%,moving_numtoday_loess15%,moving_numdeathstoday_loess5%,moving_numdeathstoday_loess15%,moving_numteststoday_loess5%,moving_numteststoday_loess15%,moving_numrecoveredtoday_loess5%,moving_numrecoveredtoday_loess15%
50,48,20200308,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6816676591167417,17.19056768537026,0.03887130711450785,0.14524033024150143,161.7753629443886,481.639443504501,-1.297803689490201,-2.2443371614259067
55,48,20200309,6,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.368090409321229,17.329675556564236,0.04489103736455914,0.14653024161118533,182.06771569972418,487.5686990219519,-1.1788873141528544,-2.076107663008938
58,48,20200311,7,0.0,0.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,3.780025128653915,17.41279841750374,0.0484998040667056,0.14730184411749228,194.19757305314545,491.1193275939133,-1.1065830757187776,-1.9751173425038706
73,48,20200312,5,0.0,784.0,0.0,0.0,4.75,0.0,196.0,0.0,5.839314626111845,17.824568701125582,0.06649680708243622,0.15113356121370924,254.32381533412493,508.795283002602,-0.7341374788057201,-1.4695765368037605
88,48,20200313,4,0.0,1334.0,0.0,0.0,4.6,0.0,423.6,0.0,7.894756029449275,18.229959557898503,0.08437992099589602,0.15492172983793698,313.57420138656033,526.3450138084455,-0.34315359238771337,-0.9630633292342468
103,48,20200314,6,0.0,1147.0,0.0,0.0,4.833333333333333,0.0,544.1666666666666,0.0,9.941878464619487,18.629045982195123,0.10209797588680629,0.15866700538343304,371.9694162767912,543.7727630070182,0.06662210846394939,-0.45559510445515816
118,48,20200315,10,0.0,1587.0,0.0,1.0,5.571428571428571,0.0,693.1428571428571,0.0,11.976401845217906,19.021950540078286,0.11961099005856765,0.16237055535928743,429.54907846573263,561.0835546121252,0.4951878722918719,0.05280651298488316
133,48,20200316,17,0.0,1555.0,0.0,1.0,7.0,0.0,800.875,0.0,13.995050882648961,19.408847971516316,0.13690026195697136,0.1660341028698745,486.3718916154117,578.2829667035754,0.9422434135148491,0.5621169713044861
148,48,20200317,18,0.0,1834.0,0.0,1.0,8.222222222222221,0.0,915.6666666666666,0.0,15.996438474169178,19.78996512580519,0.15397731848821772,0.16965987094651905,542.5244193500298,595.3769837526524,1.4070754137189931,1.0723100850344616
163,48,20200318,23,0.0,1485.0,0.0,1.0,9.7,0.0,972.6,0.0,17.9816987974359,20.165570751895178,0.17087655707600163,0.17325025712406217,598.139523719893,612.3718766102712,1.8883242002088656,1.5833593183789245
178,48,20200319,49,1.0,2083.0,0.0,1.0,14.5,0.1,1180.9,0.0,19.95599045586154,20.535966839543676,0.18765156369040775,0.17680760954585467,653.4222935729018,629.2740449343892,2.3836527744689167,2.095239069431714
193,48,20200320,49,0.0,2878.0,0.0,1.0,18.8,0.1,1468.7,0.0,21.931474376443283,20.901476938344288,0.20440308317448938,0.1803342990928302,708.6441826407778,646.0896951087933,2.88998747675541,2.6079259692761805
208,48,20200321,31,0.0,2869.0,0.0,1.0,21.2,0.1,1755.6,0.0,23.933111766808036,21.262427054902986,0.2212993679549144,0.18383258429441676,763.9310214462154,662.824593047721,3.4086825102968046,3.1214002140454467
223,48,20200322,33,0.0,3593.0,0.0,1.0,24.0,0.1,2036.5,0.0,25.98688272661984,21.61914663851892,0.2383909062276693,0.18730471252700281,817.1673947325435,679.4841844480246,3.9858593100325055,3.6356469533550997
238,48,20200323,42,0.0,3507.0,0.0,1.0,27.8,0.1,2253.8,0.0,27.72928902301392,21.971960343050394,0.25198127455017644,0.1907528290658768,852.8792900065978,696.0734891516327,4.853506891762622,4.150657765433127
253,48,20200324,57,1.0,2854.0,0.0,1.0,32.9,0.2,2424.5,0.0,29.327353108782656,22.321200729553833,0.2637439289536094,0.19417899891619647,882.8714064662651,712.5968279042224,5.750128412182724,4.666432258135066
268,48,20200325,61,0.0,2728.0,0.0,1.0,38.0,0.2,2538.6,0.0,30.742301564730592,22.667194223980868,0.2735530229747926,0.19758508784800888,906.9760335902032,729.0578022112475,6.647927859512699,5.182979846326903
283,48,20200326,67,0.0,3143.0,27.0,1.0,43.0,0.2,2697.4,2.7,31.92824025946025,23.0102421176885,0.2814012844342745,0.2009727448135898,925.5353505129955,745.4593614655688,7.506097396809045,5.700321769372967
298,48,20200327,56,0.0,1645.0,0.0,1.0,46.8,0.2,2678.5,2.7,32.84695955594999,23.350621459601697,0.2875612210597882,0.20434333962227377,939.3884637937759,761.8037546542735,8.283714163961864,6.2184878100861924
313,48,20200328,0,0.0,1316.0,26.0,1.0,44.5,0.2,2661.6,5.3,33.48026314028693,23.68857533837415,0.2923813288517036,0.20769804969993771,949.405042454708,778.0924813735367,8.946777182667446,6.7374979618851025
328,48,20200329,79,0.0,3697.0,20.0,1.0,47.5,0.1,2823.0,7.3,33.84134283420727,24.024318925371848,0.29619476547071216,0.21103774226595007,956.4231081348787,794.3261916259629,9.474030736341728,7.257359650230176
343,48,20200330,69,6.0,2145.0,21.0,1.0,49.5,0.7,2749.7,9.4,33.97470942950757,24.358045403532856,0.29909075431361426,0.21436313888905947,961.1592536107784,810.5046598159321,9.855282779781152,7.778064923387289
358,48,20200331,64,1.0,1929.0,26.0,1.0,52.8,0.8,2655.7,12.0,33.93384344840984,24.689914086056014,0.30111812069694305,0.21767485188211996,964.1453247675773,826.6266120968073,10.092394658627219,8.299596280907545
373,48,20200401,0,0.0,2549.0,22.0,1.0,49.5,0.8,2551.3,14.2,33.76348861952955,25.020042294391427,0.30228932169532996,0.2209728457716268,965.8627372438879,842.6900035457753,10.194986439796775,8.821929747543008
388,48,20200402,214,4.0,4771.0,32.0,1.0,66.7,1.2,2677.7,17.4,33.505599788428825,25.348527663857475,0.3025565566762751,0.2242569272906033,966.7374605995103,858.6918499377352,10.17237741921895,9.345021340875702
403,48,20200403,107,5.0,3610.0,0.0,1.0,71.7,1.6,2753.3,17.4,33.183857202181386,25.67542437101578,0.30179045071352706,0.22752663482466612,967.059016113981,874.6282198037196,10.02442005706784,9.868777806048563
418,48,20200404,0,0.0,4009.0,0.0,1.0,65.6,1.6,2881.4,17.4,32.80368965652158,26.000724848620298,0.2998430028879138,0.230781024866993,967.1298158898835,890.4939077949091,9.747181483531556,10.393047937249149
433,48,20200405,175,5.0,1723.0,240.0,1.0,76.4,2.1,2739.4,38.7,32.37553162595728,26.32437419429864,0.29686932243579056,0.23401870326226606,967.3508849574569,906.2823703493234,9.388661328281698,10.917661514038608
448,48,20200406,98,1.0,1807.0,121.0,1.0,80.6,2.2,2755.6,50.8,31.8972713593617,26.64628414107772,0.2930261962099345,0.2372381335026307,968.0999622776658,921.9856745369478,9.023621119701827,11.442439815902285
463,48,20200407,25,2.0,1185.0,0.0,1.0,83.1,2.4,2742.5,48.2,31.39163901251505,26.96631414262442,0.28857388287906766,0.24043785369620244,969.855336701602,937.5945838470412,8.721988815101632,11.967158960389327
478,48,20200408,50,3.0,941.0,0.0,1.0,80.2,2.7,2466.9,46.2,30.87471902360898,27.284259737281207,0.2838890905422883,0.24361617519087378,973.2602209211033,953.0982863734392,8.544001981109206,12.491533212679416
493,48,20200409,28,3.0,1705.0,0.0,1.0,76.1,2.4,2422.9,44.1,30.36762570017704,27.59986151521532,0.2795251077090223,0.24677078421442236,978.9205573027251,968.4842425167844,8.536631287313497,13.015253902191821
508,48,20200410,49,7.0,1288.0,0.0,1.0,74.6,3.0,2358.8,41.5,29.89425815038347,27.91280488058161,0.27602398154577396,0.24989861748763426,987.2736549695189,983.7375938005673,8.720662113301932,13.538001144343484
523,48,20200411,69,1.0,2291.0,0.0,1.0,81.5,3.1,2333.0,39.3,29.47303119396462,28.22269759196879,0.273689950219814,0.2529953571975548,998.5833012712691,998.840111968401,9.093344377941587,14.059453477650829
538,48,20200412,82,4.0,2851.0,0.0,1.0,68.3,3.1,2141.0,36.1,29.140354748984954,28.529015048665418,0.27238698248195603,0.2560553395969498,1012.9135265411189,1013.7689068322737,9.645249800756705,14.579298154159355
553,48,20200413,81,2.0,2240.0,0.0,1.0,65.7,2.8,2004.0,36.1,28.932291701439027,28.830995276474255,0.27185786176974924,0.2590709367981048,1030.1793262197966,1028.4940836737699,10.361580142130162,15.097246179311295
568,48,20200414,138,2.0,2305.0,0.0,1.0,79.5,3.0,1833.6,36.1,28.864986482202845,29.127468068657073,0.27207669891149777,0.2620318684010829,1050.0156494376201,1042.9755590817003,11.240262605469256,15.61305802286267
583,48,20200415,126,0.0,2136.0,0.0,1.0,74.6,2.5,1874.9,12.1,28.93693750623039,29.416588610050244,0.27277264729441514,0.2649231619902464,1071.8632031478203,1057.1579831585898,12.282036776966793,16.126572992112063
