,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class
59,47,2020-03-11,0,0.0,,,
74,47,2020-03-12,1,0.0,0.0,,
89,47,2020-03-13,0,0.0,0.0,,
104,47,2020-03-14,1,0.0,0.0,,
119,47,2020-03-15,0,0.0,0.0,,
134,47,2020-03-16,4,0.0,0.0,,
149,47,2020-03-17,1,0.0,0.0,,
164,47,2020-03-18,1,0.0,191.0,,
179,47,2020-03-19,12,0.0,871.0,,
194,47,2020-03-20,6,0.0,583.0,,
209,47,2020-03-21,18,0.0,532.0,,
224,47,2020-03-22,8,0.0,824.0,,
239,47,2020-03-23,14,0.0,619.0,,
254,47,2020-03-24,6,0.0,733.0,,
269,47,2020-03-25,14,0.0,488.0,,
284,47,2020-03-26,9,0.0,513.0,3.0,
299,47,2020-03-27,9,0.0,645.0,0.0,
314,47,2020-03-28,30,0.0,665.0,0.0,
329,47,2020-03-29,0,0.0,668.0,1.0,
344,47,2020-03-30,41,2.0,838.0,10.0,
359,47,2020-03-31,9,0.0,565.0,7.0,
374,47,2020-04-01,9,1.0,475.0,9.0,
389,47,2020-04-02,13,0.0,402.0,6.0,
404,47,2020-04-03,14,0.0,867.0,,
419,47,2020-04-04,11,0.0,717.0,,
434,47,2020-04-05,18,0.0,558.0,55.0,
449,47,2020-04-06,4,0.0,858.0,26.0,
464,47,2020-04-07,7,0.0,650.0,,
479,47,2020-04-08,11,0.0,544.0,,
494,47,2020-04-09,7,0.0,899.0,,
509,47,2020-04-10,7,0.0,1051.0,,
524,47,2020-04-11,4,1.0,962.0,,
539,47,2020-04-12,9,0.0,814.0,,
554,47,2020-04-13,2,0.0,828.0,,
569,47,2020-04-14,1,0.0,528.0,,
584,47,2020-04-15,3,0.0,478.0,,
599,47,2020-04-16,1,0.0,625.0,,
614,47,2020-04-17,2,0.0,662.0,,
629,47,2020-04-18,6,0.0,638.0,234.0,
644,47,2020-04-19,2,0.0,885.0,0.0,
659,47,2020-04-20,1,0.0,817.0,4.0,
674,47,2020-04-21,4,0.0,503.0,14.0,
689,47,2020-04-22,6,0.0,399.0,9.0,
