,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday
1355,12,20200605,0,0.0,893.0,2.0,0.6,0.2,723.7,2.1
1370,12,20200606,0,0.0,773.0,2.0,0.5,0.2,743.7,2.4
1385,12,20200607,1,0.0,765.0,0.0,0.4,0.2,766.9,2.2
1400,12,20200608,0,0.0,637.0,0.0,0.4,0.2,717.0,2.1
1415,12,20200609,1,1.0,293.0,0.0,0.4,0.2,643.0,2.1
1430,12,20200610,1,0.0,578.0,-5.0,0.5,0.2,631.4,1.3
1445,12,20200611,0,0.0,695.0,1.0,0.4,0.2,643.1,1.1
1460,12,20200612,0,0.0,769.0,0.0,0.4,0.2,657.4,0.3
1475,12,20200613,0,0.0,740.0,1.0,0.3,0.2,678.2,0.3
1490,12,20200614,0,0.0,855.0,0.0,0.3,0.1,699.8,0.1
1505,12,20200615,0,0.0,571.0,0.0,0.3,0.1,667.6,-0.1
1520,12,20200616,0,0.0,456.0,1.0,0.3,0.1,635.9,-0.2
1535,12,20200617,0,0.0,355.0,0.0,0.2,0.1,594.9,-0.2
1550,12,20200618,0,0.0,506.0,0.0,0.2,0.1,581.8,-0.2
1565,12,20200619,0,0.0,580.0,1.0,0.1,0.0,610.5,-0.1
1580,12,20200620,0,0.0,543.0,0.0,0.0,0.0,607.0,0.4
1595,12,20200621,0,0.0,472.0,0.0,0.0,0.0,584.7,0.3
1610,12,20200622,0,1.0,281.0,0.0,0.0,0.1,535.9,0.3
1625,12,20200623,0,0.0,355.0,0.0,0.0,0.1,497.4,0.2
1640,12,20200624,0,0.0,307.0,0.0,0.0,0.1,442.6,0.2
1655,12,20200625,0,0.0,333.0,0.0,0.0,0.1,418.8,0.2
1670,12,20200626,0,0.0,687.0,0.0,0.0,0.1,441.9,0.1
1685,12,20200627,0,0.0,468.0,0.0,0.0,0.1,453.2,0.1
1700,12,20200628,0,0.0,386.0,0.0,0.0,0.1,441.2,0.1
1715,12,20200629,0,0.0,381.0,0.0,0.0,0.1,421.3,0.0
1730,12,20200630,1,0.0,255.0,0.0,0.1,0.1,392.5,0.0
1745,12,20200701,0,0.0,203.0,0.0,0.1,0.1,365.6,0.0
1760,12,20200702,2,0.0,394.0,0.0,0.3,0.0,376.9,0.0
1775,12,20200703,0,0.0,289.0,0.0,0.3,0.0,370.3,0.0
1790,12,20200704,0,0.0,373.0,0.0,0.3,0.0,376.9,0.0
1805,12,20200705,0,0.0,358.0,0.0,0.3,0.0,379.4,0.0
1820,12,20200706,1,0.0,441.0,0.0,0.4,0.0,354.8,0.0
1835,12,20200707,0,0.0,178.0,0.0,0.4,0.0,325.8,0.0
1850,12,20200708,1,0.0,291.0,0.0,0.5,0.0,316.3,0.0
1865,12,20200709,0,0.0,476.0,1.0,0.5,0.0,325.8,0.1
1880,12,20200710,0,0.0,398.0,1.0,0.4,0.0,340.1,0.2
1895,12,20200711,0,0.0,580.0,0.0,0.4,0.0,377.8,0.2
1910,12,20200712,0,0.0,521.0,0.0,0.2,0.0,390.5,0.2
1925,12,20200713,0,0.0,382.0,0.0,0.2,0.0,399.8,0.2
1940,12,20200714,0,0.0,401.0,2.0,0.2,0.0,402.6,0.4
1955,12,20200715,1,0.0,311.0,0.0,0.3,0.0,397.9,0.4
1970,12,20200716,0,0.0,444.0,0.0,0.2,0.0,398.2,0.4
1985,12,20200717,0,0.0,499.0,0.0,0.2,0.0,430.3,0.4
2000,12,20200718,0,0.0,491.0,0.0,0.1,0.0,450.3,0.4
2015,12,20200719,0,0.0,365.0,0.0,0.1,0.0,439.2,0.3
2030,12,20200720,0,0.0,543.0,1.0,0.1,0.0,453.7,0.3
2045,12,20200721,0,0.0,357.0,0.0,0.1,0.0,431.4,0.3
2060,12,20200722,0,0.0,266.0,0.0,0.1,0.0,405.9,0.3
2075,12,20200723,0,0.0,528.0,0.0,0.1,0.0,420.5,0.3
2090,12,20200724,0,0.0,438.0,0.0,0.1,0.0,424.2,0.1
2105,12,20200725,0,0.0,677.0,0.0,0.0,0.0,460.8,0.1
2120,12,20200726,0,0.0,260.0,1.0,0.0,0.0,442.4,0.2
2135,12,20200727,0,0.0,433.0,0.0,0.0,0.0,435.8,0.2
2150,12,20200728,0,0.0,200.0,0.0,0.0,0.0,406.7,0.2
2165,12,20200729,0,1.0,219.0,-1.0,0.0,0.1,392.1,0.1
2180,12,20200730,0,0.0,418.0,0.0,0.0,0.1,379.6,0.0
2195,12,20200731,2,0.0,448.0,0.0,0.2,0.1,388.7,0.0
2210,12,20200801,0,0.0,456.0,0.0,0.2,0.1,407.7,0.0
2225,12,20200802,2,0.0,440.0,0.0,0.4,0.1,398.9,0.0
2240,12,20200803,0,0.0,334.0,2.0,0.4,0.1,388.5,0.2
2255,12,20200804,0,0.0,215.0,0.0,0.4,0.1,342.3,0.2
2270,12,20200805,0,0.0,219.0,0.0,0.4,0.1,338.2,0.1
2285,12,20200806,0,0.0,253.0,0.0,0.4,0.1,320.2,0.1
2300,12,20200807,0,0.0,598.0,0.0,0.4,0.1,360.0,0.1
2315,12,20200808,0,0.0,403.0,0.0,0.4,0.0,378.4,0.2
2330,12,20200809,0,0.0,501.0,1.0,0.4,0.0,386.7,0.3
2345,12,20200810,0,0.0,387.0,1.0,0.2,0.0,380.6,0.4
2360,12,20200811,0,0.0,289.0,0.0,0.2,0.0,363.9,0.4
2375,12,20200812,0,0.0,170.0,0.0,0.0,0.0,336.9,0.4
2390,12,20200813,0,0.0,353.0,0.0,0.0,0.0,338.8,0.2
2405,12,20200814,1,0.0,509.0,0.0,0.1,0.0,368.2,0.2
2420,12,20200815,2,0.0,582.0,0.0,0.3,0.0,404.5,0.2
2435,12,20200816,0,0.0,486.0,0.0,0.3,0.0,427.8,0.2
2450,12,20200817,1,0.0,438.0,0.0,0.4,0.0,411.8,0.2
2465,12,20200818,0,0.0,221.0,0.0,0.4,0.0,393.6,0.2
2480,12,20200819,1,0.0,300.0,0.0,0.5,0.0,373.5,0.1
2495,12,20200820,1,0.0,448.0,0.0,0.6,0.0,379.6,0.0
2510,12,20200821,0,0.0,575.0,1.0,0.6,0.0,408.2,0.1
2525,12,20200822,1,0.0,641.0,0.0,0.7,0.0,455.3,0.1
2540,12,20200823,2,1.0,461.0,0.0,0.9,0.1,466.1,0.1
2555,12,20200824,0,0.0,425.0,0.0,0.8,0.1,457.7,0.1
2570,12,20200825,0,0.0,498.0,3.0,0.6,0.1,449.3,0.4
2585,12,20200826,1,0.0,547.0,0.0,0.7,0.1,455.4,0.4
2600,12,20200827,0,0.0,621.0,0.0,0.6,0.1,473.7,0.4
2615,12,20200828,2,0.0,770.0,2.0,0.8,0.1,528.6,0.6
2630,12,20200829,0,0.0,1058.0,0.0,0.7,0.1,604.4,0.6
2645,12,20200830,0,0.0,771.0,0.0,0.6,0.1,636.7,0.6
2660,12,20200831,2,0.0,856.0,0.0,0.8,0.1,664.8,0.5
2675,12,20200901,0,0.0,862.0,1.0,0.7,0.1,686.9,0.6
2690,12,20200902,0,0.0,767.0,0.0,0.5,0.0,717.5,0.6
2705,12,20200903,0,0.0,961.0,0.0,0.5,0.0,771.1,0.6
2720,12,20200904,0,0.0,1335.0,1.0,0.5,0.0,854.8,0.4
2735,12,20200905,0,0.0,869.0,0.0,0.4,0.0,887.0,0.4
2750,12,20200906,0,0.0,1536.0,2.0,0.4,0.0,978.5,0.6
2765,12,20200907,1,0.0,998.0,0.0,0.3,0.0,1001.3,0.4
2780,12,20200908,0,0.0,852.0,1.0,0.3,0.0,980.7,0.5
2795,12,20200909,0,0.0,861.0,0.0,0.3,0.0,989.7,0.5
2810,12,20200910,0,0.0,801.0,1.0,0.1,0.0,984.2,0.6
2825,12,20200911,0,0.0,1008.0,0.0,0.1,0.0,998.8,0.5
2840,12,20200912,0,0.0,1212.0,1.0,0.1,0.0,1043.3,0.6
2855,12,20200913,0,0.0,951.0,0.0,0.1,0.0,1042.3,0.6
2870,12,20200914,0,0.0,935.0,0.0,0.1,0.0,1002.3,0.5
2885,12,20200915,0,0.0,765.0,0.0,0.1,0.0,991.9,0.5
2900,12,20200916,0,0.0,866.0,0.0,0.1,0.0,924.9,0.3
2915,12,20200917,0,0.0,903.0,0.0,0.0,0.0,915.4,0.3
2930,12,20200918,0,0.0,963.0,1.0,0.0,0.0,926.5,0.3
2945,12,20200919,0,0.0,1167.0,0.0,0.0,0.0,957.1,0.3
2960,12,20200920,0,0.0,1155.0,0.0,0.0,0.0,992.5,0.2
2975,12,20200921,0,0.0,858.0,0.0,0.0,0.0,977.5,0.2
2990,12,20200922,1,0.0,597.0,0.0,0.1,0.0,916.0,0.1
3005,12,20200923,0,0.0,682.0,0.0,0.1,0.0,889.1,0.1
3020,12,20200924,0,0.0,973.0,0.0,0.1,0.0,892.9,0.1
3035,12,20200925,0,0.0,889.0,0.0,0.1,0.0,905.3,0.1
3050,12,20200926,0,0.0,1015.0,0.0,0.1,0.0,920.2,0.1
3065,12,20200927,0,0.0,1131.0,0.0,0.1,0.0,943.0,0.1
3080,12,20200928,0,0.0,888.0,0.0,0.1,0.0,935.5,0.0
3095,12,20200929,0,0.0,863.0,0.0,0.1,0.0,905.1,0.0
3110,12,20200930,1,0.0,866.0,0.0,0.2,0.0,876.2,0.0
3125,12,20201001,0,0.0,871.0,0.0,0.2,0.0,877.5,0.0
3140,12,20201002,1,0.0,977.0,0.0,0.2,0.0,915.5,0.0
3155,12,20201003,0,0.0,952.0,0.0,0.2,0.0,942.5,0.0
3170,12,20201004,0,0.0,1028.0,0.0,0.2,0.0,948.0,0.0
3185,12,20201005,0,0.0,764.0,0.0,0.2,0.0,935.5,0.0
3200,12,20201006,0,0.0,576.0,0.0,0.2,0.0,891.6,0.0
3215,12,20201007,0,0.0,503.0,0.0,0.2,0.0,828.8,0.0
3230,12,20201008,0,0.0,837.0,0.0,0.2,0.0,823.7,0.0
3245,12,20201009,0,0.0,879.0,0.0,0.2,0.0,825.3,0.0
3260,12,20201010,3,0.0,874.0,1.0,0.4,0.0,826.1,0.1
3275,12,20201011,0,0.0,743.0,1.0,0.4,0.0,813.3,0.2
3290,12,20201012,0,0.0,584.0,0.0,0.3,0.0,774.0,0.2
3305,12,20201013,0,0.0,492.0,0.0,0.3,0.0,728.0,0.2
3320,12,20201014,0,0.0,492.0,0.0,0.3,0.0,674.4,0.2
3335,12,20201015,0,0.0,401.0,1.0,0.3,0.0,638.1,0.3
3350,12,20201016,1,0.0,907.0,0.0,0.4,0.0,671.2,0.3
3365,12,20201017,2,0.0,879.0,1.0,0.6,0.0,708.8,0.4
3380,12,20201018,2,0.0,1039.0,1.0,0.8,0.0,729.0,0.5
3395,12,20201019,0,0.0,674.0,0.0,0.8,0.0,708.5,0.5
3410,12,20201020,0,0.0,461.0,1.0,0.5,0.0,667.2,0.5
3425,12,20201021,0,0.0,552.0,0.0,0.5,0.0,648.1,0.4
3440,12,20201022,0,0.0,767.0,1.0,0.5,0.0,666.4,0.5
3455,12,20201023,0,0.0,975.0,0.0,0.5,0.0,714.7,0.5
3470,12,20201024,3,0.0,786.0,1.0,0.8,0.0,744.1,0.6
3485,12,20201025,0,0.0,955.0,0.0,0.8,0.0,799.5,0.5
3501,12,20201026,1,0.0,612.0,2.0,0.8,0.0,770.0,0.7
3516,12,20201027,1,0.0,264.0,0.0,0.7,0.0,708.5,0.6
3531,12,20201028,0,0.0,610.0,1.0,0.5,0.0,665.6,0.6
3546,12,20201029,0,0.0,861.0,1.0,0.5,0.0,684.3,0.7
3561,12,20201030,2,0.0,915.0,0.0,0.7,0.0,729.7,0.6
3576,12,20201031,5,0.0,951.0,0.0,1.2,0.0,769.6,0.6
3591,12,20201101,2,0.0,669.0,0.0,1.4,0.0,759.8,0.5
3607,12,20201102,2,0.0,563.0,0.0,1.6,0.0,718.6,0.5
3622,12,20201103,1,0.0,479.0,0.0,1.4,0.0,687.9,0.4
3637,12,20201104,4,0.0,689.0,1.0,1.8,0.0,661.3,0.5
3652,12,20201105,1,0.0,919.0,2.0,1.8,0.0,692.0,0.5
3667,12,20201106,2,0.0,1077.0,4.0,1.9,0.0,773.3,0.9
3683,12,20201107,4,0.0,1060.0,0.0,2.3,0.0,818.3,0.8
3698,12,20201108,3,0.0,1022.0,3.0,2.6,0.0,834.4,1.0
3713,12,20201109,1,0.0,814.0,5.0,2.5,0.0,824.3,1.5
3728,12,20201110,3,0.0,728.0,1.0,2.3,0.0,802.0,1.6
3743,12,20201111,2,0.0,890.0,0.0,2.3,0.0,824.1,1.6
3758,12,20201112,0,0.0,1043.0,1.0,2.1,0.0,872.1,1.7
3773,12,20201113,2,0.0,891.0,2.0,2.2,0.0,913.3,1.9
3788,12,20201114,6,0.0,1258.0,4.0,2.4,0.0,970.2,2.2
3803,12,20201115,2,0.0,1062.0,2.0,2.5,0.0,984.5,2.2
3819,12,20201116,2,0.0,714.0,0.0,2.5,0.0,948.2,1.8
3834,12,20201117,5,0.0,850.0,4.0,2.6,0.0,927.2,2.2
3849,12,20201118,3,0.0,966.0,3.0,2.6,0.0,921.6,2.2
3864,12,20201119,1,0.0,1184.0,2.0,2.6,0.0,958.6,1.9
3879,12,20201120,5,0.0,1313.0,0.0,2.8,0.0,1017.1,1.8
3894,12,20201121,8,0.0,1384.0,3.0,3.4,0.0,1066.5,2.1
3909,12,20201122,11,0.0,1384.0,0.0,4.5,0.0,1100.6,2.0
3924,12,20201123,11,0.0,1164.0,4.0,5.4,0.0,1127.9,2.2
3939,12,20201124,37,0.0,1143.0,1.0,8.5,0.0,1116.4,1.9
3954,12,20201125,16,0.0,1561.0,1.0,9.9,0.0,1166.3,1.8
3969,12,20201126,14,0.0,1656.0,2.0,11.1,0.0,1260.5,2.0
3984,12,20201127,9,0.0,2251.0,4.0,11.5,0.0,1400.6,2.0
3999,12,20201128,14,0.0,3106.0,8.0,12.6,0.0,1614.6,2.5
4014,12,20201129,10,0.0,3643.0,10.0,13.5,0.0,1860.5,3.3
4029,12,20201130,15,0.0,2255.0,2.0,14.5,0.0,1954.7,3.5
4044,12,20201201,10,0.0,3054.0,6.0,14.7,0.0,2121.7,3.8
4059,12,20201202,17,0.0,4125.0,32.0,15.3,0.0,2395.8,7.0
4074,12,20201203,11,0.0,3305.0,19.0,15.3,0.0,2609.9,8.5
4089,12,20201204,15,0.0,2047.0,17.0,13.1,0.0,2700.3,10.1
4104,12,20201205,6,0.0,1623.0,28.0,12.1,0.0,2706.5,12.8
4119,12,20201206,4,0.0,1408.0,11.0,11.1,0.0,2681.7,13.7
4134,12,20201207,8,0.0,1171.0,6.0,11.0,0.0,2573.7,13.9
4149,12,20201208,7,0.0,1242.0,19.0,10.3,0.0,2387.3,15.0
4164,12,20201209,6,0.0,840.0,13.0,9.9,0.0,2107.0,15.3
4179,12,20201210,4,0.0,2003.0,11.0,8.8,0.0,2081.8,16.2
4194,12,20201211,9,0.0,1788.0,8.0,8.7,0.0,1955.2,16.4
4209,12,20201212,7,0.0,1859.0,11.0,7.7,0.0,1728.6,14.3
4224,12,20201213,6,0.0,1606.0,8.0,7.2,0.0,1558.7,13.2
4239,12,20201214,5,0.0,1424.0,7.0,6.2,0.0,1496.4,12.2
4254,12,20201215,6,0.0,1209.0,6.0,6.2,0.0,1455.0,10.0
4269,12,20201216,4,0.0,1711.0,6.0,6.2,0.0,1485.3,9.5
4284,12,20201217,6,0.0,2233.0,11.0,6.0,0.0,1591.5,10.0
4299,12,20201218,6,0.0,2405.0,9.0,5.9,0.0,1707.8,9.0
4314,12,20201219,1,0.0,1565.0,4.0,5.4,0.0,1780.3,8.1
4329,12,20201220,2,0.0,1111.0,5.0,5.2,0.0,1691.1,7.5
4344,12,20201221,2,0.0,1410.0,5.0,4.5,0.0,1653.3,7.2
4359,12,20201222,7,0.0,1389.0,5.0,4.5,0.0,1606.3,6.6
4374,12,20201223,4,0.0,1795.0,9.0,4.3,0.0,1625.2,6.7
4389,12,20201224,7,0.0,1543.0,6.0,4.5,0.0,1637.1,6.6
4404,12,20201225,0,0.0,1339.0,0.0,3.9,0.0,1650.1,6.0
4419,12,20201226,0,0.0,1156.0,0.0,3.5,0.0,1594.6,5.4
4434,12,20201227,0,0.0,819.0,0.0,2.9,0.0,1453.2,4.3
4449,12,20201228,13,0.0,871.0,16.0,3.6,0.0,1299.8,5.0
4464,12,20201229,2,0.0,1259.0,5.0,3.7,0.0,1269.2,5.1
4479,12,20201230,3,0.0,1370.0,8.0,3.8,0.0,1295.1,5.4
4494,12,20201231,3,0.0,1605.0,6.0,3.9,0.0,1314.6,5.5
4509,12,20210101,11,0.0,2203.0,0.0,4.3,0.0,1396.0,5.0
4524,12,20210102,2,0.0,1666.0,4.0,4.1,0.0,1383.1,4.5
4539,12,20210103,2,0.0,1276.0,4.0,3.6,0.0,1356.4,4.3
4554,12,20210104,4,0.0,969.0,6.0,4.0,0.0,1319.4,4.9
4569,12,20210105,3,0.0,1077.0,11.0,4.3,0.0,1311.5,6.0
4584,12,20210106,12,0.0,1045.0,2.0,5.5,0.0,1334.1,6.2
4599,12,20210107,3,0.0,1592.0,5.0,4.5,0.0,1406.2,5.1
4614,12,20210108,2,0.0,1467.0,1.0,4.5,0.0,1427.0,4.7
4629,12,20210109,3,0.0,1831.0,1.0,4.5,0.0,1473.1,4.0
4644,12,20210110,0,0.0,1154.0,2.0,4.2,0.0,1428.0,3.6
4659,12,20210111,5,0.0,1343.0,7.0,3.6,0.0,1342.0,4.3
4674,12,20210112,1,0.0,2193.0,0.0,3.5,0.0,1394.7,3.9
4689,12,20210113,8,0.0,2408.0,5.0,4.1,0.0,1507.9,4.0
4704,12,20210114,6,0.0,1847.0,4.0,4.3,0.0,1595.7,3.8
4719,12,20210115,2,0.0,2096.0,2.0,4.2,0.0,1697.6,2.9
4734,12,20210116,4,0.0,2010.0,6.0,3.4,0.0,1794.1,3.3
4749,12,20210117,3,0.0,2293.0,5.0,3.4,0.0,1864.2,3.3
4764,12,20210118,0,0.0,1396.0,3.0,3.2,0.0,1857.1,3.5
4779,12,20210119,4,0.0,1079.0,7.0,3.3,0.0,1781.9,4.1
4794,12,20210120,3,0.0,2016.0,2.0,3.6,0.0,1868.1,4.1
4809,12,20210121,1,0.0,1685.0,3.0,3.2,0.0,1902.3,3.7
4824,12,20210122,5,0.0,1589.0,4.0,3.6,0.0,1841.9,4.1
4839,12,20210123,0,0.0,1450.0,2.0,2.8,0.0,1746.1,3.8
4854,12,20210124,1,0.0,1438.0,2.0,2.3,0.0,1705.2,3.6
4869,12,20210125,0,0.0,1093.0,4.0,2.1,0.0,1604.9,3.8
4884,12,20210126,1,0.0,837.0,5.0,1.8,0.0,1487.6,3.7
4899,12,20210127,4,0.0,1592.0,3.0,1.9,0.0,1417.5,3.5
4914,12,20210128,0,0.0,1516.0,1.0,1.9,0.0,1429.5,3.3
4929,12,20210129,1,0.0,1763.0,3.0,1.6,0.0,1497.9,2.9
4944,12,20210130,3,0.0,1588.0,1.0,1.6,0.0,1455.1,2.8
4959,12,20210131,0,0.0,1515.0,1.0,1.5,0.0,1438.1,2.6
4974,12,20210201,1,0.0,1408.0,1.0,1.1,0.0,1420.0,2.3
4989,12,20210202,1,0.0,931.0,1.0,1.2,0.0,1368.1,2.2
5004,12,20210203,1,0.0,919.0,0.0,1.2,0.0,1316.2,2.0
5019,12,20210204,1,0.0,1623.0,2.0,1.3,0.0,1369.2,1.8
5034,12,20210205,0,0.0,854.0,2.0,1.2,0.0,1370.9,1.5
5049,12,20210206,0,0.0,1681.0,1.0,0.8,0.0,1379.8,1.3
5064,12,20210207,1,0.0,1353.0,0.0,0.9,0.0,1363.5,1.2
5079,12,20210208,1,0.0,876.0,1.0,0.9,0.0,1274.8,1.0
5094,12,20210209,1,0.0,953.0,0.0,0.7,0.0,1211.3,0.9
5109,12,20210210,1,0.0,1741.0,1.0,0.8,0.0,1233.9,0.9
5124,12,20210211,2,0.0,1296.0,0.0,0.9,0.0,1222.7,0.8
5139,12,20210212,0,0.0,1488.0,2.0,0.8,0.0,1278.4,0.9
5154,12,20210213,2,0.0,1999.0,1.0,0.9,0.0,1386.4,1.0
5169,12,20210214,1,0.0,1322.0,2.0,0.9,0.0,1356.3,1.0
5184,12,20210215,1,0.0,1429.0,0.0,1.0,0.0,1413.8,0.8
5199,12,20210216,3,0.0,1620.0,1.0,1.3,0.0,1407.7,0.8
5214,12,20210217,3,0.0,1381.0,1.0,1.5,0.0,1410.5,0.9
5229,12,20210218,2,0.0,924.0,3.0,1.6,0.0,1415.3,1.1
5244,12,20210219,2,0.0,1547.0,0.0,1.7,0.0,1474.7,1.1
5259,12,20210220,4,0.0,1700.0,1.0,2.0,0.0,1470.6,1.1
5274,12,20210221,1,0.0,2262.0,0.0,1.9,0.0,1567.2,1.1
5289,12,20210222,1,0.0,1698.0,1.0,2.0,0.0,1588.2,1.0
5304,12,20210223,3,0.0,1510.0,2.0,2.1,0.0,1539.3,1.1
