,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday,moving_numtoday_loess5%,moving_numtoday_loess15%,moving_numdeathstoday_loess5%,moving_numdeathstoday_loess15%,moving_numteststoday_loess5%,moving_numteststoday_loess15%,moving_numrecoveredtoday_loess5%,moving_numrecoveredtoday_loess15%
63,13,20200311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.466611918533823,17.550766714747862,0.05450833630419618,0.14858394691455537,214.3369875742812,497.0255535530276,-0.984468549175101,-1.806712643693527
79,13,20200312,1,0.0,16.0,0.0,0.0,0.5,0.0,8.0,0.0,6.662203325215329,17.98748744110135,0.07366670106408377,0.15265402806620498,278.12857160148786,515.8301081653335,-0.5799882438821525,-1.2670870788922404
94,13,20200313,0,0.0,75.0,0.0,0.0,0.3333333333333333,0.0,30.333333333333332,0.0,8.714854374654463,18.390344906381742,0.09148954560758817,0.15642493404548086,337.0332012248897,533.3304864008643,-0.18150418526286263,-0.7601895111646638
109,13,20200314,1,0.0,94.0,0.0,0.0,0.5,0.0,46.25,0.0,10.757419062564917,18.786941101678803,0.10912943164617882,0.16015334862131805,395.09650193504876,550.7108151146393,0.23580293819814915,-0.25234514128994945
124,13,20200315,0,0.0,8.0,0.0,0.0,0.4,0.0,38.6,0.0,12.785894344985481,19.177418767352606,0.12655359485925252,0.16384065901142825,452.36515799991423,567.9763605136982,0.6718201626396755,0.25642307902256434
139,13,20200316,4,0.0,28.0,0.0,1.0,1.0,0.0,36.833333333333336,0.0,14.797681484970763,19.56197426371965,0.14375505893309676,0.16748881016608627,508.9074082874573,585.1328775547694,1.126101306806537,0.7660897900801698
154,13,20200317,1,0.0,125.0,0.0,1.0,1.0,0.0,49.42857142857143,0.0,16.7923089812977,19.940852569019427,0.16075617670590753,0.17110014156261544,564.8256173911014,602.1864808346985,1.5977104881863446,1.2766285125067538
169,13,20200318,1,0.0,87.0,0.0,1.0,1.0,0.0,54.125,0.0,18.77226048818786,20.314336606470793,0.1775971844889529,0.17467702935211396,620.2786704132509,619.143518982742,2.08493502710012,1.7880129294752385
184,13,20200319,3,0.0,106.0,0.0,1.0,1.2222222222222223,0.0,59.888888888888886,0.0,20.74504937171795,20.682738994952707,0.1943475718806604,0.17822183665086563,675.5035152387255,636.0103588973549,2.5850147033208404,2.3002181749932196
199,13,20200320,0,0.0,123.0,0.0,1.0,1.1,0.0,66.2,0.0,22.726895033390306,21.04638593748683,0.21113167412233003,0.18173689839142226,730.7646562821797,652.7930363027433,3.095391563099655,2.8132221437505596
214,13,20200321,6,0.0,21.0,0.0,1.0,1.7,0.0,68.3,0.0,24.75120420914439,21.405604314262305,0.22815644854628944,0.18522445097578857,785.9012702964361,669.497175657697,3.6243917233991456,3.3270068425708246
