,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday
852,59,20200503,0,0.0,2803.0,0.0,34.7,2.0,2438.4,28.4
867,59,20200504,53,3.0,2581.0,41.0,37.1,1.9,2523.8,30.3
882,59,20200505,8,4.0,2484.0,55.0,28.4,2.1,2544.6,33.5
897,59,20200506,23,3.0,1716.0,22.0,30.7,2.4,2465.7,35.7
912,59,20200507,33,2.0,1905.0,18.0,29.0,2.3,2401.0,32.2
927,59,20200508,27,1.0,2365.0,67.0,26.2,2.2,2410.3,34.8
942,59,20200509,15,2.0,2340.0,80.0,24.3,2.0,2427.3,35.4
957,59,20200510,0,0.0,2219.0,0.0,21.8,1.8,2379.8,33.7
972,59,20200511,23,1.0,1825.0,60.0,20.8,1.8,2292.1,36.2
987,59,20200512,7,1.0,1354.0,113.0,18.9,1.7,2159.2,45.6
1002,59,20200513,16,1.0,1206.0,27.0,20.5,1.8,1999.5,48.3
1017,59,20200514,16,3.0,1735.0,26.0,16.8,1.8,1914.9,46.8
1032,59,20200515,15,5.0,2064.0,23.0,17.5,1.9,1872.9,43.6
1047,59,20200516,21,1.0,2000.0,24.0,17.3,1.7,1901.3,43.8
1062,59,20200517,0,0.0,1967.0,0.0,14.0,1.5,1907.5,42.0
1077,59,20200518,16,2.0,1691.0,34.0,12.9,1.6,1840.1,38.7
1092,59,20200519,2,3.0,1553.0,9.0,11.6,1.7,1761.4,31.6
1107,59,20200520,21,3.0,1151.0,26.0,13.7,2.0,1654.6,34.2
1122,59,20200521,12,3.0,1179.0,19.0,12.6,2.2,1590.0,30.1
1137,59,20200522,28,3.0,1700.0,22.0,14.7,2.4,1624.6,21.0
1152,59,20200523,10,2.0,1958.0,15.0,14.1,2.5,1699.8,19.8
1167,59,20200524,0,0.0,1867.0,0.0,12.5,2.2,1713.0,17.2
1182,59,20200525,13,4.0,1856.0,45.0,12.3,2.1,1692.2,19.4
1197,59,20200526,11,0.0,1597.0,20.0,11.3,2.0,1651.9,19.0
1212,59,20200527,9,1.0,1200.0,22.0,12.2,2.1,1575.2,21.2
1227,59,20200528,8,2.0,1655.0,9.0,11.4,2.1,1571.6,18.7
1242,59,20200529,4,0.0,2063.0,17.0,11.6,1.8,1622.6,19.5
1257,59,20200530,11,0.0,2038.0,11.0,10.6,1.5,1711.3,18.0
1272,59,20200531,0,0.0,1804.0,0.0,9.4,1.2,1773.8,16.1
1287,59,20200601,24,1.0,1900.0,26.0,9.0,1.0,1793.8,16.5
1302,59,20200602,4,0.0,1295.0,22.0,8.4,0.8,1727.5,17.2
1317,59,20200603,22,1.0,1251.0,14.0,10.6,0.9,1665.9,18.6
1332,59,20200604,9,0.0,1604.0,22.0,10.2,0.5,1640.7,16.3
1347,59,20200605,0,1.0,1927.0,7.0,9.1,0.6,1673.7,15.0
1362,59,20200606,0,0.0,1853.0,0.0,8.2,0.5,1739.0,12.8
1377,59,20200607,0,0.0,2046.0,0.0,7.4,0.3,1778.1,11.9
1392,59,20200608,27,0.0,1703.0,37.0,9.7,0.3,1742.1,13.9
1407,59,20200609,10,0.0,1382.0,10.0,9.6,0.3,1676.5,13.8
1422,59,20200610,11,0.0,1059.0,9.0,10.7,0.3,1602.0,14.7
1437,59,20200611,14,0.0,1503.0,16.0,9.7,0.2,1562.3,13.7
1452,59,20200612,15,1.0,1886.0,10.0,10.8,0.3,1621.4,12.5
1467,59,20200613,0,0.0,1917.0,0.0,8.6,0.2,1688.0,11.1
1482,59,20200614,0,0.0,1949.0,0.0,7.7,0.2,1722.5,8.9
1497,59,20200615,36,0.0,1774.0,41.0,11.3,0.1,1707.2,12.3
1512,59,20200616,11,0.0,1256.0,21.0,12.4,0.1,1647.5,14.4
1527,59,20200617,19,0.0,943.0,6.0,14.3,0.1,1537.2,15.0
1542,59,20200618,8,0.0,1555.0,3.0,12.4,0.1,1522.4,11.6
1557,59,20200619,7,0.0,2116.0,19.0,12.1,0.1,1595.8,12.5
1572,59,20200620,0,0.0,1852.0,0.0,11.0,0.1,1675.1,11.6
1587,59,20200621,0,0.0,2142.0,0.0,9.6,0.1,1739.0,10.0
1602,59,20200622,32,1.0,1699.0,27.0,11.3,0.1,1720.3,11.7
1617,59,20200623,13,1.0,1369.0,20.0,12.6,0.2,1665.5,13.7
1632,59,20200624,14,1.0,1119.0,25.0,14.0,0.3,1582.5,16.2
1647,59,20200625,20,2.0,1673.0,1.0,12.4,0.5,1572.4,12.2
1662,59,20200626,9,1.0,2271.0,28.0,12.2,0.6,1673.9,12.9
1677,59,20200627,0,0.0,2081.0,0.0,10.3,0.6,1787.7,12.3
1692,59,20200628,0,0.0,1684.0,0.0,9.5,0.6,1800.6,12.0
1707,59,20200629,26,0.0,1752.0,32.0,11.4,0.6,1764.2,13.3
1722,59,20200630,12,0.0,1166.0,13.0,12.6,0.6,1695.6,14.6
1737,59,20200701,0,0.0,1336.0,0.0,12.6,0.6,1615.0,14.6
1752,59,20200702,24,3.0,1706.0,13.0,11.8,0.8,1615.7,13.2
1767,59,20200703,7,0.0,1719.0,5.0,11.2,0.7,1650.7,11.7
1782,59,20200704,0,0.0,1596.0,0.0,9.8,0.6,1698.4,9.2
1797,59,20200705,0,0.0,2060.0,0.0,7.8,0.4,1737.1,9.1
1812,59,20200706,31,6.0,2092.0,21.0,10.0,0.9,1719.2,8.4
1827,59,20200707,12,0.0,1419.0,16.0,11.2,0.9,1653.0,10.0
1842,59,20200708,18,3.0,1347.0,15.0,13.0,1.2,1619.3,11.5
1857,59,20200709,20,0.0,1830.0,7.0,12.4,1.2,1627.1,9.0
1872,59,20200710,25,1.0,2356.0,12.0,13.7,1.3,1746.1,8.9
1887,59,20200711,0,0.0,2559.0,0.0,13.7,1.3,1868.4,8.9
1902,59,20200712,0,0.0,2712.0,0.0,11.3,1.0,1969.0,7.6
1917,59,20200713,62,2.0,2456.0,39.0,16.8,1.2,2042.7,11.0
1932,59,20200714,13,0.0,1963.0,12.0,18.1,1.2,2079.4,12.2
1947,59,20200715,21,0.0,1471.0,23.0,20.2,1.2,2020.5,14.5
1962,59,20200716,21,0.0,2234.0,36.0,19.2,0.6,2034.7,16.0
1977,59,20200717,28,0.0,2662.0,13.0,20.8,0.6,2159.0,15.7
1992,59,20200718,0,0.0,3199.0,0.0,19.0,0.3,2344.2,14.2
2007,59,20200719,0,0.0,2997.0,0.0,17.0,0.3,2460.9,13.5
2022,59,20200720,102,0.0,2493.0,56.0,24.7,0.2,2474.6,17.9
2037,59,20200721,28,0.0,2205.0,15.0,27.5,0.2,2439.2,19.4
2052,59,20200722,34,0.0,1282.0,15.0,30.9,0.2,2296.2,20.9
2067,59,20200723,30,1.0,2895.0,10.0,27.7,0.1,2340.1,18.0
2082,59,20200724,27,1.0,3060.0,36.0,29.1,0.2,2449.8,20.4
2097,59,20200725,0,0.0,2568.0,0.0,27.0,0.2,2559.5,18.1
2112,59,20200726,0,0.0,2797.0,0.0,24.9,0.2,2615.8,14.5
2127,59,20200727,81,2.0,2853.0,109.0,30.2,0.4,2634.9,24.1
2142,59,20200728,23,1.0,1874.0,33.0,32.5,0.5,2502.4,27.4
2157,59,20200729,39,0.0,1677.0,33.0,36.4,0.5,2370.4,30.7
2172,59,20200730,29,0.0,2400.0,46.0,29.1,0.5,2361.1,29.7
2187,59,20200731,50,1.0,3875.0,13.0,31.3,0.6,2528.1,29.5
2202,59,20200801,0,0.0,3035.0,0.0,27.9,0.6,2703.4,28.0
2217,59,20200802,0,0.0,2313.0,0.0,24.9,0.5,2645.2,27.0
2232,59,20200803,0,0.0,2032.0,0.0,22.2,0.4,2542.4,23.4
2247,59,20200804,146,0.0,1868.0,105.0,36.8,0.4,2472.4,33.9
2262,59,20200805,47,0.0,1294.0,15.0,41.5,0.4,2322.1,35.4
2277,59,20200806,47,0.0,1751.0,27.0,38.1,0.2,2211.9,27.2
2292,59,20200807,53,0.0,2661.0,38.0,41.1,0.1,2290.6,27.7
2307,59,20200808,0,0.0,3147.0,0.0,37.2,0.1,2437.6,24.4
2322,59,20200809,0,0.0,2948.0,0.0,34.3,0.1,2492.4,19.8
2337,59,20200810,131,0.0,2785.0,72.0,42.4,0.0,2383.4,25.7
2352,59,20200811,46,0.0,2786.0,19.0,47.0,0.0,2358.5,27.6
2367,59,20200812,85,1.0,1898.0,25.0,55.5,0.1,2317.0,30.1
2382,59,20200813,78,0.0,3015.0,31.0,63.3,0.1,2415.3,33.2
2397,59,20200814,84,0.0,3664.0,33.0,57.1,0.1,2594.9,26.0
2412,59,20200815,0,0.0,3594.0,0.0,52.4,0.1,2824.9,24.5
2427,59,20200816,0,0.0,4089.0,0.0,47.7,0.1,3058.7,21.8
2442,59,20200817,236,2.0,3859.0,120.0,66.0,0.3,3178.5,30.0
2457,59,20200818,83,0.0,2762.0,51.0,74.3,0.3,3140.0,35.1
2472,59,20200819,68,0.0,2609.0,45.0,81.1,0.3,3106.1,39.6
2487,59,20200820,80,2.0,3361.0,96.0,76.0,0.5,3163.7,42.0
2502,59,20200821,90,2.0,4157.0,44.0,80.4,0.7,3300.8,44.5
2517,59,20200822,0,0.0,4432.0,0.0,71.9,0.6,3554.2,42.0
2532,59,20200823,0,0.0,3899.0,0.0,64.1,0.6,3642.6,38.9
2547,59,20200824,269,1.0,5006.0,179.0,82.6,0.7,3776.8,53.5
2562,59,20200825,58,0.0,2901.0,46.0,88.4,0.7,3707.5,58.1
2577,59,20200826,62,0.0,1914.0,85.0,94.6,0.7,3490.0,66.6
2592,59,20200827,68,1.0,4355.0,54.0,77.8,0.6,3539.6,60.0
2607,59,20200828,124,0.0,4439.0,57.0,81.9,0.6,3707.3,60.6
2622,59,20200829,0,0.0,5430.0,0.0,75.1,0.6,3989.4,56.1
2637,59,20200830,0,0.0,5479.0,0.0,67.1,0.4,4201.2,46.5
2652,59,20200831,294,4.0,4737.0,156.0,87.5,0.6,4259.2,57.7
2667,59,20200901,58,1.0,3660.0,39.0,93.3,0.7,4182.0,61.6
2682,59,20200902,104,0.0,2345.0,100.0,103.7,0.7,4026.6,71.6
2697,59,20200903,89,1.0,5292.0,39.0,85.7,0.7,4055.2,57.6
2712,59,20200904,121,1.0,5522.0,62.0,92.0,0.8,4317.3,59.2
2727,59,20200905,0,0.0,6084.0,0.0,85.8,0.8,4734.3,50.7
2742,59,20200906,0,0.0,5788.0,0.0,79.0,0.7,4877.6,45.3
2757,59,20200907,0,0.0,5518.0,0.0,66.6,0.7,4985.5,39.6
2772,59,20200908,429,2.0,4201.0,272.0,109.5,0.9,4862.6,66.8
2787,59,20200909,100,0.0,3475.0,122.0,119.5,0.9,4662.2,79.0
2802,59,20200910,139,0.0,3596.0,90.0,104.0,0.5,4548.1,72.4
2817,59,20200911,132,0.0,5378.0,83.0,111.4,0.4,4719.9,76.8
2832,59,20200912,0,0.0,6502.0,0.0,101.0,0.4,5135.6,66.8
2847,59,20200913,0,0.0,6227.0,0.0,92.1,0.3,5229.1,62.9
2862,59,20200914,317,6.0,5963.0,173.0,111.7,0.8,5273.2,74.0
2877,59,20200915,97,0.0,5343.0,102.0,121.4,0.8,5199.1,84.2
2892,59,20200916,122,0.0,3616.0,98.0,133.6,0.8,4981.9,94.0
2907,59,20200917,165,1.0,6439.0,73.0,150.1,0.9,5074.0,101.3
2922,59,20200918,179,3.0,7595.0,78.0,125.1,1.0,5413.4,81.9
2937,59,20200919,0,0.0,5750.0,0.0,115.1,1.0,5640.9,69.7
2952,59,20200920,0,0.0,6896.0,0.0,101.2,1.0,5970.9,60.7
2967,59,20200921,366,4.0,5733.0,-5.0,124.6,1.4,6006.4,51.9
2982,59,20200922,96,0.0,6085.0,797.0,134.2,1.4,5964.7,131.6
2997,59,20200923,91,0.0,4294.0,180.0,143.3,1.4,5771.4,149.6
3012,59,20200924,148,2.0,6177.0,148.0,126.4,1.0,5792.8,147.1
3027,59,20200925,98,1.0,7750.0,119.0,126.5,1.1,6033.5,148.8
3042,59,20200926,0,0.0,8863.0,0.0,114.3,1.1,6558.2,139.0
3057,59,20200927,0,0.0,7349.0,0.0,97.8,1.0,6649.2,131.7
3072,59,20200928,267,3.0,7895.0,310.0,106.6,1.0,6679.2,154.9
3087,59,20200929,105,1.0,5940.0,139.0,117.1,1.1,6698.2,168.8
3102,59,20200930,125,0.0,5389.0,106.0,129.6,1.1,6547.5,179.4
3117,59,20201001,82,1.0,9423.0,104.0,101.2,0.8,6916.5,190.3
3132,59,20201002,161,3.0,11054.0,118.0,107.7,1.1,7413.4,122.4
3147,59,20201003,0,0.0,11482.0,0.0,98.6,1.1,8132.2,104.4
3162,59,20201004,0,0.0,10882.0,0.0,83.8,0.9,8602.7,89.6
3177,59,20201005,358,4.0,11608.0,302.0,109.8,1.2,8988.5,107.9
3192,59,20201006,102,2.0,10924.0,69.0,120.0,1.4,9194.6,114.8
3207,59,20201007,115,0.0,9209.0,112.0,131.5,1.4,9380.6,126.0
3222,59,20201008,110,1.0,6757.0,102.0,115.8,1.2,9266.8,105.2
3237,59,20201009,119,0.0,10948.0,104.0,117.2,1.1,9767.6,101.7
3252,59,20201010,0,0.0,11755.0,0.0,104.7,1.1,10404.2,91.1
3267,59,20201011,0,0.0,12738.0,0.0,96.5,1.0,10735.7,80.7
3282,59,20201012,0,0.0,11645.0,0.0,80.4,0.7,10794.8,68.9
3297,59,20201013,549,5.0,10108.0,472.0,135.3,1.2,10657.4,116.1
3312,59,20201014,158,0.0,5908.0,138.0,151.1,1.2,10160.0,129.9
3327,59,20201015,142,0.0,5040.0,145.0,129.5,0.8,9503.2,114.2
3342,59,20201016,155,1.0,8647.0,130.0,134.8,0.7,9275.5,120.3
3357,59,20201017,0,0.0,10649.0,0.0,123.3,0.7,9419.5,109.1
3372,59,20201018,0,0.0,9161.0,0.0,112.3,0.6,9659.9,98.9
3387,59,20201019,498,2.0,11559.0,366.0,150.2,0.8,9721.0,125.1
3402,59,20201020,167,1.0,8266.0,118.0,166.9,0.9,9372.1,136.9
3417,59,20201021,203,2.0,5500.0,122.0,187.2,1.1,8648.3,149.1
3432,59,20201022,274,0.0,8766.0,121.0,214.6,1.1,8360.4,161.2
3447,59,20201023,223,0.0,11058.0,133.0,182.0,0.6,8455.4,127.3
3462,59,20201024,0,0.0,6986.0,0.0,166.2,0.6,8563.2,113.5
3477,59,20201025,0,0.0,11572.0,0.0,152.0,0.6,9216.4,99.0
3492,59,20201026,817,3.0,9942.0,487.0,218.2,0.8,9345.9,134.7
3508,59,20201027,217,0.0,7389.0,220.0,239.9,0.8,9019.9,156.7
3523,59,20201028,287,2.0,4926.0,290.0,268.6,1.0,8596.4,185.7
3538,59,20201029,234,1.0,9176.0,204.0,242.2,0.9,8358.1,169.5
3553,59,20201030,272,1.0,10254.0,222.0,252.7,0.9,8556.9,179.9
3568,59,20201031,352,0.0,10125.0,0.0,267.6,0.7,9019.4,167.7
3583,59,20201101,389,0.0,9319.0,0.0,279.1,0.7,9074.7,155.6
3598,59,20201102,379,6.0,9661.0,537.0,294.7,1.3,8935.0,196.0
3614,59,20201103,299,3.0,6474.0,223.0,324.6,1.6,8883.8,218.3
3629,59,20201104,335,1.0,4910.0,229.0,358.1,1.7,8217.6,241.2
3644,59,20201105,425,0.0,8730.0,147.0,318.9,1.4,8096.4,207.2
3659,59,20201106,589,2.0,10915.0,229.0,356.1,1.6,8449.0,208.1
3674,59,20201107,567,1.0,11386.0,0.0,384.1,1.5,9095.0,179.1
3690,59,20201108,536,0.0,9758.0,0.0,414.3,1.4,9153.2,158.7
3705,59,20201109,462,5.0,8190.0,390.0,433.3,1.8,8946.8,175.5
3720,59,20201110,525,3.0,10204.0,279.0,450.6,2.1,8954.7,203.4
3735,59,20201111,535,0.0,6393.0,0.0,465.2,2.1,8662.1,203.4
3750,59,20201112,594,4.0,9664.0,385.0,486.7,1.9,8662.4,188.2
3765,59,20201113,617,2.0,12208.0,812.0,518.5,1.8,9235.8,247.1
3780,59,20201114,654,0.0,10303.0,0.0,550.4,1.7,9775.1,224.2
3795,59,20201115,659,0.0,10759.0,0.0,573.8,1.7,9978.0,209.5
3810,59,20201116,646,9.0,11442.0,1186.0,579.5,2.4,10030.7,305.2
3826,59,20201117,717,11.0,10322.0,382.0,594.5,3.4,9924.3,343.4
3841,59,20201118,761,10.0,7058.0,445.0,617.0,4.4,9654.3,387.9
3856,59,20201119,536,1.0,10952.0,292.0,624.4,4.0,9930.5,378.1
3871,59,20201120,516,10.0,13739.0,271.0,623.5,4.7,10284.0,377.3
3886,59,20201121,713,0.0,10762.0,0.0,641.3,4.7,10720.9,377.3
3901,59,20201122,626,0.0,14698.0,0.0,644.5,4.3,11224.3,338.8
3916,59,20201123,594,17.0,12512.0,1592.0,642.2,5.8,11254.7,416.8
3931,59,20201124,941,10.0,10459.0,536.0,670.9,6.8,11270.3,470.4
3946,59,20201125,738,13.0,11542.0,209.0,678.8,8.1,11348.6,491.3
3961,59,20201126,887,13.0,11045.0,184.0,702.9,8.5,11308.9,391.1
3976,59,20201127,911,11.0,13184.0,1306.0,722.3,8.5,11595.1,483.5
3991,59,20201128,750,15.0,14233.0,0.0,721.2,9.0,12312.6,439.0
4006,59,20201129,1008,17.0,15212.0,0.0,768.4,10.6,12738.6,409.8
4021,59,20201130,596,14.0,13313.0,1807.0,776.4,11.0,12696.0,563.4
4036,59,20201201,656,16.0,9491.0,663.0,770.7,12.6,12568.9,629.7
4051,59,20201202,834,12.0,8671.0,650.0,791.5,13.8,11966.2,694.7
4066,59,20201203,693,12.0,11607.0,504.0,801.4,13.3,11875.7,585.9
4081,59,20201204,711,11.0,12732.0,730.0,778.4,13.4,12103.0,605.3
4096,59,20201205,647,18.0,14477.0,0.0,769.3,13.9,12396.5,584.4
4111,59,20201206,726,10.0,10811.0,0.0,753.2,13.6,12373.1,566.0
4126,59,20201207,647,7.0,14241.0,1629.0,726.8,13.2,12478.8,598.3
4141,59,20201208,566,16.0,10198.0,610.0,708.4,13.3,12075.3,659.3
4156,59,20201209,619,16.0,6717.0,551.0,669.5,13.2,11225.8,714.4
4171,59,20201210,723,28.0,12651.0,500.0,682.2,14.6,11159.6,583.7
4186,59,20201211,737,11.0,11947.0,650.0,690.3,14.1,11405.2,582.4
4201,59,20201212,698,28.0,11113.0,0.0,676.7,15.7,11649.4,517.4
4216,59,20201213,689,14.0,13612.0,0.0,676.3,15.9,11849.9,467.0
4231,59,20201214,759,7.0,9624.0,1609.0,681.1,15.5,11539.1,554.9
4246,59,20201215,520,21.0,11143.0,659.0,668.4,15.8,11205.7,620.8
4261,59,20201216,640,24.0,6522.0,510.0,659.8,17.2,10776.8,671.8
4276,59,20201217,673,21.0,15196.0,587.0,662.4,18.6,10872.3,567.6
4291,59,20201218,624,11.0,12095.0,626.0,668.2,18.1,11062.0,569.2
4306,59,20201219,652,28.0,11533.0,0.0,671.5,19.3,11543.6,514.1
4321,59,20201220,486,8.0,11717.0,0.0,647.8,17.3,11450.2,464.1
4336,59,20201221,529,5.0,11067.0,1866.0,627.0,16.7,11362.2,585.7
4351,59,20201222,443,12.0,7175.0,639.0,601.5,15.1,10968.4,649.6
4366,59,20201223,517,19.0,6577.0,858.0,584.3,15.6,10264.9,735.4
4381,59,20201224,582,12.0,8518.0,832.0,566.6,16.1,10154.3,657.7
4396,59,20201225,512,25.0,8854.0,0.0,565.8,16.5,9925.4,591.8
4411,59,20201226,447,14.0,8026.0,0.0,546.5,15.5,10075.8,540.8
4426,59,20201227,424,14.0,6106.0,0.0,521.6,14.8,9166.8,482.1
4441,59,20201228,441,11.0,3788.0,0.0,503.3,14.8,8336.1,419.5
4456,59,20201229,382,10.0,4426.0,3391.0,476.3,13.0,7625.4,758.6
4471,59,20201230,485,11.0,4673.0,506.0,476.2,13.3,6921.0,809.2
4486,59,20201231,690,8.0,6786.0,446.0,492.3,13.6,6492.9,667.2
4501,59,20210101,565,0.0,8005.0,0.0,504.5,12.4,6575.9,603.3
4516,59,20210102,607,0.0,7668.0,0.0,513.5,10.5,6685.0,517.5
4531,59,20210103,500,0.0,7262.0,0.0,505.3,9.3,6559.4,434.3
4546,59,20210104,539,45.0,4672.0,3102.0,508.0,11.3,6141.2,744.5
4561,59,20210105,428,8.0,5925.0,770.0,506.1,10.7,5931.1,821.5
4576,59,20210106,625,8.0,6054.0,729.0,526.2,10.1,5925.9,894.4
4591,59,20210107,761,8.0,9020.0,646.0,558.2,9.8,6449.1,959.0
4606,59,20210108,617,18.0,8962.0,831.0,581.7,10.6,6902.7,703.0
4621,59,20210109,538,11.0,9330.0,0.0,587.0,10.6,7368.4,652.4
4636,59,20210110,507,6.0,8525.0,0.0,568.7,10.4,7542.3,607.8
4651,59,20210111,430,5.0,9564.0,2336.0,555.2,10.9,7698.2,841.4
4666,59,20210112,446,9.0,5719.0,603.0,539.1,11.8,7503.3,901.7
4681,59,20210113,519,12.0,5883.0,749.0,541.0,13.0,7365.4,976.6
4696,59,20210114,536,7.0,9118.0,712.0,540.7,9.2,7810.0,737.6
4711,59,20210115,509,9.0,9414.0,510.0,548.8,9.3,8158.9,711.6
4726,59,20210116,584,17.0,9821.0,0.0,544.7,10.2,8535.6,638.7
4741,59,20210117,445,9.0,9181.0,0.0,513.1,10.3,8551.7,574.1
4756,59,20210118,301,5.0,10621.0,1541.0,481.5,9.0,8717.6,645.1
4771,59,20210119,465,12.0,5636.0,443.0,474.2,9.1,8348.2,689.4
4786,59,20210120,500,14.0,5152.0,465.0,473.5,9.9,8010.9,735.9
4801,59,20210121,564,15.0,10542.0,446.0,486.9,10.9,8108.7,546.9
4816,59,20210122,508,9.0,8942.0,445.0,493.1,10.9,8431.0,531.1
4831,59,20210123,527,0.0,9542.0,0.0,493.9,9.7,8796.9,456.2
4846,59,20210124,471,0.0,10297.0,0.0,487.4,9.0,8914.8,385.0
4861,59,20210125,346,26.0,10545.0,1376.0,471.1,10.7,9027.9,471.6
4876,59,20210126,406,14.0,5926.0,521.0,453.3,10.4,8638.4,523.7
4891,59,20210127,485,4.0,5226.0,426.0,457.3,9.9,8242.9,566.3
4906,59,20210128,546,12.0,11739.0,363.0,481.8,10.6,8354.7,448.5
