,pruid,date,Class,median_numtoday,median_numdeathstoday,median_numteststoday,median_numrecoveredtoday,std_numtoday,std_numdeathstoday,std_numteststoday,std_numrecoveredtoday,var_numtoday,var_numdeathstoday,var_numteststoday,var_numrecoveredtoday,skew_numtoday,skew_numdeathstoday,skew_numteststoday,skew_numrecoveredtoday,kurt_numtoday,kurt_numdeathstoday,kurt_numteststoday,kurt_numrecoveredtoday
65,12,20200311,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
80,12,20200312,0.0,0.0,0.0,6.5,0.0,0.0,0.0,9.192388155425117,0.0,0.0,0.0,84.5,0.0,,,,,,,,
95,12,20200313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.505553499465135,0.0,0.0,0.0,56.333333333333336,0.0,,,1.7320508686821272,,,,,
110,12,20200314,1.0,0.0,0.0,6.5,0.0,0.0,0.0,73.0906970824605,0.0,0.0,0.0,5342.249999999999,0.0,,,1.958765453354982,,,,3.8519602654081773,
125,12,20200315,1.0,0.0,0.0,13.0,0.0,0.0,0.0,85.71930937659262,0.0,0.0,0.0,7347.799999999999,0.0,,,0.6223679165474684,,,,-3.1312531884666037,
140,12,20200316,1.0,0.0,0.0,81.5,0.0,1.224744871391589,0.0,95.72669429161336,0.0,1.5,0.0,9163.6,0.0,2.449489742783178,,0.14195604053957403,,6.0,,-2.8515015500039937,
155,12,20200317,1.0,0.0,0.0,105.0,0.0,1.2535663410560174,0.0,87.56983607656343,0.0,1.5714285714285714,0.0,7668.476190476191,0.0,1.4504073367591197,,0.042600125115466125,,0.5206611570329436,,-2.1827332199916385,
170,12,20200318,1.0,0.0,0.0,127.5,0.0,1.246423454758225,0.0,117.57763392754593,0.0,1.5535714285714286,0.0,13824.5,0.0,0.8945134372105529,,0.6018994803577464,,-1.131985731272295,,-0.20092163957806122,
185,12,20200319,1.0,0.0,0.0,150.0,0.0,2.351122663277647,0.0,114.33722053644648,0.0,5.527777777777778,0.0,13073.0,0.0,1.802380080329179,,0.2883632374004271,,3.426277114214502,,-0.6270231454671766,
200,12,20200320,1.0,0.5,0.0,160.0,0.0,2.223610677354389,0.0,108.70597448571486,0.0,4.944444444444445,0.0,11816.988888888889,0.0,1.932781153084844,,0.14636301067553045,,4.102728731942447,,-0.45689301478939726,
