,pruid,date,Class
1904,13.0,2020-03-20,1.0
1905,13.0,2020-03-21,1.0
1906,13.0,2020-03-22,1.0
1907,13.0,2020-03-23,1.0
1908,13.0,2020-03-24,1.0
1909,13.0,2020-03-25,1.0
1910,13.0,2020-03-26,1.0
1911,13.0,2020-03-27,1.0
1912,13.0,2020-03-28,1.0
1913,13.0,2020-03-29,1.0
1914,13.0,2020-03-30,1.0
1915,13.0,2020-03-31,1.0
1916,13.0,2020-04-01,1.0
1917,13.0,2020-04-02,1.0
1918,13.0,2020-04-03,1.0
1919,13.0,2020-04-04,1.0
1920,13.0,2020-04-05,1.0
1921,13.0,2020-04-06,1.0
1922,13.0,2020-04-07,1.0
1923,13.0,2020-04-08,1.0
1924,13.0,2020-04-09,1.0
1925,13.0,2020-04-10,1.0
1926,13.0,2020-04-11,1.0
1927,13.0,2020-04-12,1.0
1928,13.0,2020-04-13,1.0
1929,13.0,2020-04-14,1.0
1930,13.0,2020-04-15,1.0
1931,13.0,2020-04-16,0.0
1932,13.0,2020-04-17,0.0
1933,13.0,2020-04-18,0.0
1934,13.0,2020-04-19,0.0
1935,13.0,2020-04-20,0.0
1936,13.0,2020-04-21,0.0
1937,13.0,2020-04-22,0.0
1938,13.0,2020-04-23,0.0
1939,13.0,2020-04-24,0.0
1940,13.0,2020-04-25,0.0
1941,13.0,2020-04-26,0.0
1942,13.0,2020-04-27,0.0
1943,13.0,2020-04-28,0.0
1944,13.0,2020-04-29,0.0
1945,13.0,2020-04-30,0.0
1946,13.0,2020-05-01,0.0
1947,13.0,2020-05-02,0.0
1948,13.0,2020-05-03,0.0
1949,13.0,2020-05-04,0.0
1950,13.0,2020-05-05,0.0
1951,13.0,2020-05-06,0.0
1952,13.0,2020-05-07,0.0
1953,13.0,2020-05-08,0.0
1954,13.0,2020-05-09,0.0
1955,13.0,2020-05-10,0.0
1956,13.0,2020-05-11,0.0
1957,13.0,2020-05-12,0.0
1958,13.0,2020-05-13,0.0
1959,13.0,2020-05-14,0.0
1960,13.0,2020-05-15,0.0
1961,13.0,2020-05-16,0.0
1962,13.0,2020-05-17,0.0
1963,13.0,2020-05-18,0.0
1964,13.0,2020-05-19,0.0
1965,13.0,2020-05-20,0.0
1966,13.0,2020-05-21,0.0
1967,13.0,2020-05-22,0.0
1968,13.0,2020-05-23,0.0
1969,13.0,2020-05-24,0.0
1970,13.0,2020-05-25,0.0
1971,13.0,2020-05-26,0.0
1972,13.0,2020-05-27,1.0
1973,13.0,2020-05-28,1.0
1974,13.0,2020-05-29,1.0
1975,13.0,2020-05-30,1.0
1976,13.0,2020-05-31,1.0
1977,13.0,2020-06-01,0.0
1978,13.0,2020-06-02,0.0
1979,13.0,2020-06-03,0.0
1980,13.0,2020-06-04,0.0
1981,13.0,2020-06-05,0.0
1982,13.0,2020-06-06,0.0
1983,13.0,2020-06-07,0.0
1984,13.0,2020-06-08,0.0
1985,13.0,2020-06-09,0.0
1986,13.0,2020-06-10,0.0
1987,13.0,2020-06-11,0.0
1988,13.0,2020-06-12,0.0
1989,13.0,2020-06-13,0.0
1990,13.0,2020-06-14,0.0
1991,13.0,2020-06-15,0.0
1992,13.0,2020-06-16,0.0
1993,13.0,2020-06-17,0.0
1994,13.0,2020-06-18,0.0
1995,13.0,2020-06-19,0.0
1996,13.0,2020-06-20,0.0
1997,13.0,2020-06-21,0.0
1998,13.0,2020-06-22,0.0
1999,13.0,2020-06-23,0.0
2000,13.0,2020-06-24,0.0
2001,13.0,2020-06-25,0.0
2002,13.0,2020-06-26,0.0
2003,13.0,2020-06-27,0.0
2004,13.0,2020-06-28,0.0
2005,13.0,2020-06-29,0.0
2006,13.0,2020-06-30,0.0
2007,13.0,2020-07-01,0.0
2008,13.0,2020-07-02,0.0
2009,13.0,2020-07-03,0.0
2010,13.0,2020-07-04,0.0
2011,13.0,2020-07-05,0.0
2012,13.0,2020-07-06,0.0
2013,13.0,2020-07-07,0.0
2014,13.0,2020-07-08,0.0
2015,13.0,2020-07-09,0.0
2016,13.0,2020-07-10,0.0
2017,13.0,2020-07-11,0.0
2018,13.0,2020-07-12,0.0
2019,13.0,2020-07-13,0.0
2020,13.0,2020-07-14,0.0
2021,13.0,2020-07-15,0.0
2022,13.0,2020-07-16,0.0
2023,13.0,2020-07-17,0.0
2024,13.0,2020-07-18,0.0
2025,13.0,2020-07-19,0.0
2026,13.0,2020-07-20,0.0
2027,13.0,2020-07-21,0.0
2028,13.0,2020-07-22,0.0
2029,13.0,2020-07-23,0.0
2030,13.0,2020-07-24,0.0
2031,13.0,2020-07-25,0.0
2032,13.0,2020-07-26,0.0
2033,13.0,2020-07-27,0.0
2034,13.0,2020-07-28,0.0
2035,13.0,2020-07-29,0.0
2036,13.0,2020-07-30,0.0
2037,13.0,2020-07-31,0.0
2038,13.0,2020-08-01,0.0
2039,13.0,2020-08-02,0.0
2040,13.0,2020-08-03,0.0
2041,13.0,2020-08-04,0.0
2042,13.0,2020-08-05,0.0
2043,13.0,2020-08-06,0.0
2044,13.0,2020-08-07,0.0
2045,13.0,2020-08-08,0.0
2046,13.0,2020-08-09,0.0
2047,13.0,2020-08-10,0.0
2048,13.0,2020-08-11,0.0
2049,13.0,2020-08-12,0.0
2050,13.0,2020-08-13,0.0
2051,13.0,2020-08-14,0.0
2052,13.0,2020-08-15,0.0
2053,13.0,2020-08-16,0.0
2054,13.0,2020-08-17,0.0
2055,13.0,2020-08-18,0.0
2056,13.0,2020-08-19,0.0
2057,13.0,2020-08-20,0.0
2058,13.0,2020-08-21,0.0
2059,13.0,2020-08-22,0.0
2060,13.0,2020-08-23,0.0
2061,13.0,2020-08-24,0.0
2062,13.0,2020-08-25,0.0
2063,13.0,2020-08-26,0.0
2064,13.0,2020-08-27,0.0
2065,13.0,2020-08-28,0.0
2066,13.0,2020-08-29,0.0
2067,13.0,2020-08-30,0.0
2068,13.0,2020-08-31,0.0
2069,13.0,2020-09-01,0.0
2070,13.0,2020-09-02,0.0
2071,13.0,2020-09-03,0.0
2072,13.0,2020-09-04,0.0
2073,13.0,2020-09-05,0.0
2074,13.0,2020-09-06,0.0
2075,13.0,2020-09-07,0.0
2076,13.0,2020-09-08,0.0
2077,13.0,2020-09-09,0.0
2078,13.0,2020-09-10,0.0
2079,13.0,2020-09-11,0.0
2080,13.0,2020-09-12,0.0
2081,13.0,2020-09-13,0.0
2082,13.0,2020-09-14,0.0
2083,13.0,2020-09-15,0.0
2084,13.0,2020-09-16,0.0
2085,13.0,2020-09-17,0.0
2086,13.0,2020-09-18,0.0
2087,13.0,2020-09-19,0.0
2088,13.0,2020-09-20,0.0
2089,13.0,2020-09-21,0.0
2090,13.0,2020-09-22,0.0
2091,13.0,2020-09-23,0.0
2092,13.0,2020-09-24,0.0
2093,13.0,2020-09-25,0.0
2094,13.0,2020-09-26,0.0
2095,13.0,2020-09-27,0.0
2096,13.0,2020-09-28,0.0
2097,13.0,2020-09-29,0.0
2098,13.0,2020-09-30,0.0
2099,13.0,2020-10-01,0.0
2100,13.0,2020-10-02,0.0
2101,13.0,2020-10-03,0.0
2102,13.0,2020-10-04,0.0
2103,13.0,2020-10-05,0.0
2104,13.0,2020-10-06,0.0
2105,13.0,2020-10-07,0.0
2106,13.0,2020-10-08,0.0
2107,13.0,2020-10-09,0.0
2108,13.0,2020-10-10,1.0
2109,13.0,2020-10-11,1.0
2110,13.0,2020-10-12,1.0
2111,13.0,2020-10-13,1.0
2112,13.0,2020-10-14,1.0
2113,13.0,2020-10-15,1.0
2114,13.0,2020-10-16,1.0
2115,13.0,2020-10-17,1.0
2116,13.0,2020-10-18,1.0
2117,13.0,2020-10-19,1.0
2118,13.0,2020-10-20,1.0
2119,13.0,2020-10-21,1.0
2120,13.0,2020-10-22,1.0
2121,13.0,2020-10-23,0.0
2122,13.0,2020-10-24,0.0
2123,13.0,2020-10-25,0.0
2124,13.0,2020-10-26,0.0
2125,13.0,2020-10-27,0.0
2126,13.0,2020-10-28,0.0
2127,13.0,2020-10-29,0.0
2128,13.0,2020-10-30,0.0
2129,13.0,2020-10-31,0.0
2130,13.0,2020-11-01,0.0
2131,13.0,2020-11-02,0.0
2132,13.0,2020-11-03,0.0
2133,13.0,2020-11-04,0.0
2134,13.0,2020-11-05,0.0
2135,13.0,2020-11-06,0.0
2136,13.0,2020-11-07,0.0
2137,13.0,2020-11-08,0.0
2138,13.0,2020-11-09,0.0
2139,13.0,2020-11-10,0.0
2140,13.0,2020-11-11,0.0
2141,13.0,2020-11-12,0.0
2142,13.0,2020-11-13,0.0
2143,13.0,2020-11-14,0.0
2144,13.0,2020-11-15,0.0
2145,13.0,2020-11-16,0.0
2146,13.0,2020-11-17,0.0
2147,13.0,2020-11-18,0.0
2148,13.0,2020-11-19,0.0
2149,13.0,2020-11-20,0.0
2150,13.0,2020-11-21,0.0
2151,13.0,2020-11-22,0.0
2152,13.0,2020-11-23,0.0
2153,13.0,2020-11-24,0.0
2154,13.0,2020-11-25,0.0
2155,13.0,2020-11-26,0.0
2156,13.0,2020-11-27,0.0
2157,13.0,2020-11-28,0.0
2158,13.0,2020-11-29,0.0
2159,13.0,2020-11-30,0.0
2160,13.0,2020-12-01,0.0
2161,13.0,2020-12-02,0.0
2162,13.0,2020-12-03,0.0
2163,13.0,2020-12-04,0.0
2164,13.0,2020-12-05,0.0
2165,13.0,2020-12-06,0.0
2166,13.0,2020-12-07,0.0
2167,13.0,2020-12-08,0.0
2168,13.0,2020-12-09,0.0
2169,13.0,2020-12-10,0.0
2170,13.0,2020-12-11,0.0
2171,13.0,2020-12-12,0.0
2172,13.0,2020-12-13,0.0
2173,13.0,2020-12-14,0.0
2174,13.0,2020-12-15,0.0
2175,13.0,2020-12-16,0.0
2176,13.0,2020-12-17,0.0
2177,13.0,2020-12-18,0.0
2178,13.0,2020-12-19,0.0
2179,13.0,2020-12-20,0.0
2180,13.0,2020-12-21,0.0
2181,13.0,2020-12-22,0.0
2182,13.0,2020-12-23,0.0
2183,13.0,2020-12-24,0.0
2184,13.0,2020-12-25,0.0
2185,13.0,2020-12-26,0.0
2186,13.0,2020-12-27,0.0
2187,13.0,2020-12-28,0.0
2188,13.0,2020-12-29,0.0
2189,13.0,2020-12-30,0.0
2190,13.0,2020-12-31,0.0
2191,13.0,2021-01-01,0.0
2192,13.0,2021-01-02,0.0
2193,13.0,2021-01-03,0.0
2194,13.0,2021-01-04,0.0
2195,13.0,2021-01-05,0.0
2196,13.0,2021-01-06,0.0
2197,13.0,2021-01-07,0.0
2198,13.0,2021-01-08,0.0
2199,13.0,2021-01-09,0.0
2200,13.0,2021-01-10,0.0
2201,13.0,2021-01-11,0.0
2202,13.0,2021-01-12,0.0
2203,13.0,2021-01-13,0.0
2204,13.0,2021-01-14,0.0
2205,13.0,2021-01-15,0.0
2206,13.0,2021-01-16,0.0
2207,13.0,2021-01-17,0.0
2208,13.0,2021-01-18,1.0
2209,13.0,2021-01-19,1.0
2210,13.0,2021-01-20,1.0
2211,13.0,2021-01-21,1.0
2212,13.0,2021-01-22,1.0
2213,13.0,2021-01-23,1.0
2214,13.0,2021-01-24,1.0
2215,13.0,2021-01-25,1.0
2216,13.0,2021-01-26,1.0
2217,13.0,2021-01-27,0.0
2218,13.0,2021-01-28,0.0
2219,13.0,2021-01-29,0.0
2220,13.0,2021-01-30,0.0
2221,13.0,2021-01-31,0.0
2222,13.0,2021-02-01,0.0
2223,13.0,2021-02-02,0.0
2224,13.0,2021-02-03,0.0
2225,13.0,2021-02-04,0.0
2226,13.0,2021-02-05,0.0
2227,13.0,2021-02-06,0.0
2228,13.0,2021-02-07,0.0
2229,13.0,2021-02-08,0.0
2230,13.0,2021-02-09,0.0
2231,13.0,2021-02-10,0.0
2232,13.0,2021-02-11,0.0
2233,13.0,2021-02-12,0.0
2234,13.0,2021-02-13,0.0
2235,13.0,2021-02-14,0.0
2236,13.0,2021-02-15,0.0
2237,13.0,2021-02-16,0.0
2238,13.0,2021-02-17,0.0
2239,13.0,2021-02-18,0.0
2240,13.0,2021-02-19,0.0
2241,13.0,2021-02-20,0.0
2242,13.0,2021-02-21,0.0
2243,13.0,2021-02-22,0.0
2244,13.0,2021-02-23,0.0
2245,13.0,2021-02-24,0.0
2246,13.0,2021-02-25,0.0
2247,13.0,2021-02-26,0.0
2248,13.0,2021-02-27,0.0
2249,13.0,2021-02-28,0.0
2250,13.0,2021-03-01,0.0
2251,13.0,2021-03-02,0.0
2252,13.0,2021-03-03,0.0
2253,13.0,2021-03-04,0.0
2254,13.0,2021-03-05,0.0
2255,13.0,2021-03-06,0.0
2256,13.0,2021-03-07,0.0
2257,13.0,2021-03-08,0.0
2258,13.0,2021-03-09,0.0
2259,13.0,2021-03-10,0.0
2260,13.0,2021-03-11,0.0
2261,13.0,2021-03-12,0.0
2262,13.0,2021-03-13,0.0
2263,13.0,2021-03-14,0.0
2264,13.0,2021-03-15,0.0
2265,13.0,2021-03-16,0.0
2266,13.0,2021-03-17,0.0
2267,13.0,2021-03-18,0.0
2268,13.0,2021-03-19,0.0
2269,13.0,2021-03-20,0.0
2270,13.0,2021-03-21,0.0
2271,13.0,2021-03-22,0.0
2272,13.0,2021-03-23,0.0
2273,13.0,2021-03-24,0.0
2274,13.0,2021-03-25,1.0
2275,13.0,2021-03-26,1.0
2276,13.0,2021-03-27,1.0
2277,13.0,2021-03-28,1.0
2278,13.0,2021-03-29,1.0
2279,13.0,2021-03-30,1.0
2280,13.0,2021-03-31,1.0
2281,13.0,2021-04-01,1.0
2282,13.0,2021-04-02,1.0
2283,13.0,2021-04-03,1.0
2284,13.0,2021-04-04,1.0
2285,13.0,2021-04-05,1.0
2286,13.0,2021-04-06,1.0
2287,13.0,2021-04-07,1.0
2288,13.0,2021-04-08,1.0
2289,13.0,2021-04-09,1.0
2290,13.0,2021-04-10,1.0
2291,13.0,2021-04-11,1.0
2292,13.0,2021-04-12,0.0
2293,13.0,2021-04-13,0.0
2294,13.0,2021-04-14,0.0
2295,13.0,2021-04-15,0.0
2296,13.0,2021-04-16,0.0
2297,13.0,2021-04-17,0.0
2298,13.0,2021-04-18,0.0
2299,13.0,2021-04-19,0.0
2300,13.0,2021-04-20,0.0
2301,13.0,2021-04-21,0.0
2302,13.0,2021-04-22,0.0
2303,13.0,2021-04-23,1.0
2304,13.0,2021-04-24,1.0
2305,13.0,2021-04-25,1.0
2306,13.0,2021-04-26,1.0
2307,13.0,2021-04-27,1.0
2308,13.0,2021-04-28,0.0
2309,13.0,2021-04-29,0.0
2310,13.0,2021-04-30,0.0
2311,13.0,2021-05-01,0.0
2312,13.0,2021-05-02,0.0
2313,13.0,2021-05-03,0.0
2314,13.0,2021-05-04,0.0
2315,13.0,2021-05-05,0.0
2316,13.0,2021-05-06,0.0
2317,13.0,2021-05-07,0.0
2318,13.0,2021-05-08,0.0
2319,13.0,2021-05-09,0.0
2320,13.0,2021-05-10,0.0
2321,13.0,2021-05-11,0.0
2322,13.0,2021-05-12,0.0
2323,13.0,2021-05-13,0.0
2324,13.0,2021-05-14,0.0
2325,13.0,2021-05-15,0.0
2326,13.0,2021-05-16,0.0
2327,13.0,2021-05-17,0.0
2328,13.0,2021-05-18,0.0
2329,13.0,2021-05-19,0.0
2330,13.0,2021-05-20,0.0
2331,13.0,2021-05-21,0.0
2332,13.0,2021-05-22,0.0
2333,13.0,2021-05-23,0.0
2334,13.0,2021-05-24,0.0
2335,13.0,2021-05-25,0.0
2336,13.0,2021-05-26,0.0
2337,13.0,2021-05-27,0.0
2338,13.0,2021-05-28,0.0
2339,13.0,2021-05-29,0.0
2340,13.0,2021-05-30,0.0
2341,13.0,2021-05-31,0.0
2342,13.0,2021-06-01,0.0
2343,13.0,2021-06-02,0.0
2344,13.0,2021-06-03,0.0
2345,13.0,2021-06-04,0.0
2346,13.0,2021-06-05,0.0
2347,13.0,2021-06-06,0.0
2348,13.0,2021-06-07,0.0
2349,13.0,2021-06-08,0.0
2350,13.0,2021-06-09,0.0
2351,13.0,2021-06-10,0.0
2352,13.0,2021-06-11,0.0
2353,13.0,2021-06-12,0.0
2354,13.0,2021-06-13,0.0
2355,13.0,2021-06-14,0.0
2356,13.0,2021-06-15,0.0
2357,13.0,2021-06-16,0.0
2358,13.0,2021-06-17,0.0
2359,13.0,2021-06-18,0.0
2360,13.0,2021-06-19,0.0
2361,13.0,2021-06-20,0.0
2362,13.0,2021-06-21,0.0
2363,13.0,2021-06-22,0.0
2364,13.0,2021-06-23,0.0
2365,13.0,2021-06-24,0.0
2366,13.0,2021-06-25,0.0
2367,13.0,2021-06-26,0.0
2368,13.0,2021-06-27,0.0
2369,13.0,2021-06-28,0.0
2370,13.0,2021-06-29,0.0
2371,13.0,2021-06-30,0.0
2372,13.0,2021-07-01,0.0
2373,13.0,2021-07-02,0.0
2374,13.0,2021-07-03,0.0
2375,13.0,2021-07-04,0.0
2376,13.0,2021-07-05,0.0
2377,13.0,2021-07-06,0.0
2378,13.0,2021-07-07,0.0
2379,13.0,2021-07-08,0.0
2380,13.0,2021-07-09,0.0
2381,13.0,2021-07-10,0.0
2382,13.0,2021-07-11,0.0
2383,13.0,2021-07-12,0.0
2384,13.0,2021-07-13,0.0
2385,13.0,2021-07-14,0.0
2386,13.0,2021-07-15,0.0
2387,13.0,2021-07-16,0.0
2388,13.0,2021-07-17,0.0
2389,13.0,2021-07-18,0.0
2390,13.0,2021-07-19,0.0
2391,13.0,2021-07-20,0.0
2392,13.0,2021-07-21,0.0
2393,13.0,2021-07-22,0.0
2394,13.0,2021-07-23,0.0
2395,13.0,2021-07-24,0.0
2396,13.0,2021-07-25,0.0
2397,13.0,2021-07-26,0.0
2398,13.0,2021-07-27,0.0
2399,13.0,2021-07-28,0.0
2400,13.0,2021-07-29,0.0
2401,13.0,2021-07-30,0.0
2402,13.0,2021-07-31,0.0
2403,13.0,2021-08-01,0.0
2404,13.0,2021-08-02,0.0
2405,13.0,2021-08-03,0.0
2406,13.0,2021-08-04,0.0
2407,13.0,2021-08-05,0.0
2408,13.0,2021-08-06,0.0
2409,13.0,2021-08-07,0.0
2410,13.0,2021-08-08,0.0
2411,13.0,2021-08-09,0.0
2412,13.0,2021-08-10,0.0
2413,13.0,2021-08-11,0.0
2414,13.0,2021-08-12,0.0
2415,13.0,2021-08-13,0.0
2416,13.0,2021-08-14,0.0
2417,13.0,2021-08-15,0.0
2418,13.0,2021-08-16,0.0
2419,13.0,2021-08-17,0.0
2420,13.0,2021-08-18,0.0
2421,13.0,2021-08-19,0.0
2422,13.0,2021-08-20,0.0
2423,13.0,2021-08-21,0.0
2424,13.0,2021-08-22,0.0
2425,13.0,2021-08-23,0.0
2426,13.0,2021-08-24,0.0
2427,13.0,2021-08-25,0.0
2428,13.0,2021-08-26,0.0
2429,13.0,2021-08-27,0.0
2430,13.0,2021-08-28,0.0
2431,13.0,2021-08-29,0.0
2432,13.0,2021-08-30,0.0
2433,13.0,2021-08-31,0.0
2434,13.0,2021-09-01,0.0
2435,13.0,2021-09-02,0.0
2436,13.0,2021-09-03,0.0
2437,13.0,2021-09-04,0.0
2438,13.0,2021-09-05,0.0
2439,13.0,2021-09-06,0.0
2440,13.0,2021-09-07,0.0
2441,13.0,2021-09-08,0.0
2442,13.0,2021-09-09,0.0
2443,13.0,2021-09-10,0.0
2444,13.0,2021-09-11,0.0
2445,13.0,2021-09-12,0.0
2446,13.0,2021-09-13,0.0
2447,13.0,2021-09-14,0.0
2448,13.0,2021-09-15,0.0
2449,13.0,2021-09-16,0.0
2450,13.0,2021-09-17,0.0
2451,13.0,2021-09-18,0.0
2452,13.0,2021-09-19,0.0
2453,13.0,2021-09-20,0.0
2454,13.0,2021-09-21,0.0
2455,13.0,2021-09-22,0.0
2456,13.0,2021-09-23,0.0
2457,13.0,2021-09-24,0.0
2458,13.0,2021-09-25,0.0
2459,13.0,2021-09-26,0.0
2460,13.0,2021-09-27,0.0
2461,13.0,2021-09-28,0.0
2462,13.0,2021-09-29,0.0
2463,13.0,2021-09-30,0.0
2464,13.0,2021-10-01,0.0
2465,13.0,2021-10-02,0.0
2466,13.0,2021-10-03,0.0
2467,13.0,2021-10-04,0.0
2468,13.0,2021-10-05,0.0
2469,13.0,2021-10-06,0.0
2470,13.0,2021-10-07,0.0
2471,13.0,2021-10-08,0.0
2472,13.0,2021-10-09,0.0
2473,13.0,2021-10-10,0.0
2474,13.0,2021-10-11,0.0
2475,13.0,2021-10-12,0.0
2476,13.0,2021-10-13,0.0
2477,13.0,2021-10-14,0.0
2478,13.0,2021-10-15,0.0
2479,13.0,2021-10-16,0.0
2480,13.0,2021-10-17,0.0
2481,13.0,2021-10-18,0.0
2482,13.0,2021-10-19,0.0
2483,13.0,2021-10-20,0.0
2484,13.0,2021-10-21,0.0
2485,13.0,2021-10-22,0.0
2486,13.0,2021-10-23,0.0
2487,13.0,2021-10-24,0.0
2488,13.0,2021-10-25,0.0
2489,13.0,2021-10-26,0.0
2490,13.0,2021-10-27,0.0
2491,13.0,2021-10-28,0.0
2492,13.0,2021-10-29,0.0
2493,13.0,2021-10-30,0.0
2494,13.0,2021-10-31,0.0
2495,13.0,2021-11-01,0.0
2496,13.0,2021-11-02,0.0
2497,13.0,2021-11-03,0.0
2498,13.0,2021-11-04,0.0
2499,13.0,2021-11-05,0.0
2500,13.0,2021-11-06,0.0
2501,13.0,2021-11-07,0.0
2502,13.0,2021-11-08,0.0
2503,13.0,2021-11-09,0.0
2504,13.0,2021-11-10,0.0
2505,13.0,2021-11-11,0.0
2506,13.0,2021-11-12,0.0
2507,13.0,2021-11-13,0.0
2508,13.0,2021-11-14,0.0
2509,13.0,2021-11-15,0.0
2510,13.0,2021-11-16,0.0
2511,13.0,2021-11-17,0.0
2512,13.0,2021-11-18,0.0
2513,13.0,2021-11-19,0.0
2514,13.0,2021-11-20,0.0
2515,13.0,2021-11-21,0.0
2516,13.0,2021-11-22,0.0
2517,13.0,2021-11-23,0.0
2518,13.0,2021-11-24,0.0
2519,13.0,2021-11-25,0.0
2520,13.0,2021-11-26,0.0
2521,13.0,2021-11-27,0.0
2522,13.0,2021-11-28,0.0
2523,13.0,2021-11-29,0.0
2524,13.0,2021-11-30,0.0
2525,13.0,2021-12-01,0.0
2526,13.0,2021-12-02,0.0
2527,13.0,2021-12-03,0.0
2528,13.0,2021-12-04,0.0
2529,13.0,2021-12-05,0.0
2530,13.0,2021-12-06,0.0
2531,24.0,2020-03-15,1.0
2532,24.0,2020-03-16,1.0
2533,24.0,2020-03-17,1.0
2534,24.0,2020-03-18,1.0
2535,24.0,2020-03-19,1.0
2536,24.0,2020-03-20,1.0
2537,24.0,2020-03-21,1.0
2538,24.0,2020-03-22,1.0
2539,24.0,2020-03-23,1.0
2540,24.0,2020-03-24,1.0
2541,24.0,2020-03-25,1.0
2542,24.0,2020-03-26,1.0
2543,24.0,2020-03-27,1.0
2544,24.0,2020-03-28,1.0
2545,24.0,2020-03-29,1.0
2546,24.0,2020-03-30,1.0
2547,24.0,2020-03-31,1.0
2548,24.0,2020-04-01,1.0
2549,24.0,2020-04-02,1.0
2550,24.0,2020-04-03,1.0
2551,24.0,2020-04-04,1.0
2552,24.0,2020-04-05,1.0
2553,24.0,2020-04-06,1.0
2554,24.0,2020-04-07,1.0
2555,24.0,2020-04-08,1.0
2556,24.0,2020-04-09,1.0
2557,24.0,2020-04-10,1.0
2558,24.0,2020-04-11,1.0
2559,24.0,2020-04-12,1.0
2560,24.0,2020-04-13,1.0
2561,24.0,2020-04-14,1.0
2562,24.0,2020-04-15,1.0
2563,24.0,2020-04-16,1.0
2564,24.0,2020-04-17,1.0
2565,24.0,2020-04-18,1.0
2566,24.0,2020-04-19,1.0
2567,24.0,2020-04-20,1.0
2568,24.0,2020-04-21,1.0
2569,24.0,2020-04-22,0.0
2570,24.0,2020-04-23,0.0
2571,24.0,2020-04-24,0.0
2572,24.0,2020-04-25,0.0
2573,24.0,2020-04-26,0.0
2574,24.0,2020-04-27,0.0
2575,24.0,2020-04-28,0.0
2576,24.0,2020-04-29,0.0
2577,24.0,2020-04-30,0.0
2578,24.0,2020-05-01,0.0
2579,24.0,2020-05-02,0.0
2580,24.0,2020-05-03,0.0
2581,24.0,2020-05-04,0.0
2582,24.0,2020-05-05,0.0
2583,24.0,2020-05-06,0.0
2584,24.0,2020-05-07,0.0
2585,24.0,2020-05-08,0.0
2586,24.0,2020-05-09,0.0
2587,24.0,2020-05-10,0.0
2588,24.0,2020-05-11,0.0
2589,24.0,2020-05-12,0.0
2590,24.0,2020-05-13,0.0
2591,24.0,2020-05-14,0.0
2592,24.0,2020-05-15,0.0
2593,24.0,2020-05-16,0.0
2594,24.0,2020-05-17,0.0
2595,24.0,2020-05-18,0.0
2596,24.0,2020-05-19,0.0
2597,24.0,2020-05-20,0.0
2598,24.0,2020-05-21,0.0
2599,24.0,2020-05-22,0.0
2600,24.0,2020-05-23,0.0
2601,24.0,2020-05-24,0.0
2602,24.0,2020-05-25,0.0
2603,24.0,2020-05-26,0.0
2604,24.0,2020-05-27,0.0
2605,24.0,2020-05-28,0.0
2606,24.0,2020-05-29,0.0
2607,24.0,2020-05-30,0.0
2608,24.0,2020-05-31,0.0
2609,24.0,2020-06-01,0.0
2610,24.0,2020-06-02,0.0
2611,24.0,2020-06-03,0.0
2612,24.0,2020-06-04,0.0
2613,24.0,2020-06-05,0.0
2614,24.0,2020-06-06,0.0
2615,24.0,2020-06-07,0.0
2616,24.0,2020-06-08,0.0
2617,24.0,2020-06-09,0.0
2618,24.0,2020-06-10,0.0
2619,24.0,2020-06-11,0.0
2620,24.0,2020-06-12,0.0
2621,24.0,2020-06-13,0.0
2622,24.0,2020-06-14,0.0
2623,24.0,2020-06-15,0.0
2624,24.0,2020-06-16,0.0
2625,24.0,2020-06-17,0.0
2626,24.0,2020-06-18,0.0
2627,24.0,2020-06-19,0.0
2628,24.0,2020-06-20,0.0
2629,24.0,2020-06-21,0.0
2630,24.0,2020-06-22,0.0
2631,24.0,2020-06-23,0.0
2632,24.0,2020-06-24,0.0
2633,24.0,2020-06-25,0.0
2634,24.0,2020-06-26,0.0
2635,24.0,2020-06-27,0.0
2636,24.0,2020-06-28,0.0
2637,24.0,2020-06-29,0.0
2638,24.0,2020-06-30,0.0
2639,24.0,2020-07-01,0.0
2640,24.0,2020-07-02,0.0
2641,24.0,2020-07-03,0.0
2642,24.0,2020-07-04,0.0
2643,24.0,2020-07-05,0.0
2644,24.0,2020-07-06,0.0
2645,24.0,2020-07-07,0.0
2646,24.0,2020-07-08,0.0
2647,24.0,2020-07-09,0.0
2648,24.0,2020-07-10,1.0
2649,24.0,2020-07-11,1.0
2650,24.0,2020-07-12,1.0
2651,24.0,2020-07-13,1.0
2652,24.0,2020-07-14,1.0
2653,24.0,2020-07-15,1.0
2654,24.0,2020-07-16,1.0
2655,24.0,2020-07-17,1.0
2656,24.0,2020-07-18,1.0
2657,24.0,2020-07-19,1.0
2658,24.0,2020-07-20,1.0
2659,24.0,2020-07-21,1.0
2660,24.0,2020-07-22,1.0
2661,24.0,2020-07-23,1.0
2662,24.0,2020-07-24,1.0
2663,24.0,2020-07-25,1.0
2664,24.0,2020-07-26,1.0
2665,24.0,2020-07-27,1.0
2666,24.0,2020-07-28,1.0
2667,24.0,2020-07-29,1.0
2668,24.0,2020-07-30,1.0
2669,24.0,2020-07-31,1.0
2670,24.0,2020-08-01,1.0
2671,24.0,2020-08-02,1.0
2672,24.0,2020-08-03,1.0
2673,24.0,2020-08-04,1.0
2674,24.0,2020-08-05,1.0
2675,24.0,2020-08-06,1.0
2676,24.0,2020-08-07,1.0
2677,24.0,2020-08-08,1.0
2678,24.0,2020-08-09,1.0
2679,24.0,2020-08-10,0.0
2680,24.0,2020-08-11,0.0
