,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday
63,13,20200311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,13,20200312,1,0.0,16.0,0.0,0.5,0.0,8.0,0.0
94,13,20200313,0,0.0,75.0,0.0,0.3333333333333333,0.0,30.333333333333332,0.0
109,13,20200314,1,0.0,94.0,0.0,0.5,0.0,46.25,0.0
124,13,20200315,0,0.0,8.0,0.0,0.4,0.0,38.6,0.0
139,13,20200316,4,0.0,28.0,0.0,1.0,0.0,36.833333333333336,0.0
154,13,20200317,1,0.0,125.0,0.0,1.0,0.0,49.42857142857143,0.0
169,13,20200318,1,0.0,87.0,0.0,1.0,0.0,54.125,0.0
184,13,20200319,3,0.0,106.0,0.0,1.2222222222222223,0.0,59.888888888888886,0.0
199,13,20200320,0,0.0,123.0,0.0,1.1,0.0,66.2,0.0
214,13,20200321,6,0.0,21.0,0.0,1.7,0.0,68.3,0.0
229,13,20200322,0,0.0,230.0,0.0,1.6,0.0,89.7,0.0
244,13,20200323,0,0.0,186.0,0.0,1.6,0.0,100.8,0.0
259,13,20200324,1,0.0,215.0,0.0,1.6,0.0,112.9,0.0
274,13,20200325,8,0.0,277.0,0.0,2.4,0.0,139.8,0.0
289,13,20200326,7,0.0,316.0,0.0,2.7,0.0,168.6,0.0
304,13,20200327,12,0.0,307.0,1.0,3.8,0.0,186.8,0.1
319,13,20200328,6,0.0,330.0,1.0,4.3,0.0,211.1,0.2
334,13,20200329,15,0.0,382.0,0.0,5.5,0.0,238.7,0.2
349,13,20200330,2,0.0,289.0,0.0,5.7,0.0,255.3,0.2
364,13,20200331,2,0.0,295.0,7.0,5.3,0.0,282.7,0.9
379,13,20200401,11,0.0,454.0,5.0,6.4,0.0,305.1,1.4
394,13,20200402,10,0.0,447.0,8.0,7.4,0.0,331.2,2.2
409,13,20200403,4,0.0,457.0,0.0,7.7,0.0,355.4,2.2
424,13,20200404,3,0.0,356.0,0.0,7.2,0.0,363.3,2.2
439,13,20200405,3,0.0,218.0,28.0,6.8,0.0,353.5,5.0
454,13,20200406,2,0.0,271.0,2.0,5.8,0.0,349.9,5.1
469,13,20200407,2,0.0,279.0,0.0,5.4,0.0,344.8,5.0
484,13,20200408,3,0.0,433.0,0.0,4.2,0.0,349.9,5.0
499,13,20200409,3,0.0,395.0,0.0,4.3,0.0,360.5,5.0
514,13,20200410,1,0.0,457.0,0.0,4.2,0.0,376.7,4.3
529,13,20200411,0,0.0,338.0,0.0,3.1,0.0,365.1,3.8
544,13,20200412,2,0.0,267.0,0.0,2.3,0.0,347.1,3.0
559,13,20200413,2,0.0,243.0,0.0,2.1,0.0,325.7,3.0
574,13,20200414,0,0.0,212.0,0.0,1.8,0.0,311.3,3.0
589,13,20200415,1,0.0,263.0,0.0,1.6,0.0,315.8,0.2
604,13,20200416,0,0.0,524.0,0.0,1.4,0.0,341.1,0.0
619,13,20200417,0,0.0,608.0,0.0,1.2,0.0,374.0,0.0
634,13,20200418,1,0.0,408.0,87.0,1.0,0.0,371.5,8.7
649,13,20200419,0,0.0,485.0,5.0,0.7,0.0,380.5,9.2
664,13,20200420,0,0.0,226.0,6.0,0.6,0.0,357.4,9.8
679,13,20200421,0,0.0,293.0,4.0,0.6,0.0,352.9,10.2
694,13,20200422,0,0.0,369.0,2.0,0.4,0.0,363.1,10.4
709,13,20200423,0,0.0,367.0,0.0,0.2,0.0,375.5,10.4
724,13,20200424,0,0.0,304.0,3.0,0.2,0.0,384.7,10.7
739,13,20200425,0,0.0,423.0,0.0,0.1,0.0,400.7,10.7
754,13,20200426,0,0.0,280.0,4.0,0.1,0.0,376.3,11.1
769,13,20200427,0,0.0,208.0,1.0,0.1,0.0,336.3,11.2
784,13,20200428,0,0.0,224.0,2.0,0.0,0.0,317.9,2.7
799,13,20200429,0,0.0,277.0,0.0,0.0,0.0,297.1,2.2
814,13,20200430,0,0.0,365.0,0.0,0.0,0.0,311.0,1.6
829,13,20200501,0,0.0,549.0,2.0,0.0,0.0,336.6,1.4
844,13,20200502,0,0.0,383.0,2.0,0.0,0.0,338.0,1.4
859,13,20200503,0,0.0,341.0,0.0,0.0,0.0,335.4,1.4
874,13,20200504,0,0.0,224.0,0.0,0.0,0.0,327.4,1.1
889,13,20200505,1,0.0,240.0,0.0,0.1,0.0,309.1,1.1
904,13,20200506,1,0.0,397.0,0.0,0.2,0.0,320.8,0.7
919,13,20200507,0,0.0,384.0,0.0,0.2,0.0,338.4,0.6
934,13,20200508,0,0.0,409.0,0.0,0.2,0.0,356.9,0.4
949,13,20200509,0,0.0,383.0,0.0,0.2,0.0,367.5,0.4
964,13,20200510,0,0.0,368.0,0.0,0.2,0.0,367.8,0.4
979,13,20200511,0,0.0,344.0,0.0,0.2,0.0,347.3,0.2
994,13,20200512,0,0.0,305.0,0.0,0.2,0.0,339.5,0.0
1009,13,20200513,0,0.0,450.0,0.0,0.2,0.0,350.4,0.0
1024,13,20200514,0,0.0,464.0,0.0,0.2,0.0,374.4,0.0
1039,13,20200515,0,0.0,371.0,1.0,0.1,0.0,387.5,0.1
1054,13,20200516,0,0.0,306.0,1.0,0.0,0.0,378.4,0.2
1069,13,20200517,0,0.0,273.0,0.0,0.0,0.0,367.3,0.2
1084,13,20200518,0,0.0,290.0,0.0,0.0,0.0,355.4,0.2
1099,13,20200519,0,0.0,221.0,0.0,0.0,0.0,339.2,0.2
1114,13,20200520,0,0.0,319.0,0.0,0.0,0.0,334.3,0.2
1129,13,20200521,1,0.0,297.0,0.0,0.1,0.0,329.6,0.2
1144,13,20200522,0,0.0,334.0,0.0,0.1,0.0,332.5,0.2
1159,13,20200523,0,0.0,255.0,0.0,0.1,0.0,313.0,0.2
1174,13,20200524,0,0.0,285.0,0.0,0.1,0.0,295.1,0.2
1189,13,20200525,0,0.0,274.0,0.0,0.1,0.0,285.4,0.1
1204,13,20200526,1,0.0,319.0,0.0,0.2,0.0,286.7,0.0
1219,13,20200527,1,0.0,384.0,0.0,0.3,0.0,297.8,0.0
1234,13,20200528,3,0.0,343.0,0.0,0.6,0.0,303.1,0.0
1249,13,20200529,2,0.0,451.0,0.0,0.8,0.0,326.1,0.0
1264,13,20200530,1,0.0,711.0,0.0,0.9,0.0,365.3,0.0
1279,13,20200531,3,0.0,1220.0,0.0,1.1,0.0,457.6,0.0
1294,13,20200601,0,0.0,1959.0,0.0,1.1,0.0,620.1,0.0
1309,13,20200602,1,0.0,2094.0,0.0,1.2,0.0,804.0,0.0
1324,13,20200603,2,0.0,1692.0,0.0,1.4,0.0,944.7,0.0
1339,13,20200604,1,1.0,603.0,0.0,1.5,0.1,977.6,0.0
1354,13,20200605,0,0.0,522.0,1.0,1.4,0.1,997.9,0.1
1369,13,20200606,0,0.0,520.0,0.0,1.3,0.1,1011.5,0.1
1384,13,20200607,1,0.0,498.0,0.0,1.1,0.1,1027.0,0.1
1399,13,20200608,9,0.0,362.0,0.0,1.8,0.1,1018.1,0.1
1414,13,20200609,1,0.0,362.0,0.0,1.8,0.1,983.2,0.1
1429,13,20200610,4,0.0,623.0,0.0,1.9,0.1,923.5,0.1
1444,13,20200611,2,0.0,460.0,2.0,2.1,0.1,773.6,0.3
1459,13,20200612,1,0.0,449.0,2.0,2.1,0.1,609.1,0.5
1474,13,20200613,3,1.0,524.0,1.0,2.2,0.2,492.3,0.6
1489,13,20200614,0,0.0,377.0,3.0,2.1,0.1,469.7,0.9
1504,13,20200615,3,0.0,481.0,0.0,2.4,0.1,465.6,0.8
1519,13,20200616,3,0.0,300.0,2.0,2.7,0.1,443.6,1.0
1534,13,20200617,1,0.0,792.0,2.0,2.7,0.1,473.0,1.2
1549,13,20200618,0,0.0,561.0,2.0,1.8,0.1,492.9,1.4
1564,13,20200619,0,0.0,414.0,0.0,1.7,0.1,498.1,1.4
1579,13,20200620,0,0.0,681.0,0.0,1.3,0.1,503.9,1.4
1594,13,20200621,0,0.0,231.0,0.0,1.1,0.1,481.0,1.2
1609,13,20200622,0,0.0,208.0,0.0,1.0,0.1,456.9,1.0
1624,13,20200623,1,0.0,172.0,8.0,0.8,0.0,421.7,1.7
1639,13,20200624,0,0.0,511.0,4.0,0.8,0.0,435.1,1.8
1654,13,20200625,0,0.0,249.0,2.0,0.5,0.0,411.9,2.0
1669,13,20200626,0,0.0,456.0,1.0,0.2,0.0,427.5,1.9
1684,13,20200627,0,0.0,389.0,4.0,0.1,0.0,387.2,2.1
1699,13,20200628,0,0.0,317.0,4.0,0.1,0.0,362.8,2.3
1714,13,20200629,0,0.0,175.0,0.0,0.1,0.0,338.9,2.3
1729,13,20200630,0,0.0,219.0,1.0,0.1,0.0,292.7,2.4
1744,13,20200701,0,0.0,272.0,0.0,0.1,0.0,296.8,2.4
1759,13,20200702,0,0.0,189.0,1.0,0.1,0.0,294.9,2.5
1774,13,20200703,0,0.0,238.0,1.0,0.0,0.0,301.5,1.8
1789,13,20200704,0,0.0,293.0,1.0,0.0,0.0,279.7,1.5
1804,13,20200705,0,0.0,202.0,0.0,0.0,0.0,275.0,1.3
1819,13,20200706,0,0.0,223.0,0.0,0.0,0.0,251.7,1.2
1834,13,20200707,0,0.0,255.0,0.0,0.0,0.0,238.3,0.8
1849,13,20200708,0,0.0,359.0,0.0,0.0,0.0,242.5,0.4
1864,13,20200709,1,0.0,299.0,1.0,0.1,0.0,254.9,0.5
1879,13,20200710,0,0.0,321.0,0.0,0.1,0.0,265.1,0.4
1894,13,20200711,0,0.0,404.0,0.0,0.1,0.0,278.3,0.4
1909,13,20200712,0,0.0,280.0,0.0,0.1,0.0,287.4,0.3
1924,13,20200713,0,0.0,184.0,0.0,0.1,0.0,282.0,0.2
1939,13,20200714,1,0.0,255.0,0.0,0.2,0.0,278.2,0.1
1954,13,20200715,1,0.0,289.0,0.0,0.3,0.0,286.9,0.1
1969,13,20200716,0,0.0,483.0,0.0,0.3,0.0,312.9,0.1
1984,13,20200717,0,0.0,407.0,0.0,0.3,0.0,328.1,0.1
1999,13,20200718,0,0.0,400.0,0.0,0.3,0.0,332.2,0.1
2014,13,20200719,1,0.0,223.0,0.0,0.3,0.0,324.6,0.0
2029,13,20200720,1,0.0,366.0,0.0,0.4,0.0,329.1,0.0
2044,13,20200721,0,0.0,282.0,0.0,0.4,0.0,316.9,0.0
2059,13,20200722,0,0.0,353.0,2.0,0.4,0.0,324.2,0.2
2074,13,20200723,0,0.0,322.0,0.0,0.4,0.0,338.0,0.2
2089,13,20200724,0,0.0,438.0,0.0,0.3,0.0,356.3,0.2
2104,13,20200725,0,0.0,344.0,0.0,0.2,0.0,361.8,0.2
2119,13,20200726,0,0.0,220.0,0.0,0.2,0.0,335.5,0.2
2134,13,20200727,0,0.0,222.0,0.0,0.2,0.0,317.0,0.2
2149,13,20200728,0,0.0,266.0,0.0,0.2,0.0,303.6,0.2
2164,13,20200729,0,0.0,265.0,0.0,0.1,0.0,307.8,0.2
2179,13,20200730,0,0.0,266.0,1.0,0.0,0.0,297.8,0.3
2194,13,20200731,0,0.0,408.0,0.0,0.0,0.0,310.4,0.3
2209,13,20200801,0,0.0,299.0,0.0,0.0,0.0,305.0,0.1
2224,13,20200802,0,0.0,233.0,0.0,0.0,0.0,296.1,0.1
2239,13,20200803,0,0.0,246.0,2.0,0.0,0.0,276.9,0.3
2254,13,20200804,0,0.0,160.0,0.0,0.0,0.0,258.5,0.3
2269,13,20200805,4,0.0,298.0,0.0,0.4,0.0,266.3,0.3
