,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday
60,46,20200311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,46,20200312,1,0.0,104.0,0.0,0.5,0.0,52.0,0.0
90,46,20200313,2,0.0,195.0,0.0,1.0,0.0,99.66666666666667,0.0
105,46,20200314,1,0.0,300.0,0.0,1.0,0.0,149.75,0.0
120,46,20200315,0,0.0,418.0,0.0,0.8,0.0,203.4,0.0
135,46,20200316,3,0.0,346.0,0.0,1.1666666666666667,0.0,227.16666666666666,0.0
150,46,20200317,0,0.0,267.0,0.0,1.0,0.0,232.85714285714286,0.0
165,46,20200318,8,0.0,412.0,0.0,1.875,0.0,255.25,0.0
180,46,20200319,2,0.0,543.0,0.0,1.8888888888888888,0.0,287.22222222222223,0.0
195,46,20200320,0,0.0,451.0,0.0,1.7,0.0,303.6,0.0
210,46,20200321,2,0.0,263.0,0.0,1.9,0.0,329.9,0.0
225,46,20200322,0,0.0,178.0,0.0,1.8,0.0,337.3,0.0
240,46,20200323,1,0.0,269.0,0.0,1.7,0.0,344.7,0.0
255,46,20200324,1,0.0,264.0,0.0,1.7,0.0,341.1,0.0
270,46,20200325,14,0.0,278.0,0.0,3.1,0.0,327.1,0.0
285,46,20200326,1,0.0,352.0,1.0,2.9,0.0,327.7,0.1
300,46,20200327,3,1.0,734.0,0.0,3.2,0.1,374.4,0.1
315,46,20200328,25,0.0,606.0,0.0,4.9,0.1,393.8,0.1
330,46,20200329,8,0.0,917.0,0.0,5.5,0.1,431.2,0.1
345,46,20200330,24,0.0,209.0,1.0,7.9,0.1,407.0,0.2
360,46,20200331,7,0.0,1207.0,2.0,8.4,0.1,501.4,0.4
375,46,20200401,24,0.0,378.0,0.0,10.8,0.1,521.4,0.4
390,46,20200402,40,0.0,1110.0,7.0,14.7,0.1,605.5,1.1
405,46,20200403,15,1.0,1294.0,0.0,16.1,0.2,708.5,1.1
420,46,20200404,12,0.0,626.0,0.0,15.9,0.2,743.3,1.1
435,46,20200405,9,0.0,567.0,17.0,16.7,0.2,764.8,2.7
450,46,20200406,1,0.0,488.0,0.0,16.5,0.1,740.2,2.7
465,46,20200407,13,1.0,458.0,0.0,15.3,0.2,725.4,2.7
480,46,20200408,4,0.0,778.0,0.0,14.9,0.2,711.5,2.7
495,46,20200409,3,0.0,477.0,0.0,12.8,0.2,738.3,2.6
510,46,20200410,6,1.0,553.0,0.0,12.7,0.3,672.9,2.4
525,46,20200411,12,0.0,962.0,0.0,11.5,0.3,731.3,2.4
540,46,20200412,0,0.0,174.0,0.0,7.5,0.3,637.7,1.7
555,46,20200413,4,0.0,849.0,0.0,6.4,0.2,593.2,1.7
570,46,20200414,0,0.0,32.0,0.0,5.2,0.2,533.8,1.7
585,46,20200415,0,1.0,365.0,0.0,4.3,0.3,513.6,0.0
