,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class
751,35,2020-04-26,437,24.0,10578.0,491.0,0.0
766,35,2020-04-27,424,57.0,12020.0,525.0,0.0
781,35,2020-04-28,525,59.0,12550.0,439.0,0.0
796,35,2020-04-29,347,45.0,10852.0,648.0,1.0
811,35,2020-04-30,459,86.0,11554.0,593.0,1.0
826,35,2020-05-01,421,39.0,12928.0,620.0,1.0
841,35,2020-05-02,511,55.0,16532.0,565.0,1.0
856,35,2020-05-03,434,40.0,16305.0,615.0,1.0
871,35,2020-05-04,370,84.0,17146.0,500.0,1.0
886,35,2020-05-05,387,61.0,14555.0,274.0,1.0
901,35,2020-05-06,412,68.0,10654.0,443.0,1.0
916,35,2020-05-07,399,48.0,12961.0,347.0,1.0
931,35,2020-05-08,477,63.0,15179.0,421.0,1.0
946,35,2020-05-09,346,59.0,16295.0,393.0,1.0
961,35,2020-05-10,294,35.0,19227.0,389.0,1.0
976,35,2020-05-11,308,35.0,17618.0,359.0,1.0
991,35,2020-05-12,361,56.0,13970.0,260.0,1.0
1006,35,2020-05-13,329,40.0,11957.0,454.0,1.0
1021,35,2020-05-14,345,33.0,15137.0,359.0,1.0
1036,35,2020-05-15,341,32.0,17429.0,437.0,1.0
1051,35,2020-05-16,391,33.0,18354.0,379.0,1.0
1066,35,2020-05-17,340,23.0,17768.0,340.0,1.0
1081,35,2020-05-18,304,23.0,16217.0,278.0,1.0
1096,35,2020-05-19,427,15.0,9155.0,260.0,1.0
1111,35,2020-05-20,390,43.0,5813.0,292.0,1.0
1126,35,2020-05-21,413,31.0,7382.0,319.0,1.0
1141,35,2020-05-22,441,28.0,10506.0,258.0,1.0
1156,35,2020-05-23,412,27.0,11276.0,379.0,1.0
1171,35,2020-05-24,460,25.0,11028.0,331.0,1.0
1186,35,2020-05-25,404,29.0,11383.0,221.0,1.0
1201,35,2020-05-26,287,21.0,8170.0,260.0,1.0
1216,35,2020-05-27,292,32.0,9875.0,414.0,1.0
1231,35,2020-05-28,383,34.0,15133.0,301.0,1.0
1246,35,2020-05-29,344,41.0,17615.0,310.0,1.0
1261,35,2020-05-30,323,17.0,18525.0,370.0,1.0
1276,35,2020-05-31,326,19.0,20640.0,457.0,1.0
1291,35,2020-06-01,404,10.0,17014.0,343.0,1.0
1306,35,2020-06-02,446,17.0,14379.0,331.0,1.0
1321,35,2020-06-03,338,19.0,15244.0,327.0,1.0
1336,35,2020-06-04,356,45.0,17537.0,397.0,1.0
1351,35,2020-06-05,344,15.0,20822.0,375.0,1.0
1366,35,2020-06-06,455,35.0,22730.0,364.0,1.0
1381,35,2020-06-07,415,19.0,23105.0,305.0,1.0
1396,35,2020-06-08,243,24.0,19374.0,240.0,1.0
1411,35,2020-06-09,230,14.0,15357.0,337.0,1.0
1426,35,2020-06-10,251,11.0,13509.0,551.0,1.0
1441,35,2020-06-11,203,12.0,19941.0,505.0,1.0
1456,35,2020-06-12,182,11.0,24341.0,302.0,1.0
1471,35,2020-06-13,266,9.0,28335.0,351.0,1.0
1486,35,2020-06-14,197,12.0,27456.0,423.0,1.0
1501,35,2020-06-15,181,13.0,23278.0,252.0,1.0
1516,35,2020-06-16,184,11.0,21751.0,218.0,1.0
1531,35,2020-06-17,190,12.0,21724.0,353.0,1.0
1546,35,2020-06-18,173,3.0,24205.0,220.0,1.0
1561,35,2020-06-19,178,11.0,25278.0,246.0,1.0
1576,35,2020-06-20,206,31.0,27225.0,218.0,1.0
1591,35,2020-06-21,175,11.0,27387.0,251.0,1.0
1606,35,2020-06-22,161,3.0,23408.0,214.0,1.0
1621,35,2020-06-23,216,10.0,21900.0,174.0,1.0
1636,35,2020-06-24,163,12.0,16189.0,229.0,1.0
1651,35,2020-06-25,189,10.0,23207.0,192.0,1.0
1666,35,2020-06-26,111,3.0,27511.0,226.0,1.0
1681,35,2020-06-27,160,8.0,30780.0,178.0,1.0
1696,35,2020-06-28,178,6.0,33492.0,175.0,1.0
1711,35,2020-06-29,257,7.0,28633.0,89.0,1.0
1726,35,2020-06-30,157,7.0,27127.0,148.0,1.0
1741,35,2020-07-01,0,0.0,23759.0,0.0,1.0
1756,35,2020-07-02,302,8.0,26056.0,386.0,1.0
1771,35,2020-07-03,165,2.0,24322.0,179.0,1.0
1786,35,2020-07-04,121,5.0,24194.0,174.0,1.0
1801,35,2020-07-05,138,2.0,21425.0,183.0,1.0
1816,35,2020-07-06,154,0.0,23792.0,160.0,1.0
1831,35,2020-07-07,112,2.0,17303.0,177.0,1.0
1846,35,2020-07-08,118,9.0,15112.0,202.0,1.0
1861,35,2020-07-09,170,3.0,22832.0,172.0,1.0
1876,35,2020-07-10,116,7.0,26326.0,178.0,1.0
1891,35,2020-07-11,130,6.0,27484.0,267.0,1.0
1906,35,2020-07-12,129,3.0,29522.0,112.0,1.0
1921,35,2020-07-13,116,3.0,25726.0,129.0,1.0
1936,35,2020-07-14,111,1.0,20896.0,122.0,1.0
1951,35,2020-07-15,102,14.0,16744.0,135.0,1.0
1966,35,2020-07-16,111,5.0,23769.0,141.0,1.0
1981,35,2020-07-17,111,9.0,26492.0,101.0,1.0
1996,35,2020-07-18,166,2.0,31163.0,132.0,1.0
2011,35,2020-07-19,164,3.0,28849.0,113.0,1.0
2026,35,2020-07-20,135,1.0,26890.0,106.0,1.0
2041,35,2020-07-21,203,1.0,20913.0,92.0,1.0
2056,35,2020-07-22,165,2.0,22974.0,207.0,1.0
2071,35,2020-07-23,103,0.0,23990.0,151.0,1.0
2086,35,2020-07-24,195,3.0,26001.0,137.0,1.0
2101,35,2020-07-25,138,1.0,28809.0,140.0,1.0
2116,35,2020-07-26,137,4.0,29904.0,119.0,1.0
2131,35,2020-07-27,119,1.0,26144.0,102.0,1.0
2146,35,2020-07-28,111,4.0,24664.0,106.0,1.0
2161,35,2020-07-29,76,1.0,17334.0,174.0,1.0
2176,35,2020-07-30,89,3.0,27308.0,165.0,1.0
2191,35,2020-07-31,134,3.0,27676.0,168.0,1.0
2206,35,2020-08-01,124,2.0,30033.0,163.0,1.0
2221,35,2020-08-02,116,1.0,33282.0,122.0,1.0
2236,35,2020-08-03,0,0.0,30443.0,0.0,1.0
2251,35,2020-08-04,179,4.0,23021.0,242.0,1.0
2266,35,2020-08-05,86,0.0,19169.0,146.0,1.0
2281,35,2020-08-06,95,1.0,17229.0,159.0,1.0
2296,35,2020-08-07,88,0.0,26181.0,118.0,1.0
2311,35,2020-08-08,70,1.0,25136.0,107.0,1.0
2326,35,2020-08-09,79,2.0,26008.0,148.0,1.0
2341,35,2020-08-10,115,0.0,27771.0,102.0,1.0
2356,35,2020-08-11,33,0.0,22275.0,75.0,1.0
2371,35,2020-08-12,95,1.0,21581.0,134.0,1.0
2386,35,2020-08-13,78,0.0,24572.0,99.0,1.0
2401,35,2020-08-14,92,1.0,29626.0,83.0,1.0
2416,35,2020-08-15,106,6.0,30137.0,101.0,1.0
2431,35,2020-08-16,81,0.0,30436.0,80.0,1.0
2446,35,2020-08-17,99,0.0,23813.0,83.0,1.0
2461,35,2020-08-18,125,3.0,25567.0,90.0,1.0
2476,35,2020-08-19,102,0.0,23067.0,89.0,1.0
2491,35,2020-08-20,76,1.0,25642.0,76.0,1.0
2506,35,2020-08-21,131,3.0,25917.0,106.0,1.0
2521,35,2020-08-22,108,1.0,28073.0,90.0,1.0
2536,35,2020-08-23,115,0.0,28656.0,108.0,1.0
2551,35,2020-08-24,105,1.0,23384.0,78.0,1.0
2566,35,2020-08-25,100,2.0,18790.0,75.0,1.0
2581,35,2020-08-26,88,2.0,20013.0,115.0,1.0
2596,35,2020-08-27,118,1.0,21960.0,77.0,1.0
2611,35,2020-08-28,122,6.0,28625.0,83.0,1.0
2626,35,2020-08-29,148,0.0,31823.0,103.0,1.0
2641,35,2020-08-30,112,1.0,32106.0,78.0,1.0
2656,35,2020-08-31,114,1.0,24970.0,73.0,1.0
2671,35,2020-09-01,112,1.0,25098.0,92.0,1.0
2686,35,2020-09-02,133,0.0,23545.0,137.0,1.0
2701,35,2020-09-03,132,0.0,24004.0,119.0,1.0
2716,35,2020-09-04,148,-1.0,26298.0,116.0,1.0
2731,35,2020-09-05,169,0.0,28591.0,106.0,1.0
2746,35,2020-09-06,158,2.0,28672.0,111.0,1.0
2761,35,2020-09-07,0,0.0,28955.0,0.0,1.0
2776,35,2020-09-08,375,0.0,23725.0,238.0,1.0
2791,35,2020-09-09,149,0.0,20929.0,136.0,1.0
2806,35,2020-09-10,170,1.0,17605.0,142.0,1.0
2821,35,2020-09-11,213,-1.0,24669.0,124.0,1.0
2836,35,2020-09-12,232,1.0,32501.0,119.0,1.0
2851,35,2020-09-13,204,1.0,35618.0,124.0,1.0
2866,35,2020-09-14,313,1.0,31143.0,133.0,1.0
2881,35,2020-09-15,251,9.0,29540.0,117.0,1.0
2896,35,2020-09-16,315,2.0,27664.0,154.0,1.0
2911,35,2020-09-17,293,3.0,28761.0,179.0,1.0
2926,35,2020-09-18,401,0.0,35134.0,176.0,1.0
2941,35,2020-09-19,407,1.0,35826.0,177.0,1.0
2956,35,2020-09-20,365,1.0,38940.0,191.0,1.0
2971,35,2020-09-21,425,2.0,40127.0,178.0,1.0
2986,35,2020-09-22,478,3.0,31753.0,196.0,1.0
3001,35,2020-09-23,335,3.0,34201.0,258.0,1.0
3016,35,2020-09-24,409,1.0,35436.0,286.0,1.0
3031,35,2020-09-25,409,1.0,30634.0,283.0,1.0
3046,35,2020-09-26,435,0.0,41865.0,338.0,1.0
3061,35,2020-09-27,491,2.0,43238.0,289.0,1.0
3076,35,2020-09-28,700,1.0,42509.0,331.0,1.0
3091,35,2020-09-29,554,4.0,41111.0,323.0,1.0
3106,35,2020-09-30,625,4.0,38375.0,457.0,1.0
3121,35,2020-10-01,538,3.0,35753.0,515.0,1.0
3136,35,2020-10-02,732,76.0,39646.0,428.0,1.0
3151,35,2020-10-03,653,41.0,40093.0,435.0,1.0
3166,35,2020-10-04,566,7.0,46254.0,534.0,1.0
3181,35,2020-10-05,615,5.0,39661.0,541.0,0.0
3196,35,2020-10-06,548,7.0,38196.0,546.0,0.0
3211,35,2020-10-07,583,1.0,42031.0,707.0,0.0
3226,35,2020-10-08,797,4.0,43277.0,695.0,0.0
3241,35,2020-10-09,939,5.0,48488.0,724.0,0.0
3256,35,2020-10-10,809,7.0,44914.0,700.0,1.0
3271,35,2020-10-11,649,1.0,44298.0,705.0,1.0
3286,35,2020-10-12,0,0.0,44138.0,0.0,1.0
3301,35,2020-10-13,1553,12.0,36473.0,1292.0,1.0
3316,35,2020-10-14,721,0.0,31233.0,783.0,1.0
3331,35,2020-10-15,783,10.0,32206.0,779.0,1.0
3346,35,2020-10-16,712,9.0,39961.0,713.0,1.0
3361,35,2020-10-17,805,10.0,38507.0,682.0,1.0
3376,35,2020-10-18,658,5.0,44722.0,685.0,1.0
3391,35,2020-10-19,704,4.0,40850.0,607.0,1.0
3406,35,2020-10-20,821,3.0,31864.0,628.0,0.0
3421,35,2020-10-21,790,9.0,24049.0,719.0,0.0
3436,35,2020-10-22,841,9.0,32646.0,741.0,0.0
3451,35,2020-10-23,826,9.0,38860.0,733.0,0.0
3466,35,2020-10-24,978,6.0,40019.0,625.0,0.0
3481,35,2020-10-25,1042,7.0,44151.0,736.0,0.0
3496,35,2020-10-26,851,6.0,38769.0,679.0,0.0
3512,35,2020-10-27,827,4.0,28652.0,691.0,0.0
3527,35,2020-10-28,834,5.0,23945.0,773.0,0.0
3542,35,2020-10-29,934,10.0,30010.0,820.0,0.0
3557,35,2020-10-30,896,9.0,35621.0,796.0,0.0
3572,35,2020-10-31,1015,9.0,41008.0,798.0,0.0
3587,35,2020-11-01,977,9.0,41920.0,864.0,0.0
3602,35,2020-11-02,948,7.0,37133.0,826.0,0.0
3618,35,2020-11-03,1050,14.0,27908.0,837.0,0.0
3633,35,2020-11-04,987,16.0,25279.0,945.0,0.0
3648,35,2020-11-05,998,13.0,28567.0,948.0,0.0
3663,35,2020-11-06,1003,14.0,35754.0,949.0,0.0
3678,35,2020-11-07,1132,11.0,41268.0,852.0,1.0
3679,35,2020-11-07,1132,11.0,41268.0,852.0,0.0
3694,35,2020-11-08,1328,13.0,39165.0,877.0,0.0
3709,35,2020-11-09,1242,12.0,37577.0,821.0,0.0
3724,35,2020-11-10,1388,15.0,28401.0,781.0,0.0
3739,35,2020-11-11,1426,15.0,29125.0,886.0,0.0
3754,35,2020-11-12,1575,18.0,36707.0,917.0,0.0
3769,35,2020-11-13,1396,19.0,39559.0,1018.0,0.0
3784,35,2020-11-14,1581,20.0,40509.0,1003.0,0.0
3799,35,2020-11-15,1248,34.0,44837.0,1062.0,0.0
3814,35,2020-11-16,1487,10.0,42206.0,992.0,1.0
3815,35,2020-11-16,1487,10.0,42206.0,992.0,0.0
3830,35,2020-11-17,1249,12.0,33351.0,1135.0,0.0
3845,35,2020-11-18,1417,32.0,26468.0,1495.0,0.0
3860,35,2020-11-19,1210,28.0,33440.0,1376.0,0.0
3875,35,2020-11-20,1418,8.0,41838.0,1415.0,0.0
3890,35,2020-11-21,1588,21.0,48173.0,1363.0,0.0
3905,35,2020-11-22,1534,14.0,46671.0,1429.0,0.0
3920,35,2020-11-23,1589,19.0,46389.0,1484.0,1.0
3935,35,2020-11-24,1009,14.0,37471.0,1082.0,1.0
3950,35,2020-11-25,1373,35.0,27053.0,1476.0,1.0
3965,35,2020-11-26,1478,21.0,36076.0,1365.0,1.0
3980,35,2020-11-27,1855,20.0,47576.0,1451.0,1.0
3995,35,2020-11-28,1822,29.0,58037.0,1510.0,1.0
4010,35,2020-11-29,1708,24.0,55086.0,1443.0,1.0
4025,35,2020-11-30,1746,8.0,53959.0,1320.0,1.0
4040,35,2020-12-01,1707,7.0,39406.0,1373.0,1.0
4055,35,2020-12-02,1723,35.0,34640.0,1686.0,1.0
4070,35,2020-12-03,1824,14.0,44226.0,1541.0,1.0
4085,35,2020-12-04,1780,25.0,52873.0,1553.0,1.0
4100,35,2020-12-05,1859,20.0,56001.0,1624.0,1.0
4115,35,2020-12-06,1924,15.0,59399.0,1574.0,1.0
4130,35,2020-12-07,1925,26.0,59251.0,1412.0,1.0
4145,35,2020-12-08,1676,10.0,45283.0,1549.0,1.0
4160,35,2020-12-09,1890,28.0,39198.0,1924.0,1.0
4175,35,2020-12-10,1983,35.0,48546.0,1804.0,1.0
4190,35,2020-12-11,1848,45.0,61809.0,1753.0,1.0
4205,35,2020-12-12,1873,17.0,63051.0,1918.0,1.0
4220,35,2020-12-13,1677,16.0,65260.0,1678.0,1.0
4235,35,2020-12-14,1940,23.0,58190.0,1535.0,1.0
4250,35,2020-12-15,2275,26.0,57091.0,1810.0,1.0
4265,35,2020-12-16,2139,43.0,39566.0,2043.0,1.0
4280,35,2020-12-17,2432,23.0,49189.0,2009.0,1.0
4295,35,2020-12-18,2290,40.0,58178.0,1992.0,1.0
4310,35,2020-12-19,2357,27.0,68246.0,1865.0,1.0
4325,35,2020-12-20,2316,25.0,67207.0,1931.0,1.0
4340,35,2020-12-21,2123,17.0,69412.0,1654.0,1.0
4355,35,2020-12-22,2202,21.0,54505.0,1900.0,1.0
4370,35,2020-12-23,2408,41.0,45265.0,2243.0,1.0
4385,35,2020-12-24,2447,49.0,56660.0,2013.0,1.0
4400,35,2020-12-25,2159,0.0,64592.0,0.0,1.0
4415,35,2020-12-26,2142,81.0,61465.0,4150.0,1.0
4430,35,2020-12-27,2005,18.0,49511.0,2005.0,1.0
4445,35,2020-12-28,1939,37.0,41783.0,2151.0,1.0
4460,35,2020-12-29,2553,41.0,39565.0,2233.0,1.0
4475,35,2020-12-30,2923,19.0,34112.0,2237.0,1.0
4490,35,2020-12-31,3328,56.0,39210.0,2213.0,1.0
4505,35,2021-01-01,2476,51.0,63858.0,2460.0,1.0
4520,35,2021-01-02,3363,44.0,70570.0,2054.0,1.0
4535,35,2021-01-03,2964,25.0,61401.0,2175.0,1.0
4550,35,2021-01-04,3270,29.0,49803.0,2074.0,1.0
4565,35,2021-01-05,3353,51.0,39121.0,2015.0,1.0
4580,35,2021-01-06,3491,37.0,35152.0,3005.0,1.0
4595,35,2021-01-07,3519,89.0,51045.0,2776.0,1.0
4610,35,2021-01-08,3799,26.0,65772.0,2738.0,1.0
4625,35,2021-01-09,3443,40.0,71481.0,2915.0,1.0
4640,35,2021-01-10,3945,61.0,72900.0,2496.0,1.0
4655,35,2021-01-11,3338,29.0,62308.0,2756.0,1.0
4670,35,2021-01-12,2903,41.0,46403.0,3353.0,1.0
4685,35,2021-01-13,2961,74.0,44802.0,3392.0,1.0
4700,35,2021-01-14,3326,62.0,50931.0,3593.0,1.0
4715,35,2021-01-15,2998,54.0,71169.0,3380.0,1.0
4730,35,2021-01-16,3056,51.0,76472.0,3212.0,1.0
4745,35,2021-01-17,3422,69.0,73875.0,3078.0,1.0
4760,35,2021-01-18,2578,24.0,60183.0,2826.0,1.0
4775,35,2021-01-19,1913,46.0,40301.0,2873.0,1.0
4790,35,2021-01-20,2655,89.0,34531.0,3714.0,1.0
4805,35,2021-01-21,2632,46.0,54307.0,2990.0,1.0
4820,35,2021-01-22,2662,87.0,70256.0,3375.0,1.0
4835,35,2021-01-23,2359,52.0,71750.0,3025.0,1.0
4850,35,2021-01-24,2417,50.0,63453.0,2759.0,1.0
4865,35,2021-01-25,1958,43.0,48947.0,2448.0,0.0
4880,35,2021-01-26,1740,63.0,35968.0,2261.0,0.0
4895,35,2021-01-27,1670,49.0,30717.0,2725.0,0.0
4910,35,2021-01-28,2093,56.0,55191.0,2491.0,0.0
4925,35,2021-01-29,1837,58.0,64664.0,2900.0,0.0
4940,35,2021-01-30,2063,73.0,69040.0,2623.0,0.0
4955,35,2021-01-31,1848,43.0,59594.0,2313.0,0.0
4970,35,2021-02-01,1969,36.0,49352.0,2132.0,0.0
4985,35,2021-02-02,745,14.0,30359.0,2297.0,0.0
5000,35,2021-02-03,1172,67.0,28552.0,1745.0,0.0
5015,35,2021-02-04,1563,88.0,52418.0,1956.0,0.0
5030,35,2021-02-05,1670,45.0,64467.0,2233.0,0.0
5045,35,2021-02-06,1388,45.0,62710.0,1796.0,0.0
5060,35,2021-02-07,1489,22.0,62341.0,1937.0,0.0
5075,35,2021-02-08,1265,33.0,51658.0,1700.0,0.0
5090,35,2021-02-09,1022,17.0,28303.0,1388.0,0.0
5105,35,2021-02-10,1072,41.0,30798.0,1709.0,0.0
5120,35,2021-02-11,945,18.0,52504.0,1344.0,0.0
5135,35,2021-02-12,1076,18.0,68812.0,1415.0,0.0
5150,35,2021-02-13,1300,19.0,62012.0,1434.0,0.0
5165,35,2021-02-14,981,42.0,58760.0,1235.0,0.0
5180,35,2021-02-15,964,13.0,48701.0,1173.0,0.0
5195,35,2021-02-16,904,13.0,30355.0,1112.0,0.0
5210,35,2021-02-17,847,10.0,27005.0,1456.0,0.0
5225,35,2021-02-18,1038,44.0,33977.0,1277.0,0.0
5240,35,2021-02-19,1150,47.0,56165.0,1255.0,0.0
5255,35,2021-02-20,1228,28.0,65372.0,1313.0,0.0
5270,35,2021-02-21,1087,13.0,57194.0,1140.0,0.0
5285,35,2021-02-22,1058,11.0,48178.0,1083.0,1.0
5300,35,2021-02-23,975,12.0,31163.0,1002.0,1.0
5315,35,2021-02-24,1054,9.0,25979.0,1291.0,1.0
5330,35,2021-02-25,1138,23.0,54852.0,1094.0,1.0
5345,35,2021-02-26,1258,28.0,66351.0,1007.0,1.0
5360,35,2021-02-27,1185,16.0,64049.0,984.0,1.0
5375,35,2021-02-28,1062,20.0,59416.0,1029.0,1.0
5390,35,2021-03-01,1023,6.0,49185.0,939.0,0.0
5405,35,2021-03-02,966,11.0,35015.0,979.0,0.0
5420,35,2021-03-03,958,17.0,30767.0,1090.0,0.0
5435,35,2021-03-04,994,10.0,52613.0,1072.0,0.0
5450,35,2021-03-05,1250,22.0,65643.0,1159.0,0.0
5465,35,2021-03-06,990,6.0,64748.0,1152.0,0.0
5480,35,2021-03-07,1299,15.0,57829.0,1105.0,0.0
5495,35,2021-03-08,1631,10.0,46586.0,994.0,1.0
5510,35,2021-03-09,1185,6.0,38063.0,972.0,1.0
5525,35,2021-03-10,1316,16.0,33264.0,1212.0,1.0
5540,35,2021-03-11,1092,10.0,54149.0,1110.0,1.0
5555,35,2021-03-12,1371,18.0,60619.0,1124.0,1.0
5570,35,2021-03-13,1468,11.0,64611.0,1151.0,1.0
5585,35,2021-03-14,1747,15.0,58431.0,1167.0,1.0
5600,35,2021-03-15,1268,9.0,47618.0,1114.0,1.0
5615,35,2021-03-16,1074,11.0,33975.0,1085.0,1.0
5630,35,2021-03-17,1508,14.0,28526.0,1488.0,1.0
5645,35,2021-03-18,1553,15.0,49128.0,1236.0,1.0
5660,35,2021-03-19,1745,10.0,58560.0,1296.0,1.0
5675,35,2021-03-20,1829,11.0,56134.0,1261.0,0.0
5690,35,2021-03-21,1791,18.0,52083.0,1353.0,0.0
5705,35,2021-03-22,1699,3.0,49233.0,1175.0,1.0
5720,35,2021-03-23,1546,9.0,31089.0,1271.0,1.0
5735,35,2021-03-24,1571,10.0,32556.0,1531.0,1.0
5750,35,2021-03-25,2380,17.0,51962.0,1329.0,1.0
5765,35,2021-03-26,2169,12.0,60077.0,1675.0,1.0
5780,35,2021-03-27,2453,16.0,53436.0,1481.0,1.0
5795,35,2021-03-28,2448,19.0,61005.0,1543.0,1.0
5810,35,2021-03-29,2094,10.0,50227.0,1524.0,1.0
5825,35,2021-03-30,2336,14.0,34790.0,1477.0,1.0
5840,35,2021-03-31,2333,15.0,36071.0,1973.0,1.0
5855,35,2021-04-01,2557,23.0,52532.0,1814.0,1.0
5870,35,2021-04-02,3089,23.0,62290.0,1925.0,1.0
5885,35,2021-04-03,3009,16.0,62333.0,1819.0,1.0
5900,35,2021-04-04,3041,12.0,59117.0,1899.0,1.0
5915,35,2021-04-05,2938,10.0,46380.0,1761.0,1.0
5930,35,2021-04-06,3065,8.0,36563.0,1976.0,1.0
5945,35,2021-04-07,3215,17.0,37541.0,2407.0,1.0
5960,35,2021-04-08,3295,19.0,49889.0,2576.0,1.0
5975,35,2021-04-09,4227,18.0,63846.0,2641.0,1.0
5990,35,2021-04-10,3813,19.0,61410.0,2422.0,1.0
6005,35,2021-04-11,4456,21.0,61439.0,2617.0,1.0
6020,35,2021-04-12,4401,15.0,56378.0,2445.0,1.0
6035,35,2021-04-13,3670,15.0,47929.0,2573.0,1.0
6050,35,2021-04-14,4156,28.0,42167.0,3160.0,1.0
6065,35,2021-04-15,4736,29.0,54211.0,3174.0,1.0
6080,35,2021-04-16,4812,25.0,65559.0,3151.0,1.0
6095,35,2021-04-17,4362,34.0,64304.0,3611.0,1.0
6110,35,2021-04-18,4250,18.0,56852.0,3338.0,1.0
6125,35,2021-04-19,4447,19.0,53776.0,3153.0,1.0
6140,35,2021-04-20,3469,22.0,42873.0,3369.0,1.0
6155,35,2021-04-21,4212,32.0,40596.0,4204.0,1.0
6170,35,2021-04-22,3682,40.0,51877.0,4597.0,1.0
6185,35,2021-04-23,4505,34.0,54246.0,4698.0,1.0
6200,35,2021-04-24,4094,24.0,56206.0,4332.0,1.0
6215,35,2021-04-25,3947,24.0,52160.0,4239.0,1.0
6230,35,2021-04-26,3510,24.0,46694.0,4057.0,1.0
6246,35,2021-04-27,3265,29.0,33822.0,3908.0,1.0
6261,35,2021-04-28,3480,24.0,34000.0,4517.0,1.0
6276,35,2021-04-29,3871,41.0,50194.0,4245.0,1.0
6291,35,2021-04-30,3887,21.0,56939.0,4242.0,1.0
6306,35,2021-05-01,3369,29.0,53074.0,4009.0,1.0
6321,35,2021-05-02,3732,23.0,46803.0,3902.0,1.0
6336,35,2021-05-03,3436,16.0,45301.0,3623.0,1.0
6351,35,2021-05-04,2791,25.0,33179.0,3323.0,1.0
6366,35,2021-05-05,2941,44.0,33740.0,4361.0,1.0
6381,35,2021-05-06,3424,26.0,45767.0,3997.0,1.0
6396,35,2021-05-07,3166,23.0,54118.0,3875.0,1.0
6411,35,2021-05-08,2864,25.0,51338.0,3596.0,1.0
6426,35,2021-05-09,3216,47.0,47817.0,3653.0,1.0
6441,35,2021-05-10,2716,19.0,38540.0,3110.0,1.0
6456,35,2021-05-11,2073,15.0,27175.0,2898.0,1.0
6471,35,2021-05-12,2320,32.0,28109.0,3477.0,1.0
6486,35,2021-05-13,2759,31.0,45681.0,3455.0,1.0
6501,35,2021-05-14,2362,26.0,47638.0,3502.0,1.0
6516,35,2021-05-15,2584,24.0,44040.0,3063.0,1.0
