,pruid,date,Class,median_numtoday,median_numdeathstoday,median_numteststoday,median_numrecoveredtoday,std_numtoday,std_numdeathstoday,std_numteststoday,std_numrecoveredtoday,var_numtoday,var_numdeathstoday,var_numteststoday,var_numrecoveredtoday,skew_numtoday,skew_numdeathstoday,skew_numteststoday,skew_numrecoveredtoday,kurt_numtoday,kurt_numdeathstoday,kurt_numteststoday,kurt_numrecoveredtoday
2,1,20200131,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
5,1,20200208,0.0,3.5,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,
8,1,20200216,0.0,3.0,0.0,0.0,0.0,1.5275252316519465,0.0,0.0,0.0,2.333333333333333,0.0,0.0,0.0,-0.935225393530145,,,,,,,
11,1,20200221,0.0,2.0,0.0,0.0,0.0,1.4999999999999998,0.0,0.0,0.0,2.2499999999999996,0.0,0.0,0.0,0.3703703703703703,,,,-3.890946502057613,,,
14,1,20200224,0.0,1.0,0.0,0.0,0.0,1.414213562373095,0.0,0.0,0.0,1.9999999999999998,0.0,0.0,0.0,0.8838800545555828,,,,-1.808734041549607,,,
17,1,20200225,0.0,1.0,0.0,0.0,0.0,1.3291601358251257,0.0,0.0,0.0,1.7666666666666664,0.0,0.0,0.0,1.2066095539826103,,,,-0.44091435916226135,,,
20,1,20200226,0.0,1.0,0.0,0.0,0.0,1.2535663410560174,0.0,0.0,0.0,1.5714285714285712,0.0,0.0,0.0,1.4504082185741074,,,,0.5229434181885416,,,
23,1,20200227,0.0,1.0,0.0,0.0,0.0,1.1877349391654206,0.0,0.0,0.0,1.4107142857142854,0.0,0.0,0.0,1.6519050267514583,,,,1.3498638038775832,,,
26,1,20200229,0.0,1.0,0.0,0.0,0.0,1.1180339887498947,0.0,0.0,0.0,1.2499999999999998,0.0,0.0,0.0,1.5333040288550333,,,,1.25784198303695,,,
30,1,20200301,0.0,1.0,0.0,0.0,0.0,2.5473297566057065,0.0,0.0,0.0,6.488888888888889,0.0,0.0,0.0,2.313059190960155,,,,5.652104376731709,,,
34,1,20200303,0.0,1.0,0.0,0.0,0.0,3.1304951684997055,0.0,0.0,0.0,9.8,0.0,0.0,0.0,1.529826862186846,,,,0.9682155531013765,,,
38,1,20200305,0.0,1.5,0.0,0.0,0.0,3.9571569224748857,0.0,0.0,0.0,15.659090909090908,0.0,0.0,0.0,1.2682281658691867,,,,0.14688091373430376,,,
42,1,20200306,0.0,2.0,0.0,0.0,0.0,3.8397382389415227,0.0,0.0,0.0,14.743589743589745,0.0,0.0,0.0,1.1130947331523597,,,,-0.08623866497345706,,,
46,1,20200307,0.0,2.5,0.0,0.0,0.0,3.730627617115171,0.0,0.0,0.0,13.91758241758242,0.0,0.0,0.0,0.9821496280990836,,,,-0.23148977724715944,,,
51,1,20200308,0.0,3.0,0.0,0.0,0.0,3.602908877692077,0.2581988897471611,0.0,0.0,12.980952380952383,0.06666666666666667,0.0,0.0,0.9432652674942422,3.8729833491513674,,,-0.13218045132643325,15.000000965256376,,
56,1,20200309,0.0,3.0,0.0,0.0,0.0,4.564876256602718,0.2581988897471611,0.0,0.0,20.83809523809524,0.06666666666666667,0.0,0.0,1.0143531973307924,3.8729833491513674,,,0.06269033075240643,15.000000965256376,,
71,1,20200311,0.0,5.0,0.0,0.0,0.0,7.069047218078867,0.3518657752744984,0.0,0.0,49.971428571428575,0.12380952380952381,0.0,0.0,1.713331935628473,2.4047631385980046,,,3.2543936019702877,4.349112354861093,,
86,1,20200312,0.0,6.0,0.0,0.0,0.0,10.615801340230425,0.3518657752744984,488.77049829137604,0.0,112.6952380952381,0.12380952380952381,238896.6,0.0,1.8707398229874952,2.4047631385980046,3.8729833468069814,,3.4106428735272196,4.349112354861093,15.0,
101,1,20200313,0.0,6.0,0.0,0.0,0.0,12.742878496672263,0.3518657752744984,918.4805931537151,0.0,162.38095238095238,0.12380952380952381,843606.6000000002,0.0,1.4068623312232724,2.4047631385980046,2.7184688366101963,,0.8747195142590556,4.349112354861093,6.842890263383195,
116,1,20200314,0.0,9.0,0.0,0.0,0.0,12.58570617804182,0.3518657752744984,1191.2088018159577,0.0,158.4,0.12380952380952381,1418978.4095238096,0.0,1.1831167360107924,2.4047631385980046,1.8921850277887156,,0.3571299866651371,4.349112354861093,2.1111913371387447,
131,1,20200315,1.0,9.0,0.0,0.0,0.0,16.057337738183598,0.3518657752744984,1495.2124773358978,0.0,257.8380952380952,0.12380952380952381,2235660.352380953,0.0,1.2384369574993521,2.4047631385980046,1.4542547304773468,,0.7098240549980204,4.349112354861093,0.49929146872860797,
146,1,20200316,1.0,12.0,0.0,0.0,0.0,23.965650021486603,0.816496580927726,1748.8953111961305,0.0,574.3523809523808,0.6666666666666666,3058634.8095238097,0.0,1.7604551154642065,2.893627992963815,1.0860442028163817,,3.1834813174905046,8.868131885935815,-0.6017187900326691,
161,1,20200317,1.0,15.0,0.0,0.0,0.0,30.357081232430446,1.0600988273786194,1982.4358561652189,0.0,921.5523809523809,1.1238095238095238,3930051.923809524,0.0,1.4843753156485242,1.9751670083382076,0.7949261368869547,,1.3361199226712768,2.758822613870044,-1.2066753658047615,
176,1,20200318,1.0,20.0,0.0,0.0,0.0,44.01330967527241,1.0555973258234952,2436.8589814016927,0.0,1937.1714285714281,1.114285714285714,5938281.695238096,0.0,1.7289301993550346,1.7993682226694172,0.8663877220819066,,2.685660696367369,2.2250037933912767,-0.387985945086697,
191,1,20200319,1.0,26.0,0.0,1893.0,0.0,74.51922091456865,1.2071217242444348,2910.7096990907476,0.0,5553.114285714285,1.457142857142857,8472230.952380951,0.0,2.1758329937357854,1.281984476924161,0.8250216395225674,,4.9904495662371025,0.05900097788715587,-0.36260037697761927,
206,1,20200320,1.0,38.0,0.0,3150.0,0.0,75.6027840253317,1.1872336794093272,3060.392579859182,0.0,5715.780952380951,1.4095238095238094,9366002.742857141,0.0,1.8087982551518638,1.1785113776910092,0.5090677370348722,,3.439884751830607,-0.08259819097133549,-1.064668715501312,
221,1,20200321,1.0,38.0,1.0,3320.0,0.0,106.97249312657102,1.5675276256394517,3204.5324998909186,0.0,11443.114285714284,2.457142857142857,10269028.54285714,0.0,1.7285972557802387,1.28901871824074,0.2554359349724244,,2.5328623580473404,0.8634604983034601,-1.3892932116331491,
236,1,20200322,1.0,54.0,1.0,4148.0,0.0,104.52591385233934,1.543033499620919,3509.334297202791,0.0,10925.666666666666,2.3809523809523805,12315427.209523806,0.0,1.6855338234948356,1.1017259187278787,0.22566418365875585,,2.5293680728105974,0.5556923078261236,-1.1254362333672283,
251,1,20200323,1.0,88.0,1.0,4519.0,0.0,168.17074656431777,1.6388149028228556,3717.1342930247956,0.0,28281.399999999998,2.6857142857142855,13817087.352380948,0.0,2.0687358050701263,0.750512396514494,0.13637574829546337,,4.388075825429392,-0.5447992480098899,-1.0795000562074983,
266,1,20200324,1.0,99.0,1.0,5031.0,0.0,218.15230590444963,1.6676187756655838,3704.9848248516414,0.0,47590.42857142857,2.780952380952381,13726912.55238095,0.0,1.6521023160177717,0.4874981161490268,-0.044778617520642286,,1.7607686594618934,-0.9760815278493643,-1.1320252822459513,
281,1,20200325,1.0,100.0,2.0,7267.0,0.0,239.55937727021924,2.250925735484551,3587.417930702221,0.0,57388.695238095235,5.066666666666667,12869567.409523806,0.0,1.1832571326705805,1.1777173573786541,-0.16499700737814507,,-0.11520283928557444,1.6236948647641918,-1.1375059854026728,
296,1,20200326,1.0,131.0,3.0,7286.0,0.0,254.94583925293026,2.263583337058639,3280.0226668787054,59.385744641847054,64997.38095238095,5.123809523809524,10758548.695238095,3526.6666666666665,0.8113985442405366,0.9028202205298316,-0.16353993510053466,3.8729833462047396,-1.1330062263859806,1.0334880774248107,-1.5298945902914245,14.99999999885271
311,1,20200327,1.0,157.0,3.0,8127.0,0.0,264.8164323774921,3.641035959331198,3174.300152339545,59.28558806641756,70127.74285714285,13.257142857142858,10076181.457142858,3514.780952380952,0.49005709589273755,1.9538555605869732,-0.23359926876643577,3.7933154480880473,-1.6962697403125464,4.703335086421445,-1.5250477545419459,14.527393440738043
326,1,20200328,1.0,276.0,3.0,8608.0,0.0,275.9778631564151,3.5697138740881105,3098.916687827416,83.36311848659169,76163.78095238096,12.742857142857146,9603284.638095241,6949.409523809524,0.23439636825508064,1.786763336985662,-0.392667752562357,2.3816826833624836,-1.9153939467436794,4.157541567606366,-1.295045007187757,4.302482175783319
341,1,20200329,1.0,367.0,3.0,10535.0,0.0,286.23802948561803,3.4530869557266475,3233.642302861767,82.94852104080665,81932.20952380952,11.923809523809526,10456442.54285715,6880.4571428571435,0.06886674218002142,1.9384210653455272,-0.07326663554914888,2.366987771370267,-1.8704957519784422,4.717920974975668,-0.5271042100138066,4.256933185542025
356,1,20200330,1.0,617.0,3.0,10591.0,0.0,331.76486222854254,6.961116495013056,2972.464092458038,155.0498537337496,110067.92380952383,48.457142857142856,8835542.780952388,24040.45714285714,0.39499299459970205,2.705300536928716,-0.2221312067298747,2.48849200839126,-0.5320726419005017,7.892404992880924,-0.20907122277236057,6.243253707583885
371,1,20200331,1.0,620.0,4.0,10911.0,0.0,350.29189188990597,6.922702472575975,2729.6507067667817,156.38085377875203,122704.40952380956,47.92380952380952,7450992.9809523905,24454.971428571425,0.2512623285121737,2.6230574367017576,-0.24486872261300074,2.1907809445942155,-0.7832278994782401,7.597977080232385,-0.09687402781586503,4.949314817448914
386,1,20200401,1.0,634.0,4.0,11070.0,0.0,350.8167748609088,7.085867893880312,2430.1905333885734,163.84176454592952,123072.40952380959,50.20952380952381,5905826.02857144,26844.123809523804,0.04395346569403235,2.2031803744804455,-0.0497337132331212,1.6797769437201169,-0.9278145638035821,5.4961049235589865,-0.5777054248684101,2.560348787975616
401,1,20200402,1.0,646.0,5.0,11147.0,20.0,421.23573311999894,8.918680235486477,2566.06450202863,181.1377534206652,177439.54285714295,79.54285714285713,6584687.028571441,32810.88571428571,0.5906867029223795,1.6735542514547923,0.14019575014938904,1.1882621792255095,0.5406271929215001,1.8975973924510856,-0.2591682929504275,0.3801782933575606
416,1,20200403,1.0,701.0,6.0,12123.0,20.0,424.53954888965137,13.557637102737477,2546.306172440686,181.1377534206652,180233.8285714287,183.80952380952382,6483675.123809537,32810.88571428571,0.3015486705553822,1.865718837887267,-0.12281822674397481,1.1882621792255095,0.11077380528060168,3.2260335331666066,-0.22929845995787593,0.3801782933575606
