,pruid,date,Class,median_numtoday,median_numdeathstoday,median_numteststoday,median_numrecoveredtoday,std_numtoday,std_numdeathstoday,std_numteststoday,std_numrecoveredtoday,var_numtoday,var_numdeathstoday,var_numteststoday,var_numrecoveredtoday,skew_numtoday,skew_numdeathstoday,skew_numteststoday,skew_numrecoveredtoday,kurt_numtoday,kurt_numdeathstoday,kurt_numteststoday,kurt_numrecoveredtoday
1,59,20200131,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
4,59,20200208,0.0,2.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,
7,59,20200216,0.0,1.0,0.0,0.0,0.0,1.1547005383792517,0.0,0.0,0.0,1.3333333333333335,0.0,0.0,0.0,1.7320507985219806,,,,,,,
10,59,20200221,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,2.0000000000000004,,,,4.0,,,
13,59,20200224,0.0,1.0,0.0,0.0,0.0,1.0954451150103324,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.2932338132999395,,,,2.916665332316773,,,
16,59,20200225,0.0,1.0,0.0,0.0,0.0,0.9831920802501751,0.0,0.0,0.0,0.9666666666666668,0.0,0.0,0.0,1.437962256193478,,,,3.602844357370087,,,
19,59,20200226,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3999999998794617,,,,2.9999979283020366,,,
22,59,20200227,0.0,1.0,0.0,0.0,0.0,0.9910312089651149,0.0,0.0,0.0,0.9821428571428571,0.0,0.0,0.0,1.4860553930134748,,,,2.973090909090909,,,
25,59,20200229,0.0,1.0,0.0,0.0,0.0,0.97182531580755,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,1.599692686370721,,,,3.194270026690819,,,
28,59,20200301,0.0,1.0,0.0,0.0,0.0,0.9189365834726815,0.0,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,1.5464099070457848,,,,3.3344880230652643,,,
32,59,20200303,0.0,1.0,0.0,0.0,0.0,1.300349603340998,0.0,0.0,0.0,1.690909090909091,0.0,0.0,0.0,1.4663826010717722,,,,1.6406537949618543,,,
36,59,20200305,0.0,1.0,0.0,0.0,0.0,2.598076211353316,0.0,0.0,0.0,6.75,0.0,0.0,0.0,2.307068348398141,,,,5.7540341688489836,,,
40,59,20200306,0.0,1.0,0.0,0.0,0.0,2.534379001467011,0.0,0.0,0.0,6.423076923076923,0.0,0.0,0.0,2.3998775388461038,,,,6.24780093089226,,,
44,59,20200307,0.0,1.0,0.0,0.0,0.0,2.70225790815714,0.0,0.0,0.0,7.302197802197802,0.0,0.0,0.0,1.779856499839044,,,,2.741121475387627,,,
48,59,20200308,0.0,1.0,0.0,0.0,0.0,2.6511453050656106,0.2581988897471611,0.0,0.0,7.028571428571429,0.06666666666666667,0.0,0.0,1.8672237299421657,3.87298334620729,,,3.1023199516543967,14.999999999994065,,
