,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class
2667,59,2020-09-01,58,1.0,3660.0,39.0,0.0
2682,59,2020-09-02,104,0.0,2345.0,100.0,0.0
2697,59,2020-09-03,89,1.0,5292.0,39.0,0.0
2712,59,2020-09-04,121,1.0,5522.0,62.0,0.0
2727,59,2020-09-05,0,0.0,6084.0,0.0,0.0
2742,59,2020-09-06,0,0.0,5788.0,0.0,0.0
2757,59,2020-09-07,0,0.0,5518.0,0.0,0.0
2772,59,2020-09-08,429,2.0,4201.0,272.0,1.0
2787,59,2020-09-09,100,0.0,3475.0,122.0,1.0
2802,59,2020-09-10,139,0.0,3596.0,90.0,0.0
2817,59,2020-09-11,132,0.0,5378.0,83.0,0.0
2832,59,2020-09-12,0,0.0,6502.0,0.0,0.0
2847,59,2020-09-13,0,0.0,6227.0,0.0,0.0
2862,59,2020-09-14,317,6.0,5963.0,173.0,0.0
2877,59,2020-09-15,97,0.0,5343.0,102.0,0.0
2892,59,2020-09-16,122,0.0,3616.0,98.0,0.0
2907,59,2020-09-17,165,1.0,6439.0,73.0,0.0
2922,59,2020-09-18,179,3.0,7595.0,78.0,0.0
2937,59,2020-09-19,0,0.0,5750.0,0.0,0.0
2952,59,2020-09-20,0,0.0,6896.0,0.0,1.0
2967,59,2020-09-21,366,4.0,5733.0,-5.0,1.0
2982,59,2020-09-22,96,0.0,6085.0,797.0,1.0
2997,59,2020-09-23,91,0.0,4294.0,180.0,1.0
3012,59,2020-09-24,148,2.0,6177.0,148.0,1.0
3027,59,2020-09-25,98,1.0,7750.0,119.0,1.0
3042,59,2020-09-26,0,0.0,8863.0,0.0,1.0
3057,59,2020-09-27,0,0.0,7349.0,0.0,1.0
3072,59,2020-09-28,267,3.0,7895.0,310.0,1.0
3087,59,2020-09-29,105,1.0,5940.0,139.0,1.0
3102,59,2020-09-30,125,0.0,5389.0,106.0,1.0
3117,59,2020-10-01,82,1.0,9423.0,104.0,1.0
3132,59,2020-10-02,161,3.0,11054.0,118.0,1.0
3147,59,2020-10-03,0,0.0,11482.0,0.0,1.0
3162,59,2020-10-04,0,0.0,10882.0,0.0,1.0
3177,59,2020-10-05,358,4.0,11608.0,302.0,1.0
3192,59,2020-10-06,102,2.0,10924.0,69.0,1.0
3207,59,2020-10-07,115,0.0,9209.0,112.0,1.0
3222,59,2020-10-08,110,1.0,6757.0,102.0,1.0
3237,59,2020-10-09,119,0.0,10948.0,104.0,1.0
3252,59,2020-10-10,0,0.0,11755.0,0.0,1.0
3267,59,2020-10-11,0,0.0,12738.0,0.0,1.0
3282,59,2020-10-12,0,0.0,11645.0,0.0,1.0
3297,59,2020-10-13,549,5.0,10108.0,472.0,1.0
3312,59,2020-10-14,158,0.0,5908.0,138.0,1.0
3327,59,2020-10-15,142,0.0,5040.0,145.0,1.0
3342,59,2020-10-16,155,1.0,8647.0,130.0,1.0
3357,59,2020-10-17,0,0.0,10649.0,0.0,1.0
3372,59,2020-10-18,0,0.0,9161.0,0.0,1.0
3387,59,2020-10-19,498,2.0,11559.0,366.0,1.0
3402,59,2020-10-20,167,1.0,8266.0,118.0,1.0
3417,59,2020-10-21,203,2.0,5500.0,122.0,1.0
3432,59,2020-10-22,274,0.0,8766.0,121.0,1.0
3447,59,2020-10-23,223,0.0,11058.0,133.0,1.0
3462,59,2020-10-24,0,0.0,6986.0,0.0,1.0
3477,59,2020-10-25,0,0.0,11572.0,0.0,1.0
3492,59,2020-10-26,817,3.0,9942.0,487.0,1.0
3508,59,2020-10-27,217,0.0,7389.0,220.0,1.0
3523,59,2020-10-28,287,2.0,4926.0,290.0,1.0
3538,59,2020-10-29,234,1.0,9176.0,204.0,1.0
3553,59,2020-10-30,272,1.0,10254.0,222.0,1.0
3568,59,2020-10-31,352,0.0,10125.0,0.0,1.0
3583,59,2020-11-01,389,0.0,9319.0,0.0,1.0
3598,59,2020-11-02,379,6.0,9661.0,537.0,1.0
3614,59,2020-11-03,299,3.0,6474.0,223.0,1.0
3629,59,2020-11-04,335,1.0,4910.0,229.0,1.0
3644,59,2020-11-05,425,0.0,8730.0,147.0,1.0
3659,59,2020-11-06,589,2.0,10915.0,229.0,1.0
3674,59,2020-11-07,567,1.0,11386.0,0.0,1.0
3690,59,2020-11-08,536,0.0,9758.0,0.0,1.0
3705,59,2020-11-09,462,5.0,8190.0,390.0,1.0
3720,59,2020-11-10,525,3.0,10204.0,279.0,1.0
3735,59,2020-11-11,535,0.0,6393.0,0.0,1.0
3750,59,2020-11-12,594,4.0,9664.0,385.0,1.0
3765,59,2020-11-13,617,2.0,12208.0,812.0,1.0
3780,59,2020-11-14,654,0.0,10303.0,0.0,1.0
3795,59,2020-11-15,659,0.0,10759.0,0.0,1.0
3810,59,2020-11-16,646,9.0,11442.0,1186.0,1.0
3826,59,2020-11-17,717,11.0,10322.0,382.0,1.0
3841,59,2020-11-18,761,10.0,7058.0,445.0,1.0
3856,59,2020-11-19,536,1.0,10952.0,292.0,1.0
3871,59,2020-11-20,516,10.0,13739.0,271.0,1.0
3886,59,2020-11-21,713,0.0,10762.0,0.0,1.0
3901,59,2020-11-22,626,0.0,14698.0,0.0,1.0
3916,59,2020-11-23,594,17.0,12512.0,1592.0,1.0
3931,59,2020-11-24,941,10.0,10459.0,536.0,1.0
3946,59,2020-11-25,738,13.0,11542.0,209.0,1.0
3961,59,2020-11-26,887,13.0,11045.0,184.0,1.0
3976,59,2020-11-27,911,11.0,13184.0,1306.0,1.0
3991,59,2020-11-28,750,15.0,14233.0,0.0,1.0
4006,59,2020-11-29,1008,17.0,15212.0,0.0,1.0
4021,59,2020-11-30,596,14.0,13313.0,1807.0,1.0
4036,59,2020-12-01,656,16.0,9491.0,663.0,1.0
4051,59,2020-12-02,834,12.0,8671.0,650.0,1.0
4066,59,2020-12-03,693,12.0,11607.0,504.0,1.0
4081,59,2020-12-04,711,11.0,12732.0,730.0,1.0
4096,59,2020-12-05,647,18.0,14477.0,0.0,1.0
4111,59,2020-12-06,726,10.0,10811.0,0.0,1.0
4126,59,2020-12-07,647,7.0,14241.0,1629.0,1.0
4141,59,2020-12-08,566,16.0,10198.0,610.0,1.0
4156,59,2020-12-09,619,16.0,6717.0,551.0,1.0
4171,59,2020-12-10,723,28.0,12651.0,500.0,1.0
4186,59,2020-12-11,737,11.0,11947.0,650.0,1.0
4201,59,2020-12-12,698,28.0,11113.0,0.0,1.0
4216,59,2020-12-13,689,14.0,13612.0,0.0,1.0
4231,59,2020-12-14,759,7.0,9624.0,1609.0,0.0
4246,59,2020-12-15,520,21.0,11143.0,659.0,0.0
4261,59,2020-12-16,640,24.0,6522.0,510.0,0.0
4276,59,2020-12-17,673,21.0,15196.0,587.0,0.0
4291,59,2020-12-18,624,11.0,12095.0,626.0,0.0
4306,59,2020-12-19,652,28.0,11533.0,0.0,0.0
4321,59,2020-12-20,486,8.0,11717.0,0.0,0.0
4336,59,2020-12-21,529,5.0,11067.0,1866.0,0.0
4351,59,2020-12-22,443,12.0,7175.0,639.0,0.0
4366,59,2020-12-23,517,19.0,6577.0,858.0,0.0
4381,59,2020-12-24,582,12.0,8518.0,832.0,0.0
4396,59,2020-12-25,512,25.0,8854.0,0.0,0.0
4411,59,2020-12-26,447,14.0,8026.0,0.0,0.0
4426,59,2020-12-27,424,14.0,6106.0,0.0,0.0
4441,59,2020-12-28,441,11.0,3788.0,0.0,0.0
4456,59,2020-12-29,382,10.0,4426.0,3391.0,0.0
4471,59,2020-12-30,485,11.0,4673.0,506.0,0.0
4486,59,2020-12-31,690,8.0,6786.0,446.0,0.0
4501,59,2021-01-01,565,0.0,8005.0,0.0,0.0
4516,59,2021-01-02,607,0.0,7668.0,0.0,0.0
4531,59,2021-01-03,500,0.0,7262.0,0.0,0.0
4546,59,2021-01-04,539,45.0,4672.0,3102.0,0.0
4561,59,2021-01-05,428,8.0,5925.0,770.0,0.0
4576,59,2021-01-06,625,8.0,6054.0,729.0,0.0
4591,59,2021-01-07,761,8.0,9020.0,646.0,0.0
4606,59,2021-01-08,617,18.0,8962.0,831.0,0.0
4621,59,2021-01-09,538,11.0,9330.0,0.0,0.0
4636,59,2021-01-10,507,6.0,8525.0,0.0,0.0
4651,59,2021-01-11,430,5.0,9564.0,2336.0,0.0
4666,59,2021-01-12,446,9.0,5719.0,603.0,0.0
4681,59,2021-01-13,519,12.0,5883.0,749.0,0.0
4696,59,2021-01-14,536,7.0,9118.0,712.0,0.0
4711,59,2021-01-15,509,9.0,9414.0,510.0,0.0
4726,59,2021-01-16,584,17.0,9821.0,0.0,0.0
4741,59,2021-01-17,445,9.0,9181.0,0.0,0.0
4756,59,2021-01-18,301,5.0,10621.0,1541.0,0.0
4771,59,2021-01-19,465,12.0,5636.0,443.0,0.0
4786,59,2021-01-20,500,14.0,5152.0,465.0,0.0
4801,59,2021-01-21,564,15.0,10542.0,446.0,0.0
4816,59,2021-01-22,508,9.0,8942.0,445.0,0.0
4831,59,2021-01-23,527,0.0,9542.0,0.0,0.0
4846,59,2021-01-24,471,0.0,10297.0,0.0,0.0
4861,59,2021-01-25,346,26.0,10545.0,1376.0,0.0
4876,59,2021-01-26,406,14.0,5926.0,521.0,0.0
4891,59,2021-01-27,485,4.0,5226.0,426.0,0.0
4906,59,2021-01-28,546,12.0,11739.0,363.0,0.0
4921,59,2021-01-29,514,5.0,10027.0,410.0,0.0
4936,59,2021-01-30,408,0.0,11764.0,0.0,0.0
4951,59,2021-01-31,473,0.0,11496.0,0.0,0.0
4966,59,2021-02-01,277,21.0,8911.0,1566.0,0.0
4981,59,2021-02-02,429,8.0,5940.0,12.0,0.0
4996,59,2021-02-03,414,16.0,5566.0,514.0,0.0
5011,59,2021-02-04,465,6.0,7961.0,435.0,1.0
5026,59,2021-02-05,471,6.0,8727.0,489.0,1.0
5041,59,2021-02-06,428,0.0,8186.0,0.0,1.0
5056,59,2021-02-07,465,0.0,8673.0,0.0,1.0
5071,59,2021-02-08,343,13.0,7910.0,3038.0,1.0
5086,59,2021-02-09,435,4.0,5552.0,13.0,1.0
5101,59,2021-02-10,469,6.0,4987.0,549.0,1.0
5116,59,2021-02-11,449,9.0,8050.0,436.0,1.0
5131,59,2021-02-12,445,10.0,8211.0,405.0,1.0
5146,59,2021-02-13,452,10.0,7731.0,0.0,1.0
5161,59,2021-02-14,431,5.0,7804.0,0.0,1.0
5176,59,2021-02-15,348,7.0,7987.0,0.0,1.0
5191,59,2021-02-16,302,4.0,5487.0,0.0,1.0
5206,59,2021-02-17,427,3.0,5248.0,2159.0,1.0
5221,59,2021-02-18,617,4.0,5635.0,435.0,1.0
5236,59,2021-02-19,508,6.0,9147.0,368.0,1.0
5251,59,2021-02-20,504,0.0,9117.0,0.0,1.0
5266,59,2021-02-21,475,0.0,6006.0,0.0,1.0
5281,59,2021-02-22,449,8.0,7219.0,1343.0,1.0
5296,59,2021-02-23,595,1.0,6006.0,440.0,1.0
5311,59,2021-02-24,492,2.0,6758.0,466.0,1.0
5326,59,2021-02-25,432,10.0,9187.0,562.0,1.0
5341,59,2021-02-26,558,7.0,8270.0,407.0,1.0
5356,59,2021-02-27,569,0.0,9764.0,0.0,1.0
5371,59,2021-02-28,545,0.0,8762.0,0.0,1.0
5386,59,2021-03-01,475,8.0,8720.0,1588.0,1.0
5401,59,2021-03-02,438,2.0,6726.0,479.0,1.0
5416,59,2021-03-03,542,7.0,6415.0,564.0,1.0
5431,59,2021-03-04,564,4.0,9189.0,470.0,1.0
5446,59,2021-03-05,634,4.0,8282.0,463.0,1.0
5461,59,2021-03-06,545,3.0,10384.0,0.0,1.0
5476,59,2021-03-07,532,4.0,9441.0,0.0,1.0
5491,59,2021-03-08,385,4.0,9712.0,1485.0,1.0
5506,59,2021-03-09,550,2.0,6607.0,533.0,1.0
5521,59,2021-03-10,531,1.0,6560.0,539.0,1.0
5536,59,2021-03-11,569,3.0,9147.0,520.0,1.0
5551,59,2021-03-12,648,0.0,8983.0,496.0,0.0
5566,59,2021-03-13,555,4.0,9270.0,0.0,0.0
5581,59,2021-03-14,491,3.0,8963.0,0.0,0.0
5596,59,2021-03-15,460,3.0,8660.0,1565.0,0.0
5611,59,2021-03-16,556,0.0,7198.0,546.0,0.0
5626,59,2021-03-17,498,4.0,7101.0,647.0,1.0
5641,59,2021-03-18,622,8.0,8843.0,3530.0,1.0
5656,59,2021-03-19,737,2.0,8234.0,-2535.0,1.0
5671,59,2021-03-20,556,0.0,9789.0,0.0,1.0
5686,59,2021-03-21,598,0.0,0.0,0.0,1.0
5701,59,2021-03-22,631,16.0,16687.0,1668.0,1.0
5716,59,2021-03-23,682,1.0,6433.0,561.0,0.0
5731,59,2021-03-24,716,3.0,6006.0,550.0,0.0
5746,59,2021-03-25,800,5.0,8152.0,494.0,0.0
5761,59,2021-03-26,908,3.0,8869.0,515.0,0.0
5776,59,2021-03-27,936,3.0,9017.0,0.0,0.0
5791,59,2021-03-28,805,1.0,9345.0,0.0,0.0
5806,59,2021-03-29,777,2.0,9406.0,1856.0,1.0
5821,59,2021-03-30,840,0.0,7335.0,679.0,1.0
5836,59,2021-03-31,1013,3.0,7579.0,665.0,1.0
5851,59,2021-04-01,832,5.0,9984.0,666.0,0.0
5866,59,2021-04-02,1074,0.0,9880.0,0.0,0.0
5881,59,2021-04-03,1077,0.0,6902.0,0.0,0.0
5896,59,2021-04-04,999,0.0,10784.0,0.0,0.0
5911,59,2021-04-05,890,23.0,8629.0,3074.0,0.0
5926,59,2021-04-06,1068,3.0,6983.0,885.0,0.0
5941,59,2021-04-07,997,2.0,8106.0,935.0,0.0
5956,59,2021-04-08,1293,2.0,11202.0,836.0,0.0
5971,59,2021-04-09,1262,2.0,12332.0,874.0,0.0
5986,59,2021-04-10,1283,9.0,12886.0,0.0,0.0
6001,59,2021-04-11,1036,5.0,12715.0,0.0,0.0
6016,59,2021-04-12,970,4.0,11676.0,2880.0,0.0
6031,59,2021-04-13,873,2.0,9960.0,1052.0,0.0
6046,59,2021-04-14,1168,6.0,8361.0,1092.0,0.0
6061,59,2021-04-15,1205,3.0,7846.0,971.0,0.0
6076,59,2021-04-16,1005,6.0,13018.0,960.0,0.0
6091,59,2021-04-17,1027,0.0,11718.0,0.0,0.0
6106,59,2021-04-18,933,0.0,11794.0,0.0,0.0
6121,59,2021-04-19,1000,8.0,10656.0,3628.0,0.0
6136,59,2021-04-20,849,1.0,9133.0,1054.0,0.0
6151,59,2021-04-21,862,7.0,8453.0,1066.0,0.0
6166,59,2021-04-22,1006,4.0,10113.0,1196.0,0.0
6181,59,2021-04-23,1001,4.0,9377.0,904.0,0.0
6196,59,2021-04-24,881,9.0,10753.0,0.0,0.0
6211,59,2021-04-25,847,5.0,10415.0,0.0,0.0
6226,59,2021-04-26,763,3.0,10779.0,3102.0,0.0
6242,59,2021-04-27,799,0.0,8236.0,909.0,0.0
6257,59,2021-04-28,841,5.0,8596.0,907.0,0.0
6272,59,2021-04-29,853,1.0,11197.0,880.0,0.0
6287,59,2021-04-30,740,4.0,10914.0,848.0,0.0
6302,59,2021-05-01,835,0.0,10298.0,0.0,0.0
6317,59,2021-05-02,671,0.0,0.0,0.0,0.0
6332,59,2021-05-03,668,15.0,20773.0,2733.0,0.0
6347,59,2021-05-04,697,-2.0,7429.0,865.0,0.0
6362,59,2021-05-05,572,0.0,8192.0,869.0,0.0
6377,59,2021-05-06,694,1.0,10354.0,773.0,0.0
6392,59,2021-05-07,722,7.0,9397.0,774.0,0.0
6407,59,2021-05-08,596,12.0,9911.0,0.0,0.0
6422,59,2021-05-09,605,4.0,8813.0,0.0,0.0
6437,59,2021-05-10,566,4.0,8826.0,2340.0,0.0
6452,59,2021-05-11,515,2.0,6948.0,643.0,0.0
6467,59,2021-05-12,600,1.0,7976.0,742.0,0.0
6482,59,2021-05-13,587,7.0,9109.0,786.0,0.0
6497,59,2021-05-14,494,2.0,8918.0,643.0,0.0
6512,59,2021-05-15,443,0.0,8107.0,0.0,0.0
6527,59,2021-05-16,493,0.0,8292.0,0.0,0.0
6542,59,2021-05-17,424,14.0,7675.0,1888.0,0.0
6557,59,2021-05-18,411,2.0,5887.0,542.0,0.0
6572,59,2021-05-19,521,8.0,7279.0,602.0,0.0
6587,59,2021-05-20,357,3.0,8665.0,536.0,0.0
6602,59,2021-05-21,420,6.0,7581.0,547.0,0.0
6617,59,2021-05-22,356,0.0,7214.0,0.0,0.0
6632,59,2021-05-23,325,0.0,0.0,0.0,0.0
6647,59,2021-05-24,293,12.0,0.0,1535.0,0.0
6662,59,2021-05-25,289,1.0,18561.0,459.0,0.0
