,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday
856,35,20200503,434,40.0,16305.0,615.0,467.4,50.3,12582.8,532.5
871,35,20200504,370,84.0,17146.0,500.0,440.4,53.7,13276.0,541.8
886,35,20200505,387,61.0,14555.0,274.0,431.5,55.0,13502.0,527.0
901,35,20200506,412,68.0,10654.0,443.0,429.0,59.4,13509.6,522.2
916,35,20200507,399,48.0,12961.0,347.0,426.5,58.5,13603.7,504.4
931,35,20200508,477,63.0,15179.0,421.0,421.7,58.9,13866.6,502.6
946,35,20200509,346,59.0,16295.0,393.0,421.6,60.3,14410.9,477.1
961,35,20200510,294,35.0,19227.0,389.0,405.1,55.2,15178.2,456.7
976,35,20200511,308,35.0,17618.0,359.0,393.8,54.8,15647.2,430.6
991,35,20200512,361,56.0,13970.0,260.0,378.8,54.9,15391.0,400.1
1006,35,20200513,329,40.0,11957.0,454.0,368.3,54.9,14956.2,384.0
1021,35,20200514,345,33.0,15137.0,359.0,365.8,49.8,14755.3,369.9
1036,35,20200515,341,32.0,17429.0,437.0,361.2,46.9,15042.7,386.2
1051,35,20200516,391,33.0,18354.0,379.0,359.1,43.4,15812.7,379.8
1066,35,20200517,340,23.0,17768.0,340.0,353.2,40.9,16293.4,379.1
1081,35,20200518,304,23.0,16217.0,278.0,335.9,36.9,16397.2,364.8
1096,35,20200519,427,15.0,9155.0,260.0,344.0,32.5,15683.2,351.5
1111,35,20200520,390,43.0,5813.0,292.0,353.6,33.3,14341.8,341.8
1126,35,20200521,413,31.0,7382.0,319.0,364.1,32.9,13318.2,337.8
1141,35,20200522,441,28.0,10506.0,258.0,372.1,30.1,12971.8,337.6
1156,35,20200523,412,27.0,11276.0,379.0,380.4,28.8,12903.7,330.1
1171,35,20200524,460,25.0,11028.0,331.0,391.9,28.0,12492.8,327.3
1186,35,20200525,404,29.0,11383.0,221.0,398.2,27.7,11888.2,305.7
1201,35,20200526,287,21.0,8170.0,260.0,387.8,26.5,10869.8,293.8
1216,35,20200527,292,32.0,9875.0,414.0,383.0,27.4,10080.5,301.2
1231,35,20200528,383,34.0,15133.0,301.0,390.9,28.5,9972.1,303.5
1246,35,20200529,344,41.0,17615.0,310.0,382.6,31.1,10818.1,308.5
1261,35,20200530,323,17.0,18525.0,370.0,375.9,28.5,12089.3,316.3
1276,35,20200531,326,19.0,20640.0,457.0,367.2,27.3,13415.1,330.1
1291,35,20200601,404,10.0,17014.0,343.0,363.5,25.5,14065.9,338.6
1306,35,20200602,446,17.0,14379.0,331.0,366.9,24.5,14376.2,333.8
1321,35,20200603,338,19.0,15244.0,327.0,354.7,23.9,14797.8,333.4
1336,35,20200604,356,45.0,17537.0,397.0,349.9,25.5,15413.2,351.0
1351,35,20200605,344,15.0,20822.0,375.0,355.6,24.9,16678.4,362.5
1366,35,20200606,455,35.0,22730.0,364.0,371.9,25.2,17963.9,357.5
1381,35,20200607,415,19.0,23105.0,305.0,375.1,23.7,18761.1,357.9
1396,35,20200608,243,24.0,19374.0,240.0,365.0,22.0,18937.0,350.9
1411,35,20200609,230,14.0,15357.0,337.0,355.7,21.7,18620.2,347.6
1426,35,20200610,251,11.0,13509.0,551.0,348.2,20.9,17907.1,357.0
1441,35,20200611,203,12.0,19941.0,505.0,328.1,21.1,18199.8,373.2
1456,35,20200612,182,11.0,24341.0,302.0,301.7,20.5,19196.0,370.3
1471,35,20200613,266,9.0,28335.0,351.0,294.5,19.5,20505.1,372.7
1486,35,20200614,197,12.0,27456.0,423.0,278.6,16.2,21497.0,375.3
1501,35,20200615,181,13.0,23278.0,252.0,262.3,16.0,21742.6,363.0
1516,35,20200616,184,11.0,21751.0,218.0,235.2,13.6,21644.7,348.4
1531,35,20200617,190,12.0,21724.0,353.0,212.7,12.9,21506.6,353.2
1546,35,20200618,173,3.0,24205.0,220.0,205.7,10.8,21989.7,351.2
1561,35,20200619,178,11.0,25278.0,246.0,200.5,10.5,22981.8,342.1
1576,35,20200620,206,31.0,27225.0,218.0,196.0,12.5,24353.4,308.8
1591,35,20200621,175,11.0,27387.0,251.0,193.2,12.4,25098.0,283.4
1606,35,20200622,161,3.0,23408.0,214.0,191.1,11.6,25004.7,274.6
1621,35,20200623,216,10.0,21900.0,174.0,186.1,11.7,24361.2,256.9
1636,35,20200624,163,12.0,16189.0,229.0,182.7,11.7,23234.5,237.5
1651,35,20200625,189,10.0,23207.0,192.0,183.5,11.4,23227.4,231.5
1666,35,20200626,111,3.0,27511.0,226.0,176.2,10.6,23803.4,232.3
1681,35,20200627,160,8.0,30780.0,178.0,173.2,10.2,24709.0,214.8
1696,35,20200628,178,6.0,33492.0,175.0,173.7,10.5,25637.7,210.3
1711,35,20200629,257,7.0,28633.0,89.0,181.6,10.1,25973.2,194.6
1726,35,20200630,157,7.0,27127.0,148.0,176.7,7.7,25963.4,187.6
1741,35,20200701,0,0.0,23759.0,0.0,159.2,6.6,25600.6,162.5
1756,35,20200702,302,8.0,26056.0,386.0,173.3,7.1,25865.4,179.7
1771,35,20200703,165,2.0,24322.0,179.0,168.2,6.3,26107.6,180.2
1786,35,20200704,121,5.0,24194.0,174.0,164.0,5.6,26908.1,174.7
1801,35,20200705,138,2.0,21425.0,183.0,158.9,4.8,26729.9,173.8
1816,35,20200706,154,0.0,23792.0,160.0,163.2,4.5,26358.0,167.2
1831,35,20200707,112,2.0,17303.0,177.0,158.4,3.9,25010.3,167.1
1846,35,20200708,118,9.0,15112.0,202.0,152.4,4.2,23172.3,169.8
1861,35,20200709,170,3.0,22832.0,172.0,143.7,3.8,22592.2,178.1
1876,35,20200710,116,7.0,26326.0,178.0,139.6,3.8,22512.1,181.1
1891,35,20200711,130,6.0,27484.0,267.0,152.6,4.4,22884.6,207.8
1906,35,20200712,129,3.0,29522.0,112.0,135.3,3.9,23231.2,180.4
1921,35,20200713,116,3.0,25726.0,129.0,130.4,4.0,23371.6,175.4
1936,35,20200714,111,1.0,20896.0,122.0,129.4,3.6,23041.8,170.2
1951,35,20200715,102,14.0,16744.0,135.0,125.8,4.8,22573.7,165.4
1966,35,20200716,111,5.0,23769.0,141.0,121.5,5.3,22571.4,163.5
1981,35,20200717,111,9.0,26492.0,101.0,121.4,6.0,23490.3,155.9
1996,35,20200718,166,2.0,31163.0,132.0,126.2,5.3,25095.4,148.9
2011,35,20200719,164,3.0,28849.0,113.0,125.6,5.3,25697.1,143.0
2026,35,20200720,135,1.0,26890.0,106.0,127.5,4.7,25753.5,135.8
2041,35,20200721,203,1.0,20913.0,92.0,134.8,4.2,25096.4,118.3
2056,35,20200722,165,2.0,22974.0,207.0,138.4,4.1,24441.6,127.8
2071,35,20200723,103,0.0,23990.0,151.0,137.1,3.8,24268.0,130.0
2086,35,20200724,195,3.0,26001.0,137.0,145.5,4.0,24778.5,131.5
2101,35,20200725,138,1.0,28809.0,140.0,149.1,2.7,25985.0,132.0
2116,35,20200726,137,4.0,29904.0,119.0,151.7,2.6,26598.5,129.8
2131,35,20200727,119,1.0,26144.0,102.0,152.5,1.8,26563.7,129.9
2146,35,20200728,111,4.0,24664.0,106.0,147.0,2.0,25913.8,127.3
2161,35,20200729,76,1.0,17334.0,174.0,138.2,1.8,24762.3,133.4
2176,35,20200730,89,3.0,27308.0,165.0,133.6,2.0,24804.1,139.3
2191,35,20200731,134,3.0,27676.0,168.0,126.7,2.2,25480.4,146.9
2206,35,20200801,124,2.0,30033.0,163.0,122.6,2.2,26186.3,142.5
2221,35,20200802,116,1.0,33282.0,122.0,123.9,2.3,27115.5,139.6
2236,35,20200803,0,0.0,30443.0,0.0,104.4,2.0,27559.7,125.9
2251,35,20200804,179,4.0,23021.0,242.0,108.5,2.3,26980.9,136.1
2266,35,20200805,86,0.0,19169.0,146.0,103.4,1.9,25907.4,138.8
2281,35,20200806,95,1.0,17229.0,159.0,101.0,1.9,25015.9,144.5
2296,35,20200807,88,0.0,26181.0,118.0,98.7,1.5,25167.6,145.7
2311,35,20200808,70,1.0,25136.0,107.0,98.1,1.5,25947.8,139.0
2326,35,20200809,79,2.0,26008.0,148.0,97.1,1.4,25817.8,137.3
2341,35,20200810,115,0.0,27771.0,102.0,95.2,1.1,25827.3,130.7
2356,35,20200811,33,0.0,22275.0,75.0,86.1,0.9,25051.5,121.9
2371,35,20200812,95,1.0,21581.0,134.0,84.0,0.9,23881.4,123.1
2386,35,20200813,78,0.0,24572.0,99.0,91.8,0.9,23294.3,133.0
2401,35,20200814,92,1.0,29626.0,83.0,83.1,0.6,23954.8,117.1
2416,35,20200815,106,6.0,30137.0,101.0,85.1,1.2,25051.6,112.6
2431,35,20200816,81,0.0,30436.0,80.0,83.7,1.1,26372.3,104.7
2446,35,20200817,99,0.0,23813.0,83.0,84.8,1.1,26135.5,101.2
2461,35,20200818,125,3.0,25567.0,90.0,90.3,1.3,26178.6,99.5
2476,35,20200819,102,0.0,23067.0,89.0,92.6,1.1,25884.5,93.6
2491,35,20200820,76,1.0,25642.0,76.0,88.7,1.2,25671.6,91.0
2506,35,20200821,131,3.0,25917.0,106.0,98.5,1.5,26035.8,94.1
2521,35,20200822,108,1.0,28073.0,90.0,99.8,1.5,26685.0,89.7
2536,35,20200823,115,0.0,28656.0,108.0,103.5,1.5,27093.4,90.6
2551,35,20200824,105,1.0,23384.0,78.0,104.8,1.5,26469.2,90.1
2566,35,20200825,100,2.0,18790.0,75.0,104.2,1.1,25334.5,87.5
2581,35,20200826,88,2.0,20013.0,115.0,104.9,1.3,24292.2,91.0
2596,35,20200827,118,1.0,21960.0,77.0,106.8,1.4,24106.9,90.4
2611,35,20200828,122,6.0,28625.0,83.0,106.5,1.7,24412.7,89.7
2626,35,20200829,148,0.0,31823.0,103.0,111.1,1.7,25288.3,91.1
2641,35,20200830,112,1.0,32106.0,78.0,114.7,1.7,25934.7,91.3
2656,35,20200831,114,1.0,24970.0,73.0,113.0,1.5,25840.0,88.0
2671,35,20200901,112,1.0,25098.0,92.0,113.4,1.5,25542.5,88.2
2686,35,20200902,133,0.0,23545.0,137.0,115.2,1.5,25031.4,91.1
2701,35,20200903,132,0.0,24004.0,119.0,117.9,1.4,25093.4,95.2
2716,35,20200904,148,-1.0,26298.0,116.0,122.7,1.1,25844.2,99.3
2731,35,20200905,169,0.0,28591.0,106.0,130.8,0.9,26702.0,98.4
2746,35,20200906,158,2.0,28672.0,111.0,134.8,1.0,27373.2,101.8
2761,35,20200907,0,0.0,28955.0,0.0,122.6,0.4,27406.2,93.5
2776,35,20200908,375,0.0,23725.0,238.0,145.3,0.4,26596.4,107.0
2791,35,20200909,149,0.0,20929.0,136.0,149.0,0.3,25478.7,112.8
2806,35,20200910,170,1.0,17605.0,142.0,154.6,0.3,24742.2,119.7
2821,35,20200911,213,-1.0,24669.0,124.0,164.7,0.1,24699.3,122.9
2836,35,20200912,232,1.0,32501.0,119.0,174.6,0.2,25594.9,121.1
2851,35,20200913,204,1.0,35618.0,124.0,181.8,0.3,26756.3,121.6
2866,35,20200914,313,1.0,31143.0,133.0,198.3,0.5,27240.8,123.3
2881,35,20200915,251,9.0,29540.0,117.0,206.5,1.4,27335.7,124.4
2896,35,20200916,315,2.0,27664.0,154.0,222.2,1.4,27234.9,128.7
2911,35,20200917,293,3.0,28761.0,179.0,251.5,1.7,27215.5,146.6
2926,35,20200918,401,0.0,35134.0,176.0,254.1,1.7,28356.4,140.4
2941,35,20200919,407,1.0,35826.0,177.0,279.9,1.8,29846.1,144.5
2956,35,20200920,365,1.0,38940.0,191.0,299.4,1.8,31979.6,149.4
2971,35,20200921,425,2.0,40127.0,178.0,320.6,2.1,33525.4,154.8
2986,35,20200922,478,3.0,31753.0,196.0,345.2,2.3,33450.6,162.5
3001,35,20200923,335,3.0,34201.0,258.0,358.3,2.5,33308.9,175.9
3016,35,20200924,409,1.0,35436.0,286.0,367.9,2.5,33738.2,191.2
3031,35,20200925,409,1.0,30634.0,283.0,383.7,1.7,33847.6,207.8
3046,35,20200926,435,0.0,41865.0,338.0,395.7,1.5,35267.7,226.2
3061,35,20200927,491,2.0,43238.0,289.0,415.5,1.4,36715.4,237.2
3076,35,20200928,700,1.0,42509.0,331.0,445.4,1.5,37452.9,252.7
3091,35,20200929,554,4.0,41111.0,323.0,460.1,1.8,37981.4,267.3
3106,35,20200930,625,4.0,38375.0,457.0,486.1,2.1,37924.9,293.9
3121,35,20201001,538,3.0,35753.0,515.0,497.4,2.2,37487.5,327.6
3136,35,20201002,732,76.0,39646.0,428.0,522.8,9.5,38276.8,350.8
3151,35,20201003,653,41.0,40093.0,435.0,554.6,13.3,38866.0,368.5
3166,35,20201004,566,7.0,46254.0,534.0,570.3,13.9,39947.8,393.3
3181,35,20201005,615,5.0,39661.0,541.0,590.9,14.3,40850.5,419.1
3196,35,20201006,548,7.0,38196.0,546.0,602.2,15.0,40483.6,439.9
3211,35,20201007,583,1.0,42031.0,707.0,611.4,14.9,40362.9,481.7
3226,35,20201008,797,4.0,43277.0,695.0,621.1,15.2,40439.7,518.1
3241,35,20201009,939,5.0,48488.0,724.0,659.6,15.3,41177.4,558.2
3256,35,20201010,809,7.0,44914.0,700.0,678.0,15.6,41831.3,582.5
3271,35,20201011,649,1.0,44298.0,705.0,689.1,15.4,42685.8,601.5
3286,35,20201012,0,0.0,44138.0,0.0,615.9,7.8,43135.0,558.7
3301,35,20201013,1553,12.0,36473.0,1292.0,705.9,4.9,42773.0,644.4
3316,35,20201014,721,0.0,31233.0,783.0,721.4,4.2,41270.9,669.3
3331,35,20201015,783,10.0,32206.0,779.0,738.2,4.7,40525.4,693.1
3346,35,20201016,712,9.0,39961.0,713.0,754.6,4.9,40701.9,709.8
3361,35,20201017,805,10.0,38507.0,682.0,776.8,5.8,40349.5,707.3
3376,35,20201018,658,5.0,44722.0,685.0,762.9,5.9,40494.0,706.3
3391,35,20201019,704,4.0,40850.0,607.0,739.4,5.8,39730.2,694.6
3406,35,20201020,821,3.0,31864.0,628.0,740.6,5.4,38425.2,687.4
3421,35,20201021,790,9.0,24049.0,719.0,754.7,6.2,36400.3,688.8
3436,35,20201022,841,9.0,32646.0,741.0,838.8,7.1,35251.1,762.9
3451,35,20201023,826,9.0,38860.0,733.0,766.1,6.8,35489.8,707.0
3466,35,20201024,978,6.0,40019.0,625.0,791.8,7.4,36368.4,691.2
3481,35,20201025,1042,7.0,44151.0,736.0,817.7,7.1,37562.9,686.9
3496,35,20201026,851,6.0,38769.0,679.0,831.6,6.8,37443.7,683.5
3512,35,20201027,827,4.0,28652.0,691.0,833.8,6.2,36458.2,684.4
3527,35,20201028,834,5.0,23945.0,773.0,851.4,6.2,34380.5,693.2
3542,35,20201029,934,10.0,30010.0,820.0,874.4,6.8,33296.5,714.5
3557,35,20201030,896,9.0,35621.0,796.0,881.9,7.4,33672.2,731.3
3572,35,20201031,1015,9.0,41008.0,798.0,904.4,7.4,35368.1,739.2
3587,35,20201101,977,9.0,41920.0,864.0,918.0,7.4,36295.5,751.5
3602,35,20201102,948,7.0,37133.0,826.0,930.2,7.2,36122.8,760.8
3618,35,20201103,1050,14.0,27908.0,837.0,937.4,8.0,34911.7,782.0
3633,35,20201104,987,16.0,25279.0,945.0,931.9,8.9,33024.5,802.9
3648,35,20201105,998,13.0,28567.0,948.0,946.6,9.6,32004.3,829.8
3663,35,20201106,1003,14.0,35754.0,949.0,964.2,10.6,32714.5,855.6
3678,35,20201107,1132,11.0,41268.0,852.0,994.0,11.2,34446.8,863.5
3679,35,20201107,1132,11.0,41268.0,852.0,1013.8,11.3,35572.6,866.7
3694,35,20201108,1328,13.0,39165.0,877.0,1057.0,11.7,35927.0,874.8
3709,35,20201109,1242,12.0,37577.0,821.0,1079.7,12.0,35583.9,877.1
3724,35,20201110,1388,15.0,28401.0,781.0,1120.8,12.6,34232.0,868.8
3739,35,20201111,1426,15.0,29125.0,886.0,1168.6,13.4,33431.2,874.8
3754,35,20201112,1575,18.0,36707.0,917.0,1221.1,13.8,34311.1,882.8
3769,35,20201113,1396,19.0,39559.0,1018.0,1262.0,14.1,35739.1,890.1
3784,35,20201114,1581,20.0,40509.0,1003.0,1320.3,14.8,36933.3,895.6
3799,35,20201115,1248,34.0,44837.0,1062.0,1344.8,16.8,37841.6,906.9
3814,35,20201116,1487,10.0,42206.0,992.0,1380.3,16.7,37935.4,920.9
3815,35,20201116,1487,10.0,42206.0,992.0,1415.8,16.6,38029.2,934.9
3830,35,20201117,1249,12.0,33351.0,1135.0,1407.9,16.5,37447.8,960.7
3845,35,20201118,1417,32.0,26468.0,1495.0,1425.4,18.5,36336.9,1028.1
3860,35,20201119,1210,28.0,33440.0,1376.0,1407.6,19.8,36840.8,1087.6
3875,35,20201120,1418,8.0,41838.0,1415.0,1406.8,19.1,38112.1,1140.5
3890,35,20201121,1588,21.0,48173.0,1363.0,1408.1,19.4,39258.7,1185.1
3905,35,20201122,1534,14.0,46671.0,1429.0,1421.9,18.9,39969.9,1226.2
3920,35,20201123,1589,19.0,46389.0,1484.0,1422.7,18.8,40557.9,1274.3
3935,35,20201124,1009,14.0,37471.0,1082.0,1398.8,16.8,39821.3,1276.3
3950,35,20201125,1373,35.0,27053.0,1476.0,1387.4,19.3,38306.0,1324.7
3965,35,20201126,1478,21.0,36076.0,1365.0,1386.5,20.4,37693.0,1362.0
3980,35,20201127,1855,20.0,47576.0,1451.0,1447.1,21.2,39115.5,1393.6
3995,35,20201128,1822,29.0,58037.0,1510.0,1487.6,20.9,42272.4,1395.1
4010,35,20201129,1708,24.0,55086.0,1443.0,1537.4,20.5,44437.0,1401.8
4025,35,20201130,1746,8.0,53959.0,1320.0,1570.2,20.5,45649.1,1392.3
4040,35,20201201,1707,7.0,39406.0,1373.0,1582.1,19.1,44772.4,1393.3
4055,35,20201202,1723,35.0,34640.0,1686.0,1601.0,21.2,43569.3,1419.0
4070,35,20201203,1824,14.0,44226.0,1541.0,1624.5,20.7,43353.0,1424.7
4085,35,20201204,1780,25.0,52873.0,1553.0,1701.6,21.8,44893.2,1471.8
4100,35,20201205,1859,20.0,56001.0,1624.0,1750.2,20.3,47788.0,1486.6
4115,35,20201206,1924,15.0,59399.0,1574.0,1794.8,19.7,50120.3,1507.5
4130,35,20201207,1925,26.0,59251.0,1412.0,1801.8,20.3,51287.8,1503.6
4145,35,20201208,1676,10.0,45283.0,1549.0,1787.2,18.4,50012.4,1507.5
4160,35,20201209,1890,28.0,39198.0,1924.0,1805.4,18.8,48423.6,1555.6
4175,35,20201210,1983,35.0,48546.0,1804.0,1829.1,21.5,47882.3,1604.0
4190,35,20201211,1848,45.0,61809.0,1753.0,1843.2,25.3,50122.6,1642.0
4205,35,20201212,1873,17.0,63051.0,1918.0,1858.2,23.5,52963.7,1665.2
4220,35,20201213,1677,16.0,65260.0,1678.0,1843.5,23.7,55067.1,1678.9
4235,35,20201214,1940,23.0,58190.0,1535.0,1859.5,23.5,55598.8,1677.1
4250,35,20201215,2275,26.0,57091.0,1810.0,1901.1,24.1,55707.8,1695.7
4265,35,20201216,2139,43.0,39566.0,2043.0,1922.6,26.9,53724.5,1742.6
4280,35,20201217,2432,23.0,49189.0,2009.0,1973.3,26.6,52718.3,1802.3
4295,35,20201218,2290,40.0,58178.0,1992.0,2034.7,29.6,54007.8,1846.6
4310,35,20201219,2357,27.0,68246.0,1865.0,2081.4,29.5,56912.6,1840.7
4325,35,20201220,2316,25.0,67207.0,1931.0,2114.7,28.5,58778.7,1853.4
4340,35,20201221,2123,17.0,69412.0,1654.0,2142.2,25.7,59539.0,1843.5
4355,35,20201222,2202,21.0,54505.0,1900.0,2175.1,26.1,58684.4,1841.7
4370,35,20201223,2408,41.0,45265.0,2243.0,2248.2,28.6,56684.9,1898.2
4385,35,20201224,2447,49.0,56660.0,2013.0,2298.9,31.2,56531.9,1946.0
4400,35,20201225,2159,0.0,64592.0,0.0,2287.3,28.6,57282.0,1765.0
4415,35,20201226,2142,81.0,61465.0,4150.0,2287.6,32.4,59471.9,1975.7
4430,35,20201227,2005,18.0,49511.0,2005.0,2244.9,31.9,59504.1,1975.3
4445,35,20201228,1939,37.0,41783.0,2151.0,2209.8,31.6,57864.6,1991.2
4460,35,20201229,2553,41.0,39565.0,2233.0,2229.4,33.0,54996.5,2028.0
4475,35,20201230,2923,19.0,34112.0,2237.0,2290.1,32.4,51687.0,2058.6
4490,35,20201231,3328,56.0,39210.0,2213.0,2410.6,36.3,48666.8,2114.5
4505,35,20210101,2476,51.0,63858.0,2460.0,2438.0,39.3,49602.1,2170.5
4520,35,20210102,3363,44.0,70570.0,2054.0,2533.5,39.6,52132.6,2151.6
4535,35,20210103,2964,25.0,61401.0,2175.0,2585.2,37.2,52606.7,2167.8
4550,35,20210104,3270,29.0,49803.0,2074.0,2696.3,40.1,51127.8,2375.2
4565,35,20210105,3353,51.0,39121.0,2015.0,2817.4,37.1,48893.4,2161.7
4580,35,20210106,3491,37.0,35152.0,3005.0,2966.0,39.0,47457.5,2261.7
4595,35,20210107,3519,89.0,51045.0,2776.0,3124.0,44.2,48383.7,2324.2
4610,35,20210108,3799,26.0,65772.0,2738.0,3248.6,42.7,51004.4,2374.7
4625,35,20210109,3443,40.0,71481.0,2915.0,3300.6,44.8,54741.3,2442.5
4640,35,20210110,3945,61.0,72900.0,2496.0,3362.3,45.3,58110.3,2470.8
4655,35,20210111,3338,29.0,62308.0,2756.0,3448.5,43.1,57955.3,2500.4
4670,35,20210112,2903,41.0,46403.0,3353.0,3402.5,42.8,55538.6,2630.3
4685,35,20210113,2961,74.0,44802.0,3392.0,3402.2,47.7,53878.7,2752.0
4700,35,20210114,3326,62.0,50931.0,3593.0,3407.8,51.0,53991.5,2903.9
4715,35,20210115,2998,54.0,71169.0,3380.0,3372.3,51.3,57196.3,3040.4
4730,35,20210116,3056,51.0,76472.0,3212.0,3328.8,52.7,61328.3,3061.1
4745,35,20210117,3422,69.0,73875.0,3078.0,3319.1,50.7,63611.3,3091.3
4760,35,20210118,2578,24.0,60183.0,2826.0,3197.0,50.5,63052.4,3100.1
4775,35,20210119,1913,46.0,40301.0,2873.0,3044.0,51.1,59934.4,3095.9
4790,35,20210120,2655,89.0,34531.0,3714.0,2915.0,53.9,56097.5,3217.7
