,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class,median_numtoday,median_numdeathstoday,median_numteststoday,median_numrecoveredtoday,std_numtoday,std_numdeathstoday,std_numteststoday,std_numrecoveredtoday,var_numtoday,var_numdeathstoday,var_numteststoday,var_numrecoveredtoday,skew_numtoday,skew_numdeathstoday,skew_numteststoday,skew_numrecoveredtoday,kurt_numtoday,kurt_numdeathstoday,kurt_numteststoday,kurt_numrecoveredtoday
1823,61,20200706,0,0.0,14.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,9.16099391571742,0.0,0.0,0.0,83.92380952381158,0.0,0.0,0.0,0.6850046967400744,0.0,0.0,0.0,1.3498115766928465,0.0
1824,62,20200706,0,0.0,20.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,8.872107174413856,0.0,0.0,0.0,78.71428571428581,0.0,0.0,0.0,0.02903184522741893,0.0,0.0,0.0,-0.9588467961365071,0.0
1825,99,20200706,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,1,20200706,399,9.0,40586.0,331.0,0.0,286.0,11.0,42926.0,334.0,158.77876192393285,14.80765567761081,5344.5719388482685,229.33240586744603,25210.69523809695,219.2666666666797,28564449.209524337,52593.35238095099,0.6730685267843766,1.149952161294257,-0.1869741628092068,1.4513230620524686,1.6125372387877621,0.6983501301085493,0.9100678011247527,3.2971590393877293
1827,59,20200707,12,0.0,1419.0,16.0,1.0,12.0,0.0,1684.0,13.0,10.40054943603586,1.6676187756655874,348.38194693810397,11.574602739248895,108.17142857142584,2.7809523809523924,121369.98095238388,133.97142857142802,0.4909881364270004,2.359926881770967,0.09359746506080564,0.4006261418970902,-0.8240877824049776,5.9694054303737225,-0.8200208474845042,-1.3447312653641375
1828,48,20200707,47,2.0,5602.0,32.0,0.0,44.0,0.0,6542.0,38.0,35.393031329156905,0.5936168397046605,568.2994013051775,29.89553239437124,1252.6666666666822,0.3523809523809486,322964.20952382317,893.7428571429003,0.7363781823298778,2.272968452080517,-0.19606840456854824,0.42347892505433565,1.0124221940898435,4.784795190203774,0.27068963474158053,0.0395832317939179
1829,47,20200707,1,1.0,707.0,5.0,1.0,2.0,0.0,674.0,5.0,4.117326918327105,0.3518657752744984,140.11712787453737,7.2058177553842135,16.952380952380977,0.12380952380952381,19632.80952380946,51.92380952381039,1.1818427198299122,2.40476313871033,1.1854140886879754,1.0093484983471686,0.36015266198611673,4.349112426035505,3.981152660766618,-0.13049026514982295
1830,46,20200707,0,0.0,798.0,3.0,0.0,0.0,0.0,596.0,0.0,1.1629191512660013,0.0,223.02256985934605,1.7099150633320184,1.352380952381237,0.0,49739.06666666689,2.9238095238097404,1.8567612975064778,0.0,0.1927219328541482,2.1956923987495243,3.5393618940225338,0.0,-0.29807152637506196,5.067391060814618
1831,35,20200707,112,2.0,17303.0,177.0,1.0,160.0,6.0,24194.0,177.0,68.77901119493066,3.8147583085146115,4593.298441363071,79.84896456972324,4730.552380952397,14.552380952381261,21098390.57142842,6375.857142856918,-0.18167449947277126,0.05678552063592517,-0.026663718164087507,0.46418121678071184,2.016493875603311,-1.1660350593459394,0.20369417290328257,4.209107970476215
1832,24,20200707,60,13.0,5328.0,80.0,0.0,68.0,7.0,6645.0,80.0,79.53872970955584,12.44339564741458,1338.175990276461,202.6361505847595,6326.409523809782,154.8380952380961,1790714.9809523872,41061.40952380932,1.8521922964664428,1.2298762051409238,-0.0436547213936702,3.107647744335795,4.874661673425023,0.7917188927249794,-1.5757784619813584,10.746045073283536
1833,10,20200707,0,0.0,216.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,113.45462697022252,7.291298206367343e-07,0.0,0.0,12871.952380952343,5.316302953417562e-13,0.0,0.0,0.13653607928864755,0.0,0.0,0.0,-1.5454006454012734,0.0
1834,13,20200707,0,0.0,255.0,0.0,0.0,0.0,0.0,249.0,1.0,0.25819888974716715,0.0,101.80069229814183,2.274077520980493,0.06666666666666977,0.0,10363.380952380952,5.171428571428786,3.8729833462044234,0.0,1.2584804660422368,1.6718669069324563,14.9999999998432,0.0,0.8429281456223032,2.815249370146906
1835,12,20200707,0,0.0,178.0,0.0,0.0,0.0,0.0,358.0,0.0,0.5936168397045877,0.0,121.00700491333207,6.520003037798161e-07,0.3523809523808622,0.0,14642.69523809517,4.2510439612897244e-13,2.2729684520824125,0.0,1.158889424374243,0.0,4.784795190274303,0.0,3.1096881161798864,0.0
1836,11,20200707,0,0.0,306.0,0.0,0.0,0.0,0.0,151.0,0.0,0.8997354108424376,0.0,112.04284894628482,0.0,0.8095238095238099,0.0,12553.599999999997,0.0,2.6151479069468766,0.0,1.1451925805704257,0.0,6.031141868512111,0.0,0.5147291141465203,0.0
1837,60,20200707,0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.109126351029742,0.0,0.0,0.0,9.666666666667519,0.0,0.0,0.0,0.6611834598137647,0.0,0.0,0.0,-0.5927401967830424,0.0
1838,61,20200707,0,0.0,9.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,8.614494982848727,0.0,0.0,0.0,74.20952380952589,0.0,0.0,0.0,1.046183216845779,0.0,0.0,0.0,2.9600262527825305,0.0
1839,62,20200707,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,8.91066776397819,0.0,0.0,0.0,79.40000000000006,0.0,0.0,0.0,0.24639059667530752,0.0,0.0,0.0,-0.8279157790606476,0.0
1840,99,20200707,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,1,20200707,232,18.0,32124.0,313.0,0.0,279.0,18.0,41658.0,331.0,159.94305534277711,14.460125798043771,6022.862074747274,229.0771756001697,25581.780952382665,209.09523809525103,36274867.57142904,52476.352380950986,0.7483042292566084,1.0849773612923213,-0.16272696326566966,1.5880277201469648,1.568399288866749,0.750693158758572,0.022546486258079312,3.647047828651714
1842,59,20200708,18,3.0,1347.0,15.0,1.0,12.0,0.0,1684.0,13.0,10.541527855287715,1.7511900715418292,349.78104716005396,11.385872616453018,111.1238095238068,3.066666666666677,122346.78095238388,129.63809523809468,0.3837675102779923,1.9092879142664516,0.09465206555671137,0.49135137454161687,-1.0335221866582167,3.6235692473877705,-0.8454132229660266,-1.1428121681693695
1843,48,20200708,46,1.0,6014.0,57.0,0.0,44.0,0.0,6518.0,38.0,35.39060946204874,0.6172133998483647,577.6203646983885,29.965853582910402,1252.4952380952534,0.38095238095237727,333645.2857142993,897.9523809524242,0.7300167834970189,1.7915509142231827,0.07868867283598278,0.4091338905179533,1.006363736111914,2.624999999997624,0.04552180704981605,-0.002385013685176464
1844,47,20200708,2,0.0,404.0,9.0,1.0,2.0,0.0,639.0,5.0,4.117326918327105,0.3518657752744984,152.8745828947312,6.943307843493955,16.952380952380977,0.12380952380952381,23370.638095238035,48.209523809524676,1.1818427198299122,2.40476313871033,1.0204913985972368,0.8942632535856985,0.36015266198611673,4.349112426035505,3.0736893013020605,-0.2205734627015972
1845,46,20200708,0,0.0,291.0,5.0,0.0,0.0,0.0,596.0,0.0,1.1629191512660013,0.0,232.3265763859966,1.9808608037441044,1.352380952381237,0.0,53975.63809523831,3.9238095238097395,1.8567612975064778,0.0,0.11563649230504683,1.5456915724770066,3.5393618940225338,0.0,-0.4589355360540526,1.4339602790326138
1846,35,20200708,118,9.0,15112.0,202.0,1.0,157.0,6.0,24194.0,178.0,67.8843554457559,3.7378374190738795,5180.060064001817,80.07573795803312,4608.285714285729,13.971428571428879,26833022.266666513,6412.123809523585,0.08098950892480049,0.044694275111756075,-0.21694172373250542,0.3817694521876382,2.2565530118115498,-1.0937510555486631,-0.23228231631684992,4.0675182740540645
1847,24,20200708,82,13.0,6480.0,76.0,0.0,74.0,8.0,6645.0,76.0,79.15054973788736,12.383552840456643,1240.9721342944185,203.08928367310997,6264.809523809781,153.3523809523818,1540011.8380952445,41245.257142856935,1.787186577485364,1.1401201592104857,-0.05144886555396113,3.128554843681257,4.771579386363303,0.672527266339203,-1.4101472667157593,10.824182267530347
1848,10,20200708,0,0.0,306.0,0.0,1.0,0.0,0.0,323.0,0.0,0.0,0.0,109.99792205829534,7.291298206367343e-07,0.0,0.0,12099.542857142817,5.316302953417562e-13,0.0,0.0,0.0008129967582531148,0.0,0.0,0.0,-1.3643693005353394,0.0
1849,13,20200708,0,0.0,359.0,0.0,0.0,0.0,0.0,255.0,1.0,0.0,0.0,99.40192582210292,1.5337473561122015,0.0,0.0,9880.742857142852,2.352380952381168,0.0,0.0,1.0590069255221306,1.1277471617225718,0.0,0.0,0.3620526311959538,-0.13093276275737672
1850,12,20200708,1,0.0,291.0,0.0,0.0,0.0,0.0,358.0,0.0,0.6172133998482949,0.0,122.33704418920833,6.520003037798161e-07,0.3809523809522912,0.0,14966.352380952312,4.2510439612897244e-13,1.7915509142264898,0.0,1.2271536078297742,0.0,2.625000000150227,0.0,3.0438796737379814,0.0
1851,11,20200708,0,0.0,245.0,0.0,0.0,0.0,0.0,151.0,0.0,0.8997354108424376,0.0,112.01496498661407,0.0,0.8095238095238099,0.0,12547.352380952378,0.0,2.6151479069468766,0.0,0.9851236764561424,0.0,6.031141868512111,0.0,0.2414402475204455,0.0
1852,60,20200708,0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.972893411828969,0.0,0.0,0.0,8.83809523809609,0.0,0.0,0.0,0.6391191655034058,0.0,0.0,0.0,-0.41402033979712244,0.0
1853,61,20200708,0,0.0,9.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,8.626095513587007,0.0,0.0,0.0,74.4095238095259,0.0,0.0,0.0,1.2179140958718995,0.0,0.0,0.0,3.251270624189633,0.0
1854,62,20200708,0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.617258430448915,0.0,0.0,0.0,74.2571428571429,0.0,0.0,0.0,0.5077875133057841,0.0,0.0,0.0,-0.3409996830401973,0.0
1855,99,20200708,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,1,20200708,267,26.0,30869.0,364.0,0.0,267.0,18.0,41658.0,331.0,160.03437130817153,14.593866944061304,6593.06524058932,229.0822892283335,25611.000000001717,212.98095238096525,43468509.266667105,52478.695238093846,0.8309827016222757,0.9408085531594768,-0.28402851563641246,1.5939641355969176,1.6597712853398754,0.3999393904557229,-0.34263297014971694,3.661201387818294
1857,59,20200709,20,0.0,1830.0,7.0,1.0,12.0,0.0,1706.0,7.0,10.753515482766206,1.7728105208558396,316.66811528491155,10.766791979220596,115.63809523809252,3.1428571428571535,100278.69523809802,115.92380952380897,0.27192421457303934,1.9525710282153448,0.04591464855714752,0.7924227732327236,-1.2677428552697803,3.662428480610298,-0.6469342682789363,-0.4166783348213509
1858,48,20200709,37,3.0,6268.0,58.0,0.0,41.0,0.0,6510.0,39.0,35.47527643437403,0.9154754164341251,580.8595191200661,30.250541120701975,1258.4952380952534,0.8380952380952348,337397.7809523945,915.0952380952812,0.7686761220850608,1.820865980706551,0.18030141086271198,0.2589073611486915,1.0138866049040725,2.8953432930707472,-0.014441029431258684,-0.21088683529868837
1859,47,20200709,5,0.0,581.0,4.0,1.0,2.0,0.0,639.0,5.0,4.13118223595458,0.3518657752744984,144.7576628451181,6.801960501698575,17.066666666666688,0.12380952380952381,20954.780952380886,46.26666666666754,1.1168534511054111,2.40476313871033,1.1636514577363857,0.8974604613975701,0.207693917548935,4.349112426035505,4.008522842412524,-0.12482318729132001
1860,46,20200709,0,0.0,666.0,2.0,0.0,0.0,0.0,641.0,0.0,1.1751393027861277,0.0,232.68642295710262,1.9566735620873614,1.3809523809526663,0.0,54142.971428571655,3.8285714285716437,1.9750466193965197,0.0,0.04672801705875471,1.3941512879526416,3.824293428653576,0.0,-0.48775880194572263,1.1293418078652617
1861,35,20200709,170,3.0,22832.0,172.0,1.0,157.0,5.0,24194.0,177.0,67.96728905107513,3.2993505854508087,4709.431671302442,78.92172131446367,4619.552380952397,10.885714285714595,22178746.66666651,6228.638095237869,0.05767743279503233,0.010464038207932022,-0.2125533135843647,0.5456019425013069,2.2248885273155987,-1.3877455960040739,0.5164748085827889,4.638237488895745
1862,24,20200709,137,6.0,8443.0,82.0,0.0,79.0,7.0,7702.0,76.0,80.09500311386336,12.38778199909668,1171.5431703526792,203.20554923056366,6415.209523809781,153.4571428571437,1372513.4000000067,41292.495238095034,1.5155353610281534,1.329430839749329,-0.20402955370877024,3.131863804148161,3.79301673477492,1.0565364506154675,-1.4826782073332878,10.834737678876596
1863,10,20200709,0,0.0,448.0,0.0,1.0,0.0,0.0,323.0,0.0,0.0,0.0,114.95307531253559,7.291298206367343e-07,0.0,0.0,13214.209523809479,5.316302953417562e-13,0.0,0.0,-0.046683265905873156,0.0,0.0,0.0,-1.5547805954533953,0.0
1864,13,20200709,1,0.0,299.0,1.0,0.0,0.0,0.0,255.0,1.0,0.25819888974716715,0.0,78.59904276649637,1.3345232785352967,0.06666666666666977,0.0,6177.809523809525,1.780952380952597,3.8729833462044234,0.0,0.9347569515551779,1.5260958584480264,14.9999999998432,0.0,0.501760754670068,1.6563131740854078
1865,12,20200709,0,0.0,476.0,1.0,0.0,0.0,0.0,373.0,0.0,0.6172133998482949,0.0,125.2237236005258,0.2581988897479825,0.3809523809522912,0.0,15680.980952380884,0.06666666666709083,1.7915509142264898,0.0,0.9089505007341829,3.8729833462294256,2.625000000150227,0.0,2.01526522703118,15.00000000338036
1866,11,20200709,1,0.0,173.0,0.0,0.0,0.0,0.0,173.0,0.0,0.9102589898327997,0.0,108.47988621991503,0.0,0.828571428571429,0.0,11767.88571428571,0.0,2.307909923915229,0.0,1.0064024967421659,0.0,4.664319034116893,0.0,0.41921517652479695,0.0
1867,60,20200709,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0441200151550394,0.0,0.0,0.0,9.266666666667518,0.0,0.0,0.0,0.5897404575230374,0.0,0.0,0.0,-0.5059887578909661,0.0
1868,61,20200709,0,0.0,30.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.52582854163562,0.0,0.0,0.0,56.63809523809732,0.0,0.0,0.0,0.5403148029567366,0.0,0.0,0.0,1.2057079475925776,0.0
1869,62,20200709,0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.436316054500839,0.0,0.0,0.0,71.17142857142859,0.0,0.0,0.0,0.801487671478545,0.0,0.0,0.0,0.22958598209836276,0.0
1870,99,20200709,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,1,20200709,371,12.0,42052.0,327.0,0.0,267.0,12.0,42052.0,327.0,161.0141372083647,14.351041110400109,5916.621069978605,229.27926411339413,25925.55238095409,205.95238095239398,35006404.88571478,52568.98095237955,0.6917964715938077,1.23203701026898,-0.3527436823640702,1.649693397855396,1.3795125587141952,1.1401337010412094,0.50587434194513,3.7865130309025536
1872,59,20200710,25,1.0,2356.0,12.0,1.0,12.0,0.0,1719.0,12.0,11.093541664710326,1.7511900715418294,356.6993531973827,10.475822504360055,123.06666666666396,3.0666666666666775,127234.4285714312,109.7428571428566,0.24662692718887144,2.1422876111489266,0.0650631932261058,0.6715125636468053,-1.4276864942402916,4.4461870832381285,-0.882277393786857,-0.3859094903198344
1873,48,20200710,77,-1.0,6970.0,70.0,0.0,46.0,0.0,6510.0,39.0,35.83626787540955,0.9856107606091605,593.8974017534825,30.8703895728738,1284.2380952381102,0.9714285714285679,352714.12380953744,952.9809523809954,0.48309992702938104,1.611422437328144,0.03592689119905663,0.19537498236217787,0.5445791853894268,2.8227309023157545,-0.3207391876701932,-0.4622837900801394
1874,47,20200710,2,0.0,882.0,7.0,1.0,2.0,0.0,674.0,6.0,4.13118223595458,0.3518657752744984,157.19663149183856,6.7767108189600656,17.066666666666688,0.12380952380952381,24710.780952380886,45.9238095238104,1.1168534511054111,2.40476313871033,0.8259800488601521,0.8419841784246024,0.207693917548935,4.349112426035505,1.8319257818678376,-0.16320941942070297
1875,46,20200710,0,0.0,397.0,0.0,0.0,0.0,0.0,596.0,0.0,1.1832159566200442,0.0,237.1411474407679,1.988059594776064,1.4000000000002863,0.0,56235.92380952402,3.952380952381168,2.1135490230081886,0.0,0.29097979187114137,1.4171725775680897,4.235254489514175,0.0,-0.5869631373056763,1.0971671679752608
1876,35,20200710,116,7.0,26326.0,178.0,1.0,154.0,5.0,24322.0,177.0,68.00819278376908,3.0425553170227104,4710.6709329027735,78.8025259445271,4625.1142857143,9.257142857143165,22190420.638095085,6209.8380952378675,0.27974647128976515,-0.13905315729509451,-0.3591816333409888,0.588401790326927,2.2759022738328016,-1.4723365340651486,0.5794204982185912,4.724910468229903
1877,24,20200710,100,3.0,10306.0,59.0,1.0,79.0,6.0,7702.0,76.0,78.69186440674653,12.526923386203428,1416.281976901226,203.55780739726183,6192.409523809782,156.92380952381038,2005854.6380952448,41435.780952380745,1.6909387296472087,1.3393103395448294,0.3518779612210323,3.133125338038272,4.626624341061313,1.0123360352687933,-0.47046766719452865,10.82759818002332
1878,10,20200710,1,0.0,450.0,0.0,1.0,0.0,0.0,323.0,0.0,0.2581988897471278,0.0,119.82479272830352,7.291298206367343e-07,0.06666666666664946,0.0,14357.9809523809,5.316302953417562e-13,3.87298334620729,0.0,-0.1406089342481289,0.0,14.999999999994065,0.0,-1.721467270319937,0.0
1879,13,20200710,0,0.0,321.0,0.0,0.0,0.0,0.0,272.0,1.0,0.25819888974716715,0.0,79.05139979484113,1.3345232785352967,0.06666666666666977,0.0,6249.123809523809,1.7809523809525971,3.8729833462044234,0.0,0.727047394240094,1.8028953092431796,14.9999999998432,0.0,0.14579617957309665,2.543252595156599
1880,12,20200710,0,0.0,398.0,1.0,0.0,0.0,0.0,381.0,0.0,0.6172133998482949,0.0,125.06790536496916,0.35186577527509977,0.3809523809522912,0.0,15641.980952380884,0.12380952380994702,1.7915509142264898,0.0,0.7952921594949312,2.4047631387101243,2.625000000150227,0.0,1.88584974859851,4.349112426343145
1881,11,20200710,0,0.0,300.0,0.0,0.0,0.0,0.0,187.0,0.0,0.9102589898327997,0.0,107.29252403725856,0.0,0.828571428571429,0.0,11511.685714285706,0.0,2.307909923915229,0.0,0.7475021241635863,0.0,4.664319034116893,0.0,0.01594777584348715,0.0
1882,60,20200710,0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.290632099064735,0.0,0.0,0.0,18.409523809524654,0.0,0.0,0.0,1.4287980774122482,0.0,0.0,0.0,2.5404629648520474,0.0
1883,61,20200710,0,0.0,27.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.66128175276436,0.0,0.0,0.0,58.69523809524015,0.0,0.0,0.0,0.6152219675785969,0.0,0.0,0.0,0.4876640913896171,0.0
1884,62,20200710,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.795020236041584,0.0,0.0,0.0,77.35238095238095,0.0,0.0,0.0,0.882477533205307,0.0,0.0,0.0,0.11359846742308978,0.0
1885,99,20200710,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,1,20200710,321,10.0,48749.0,327.0,0.0,267.0,11.0,42926.0,327.0,159.74408104394087,14.466710555123697,6124.777918617252,229.3551415433706,25518.171428573143,209.2857142857274,37512904.55238148,52603.78095237956,0.7849477474278226,1.3497460119574725,-0.49768371032548925,1.6549231547787535,1.6371236426786668,1.3057113697843177,0.22307377874248166,3.7944881136191473
1887,59,20200711,0,0.0,2559.0,0.0,1.0,12.0,0.0,1719.0,7.0,11.518101695447212,1.7674302033770768,392.10570732174796,9.654507952740174,132.66666666666396,3.123809523809535,153746.88571428828,93.20952380952326,0.30316715309525827,2.2022677835796105,0.39272080906073764,0.9546924093643515,-1.5544820565666486,4.586813023383516,-0.3461021797326607,0.6229499284169427
1888,48,20200711,0,0.0,7804.0,0.0,0.0,46.0,0.0,6634.0,39.0,37.979693822583116,0.9856107606091605,677.1903790839202,32.80780975548999,1442.457142857158,0.9714285714285679,458586.8095238235,1076.3523809524243,0.44973396014917955,1.611422437328144,0.09138094950158353,0.21179630090573548,0.08697142833536713,2.8227309023157545,-0.5718202255702235,-0.8030899793376369
1889,47,20200711,0,0.0,803.0,0.0,1.0,1.0,0.0,681.0,5.0,3.3352375513311734,0.3518657752744984,159.56727197553457,7.029190836043981,11.12380952380956,0.12380952380952381,25461.71428571422,49.409523809524686,1.1603355598238476,2.40476313871033,0.5347876003004842,0.8611095203479281,0.19334068277989666,4.349112426035505,1.2219390089435502,-0.29722456979863754
1890,46,20200711,0,0.0,932.0,0.0,0.0,0.0,0.0,641.0,0.0,1.1254628677424037,0.0,252.6323886787362,1.5337473561122017,1.266666666666955,0.0,63823.12380952404,2.3523809523811687,2.696917504967328,0.0,0.12898105223164338,1.6353755204357074,7.329000677704544,0.0,-1.0832059926007231,2.252069996504787
1891,35,20200711,130,6.0,27484.0,267.0,1.0,154.0,6.0,24322.0,177.0,67.39210070991446,3.0284366546832175,4709.5841925446575,81.36238747257771,4541.6952380952525,9.171428571428878,22180183.266666513,6619.83809523787,0.2367872833072265,-0.3496689929972363,-0.3585572329596784,0.5167555733238387,2.4608692855147263,-1.3498771586814928,0.5822528782484722,3.7641339046774895
1892,24,20200711,91,8.0,11576.0,98.0,1.0,82.0,8.0,7702.0,80.0,75.31540030969616,12.194065691771508,1783.811016575789,200.78092776053393,5672.409523809781,148.69523809523892,3181981.74285715,40312.98095238075,1.7575463880536357,1.3587654412149919,0.8102935463030154,3.172363407569407,5.263563834580639,1.1509214105131702,0.26889680337212407,11.074737189840194
1893,10,20200711,0,0.0,413.0,0.0,1.0,0.0,0.0,323.0,0.0,0.2581988897471278,0.0,118.64825967459225,7.291298206367343e-07,0.06666666666664946,0.0,14077.409523809474,5.316302953417562e-13,3.87298334620729,0.0,-0.13419457593267886,0.0,14.999999999994065,0.0,-1.6898275105586673,0.0
1894,13,20200711,0,0.0,404.0,0.0,0.0,0.0,0.0,272.0,0.0,0.25819888974716715,0.0,71.5920985265034,1.3557637102738274,0.06666666666666977,0.0,5125.428571428572,1.8380952380954547,3.8729833462044234,0.0,0.3551909839075217,1.8629407425712206,14.9999999998432,0.0,-0.8764586810266045,2.6477840396321084
1895,12,20200711,0,0.0,580.0,0.0,0.0,0.0,0.0,381.0,0.0,0.6172133998482949,0.0,107.6485463153565,0.35186577527509977,0.3809523809522912,0.0,11588.209523809453,0.12380952380994702,1.7915509142264898,0.0,0.004982779907939916,2.4047631387101243,2.625000000150227,0.0,-0.03932172521743382,4.349112426343145
1896,11,20200711,0,0.0,273.0,0.0,0.0,0.0,0.0,245.0,0.0,0.9102589898327997,0.0,105.94666223197044,0.0,0.828571428571429,0.0,11224.69523809523,0.0,2.307909923915229,0.0,0.5454187167122306,0.0,4.664319034116893,0.0,-0.08623916326573941,0.0
1897,60,20200711,0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.322697570466286,0.0,0.0,0.0,18.685714285715132,0.0,0.0,0.0,1.3559418976460373,0.0,0.0,0.0,2.251785332754952,0.0
1898,61,20200711,0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.542261881273836,0.0,0.0,0.0,56.88571428571634,0.0,0.0,0.0,0.5138606098601198,0.0,0.0,0.0,0.6045866329711662,0.0
1899,62,20200711,0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.806382966484081,0.0,0.0,0.0,77.55238095238096,0.0,0.0,0.0,0.853634641589241,0.0,0.0,0.0,0.058844519891340936,0.0
1900,99,20200711,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,1,20200711,221,14.0,52860.0,365.0,0.0,267.0,12.0,42926.0,327.0,157.41930661529355,14.04923315989045,6564.0501956817125,228.67246278923452,24780.838095239804,197.38095238096543,43086754.97142913,52291.09523809385,0.7824169754290111,1.3737860303644185,-0.3438828063122801,1.6070068902267038,1.83176868465545,1.487548372069266,-0.11915203942535868,3.721409685013941
1902,59,20200712,0,0.0,2712.0,0.0,1.0,12.0,0.0,1719.0,7.0,11.518101695447212,1.7674302033770768,455.4184052160455,9.654507952740174,132.66666666666396,3.123809523809535,207405.92380952623,93.20952380952326,0.30316715309525827,2.2022677835796105,0.6121059691016139,0.9546924093643515,-1.5544820565666486,4.586813023383516,-0.36376489707935106,0.6229499284169427
1903,48,20200712,0,0.0,7529.0,0.0,0.0,41.0,0.0,6739.0,32.0,39.30612456820749,0.9856107606091605,716.991498920192,34.08770201365108,1544.9714285714442,0.9714285714285679,514076.80952382373,1161.9714285714722,0.6560342361140643,1.611422437328144,-0.04254143666345567,0.42730517628050835,0.09304267265286716,2.8227309023157545,-0.983132024373133,-0.8549901386379489
1904,47,20200712,0,0.0,884.0,0.0,1.0,1.0,0.0,689.0,5.0,3.3565855667131013,0.3518657752744984,168.4724931624771,7.248645193610875,11.26666666666671,0.12380952380952381,28382.980952380887,52.54285714285803,1.410803734117152,2.40476313871033,0.33303002365809226,0.9383625512027041,0.7900441334463029,4.349112426035505,0.30535754584607916,-0.3265737249481005
1905,46,20200712,0,0.0,799.0,0.0,0.0,0.0,0.0,641.0,0.0,0.5606119105816485,0.0,241.97071841739196,1.5337473561122017,0.3142857142860062,0.0,58549.82857142879,2.3523809523811687,2.9188884588866006,0.0,0.11878635012234011,1.6353755204357074,8.388429003837505,0.0,-0.8889363799312177,2.252069996504787
1906,35,20200712,129,3.0,29522.0,112.0,1.0,138.0,5.0,24322.0,175.0,67.59987320360055,2.924445409369315,4606.368197553081,83.12028003069243,4569.742857142872,8.55238095238126,21218627.97142842,6908.980952380725,0.3371387492691669,-0.11912720836912168,-0.4102731440461477,0.6270683232479887,2.43238479275834,-1.3213476123630419,0.7563661217483411,3.3412677769177526
1907,24,20200712,114,7.0,10658.0,89.0,1.0,89.0,8.0,7829.0,82.0,71.39314359503445,11.853068720598852,1912.543126186653,197.88084437718666,5096.980952381208,140.4952380952389,3657821.2095238157,39156.82857142837,1.8543542195264064,1.4132883713993423,0.49701514551501547,3.233922868560129,6.002507379565407,1.3369080686777397,-0.6089383082459472,11.416979018917278
1908,10,20200712,0,0.0,333.0,0.0,1.0,0.0,0.0,333.0,0.0,0.2581988897471278,0.0,118.6695291254545,7.291298206367343e-07,0.06666666666664946,0.0,14082.457142857094,5.316302953417562e-13,3.87298334620729,0.0,-0.15353457811435622,0.0,14.999999999994065,0.0,-1.6870056235273587,0.0
1909,13,20200712,0,0.0,280.0,0.0,0.0,0.0,0.0,272.0,0.0,0.25819888974716715,0.0,64.6025946699917,1.055597325823598,0.06666666666666977,0.0,4173.49523809524,1.1142857142859313,3.8729833462044234,0.0,0.44506988572617884,2.6401944949476195,14.9999999998432,0.0,-0.24911878769860424,8.172507965406345
