,pruid,date,numtoday,numdeathstoday,numtestedtoday,numrecoveredtoday
4648,48,20210111,639,23.0,39788.0,815.0
4649,47,20210111,412,8.0,1233.0,162.0
4650,46,20210111,131,3.0,5028.0,1445.0
4651,35,20210111,3338,29.0,44886.0,2756.0
4652,24,20210111,1869,49.0,7633.0,2275.0
4653,10,20210111,0,0.0,183.0,0.0
4654,13,20210111,21,0.0,820.0,1.0
4655,12,20210111,5,0.0,1634.0,7.0
4656,11,20210111,0,0.0,376.0,0.0
4657,60,20210111,0,0.0,27.0,4.0
4658,61,20210111,0,0.0,68.0,0.0
4659,62,20210111,0,0.0,161.0,0.0
4660,99,20210111,0,0.0,0.0,0.0
4661,1,20210111,6849,117.0,101837.0,9801.0
4662,59,20210112,446,9.0,12039.0,603.0
4663,48,20210112,652,38.0,39788.0,1311.0
4664,47,20210112,248,5.0,842.0,226.0
4665,46,20210112,89,7.0,1312.0,397.0
4666,35,20210112,2903,41.0,42918.0,3353.0
4667,24,20210112,1934,45.0,7815.0,1982.0
4668,10,20210112,0,0.0,310.0,1.0
4669,13,20210112,17,2.0,522.0,0.0
4670,12,20210112,1,0.0,1359.0,0.0
4671,11,20210112,1,0.0,524.0,1.0
4672,60,20210112,0,0.0,12.0,0.0
4673,61,20210112,0,0.0,22.0,0.0
4674,62,20210112,0,0.0,203.0,0.0
4675,99,20210112,0,0.0,0.0,0.0
4676,1,20210112,6287,147.0,107666.0,7874.0
4677,59,20210113,519,12.0,3263.0,749.0
4678,48,20210113,875,23.0,39788.0,1234.0
4679,47,20210113,247,2.0,1038.0,249.0
4680,46,20210113,156,5.0,1730.0,322.0
4681,35,20210113,2961,74.0,49684.0,3392.0
4682,24,20210113,2071,34.0,8692.0,2246.0
4683,10,20210113,0,0.0,282.0,1.0
4684,13,20210113,19,1.0,1057.0,7.0
4685,12,20210113,8,0.0,1118.0,5.0
4686,11,20210113,0,0.0,565.0,0.0
4687,60,20210113,0,0.0,12.0,0.0
4688,61,20210113,0,0.0,34.0,0.0
4689,62,20210113,0,0.0,81.0,0.0
4690,99,20210113,0,0.0,0.0,0.0
4691,1,20210113,6860,151.0,107344.0,8205.0
4692,59,20210114,536,7.0,4462.0,712.0
4693,48,20210114,967,21.0,39788.0,1350.0
4694,47,20210114,312,0.0,1426.0,201.0
4695,46,20210114,261,2.0,2146.0,299.0
4696,35,20210114,3326,62.0,68842.0,3593.0
4697,24,20210114,2132,62.0,8955.0,2575.0
4698,10,20210114,1,0.0,364.0,0.0
4699,13,20210114,23,0.0,1188.0,7.0
4700,12,20210114,6,0.0,1419.0,4.0
4701,11,20210114,1,0.0,405.0,0.0
4702,60,20210114,0,0.0,11.0,4.0
4703,61,20210114,0,0.0,54.0,0.0
4704,62,20210114,0,0.0,78.0,0.0
4705,99,20210114,0,0.0,0.0,0.0
4706,1,20210114,7565,154.0,129138.0,8745.0
4707,59,20210115,509,9.0,4493.0,510.0
4708,48,20210115,785,13.0,39788.0,1017.0
4709,47,20210115,382,4.0,1466.0,231.0
4710,46,20210115,188,4.0,1913.0,165.0
4711,35,20210115,2998,54.0,74248.0,3380.0
4712,24,20210115,1918,62.0,8471.0,3193.0
4713,10,20210115,1,0.0,194.0,0.0
4714,13,20210115,25,0.0,1008.0,15.0
4715,12,20210115,2,0.0,1168.0,2.0
4716,11,20210115,0,0.0,436.0,0.0
4717,60,20210115,0,0.0,15.0,0.0
4718,61,20210115,1,0.0,62.0,0.0
4719,62,20210115,0,0.0,81.0,0.0
4720,99,20210115,0,0.0,0.0,0.0
4721,1,20210115,6809,146.0,133343.0,8513.0
4722,59,20210116,584,17.0,4365.0,0.0
4723,48,20210116,717,15.0,10114.0,178.0
4724,47,20210116,270,2.0,1218.0,235.0
4725,46,20210116,180,2.0,0.0,97.0
4726,35,20210116,3056,51.0,71183.0,3212.0
4727,24,20210116,2225,67.0,9590.0,2430.0
4728,10,20210116,0,0.0,143.0,0.0
4729,13,20210116,27,0.0,1312.0,16.0
4730,12,20210116,4,0.0,1334.0,6.0
4731,11,20210116,0,0.0,477.0,0.0
4732,60,20210116,0,0.0,0.0,0.0
4733,61,20210116,0,0.0,0.0,0.0
4734,62,20210116,0,0.0,0.0,0.0
4735,99,20210116,0,0.0,0.0,0.0
4736,1,20210116,7063,154.0,99736.0,6174.0
4737,59,20210117,445,9.0,0.0,0.0
4738,48,20210117,750,19.0,10114.0,1210.0
4739,47,20210117,287,3.0,862.0,206.0
4740,46,20210117,189,8.0,0.0,86.0
4741,35,20210117,3422,69.0,58215.0,3078.0
4742,24,20210117,1944,50.0,9270.0,2644.0
4743,10,20210117,1,0.0,204.0,0.0
4744,13,20210117,36,0.0,874.0,11.0
4745,12,20210117,3,0.0,743.0,5.0
4746,11,20210117,0,0.0,331.0,0.0
4747,60,20210117,0,0.0,0.0,0.0
4748,61,20210117,3,0.0,0.0,0.0
4749,62,20210117,0,0.0,0.0,0.0
4750,99,20210117,0,0.0,0.0,0.0
4751,1,20210117,7080,158.0,80613.0,7240.0
4752,59,20210118,301,5.0,0.0,1541.0
4753,48,20210118,474,11.0,10114.0,774.0
4754,47,20210118,290,4.0,1165.0,142.0
4755,46,20210118,118,4.0,5188.0,87.0
4756,35,20210118,2578,24.0,38983.0,2826.0
4757,24,20210118,1434,32.0,7600.0,2317.0
4758,10,20210118,0,0.0,122.0,0.0
4759,13,20210118,26,0.0,719.0,14.0
4760,12,20210118,0,0.0,909.0,3.0
4761,11,20210118,4,0.0,251.0,3.0
4762,60,20210118,0,0.0,19.0,2.0
4763,61,20210118,0,0.0,0.0,0.0
4764,62,20210118,0,0.0,216.0,0.0
4765,99,20210118,0,0.0,0.0,0.0
4766,1,20210118,5225,80.0,65286.0,7709.0
4767,59,20210119,465,12.0,11781.0,443.0
4768,48,20210119,456,16.0,10114.0,1267.0
4769,47,20210119,309,6.0,1246.0,412.0
4770,46,20210119,111,10.0,1362.0,121.0
4771,35,20210119,1913,46.0,33402.0,2873.0
4772,24,20210119,1386,55.0,6480.0,2250.0
4773,10,20210119,0,0.0,271.0,1.0
4774,13,20210119,31,1.0,712.0,18.0
4775,12,20210119,4,0.0,1199.0,7.0
4776,11,20210119,2,0.0,606.0,5.0
4777,60,20210119,0,0.0,10.0,0.0
4778,61,20210119,2,0.0,348.0,0.0
4779,62,20210119,0,0.0,244.0,0.0
4780,99,20210119,0,0.0,0.0,0.0
4781,1,20210119,4679,146.0,67775.0,7397.0
4782,59,20210120,500,14.0,2817.0,465.0
4783,48,20210120,669,21.0,14378.0,1179.0
4784,47,20210120,241,1.0,991.0,694.0
4785,46,20210120,153,5.0,1764.0,99.0
4786,35,20210120,2655,89.0,52531.0,3714.0
4787,24,20210120,1502,66.0,7554.0,2017.0
4788,10,20210120,0,0.0,280.0,0.0
4789,13,20210120,21,0.0,1003.0,20.0
4790,12,20210120,3,0.0,846.0,2.0
4791,11,20210120,0,0.0,493.0,0.0
4792,60,20210120,0,0.0,18.0,0.0
4793,61,20210120,0,0.0,211.0,0.0
4794,62,20210120,0,0.0,0.0,0.0
4795,99,20210120,0,0.0,0.0,0.0
4796,1,20210120,5744,196.0,82886.0,8190.0
4797,59,20210121,564,15.0,4334.0,446.0
4798,48,20210121,678,16.0,14378.0,971.0
4799,47,20210121,226,13.0,1157.0,816.0
4800,46,20210121,196,5.0,2090.0,123.0
4801,35,20210121,2632,46.0,67959.0,2990.0
4802,24,20210121,1624,65.0,8900.0,1735.0
4803,10,20210121,1,0.0,284.0,0.0
4804,13,20210121,32,0.0,1457.0,25.0
4805,12,20210121,1,0.0,939.0,3.0
4806,11,20210121,0,0.0,419.0,0.0
4807,60,20210121,0,0.0,7.0,0.0
4808,61,20210121,1,0.0,77.0,0.0
4809,62,20210121,0,0.0,161.0,0.0
4810,99,20210121,0,0.0,0.0,0.0
4811,1,20210121,5955,160.0,102162.0,7109.0
4812,59,20210122,508,9.0,4088.0,445.0
4813,48,20210122,643,12.0,12969.0,900.0
4814,47,20210122,305,8.0,1326.0,200.0
4815,46,20210122,171,2.0,1998.0,113.0
4816,35,20210122,2662,87.0,69403.0,3375.0
4817,24,20210122,1631,88.0,8857.0,2040.0
4818,10,20210122,1,0.0,146.0,0.0
4819,13,20210122,30,0.0,1031.0,23.0
4820,12,20210122,5,0.0,721.0,4.0
4821,11,20210122,0,0.0,418.0,0.0
4822,60,20210122,0,0.0,6.0,0.0
4823,61,20210122,0,0.0,105.0,0.0
4824,62,20210122,1,0.0,62.0,0.0
4825,99,20210122,0,0.0,0.0,0.0
4826,1,20210122,5957,206.0,101130.0,7100.0
4827,59,20210123,527,0.0,0.0,0.0
4828,48,20210123,573,13.0,0.0,820.0
4829,47,20210123,274,3.0,1355.0,306.0
4830,46,20210123,216,2.0,0.0,103.0
4831,35,20210123,2359,52.0,0.0,3025.0
4832,24,20210123,1685,76.0,0.0,1878.0
4833,10,20210123,0,0.0,315.0,2.0
4834,13,20210123,17,0.0,1091.0,20.0
4835,12,20210123,0,0.0,0.0,2.0
4836,11,20210123,0,0.0,0.0,0.0
4837,60,20210123,0,0.0,0.0,0.0
4838,61,20210123,0,0.0,0.0,0.0
4839,62,20210123,0,0.0,20.0,-1.0
4840,99,20210123,0,0.0,0.0,0.0
4841,1,20210123,5651,146.0,2781.0,6155.0
4842,59,20210124,471,0.0,0.0,0.0
4843,48,20210124,463,24.0,0.0,655.0
4844,47,20210124,260,3.0,1196.0,167.0
4845,46,20210124,221,2.0,0.0,70.0
4846,35,20210124,2417,50.0,48947.0,2759.0
4847,24,20210124,1457,41.0,0.0,1970.0
4848,10,20210124,0,0.0,346.0,0.0
4849,13,20210124,20,0.0,819.0,14.0
4850,12,20210124,1,0.0,0.0,2.0
4851,11,20210124,0,0.0,0.0,0.0
4852,60,20210124,0,0.0,0.0,0.0
4853,61,20210124,0,0.0,0.0,0.0
4854,62,20210124,13,0.0,0.0,0.0
4855,99,20210124,0,0.0,0.0,0.0
4856,1,20210124,5323,120.0,51308.0,5637.0
4857,59,20210125,346,26.0,0.0,1376.0
4858,48,20210125,742,25.0,0.0,889.0
4859,47,20210125,239,1.0,992.0,217.0
4860,46,20210125,113,5.0,0.0,87.0
4861,35,20210125,1958,43.0,33192.0,2448.0
4862,24,20210125,1203,43.0,0.0,1672.0
4863,10,20210125,0,0.0,186.0,0.0
4864,13,20210125,27,1.0,1071.0,12.0
4865,12,20210125,0,0.0,0.0,4.0
4866,11,20210125,0,0.0,226.0,0.0
4867,60,20210125,0,0.0,13.0,0.0
4868,61,20210125,0,0.0,0.0,0.0
4869,62,20210125,2,0.0,121.0,0.0
4870,99,20210125,0,0.0,0.0,0.0
4871,1,20210125,4630,144.0,35801.0,6705.0
4872,59,20210126,406,14.0,0.0,521.0
4873,48,20210126,366,13.0,0.0,1040.0
4874,47,20210126,230,14.0,897.0,839.0
4875,46,20210126,92,5.0,1556.0,137.0
4876,35,20210126,1740,63.0,29712.0,2261.0
4877,24,20210126,1166,56.0,0.0,1916.0
4878,10,20210126,0,0.0,158.0,2.0
4879,13,20210126,10,0.0,1048.0,19.0
4880,12,20210126,1,0.0,934.0,5.0
4881,11,20210126,0,0.0,267.0,1.0
4882,60,20210126,0,0.0,0.0,0.0
4883,61,20210126,0,0.0,0.0,1.0
4884,62,20210126,0,0.0,0.0,0.0
4885,99,20210126,0,0.0,0.0,0.0
4886,1,20210126,4011,165.0,34572.0,6742.0
4887,59,20210127,485,4.0,0.0,426.0
4888,48,20210127,459,12.0,19818.0,896.0
4889,47,20210127,148,6.0,849.0,264.0
4890,46,20210127,94,4.0,0.0,126.0
4891,35,20210127,1670,49.0,53387.0,2725.0
4892,24,20210127,1328,53.0,0.0,1418.0
4893,10,20210127,2,0.0,326.0,0.0
4894,13,20210127,14,2.0,1341.0,24.0
4895,12,20210127,4,0.0,772.0,3.0
4896,11,20210127,0,0.0,384.0,0.0
4897,60,20210127,0,0.0,28.0,0.0
4898,61,20210127,0,0.0,0.0,3.0
4899,62,20210127,0,0.0,98.0,0.0
4900,99,20210127,0,0.0,0.0,0.0
4901,1,20210127,4204,130.0,77003.0,5885.0
4902,59,20210128,546,12.0,0.0,363.0
4903,48,20210128,461,7.0,24990.0,616.0
4904,47,20210128,244,11.0,1094.0,282.0
4905,46,20210128,132,8.0,2267.0,124.0
4906,35,20210128,2093,56.0,62549.0,2491.0
4907,24,20210128,1368,37.0,0.0,1547.0
4908,10,20210128,4,0.0,264.0,0.0
4909,13,20210128,27,0.0,0.0,41.0
4910,12,20210128,0,0.0,896.0,1.0
4911,11,20210128,1,0.0,528.0,1.0
4912,60,20210128,0,0.0,7.0,0.0
4913,61,20210128,0,0.0,0.0,0.0
4914,62,20210128,1,0.0,50.0,0.0
4915,99,20210128,0,0.0,0.0,0.0
4916,1,20210128,4877,131.0,92645.0,5466.0
4917,59,20210129,514,5.0,0.0,410.0
4918,48,20210129,543,14.0,11559.0,765.0
4919,47,20210129,328,7.0,0.0,300.0
4920,46,20210129,152,2.0,0.0,116.0
4921,35,20210129,1837,58.0,66782.0,2900.0
4922,24,20210129,1295,50.0,0.0,1748.0
4923,10,20210129,4,0.0,222.0,0.0
4924,13,20210129,16,1.0,0.0,15.0
4925,12,20210129,1,0.0,740.0,3.0
4926,11,20210129,0,0.0,274.0,0.0
4927,60,20210129,0,0.0,9.0,0.0
4928,61,20210129,0,0.0,0.0,3.0
4929,62,20210129,0,0.0,0.0,0.0
4930,99,20210129,0,0.0,0.0,0.0
4931,1,20210129,4690,137.0,79586.0,6260.0
4932,59,20210130,408,0.0,0.0,0.0
4933,48,20210130,383,11.0,0.0,647.0
4934,47,20210130,260,8.0,2356.0,228.0
4935,46,20210130,166,2.0,0.0,128.0
4936,35,20210130,2063,73.0,57646.0,2623.0
4937,24,20210130,1367,46.0,0.0,1572.0
4938,10,20210130,0,0.0,506.0,0.0
4939,13,20210130,12,1.0,2055.0,41.0
4940,12,20210130,3,0.0,0.0,1.0
4941,11,20210130,0,0.0,517.0,0.0
4942,60,20210130,0,0.0,0.0,0.0
4943,61,20210130,0,0.0,0.0,0.0
4944,62,20210130,1,0.0,0.0,1.0
4945,99,20210130,0,0.0,0.0,0.0
4946,1,20210130,4663,141.0,63080.0,5241.0
4947,59,20210131,473,0.0,0.0,0.0
4948,48,20210131,461,8.0,0.0,478.0
4949,47,20210131,238,4.0,1050.0,223.0
4950,46,20210131,118,4.0,0.0,137.0
4951,35,20210131,1848,43.0,47738.0,2313.0
4952,24,20210131,1223,31.0,0.0,1560.0
4953,10,20210131,0,0.0,282.0,0.0
4954,13,20210131,26,0.0,0.0,26.0
4955,12,20210131,0,0.0,744.0,1.0
4956,11,20210131,0,0.0,324.0,0.0
4957,60,20210131,0,0.0,0.0,0.0
4958,61,20210131,0,0.0,0.0,0.0
4959,62,20210131,10,0.0,0.0,1.0
4960,99,20210131,0,0.0,0.0,0.0
4961,1,20210131,4397,90.0,50138.0,4739.0
4962,59,20210201,277,21.0,0.0,1566.0
4963,48,20210201,355,10.0,0.0,463.0
4964,47,20210201,147,2.0,0.0,310.0
4965,46,20210201,87,3.0,0.0,121.0
4966,35,20210201,1969,36.0,0.0,2132.0
4967,24,20210201,890,32.0,0.0,1435.0
4968,10,20210201,0,0.0,0.0,0.0
4969,13,20210201,8,0.0,0.0,18.0
4970,12,20210201,1,0.0,0.0,1.0
4971,11,20210201,2,0.0,0.0,3.0
4972,60,20210201,0,0.0,0.0,0.0
4973,61,20210201,0,0.0,0.0,0.0
4974,62,20210201,0,0.0,0.0,0.0
4975,99,20210201,0,0.0,0.0,0.0
4976,1,20210201,3736,104.0,0.0,6049.0
4977,59,20210202,429,8.0,0.0,12.0
4978,48,20210202,268,11.0,0.0,732.0
4979,47,20210202,225,8.0,0.0,266.0
4980,46,20210202,82,0.0,0.0,127.0
4981,35,20210202,745,14.0,0.0,2297.0
4982,24,20210202,1053,36.0,0.0,1454.0
4983,10,20210202,0,0.0,0.0,0.0
4984,13,20210202,24,0.0,0.0,30.0
4985,12,20210202,1,0.0,0.0,1.0
4986,11,20210202,0,0.0,0.0,0.0
4987,60,20210202,0,0.0,0.0,0.0
4988,61,20210202,1,0.0,0.0,0.0
4989,62,20210202,0,0.0,0.0,15.0
4990,99,20210202,0,0.0,0.0,0.0
4991,1,20210202,2828,77.0,0.0,4934.0
4992,59,20210203,414,16.0,0.0,514.0
4993,48,20210203,259,11.0,0.0,561.0
4994,47,20210203,194,8.0,0.0,252.0
4995,46,20210203,125,3.0,0.0,185.0
4996,35,20210203,1172,67.0,0.0,1745.0
4997,24,20210203,1053,37.0,0.0,1155.0
4998,10,20210203,2,0.0,0.0,1.0
4999,13,20210203,14,0.0,0.0,17.0
5000,12,20210203,1,0.0,0.0,0.0
5001,11,20210203,0,0.0,0.0,3.0
5002,60,20210203,0,0.0,0.0,0.0
5003,61,20210203,0,0.0,0.0,0.0
5004,62,20210203,0,0.0,0.0,0.0
5005,99,20210203,0,0.0,0.0,0.0
5006,1,20210203,3234,142.0,0.0,4433.0
5007,59,20210204,465,6.0,0.0,435.0
5008,48,20210204,582,13.0,0.0,580.0
5009,47,20210204,250,7.0,0.0,232.0
5010,46,20210204,110,2.0,0.0,126.0
5011,35,20210204,1563,88.0,0.0,1956.0
5012,24,20210204,1093,42.0,0.0,1077.0
5013,10,20210204,1,0.0,0.0,1.0
5014,13,20210204,16,0.0,0.0,24.0
5015,12,20210204,1,0.0,0.0,2.0
5016,11,20210204,0,0.0,0.0,-1.0
5017,60,20210204,0,0.0,0.0,0.0
5018,61,20210204,0,0.0,0.0,0.0
5019,62,20210204,2,0.0,0.0,0.0
5020,99,20210204,0,0.0,0.0,0.0
5021,1,20210204,4083,158.0,0.0,4432.0
5022,59,20210205,471,6.0,0.0,489.0
5023,48,20210205,396,9.0,0.0,568.0
5024,47,20210205,266,3.0,0.0,229.0
5025,46,20210205,110,1.0,0.0,96.0
5026,35,20210205,1670,45.0,0.0,2233.0
5027,24,20210205,1101,32.0,0.0,1570.0
5028,10,20210205,1,0.0,0.0,1.0
5029,13,20210205,7,0.0,0.0,35.0
5030,12,20210205,0,0.0,0.0,2.0
5031,11,20210205,0,0.0,0.0,0.0
5032,60,20210205,0,0.0,0.0,0.0
5033,61,20210205,0,0.0,0.0,0.0
5034,62,20210205,0,0.0,0.0,0.0
5035,99,20210205,0,0.0,0.0,0.0
5036,1,20210205,4022,96.0,0.0,5223.0
5037,59,20210206,428,0.0,0.0,0.0
5038,48,20210206,348,12.0,0.0,477.0
5039,47,20210206,263,4.0,0.0,145.0
5040,46,20210206,80,4.0,0.0,120.0
5041,35,20210206,1388,45.0,0.0,1796.0
5042,24,20210206,1204,26.0,0.0,1356.0
5043,10,20210206,3,0.0,0.0,0.0
5044,13,20210206,12,2.0,0.0,17.0
5045,12,20210206,0,0.0,0.0,1.0
5046,11,20210206,0,0.0,0.0,0.0
5047,60,20210206,0,0.0,0.0,0.0
5048,61,20210206,0,0.0,0.0,0.0
5049,62,20210206,3,0.0,0.0,2.0
5050,99,20210206,0,0.0,0.0,0.0
5051,1,20210206,3729,93.0,0.0,3914.0
5052,59,20210207,465,0.0,0.0,0.0
5053,48,20210207,351,4.0,0.0,371.0
5054,47,20210207,194,3.0,0.0,241.0
5055,46,20210207,79,4.0,0.0,128.0
5056,35,20210207,1489,22.0,0.0,1937.0
5057,24,20210207,1081,32.0,0.0,1417.0
5058,10,20210207,1,0.0,0.0,2.0
5059,13,20210207,7,0.0,0.0,25.0
5060,12,20210207,1,0.0,0.0,0.0
5061,11,20210207,0,0.0,0.0,0.0
5062,60,20210207,0,0.0,0.0,0.0
5063,61,20210207,0,0.0,0.0,0.0
5064,62,20210207,0,0.0,0.0,1.0
5065,99,20210207,0,0.0,0.0,0.0
5066,1,20210207,3668,65.0,0.0,4122.0
5067,59,20210208,343,13.0,0.0,3038.0
5068,48,20210208,269,1.0,0.0,314.0
5069,47,20210208,171,2.0,0.0,328.0
5070,46,20210208,52,4.0,0.0,1682.0
5071,35,20210208,1265,33.0,0.0,1700.0
5072,24,20210208,853,15.0,0.0,1249.0
5073,10,20210208,11,0.0,0.0,0.0
5074,13,20210208,2,0.0,0.0,23.0
5075,12,20210208,1,0.0,0.0,1.0
5076,11,20210208,0,0.0,0.0,0.0
5077,60,20210208,0,0.0,0.0,0.0
5078,61,20210208,0,0.0,0.0,0.0
5079,62,20210208,0,0.0,0.0,9.0
5080,99,20210208,0,0.0,0.0,0.0
5081,1,20210208,2967,68.0,0.0,8344.0
5082,59,20210209,435,4.0,0.0,13.0
5083,48,20210209,195,12.0,0.0,548.0
5084,47,20210209,80,5.0,0.0,253.0
5085,46,20210209,71,3.0,0.0,93.0
5086,35,20210209,1022,17.0,0.0,1388.0
5087,24,20210209,826,32.0,0.0,1291.0
5088,10,20210209,30,0.0,0.0,0.0
5089,13,20210209,15,1.0,0.0,13.0
5090,12,20210209,1,0.0,0.0,0.0
5091,11,20210209,1,0.0,0.0,0.0
5092,60,20210209,0,0.0,0.0,0.0
5093,61,20210209,1,0.0,0.0,0.0
5094,62,20210209,0,0.0,0.0,0.0
5095,99,20210209,0,0.0,0.0,0.0
5096,1,20210209,2677,74.0,0.0,3599.0
5097,59,20210210,469,6.0,0.0,549.0
5098,48,20210210,339,6.0,0.0,458.0
5099,47,20210210,189,2.0,0.0,245.0
5100,46,20210210,57,6.0,0.0,75.0
5101,35,20210210,1072,41.0,0.0,1709.0
5102,24,20210210,989,34.0,0.0,968.0
5103,10,20210210,53,0.0,0.0,0.0
5104,13,20210210,14,0.0,0.0,22.0
5105,12,20210210,1,0.0,0.0,1.0
5106,11,20210210,0,0.0,0.0,0.0
5107,60,20210210,0,0.0,0.0,0.0
5108,61,20210210,1,0.0,0.0,0.0
5109,62,20210210,1,0.0,0.0,0.0
5110,99,20210210,0,0.0,0.0,0.0
5111,1,20210210,3185,95.0,0.0,4027.0
5112,59,20210211,449,9.0,0.0,436.0
5113,48,20210211,351,16.0,0.0,540.0
5114,47,20210211,114,0.0,0.0,147.0
5115,46,20210211,90,3.0,0.0,78.0
5116,35,20210211,945,18.0,0.0,1344.0
5117,24,20210211,1121,37.0,0.0,1031.0
5118,10,20210211,100,0.0,0.0,0.0
5119,13,20210211,2,1.0,0.0,15.0
5120,12,20210211,2,0.0,0.0,0.0
5121,11,20210211,0,0.0,0.0,0.0
5122,60,20210211,0,0.0,0.0,0.0
5123,61,20210211,4,0.0,0.0,1.0
5124,62,20210211,3,0.0,0.0,0.0
5125,99,20210211,0,0.0,0.0,0.0
5126,1,20210211,3181,84.0,0.0,3592.0
5127,59,20210212,445,10.0,0.0,405.0
5128,48,20210212,314,16.0,0.0,392.0
5129,47,20210212,188,2.0,0.0,221.0
5130,46,20210212,81,4.0,0.0,77.0
5131,35,20210212,1076,18.0,0.0,1415.0
5132,24,20210212,984,24.0,0.0,1350.0
5133,10,20210212,50,0.0,0.0,0.0
5134,13,20210212,5,0.0,0.0,10.0
5135,12,20210212,0,0.0,0.0,2.0
5136,11,20210212,0,0.0,0.0,0.0
5137,60,20210212,0,0.0,0.0,0.0
5138,61,20210212,0,0.0,0.0,0.0
5139,62,20210212,0,0.0,0.0,0.0
5140,99,20210212,0,0.0,0.0,0.0
5141,1,20210212,3143,74.0,0.0,3872.0
5142,59,20210213,452,10.0,0.0,0.0
5143,48,20210213,305,15.0,0.0,426.0
5144,47,20210213,244,4.0,0.0,190.0
5145,46,20210213,99,0.0,0.0,53.0
5146,35,20210213,1300,19.0,0.0,1434.0
5147,24,20210213,1049,28.0,0.0,1145.0
5148,10,20210213,26,0.0,0.0,1.0
5149,13,20210213,16,0.0,0.0,12.0
5150,12,20210213,2,0.0,0.0,1.0
5151,11,20210213,0,0.0,0.0,2.0
5152,60,20210213,1,0.0,0.0,0.0
5153,61,20210213,0,0.0,0.0,0.0
5154,62,20210213,5,0.0,0.0,5.0
5155,99,20210213,0,0.0,0.0,0.0
5156,1,20210213,3499,76.0,0.0,3269.0
5157,59,20210214,431,5.0,0.0,0.0
5158,48,20210214,284,5.0,0.0,335.0
5159,47,20210214,161,0.0,0.0,247.0
5160,46,20210214,78,5.0,0.0,83.0
5161,35,20210214,981,42.0,0.0,1235.0
5162,24,20210214,910,12.0,0.0,1124.0
5163,10,20210214,11,0.0,0.0,0.0
5164,13,20210214,2,0.0,0.0,12.0
5165,12,20210214,1,0.0,0.0,2.0
5166,11,20210214,0,0.0,0.0,0.0
5167,60,20210214,0,0.0,0.0,0.0
5168,61,20210214,0,0.0,0.0,0.0
5169,62,20210214,3,0.0,0.0,1.0
5170,99,20210214,0,0.0,0.0,0.0
5171,1,20210214,2862,69.0,0.0,3039.0
5172,59,20210215,348,7.0,0.0,0.0
5173,48,20210215,251,2.0,0.0,242.0
5174,47,20210215,143,0.0,0.0,0.0
5175,46,20210215,71,0.0,0.0,0.0
5176,35,20210215,964,13.0,0.0,1173.0
5177,24,20210215,728,13.0,0.0,1164.0
5178,10,20210215,7,0.0,0.0,5.0
5179,13,20210215,1,1.0,0.0,10.0
5180,12,20210215,1,0.0,0.0,0.0
5181,11,20210215,0,0.0,0.0,0.0
5182,60,20210215,1,0.0,0.0,0.0
5183,61,20210215,0,0.0,0.0,0.0
5184,62,20210215,7,0.0,0.0,0.0
5185,99,20210215,0,0.0,0.0,0.0
5186,1,20210215,2522,36.0,0.0,2594.0
5187,59,20210216,302,4.0,0.0,0.0
5188,48,20210216,263,9.0,0.0,483.0
5189,47,20210216,136,3.0,0.0,529.0
5190,46,20210216,95,4.0,0.0,156.0
5191,35,20210216,904,13.0,0.0,1112.0
5192,24,20210216,669,18.0,0.0,1108.0
5193,10,20210216,7,0.0,0.0,8.0
5194,13,20210216,3,1.0,0.0,12.0
5195,12,20210216,3,0.0,0.0,1.0
5196,11,20210216,0,0.0,0.0,0.0
5197,60,20210216,0,0.0,0.0,0.0
5198,61,20210216,0,0.0,0.0,0.0
5199,62,20210216,5,0.0,0.0,0.0
5200,99,20210216,0,0.0,0.0,0.0
5201,1,20210216,2387,52.0,0.0,3409.0
5202,59,20210217,427,3.0,0.0,2159.0
5203,48,20210217,277,7.0,0.0,406.0
5204,47,20210217,124,5.0,0.0,189.0
5205,46,20210217,75,1.0,0.0,144.0
5206,35,20210217,847,10.0,0.0,1456.0
5207,24,20210217,800,10.0,0.0,874.0
5208,10,20210217,44,0.0,0.0,3.0
5209,13,20210217,3,0.0,0.0,15.0
5210,12,20210217,3,0.0,0.0,1.0
5211,11,20210217,0,0.0,0.0,0.0
5212,60,20210217,0,0.0,0.0,0.0
5213,61,20210217,4,0.0,0.0,0.0
5214,62,20210217,1,0.0,0.0,3.0
5215,99,20210217,0,0.0,0.0,0.0
5216,1,20210217,2605,36.0,0.0,5250.0
5217,59,20210218,617,4.0,0.0,435.0
5218,48,20210218,415,7.0,0.0,378.0
5219,47,20210218,146,0.0,0.0,171.0
5220,46,20210218,137,2.0,0.0,538.0
5221,35,20210218,1038,44.0,0.0,1277.0
5222,24,20210218,900,10.0,0.0,829.0
5223,10,20210218,48,0.0,0.0,6.0
5224,13,20210218,4,0.0,0.0,11.0
5225,12,20210218,2,0.0,0.0,3.0
5226,11,20210218,1,0.0,0.0,1.0
5227,60,20210218,0,0.0,0.0,0.0
5228,61,20210218,0,0.0,0.0,2.0
5229,62,20210218,6,0.0,0.0,0.0
5230,99,20210218,0,0.0,0.0,0.0
5231,1,20210218,3314,67.0,0.0,3651.0
5232,59,20210219,508,6.0,0.0,368.0
5233,48,20210219,325,7.0,0.0,365.0
5234,47,20210219,146,3.0,0.0,77.0
5235,46,20210219,92,1.0,0.0,73.0
5236,35,20210219,1150,47.0,0.0,1255.0
5237,24,20210219,800,14.0,0.0,1184.0
5238,10,20210219,60,0.0,0.0,23.0
