,pruid,date,numtoday,numdeathstoday,numtestedtoday,numrecoveredtoday
2225,12,20200802,2,0.0,273.0,0.0
2226,11,20200802,0,0.0,442.0,0.0
2227,60,20200802,0,0.0,0.0,0.0
2228,61,20200802,0,0.0,0.0,0.0
2229,62,20200802,0,0.0,0.0,0.0
2230,99,20200802,0,0.0,0.0,0.0
2231,1,20200802,285,4.0,44707.0,138.0
2232,59,20200803,0,0.0,1956.0,0.0
2233,48,20200803,0,0.0,0.0,0.0
2234,47,20200803,17,0.0,982.0,19.0
2235,46,20200803,7,0.0,0.0,0.0
2236,35,20200803,0,0.0,22269.0,0.0
2237,24,20200803,123,2.0,8845.0,0.0
2238,10,20200803,0,0.0,191.0,0.0
2239,13,20200803,0,0.0,167.0,2.0
2240,12,20200803,0,0.0,228.0,2.0
2241,11,20200803,0,0.0,98.0,0.0
2242,60,20200803,0,0.0,0.0,0.0
2243,61,20200803,0,0.0,0.0,0.0
2244,62,20200803,0,0.0,0.0,0.0
2245,99,20200803,0,0.0,0.0,0.0
2246,1,20200803,147,2.0,34736.0,23.0
2247,59,20200804,146,0.0,1265.0,105.0
2248,48,20200804,303,5.0,24875.0,493.0
2249,47,20200804,9,0.0,570.0,8.0
2250,46,20200804,1,0.0,5122.0,4.0
2251,35,20200804,179,4.0,18542.0,242.0
2252,24,20200804,123,2.0,7386.0,0.0
2253,10,20200804,0,0.0,202.0,1.0
2254,13,20200804,0,0.0,141.0,0.0
2255,12,20200804,0,0.0,85.0,0.0
2256,11,20200804,0,0.0,0.0,0.0
2257,60,20200804,0,0.0,128.0,0.0
2258,61,20200804,0,0.0,0.0,0.0
2259,62,20200804,0,0.0,10.0,0.0
2260,99,20200804,0,0.0,0.0,0.0
2261,1,20200804,761,11.0,58326.0,853.0
2262,59,20200805,47,0.0,1179.0,15.0
2263,48,20200805,94,2.0,5034.0,137.0
2264,47,20200805,8,0.0,645.0,36.0
2265,46,20200805,1,0.0,1024.0,1.0
2266,35,20200805,86,0.0,16665.0,146.0
2267,24,20200805,155,2.0,10095.0,0.0
2268,10,20200805,0,0.0,293.0,3.0
2269,13,20200805,4,0.0,264.0,0.0
2270,12,20200805,0,0.0,281.0,0.0
2271,11,20200805,0,0.0,471.0,0.0
2272,60,20200805,0,0.0,29.0,0.0
2273,61,20200805,0,0.0,92.0,0.0
2274,62,20200805,0,0.0,13.0,0.0
2275,99,20200805,0,0.0,0.0,0.0
2276,1,20200805,395,4.0,36085.0,338.0
2277,59,20200806,47,0.0,1791.0,27.0
2278,48,20200806,56,2.0,5615.0,93.0
2279,47,20200806,11,1.0,800.0,31.0
2280,46,20200806,30,0.0,577.0,6.0
2281,35,20200806,95,1.0,25325.0,159.0
2282,24,20200806,133,0.0,11239.0,0.0
2283,10,20200806,0,0.0,333.0,0.0
2284,13,20200806,2,0.0,249.0,0.0
2285,12,20200806,0,0.0,381.0,0.0
2286,11,20200806,0,0.0,177.0,0.0
2287,60,20200806,0,0.0,23.0,2.0
2288,61,20200806,0,0.0,42.0,0.0
2289,62,20200806,0,0.0,14.0,0.0
2290,99,20200806,0,0.0,0.0,0.0
2291,1,20200806,374,4.0,46566.0,318.0
2292,59,20200807,53,0.0,2261.0,38.0
2293,48,20200807,134,3.0,5858.0,113.0
2294,47,20200807,22,1.0,1773.0,57.0
2295,46,20200807,17,0.0,3255.0,3.0
2296,35,20200807,88,0.0,24314.0,118.0
2297,24,20200807,108,0.0,9652.0,0.0
2298,10,20200807,1,0.0,151.0,0.0
2299,13,20200807,0,0.0,257.0,0.0
2300,12,20200807,0,0.0,449.0,0.0
2301,11,20200807,0,0.0,0.0,0.0
2302,60,20200807,1,0.0,44.0,0.0
2303,61,20200807,0,0.0,5.0,0.0
2304,62,20200807,0,0.0,17.0,0.0
2305,99,20200807,0,0.0,0.0,0.0
2306,1,20200807,424,4.0,48036.0,329.0
2307,59,20200808,0,0.0,2598.0,0.0
2308,48,20200808,0,0.0,0.0,0.0
2309,47,20200808,24,0.0,1398.0,24.0
2310,46,20200808,16,0.0,0.0,0.0
2311,35,20200808,70,1.0,25158.0,107.0
2312,24,20200808,126,5.0,6494.0,0.0
2313,10,20200808,0,0.0,198.0,0.0
2314,13,20200808,0,0.0,216.0,0.0
2315,12,20200808,0,0.0,341.0,0.0
2316,11,20200808,0,0.0,427.0,0.0
2317,60,20200808,0,0.0,0.0,0.0
2318,61,20200808,0,0.0,0.0,0.0
2319,62,20200808,0,0.0,0.0,0.0
2320,99,20200808,0,0.0,0.0,0.0
2321,1,20200808,236,6.0,36830.0,131.0
2322,59,20200809,0,0.0,1380.0,0.0
2323,48,20200809,0,0.0,0.0,0.0
2324,47,20200809,12,0.0,1545.0,12.0
2325,46,20200809,35,0.0,0.0,1.0
2326,35,20200809,79,2.0,26863.0,148.0
2327,24,20200809,104,3.0,13036.0,0.0
2328,10,20200809,0,0.0,230.0,0.0
2329,13,20200809,0,0.0,195.0,0.0
2330,12,20200809,0,0.0,165.0,1.0
2331,11,20200809,0,0.0,358.0,0.0
2332,60,20200809,0,0.0,0.0,0.0
2333,61,20200809,0,0.0,0.0,0.0
2334,62,20200809,0,0.0,0.0,0.0
2335,99,20200809,0,0.0,0.0,0.0
2336,1,20200809,230,5.0,43772.0,162.0
2337,59,20200810,131,0.0,3455.0,72.0
2338,48,20200810,257,5.0,18074.0,287.0
2339,47,20200810,5,0.0,1073.0,8.0
2340,46,20200810,16,0.0,4548.0,2.0
2341,35,20200810,115,0.0,21546.0,102.0
2342,24,20200810,156,1.0,7769.0,2155.0
2343,10,20200810,1,0.0,186.0,0.0
2344,13,20200810,0,0.0,224.0,0.0
2345,12,20200810,0,0.0,201.0,1.0
2346,11,20200810,0,0.0,189.0,0.0
2347,60,20200810,0,0.0,125.0,0.0
2348,61,20200810,0,0.0,0.0,0.0
2349,62,20200810,0,0.0,18.0,0.0
2350,99,20200810,0,0.0,0.0,0.0
2351,1,20200810,681,6.0,57408.0,2627.0
2352,59,20200811,46,0.0,1601.0,19.0
2353,48,20200811,85,3.0,5024.0,168.0
2354,47,20200811,29,0.0,701.0,29.0
2355,46,20200811,4,0.0,1290.0,6.0
2356,35,20200811,33,0.0,20876.0,75.0
2357,24,20200811,91,1.0,6031.0,94.0
2358,10,20200811,0,0.0,253.0,0.0
2359,13,20200811,1,0.0,223.0,0.0
2360,12,20200811,0,0.0,274.0,0.0
2361,11,20200811,0,0.0,117.0,0.0
2362,60,20200811,0,0.0,56.0,0.0
2363,61,20200811,0,0.0,56.0,0.0
2364,62,20200811,0,0.0,27.0,0.0
2365,99,20200811,0,0.0,0.0,0.0
2366,1,20200811,289,4.0,36529.0,391.0
2367,59,20200812,85,1.0,2104.0,25.0
2368,48,20200812,121,1.0,5551.0,80.0
2369,47,20200812,5,0.0,785.0,20.0
2370,46,20200812,16,0.0,1603.0,8.0
2371,35,20200812,95,1.0,23768.0,134.0
2372,24,20200812,95,12.0,4206.0,135.0
2373,10,20200812,0,0.0,275.0,0.0
2374,13,20200812,1,0.0,248.0,0.0
2375,12,20200812,0,0.0,254.0,0.0
2376,11,20200812,5,0.0,459.0,0.0
2377,60,20200812,0,0.0,45.0,0.0
2378,61,20200812,0,0.0,24.0,0.0
2379,62,20200812,0,0.0,14.0,0.0
2380,99,20200812,0,0.0,0.0,0.0
2381,1,20200812,423,15.0,39336.0,402.0
2382,59,20200813,78,0.0,2825.0,31.0
2383,48,20200813,76,3.0,5411.0,81.0
2384,47,20200813,27,0.0,1496.0,11.0
2385,46,20200813,25,0.0,1711.0,9.0
2386,35,20200813,78,0.0,28657.0,99.0
2387,24,20200813,104,6.0,12606.0,171.0
2388,10,20200813,0,0.0,261.0,0.0
2389,13,20200813,2,0.0,231.0,1.0
2390,12,20200813,0,0.0,467.0,0.0
2391,11,20200813,0,0.0,264.0,0.0
2392,60,20200813,0,0.0,50.0,2.0
2393,61,20200813,0,0.0,10.0,0.0
2394,62,20200813,0,0.0,33.0,0.0
2395,99,20200813,0,0.0,0.0,0.0
2396,1,20200813,390,9.0,54022.0,405.0
2397,59,20200814,84,0.0,3120.0,33.0
2398,48,20200814,84,1.0,5538.0,83.0
2399,47,20200814,30,0.0,1348.0,22.0
2400,46,20200814,40,0.0,2220.0,12.0
2401,35,20200814,92,1.0,29152.0,83.0
2402,24,20200814,87,3.0,7882.0,157.0
2403,10,20200814,0,0.0,260.0,0.0
2404,13,20200814,0,0.0,263.0,0.0
2405,12,20200814,1,0.0,404.0,0.0
2406,11,20200814,0,0.0,296.0,0.0
2407,60,20200814,0,0.0,44.0,-1.0
2408,61,20200814,0,0.0,19.0,0.0
2409,62,20200814,0,0.0,12.0,0.0
2410,99,20200814,0,0.0,0.0,0.0
2411,1,20200814,418,5.0,50558.0,389.0
2412,59,20200815,0,0.0,3574.0,0.0
2413,48,20200815,0,0.0,0.0,0.0
2414,47,20200815,25,1.0,1632.0,9.0
2415,46,20200815,20,1.0,0.0,54.0
2416,35,20200815,106,6.0,29441.0,101.0
2417,24,20200815,80,1.0,19651.0,111.0
2418,10,20200815,0,0.0,173.0,0.0
2419,13,20200815,4,0.0,231.0,0.0
2420,12,20200815,2,0.0,409.0,0.0
2421,11,20200815,0,0.0,372.0,0.0
2422,60,20200815,0,0.0,0.0,0.0
2423,61,20200815,0,0.0,0.0,0.0
2424,62,20200815,0,0.0,0.0,0.0
2425,99,20200815,0,0.0,0.0,0.0
2426,1,20200815,237,9.0,55483.0,275.0
2427,59,20200816,0,0.0,2703.0,0.0
2428,48,20200816,0,0.0,0.0,0.0
2429,47,20200816,14,1.0,1432.0,9.0
2430,46,20200816,34,0.0,0.0,40.0
2431,35,20200816,81,0.0,23034.0,80.0
2432,24,20200816,67,1.0,9179.0,138.0
2433,10,20200816,0,0.0,212.0,0.0
2434,13,20200816,2,0.0,165.0,0.0
2435,12,20200816,0,0.0,343.0,0.0
2436,11,20200816,0,0.0,146.0,0.0
2437,60,20200816,0,0.0,0.0,0.0
2438,61,20200816,0,0.0,0.0,0.0
2439,62,20200816,0,0.0,0.0,0.0
2440,99,20200816,0,0.0,0.0,0.0
2441,1,20200816,198,2.0,37214.0,267.0
2442,59,20200817,236,2.0,2719.0,120.0
2443,48,20200817,359,3.0,19319.0,260.0
2444,47,20200817,1,0.0,825.0,22.0
2445,46,20200817,34,0.0,5299.0,7.0
2446,35,20200817,99,0.0,24731.0,83.0
2447,24,20200817,55,1.0,7958.0,83.0
2448,10,20200817,0,0.0,185.0,0.0
2449,13,20200817,0,0.0,202.0,0.0
2450,12,20200817,1,0.0,176.0,0.0
2451,11,20200817,0,0.0,124.0,0.0
2452,60,20200817,0,0.0,0.0,0.0
2453,61,20200817,0,0.0,127.0,0.0
2454,62,20200817,0,0.0,18.0,0.0
2455,99,20200817,0,0.0,0.0,0.0
2456,1,20200817,785,6.0,61683.0,575.0
2457,59,20200818,83,0.0,2716.0,51.0
2458,48,20200818,7,1.0,5616.0,-31.0
2459,47,20200818,1,0.0,684.0,16.0
2460,46,20200818,17,2.0,1115.0,12.0
2461,35,20200818,125,3.0,22313.0,90.0
2462,24,20200818,46,6.0,6578.0,153.0
2463,10,20200818,0,0.0,220.0,0.0
2464,13,20200818,0,0.0,227.0,2.0
2465,12,20200818,0,0.0,263.0,0.0
2466,11,20200818,3,0.0,281.0,4.0
2467,60,20200818,0,0.0,91.0,1.0
2468,61,20200818,0,0.0,14.0,0.0
2469,62,20200818,0,0.0,11.0,0.0
2470,99,20200818,0,0.0,0.0,0.0
2471,1,20200818,282,12.0,40129.0,298.0
2472,59,20200819,68,0.0,2569.0,45.0
2473,48,20200819,82,2.0,6287.0,142.0
2474,47,20200819,4,0.0,741.0,7.0
2475,46,20200819,15,1.0,1361.0,26.0
2476,35,20200819,102,0.0,24803.0,89.0
2477,24,20200819,64,2.0,8032.0,155.0
2478,10,20200819,0,0.0,292.0,0.0
2479,13,20200819,0,0.0,274.0,1.0
2480,12,20200819,1,0.0,413.0,0.0
2481,11,20200819,0,0.0,436.0,0.0
2482,60,20200819,0,0.0,23.0,0.0
2483,61,20200819,0,0.0,10.0,0.0
2484,62,20200819,0,0.0,33.0,0.0
2485,99,20200819,0,0.0,0.0,0.0
2486,1,20200819,336,5.0,45274.0,465.0
2487,59,20200820,80,2.0,3045.0,96.0
2488,48,20200820,103,1.0,6602.0,125.0
2489,47,20200820,4,0.0,1164.0,9.0
2490,46,20200820,33,0.0,1571.0,9.0
2491,35,20200820,76,1.0,25070.0,76.0
2492,24,20200820,86,1.0,9828.0,145.0
2493,10,20200820,0,0.0,391.0,0.0
2494,13,20200820,0,0.0,286.0,6.0
2495,12,20200820,1,0.0,450.0,0.0
2496,11,20200820,0,0.0,311.0,0.0
2497,60,20200820,0,0.0,28.0,0.0
2498,61,20200820,0,0.0,13.0,0.0
2499,62,20200820,0,0.0,10.0,0.0
2500,99,20200820,0,0.0,0.0,0.0
2501,1,20200820,383,5.0,48769.0,466.0
2502,59,20200821,90,2.0,3419.0,44.0
2503,48,20200821,144,2.0,6903.0,82.0
2504,47,20200821,5,0.0,976.0,20.0
2505,46,20200821,34,0.0,2289.0,16.0
2506,35,20200821,131,3.0,27155.0,106.0
2507,24,20200821,93,3.0,17473.0,89.0
2508,10,20200821,0,0.0,215.0,2.0
2509,13,20200821,2,0.0,333.0,0.0
2510,12,20200821,0,0.0,553.0,1.0
2511,11,20200821,0,0.0,479.0,0.0
2512,60,20200821,0,0.0,37.0,0.0
2513,61,20200821,0,0.0,4.0,0.0
2514,62,20200821,0,0.0,8.0,0.0
2515,99,20200821,0,0.0,0.0,0.0
2516,1,20200821,499,10.0,59844.0,360.0
2517,59,20200822,0,0.0,3432.0,0.0
2518,48,20200822,0,0.0,0.0,0.0
2519,47,20200822,2,0.0,1395.0,19.0
2520,46,20200822,42,0.0,0.0,17.0
2521,35,20200822,108,1.0,27719.0,90.0
2522,24,20200822,104,6.0,9102.0,104.0
2523,10,20200822,0,0.0,117.0,0.0
2524,13,20200822,0,0.0,274.0,0.0
2525,12,20200822,1,0.0,308.0,0.0
2526,11,20200822,0,0.0,321.0,0.0
2527,60,20200822,0,0.0,0.0,0.0
2528,61,20200822,0,0.0,7.0,0.0
2529,62,20200822,0,0.0,0.0,0.0
2530,99,20200822,0,0.0,0.0,0.0
2531,1,20200822,257,7.0,42675.0,230.0
2532,59,20200823,0,0.0,3673.0,0.0
2533,48,20200823,0,0.0,0.0,0.0
2534,47,20200823,3,0.0,1015.0,14.0
2535,46,20200823,72,0.0,0.0,6.0
2536,35,20200823,115,0.0,22619.0,108.0
2537,24,20200823,74,1.0,10409.0,106.0
2538,10,20200823,0,0.0,284.0,0.0
2539,13,20200823,1,0.0,215.0,0.0
2540,12,20200823,2,1.0,398.0,0.0
2541,11,20200823,0,0.0,143.0,0.0
2542,60,20200823,0,0.0,0.0,0.0
2543,61,20200823,0,0.0,0.0,0.0
2544,62,20200823,0,0.0,0.0,0.0
2545,99,20200823,0,0.0,0.0,0.0
2546,1,20200823,267,2.0,38756.0,234.0
2547,59,20200824,269,1.0,3164.0,179.0
2548,48,20200824,258,4.0,19968.0,226.0
2549,47,20200824,1,0.0,803.0,10.0
2550,46,20200824,49,0.0,4549.0,10.0
2551,35,20200824,105,1.0,18176.0,78.0
2552,24,20200824,68,4.0,6021.0,79.0
2553,10,20200824,0,0.0,129.0,0.0
2554,13,20200824,0,0.0,212.0,0.0
2555,12,20200824,0,0.0,464.0,0.0
2556,11,20200824,0,0.0,95.0,0.0
2557,60,20200824,0,0.0,43.0,0.0
2558,61,20200824,0,0.0,0.0,0.0
2559,62,20200824,0,0.0,52.0,0.0
2560,99,20200824,0,0.0,0.0,0.0
2561,1,20200824,750,10.0,53676.0,582.0
2562,59,20200825,58,0.0,1611.0,46.0
2563,48,20200825,77,1.0,5788.0,114.0
2564,47,20200825,0,1.0,312.0,8.0
2565,46,20200825,25,1.0,1563.0,20.0
2566,35,20200825,100,2.0,19358.0,75.0
2567,24,20200825,62,2.0,5841.0,89.0
2568,10,20200825,0,0.0,262.0,0.0
2569,13,20200825,1,0.0,319.0,0.0
2570,12,20200825,0,0.0,480.0,3.0
2571,11,20200825,0,0.0,255.0,1.0
2572,60,20200825,0,0.0,45.0,0.0
2573,61,20200825,0,0.0,86.0,0.0
2574,62,20200825,0,0.0,0.0,0.0
2575,99,20200825,0,0.0,0.0,0.0
2576,1,20200825,323,7.0,35920.0,356.0
2577,59,20200826,62,0.0,2344.0,85.0
2578,48,20200826,127,0.0,6201.0,85.0
2579,47,20200826,3,1.0,946.0,30.0
2580,46,20200826,25,0.0,988.0,16.0
2581,35,20200826,88,2.0,21242.0,115.0
2582,24,20200826,142,1.0,7575.0,72.0
2583,10,20200826,0,0.0,233.0,0.0
2584,13,20200826,0,0.0,354.0,2.0
2585,12,20200826,1,0.0,575.0,0.0
2586,11,20200826,0,0.0,295.0,0.0
2587,60,20200826,0,0.0,36.0,0.0
2588,61,20200826,0,0.0,-2.0,0.0
2589,62,20200826,0,0.0,18.0,0.0
2590,99,20200826,0,0.0,0.0,0.0
2591,1,20200826,448,4.0,40805.0,405.0
2592,59,20200827,68,1.0,3493.0,54.0
2593,48,20200827,108,2.0,6902.0,124.0
2594,47,20200827,5,0.0,1006.0,7.0
2595,46,20200827,21,1.0,1375.0,21.0
2596,35,20200827,118,1.0,27689.0,77.0
2597,24,20200827,81,3.0,5871.0,86.0
2598,10,20200827,0,0.0,339.0,0.0
2599,13,20200827,0,0.0,294.0,1.0
2600,12,20200827,0,0.0,614.0,0.0
2601,11,20200827,0,0.0,449.0,0.0
2602,60,20200827,0,0.0,36.0,0.0
2603,61,20200827,0,0.0,28.0,0.0
2604,62,20200827,0,0.0,25.0,0.0
2605,99,20200827,0,0.0,0.0,0.0
2606,1,20200827,401,8.0,48121.0,370.0
2607,59,20200828,124,0.0,4485.0,57.0
2608,48,20200828,158,0.0,7648.0,131.0
2609,47,20200828,2,0.0,1249.0,16.0
2610,46,20200828,32,0.0,1679.0,21.0
2611,35,20200828,122,6.0,30782.0,83.0
2612,24,20200828,50,5.0,13800.0,98.0
2613,10,20200828,1,0.0,227.0,0.0
2614,13,20200828,1,0.0,329.0,1.0
2615,12,20200828,2,0.0,695.0,2.0
2616,11,20200828,0,0.0,411.0,0.0
2617,60,20200828,0,0.0,23.0,0.0
2618,61,20200828,0,0.0,0.0,0.0
2619,62,20200828,0,0.0,0.0,0.0
2620,99,20200828,0,0.0,0.0,0.0
2621,1,20200828,492,11.0,61328.0,409.0
2622,59,20200829,0,0.0,3638.0,0.0
2623,48,20200829,0,0.0,0.0,0.0
2624,47,20200829,4,0.0,1385.0,5.0
2625,46,20200829,55,0.0,0.0,29.0
2626,35,20200829,148,0.0,31056.0,103.0
2627,24,20200829,156,0.0,9325.0,129.0
2628,10,20200829,0,0.0,194.0,0.0
2629,13,20200829,0,0.0,313.0,1.0
2630,12,20200829,0,0.0,662.0,0.0
2631,11,20200829,0,0.0,285.0,0.0
2632,60,20200829,0,0.0,0.0,0.0
2633,61,20200829,0,0.0,14.0,0.0
2634,62,20200829,0,0.0,37.0,0.0
2635,99,20200829,0,0.0,0.0,0.0
2636,1,20200829,363,0.0,46909.0,267.0
2637,59,20200830,0,0.0,4280.0,0.0
2638,48,20200830,0,0.0,0.0,0.0
2639,47,20200830,0,0.0,1002.0,1.0
2640,46,20200830,35,0.0,0.0,17.0
2641,35,20200830,112,1.0,24144.0,78.0
2642,24,20200830,120,3.0,7521.0,65.0
2643,10,20200830,0,0.0,225.0,0.0
2644,13,20200830,0,0.0,227.0,2.0
2645,12,20200830,0,0.0,647.0,0.0
2646,11,20200830,0,0.0,152.0,0.0
2647,60,20200830,0,0.0,0.0,0.0
2648,61,20200830,0,0.0,0.0,0.0
2649,62,20200830,0,0.0,0.0,0.0
2650,99,20200830,0,0.0,0.0,0.0
2651,1,20200830,267,4.0,38198.0,163.0
2652,59,20200831,294,4.0,3359.0,156.0
2653,48,20200831,426,2.0,23243.0,239.0
2654,47,20200831,4,0.0,763.0,12.0
2655,46,20200831,28,0.0,4188.0,21.0
2656,35,20200831,114,1.0,24287.0,73.0
2657,24,20200831,140,2.0,6997.0,53.0
2658,10,20200831,0,0.0,149.0,0.0
2659,13,20200831,0,0.0,249.0,0.0
2660,12,20200831,2,0.0,565.0,0.0
2661,11,20200831,0,0.0,80.0,0.0
2662,60,20200831,0,0.0,44.0,0.0
2663,61,20200831,0,0.0,0.0,0.0
2664,62,20200831,0,0.0,21.0,0.0
2665,99,20200831,0,0.0,0.0,0.0
2666,1,20200831,1008,9.0,63945.0,554.0
2667,59,20200901,58,1.0,2638.0,39.0
2668,48,20200901,164,2.0,6558.0,134.0
2669,47,20200901,3,0.0,503.0,6.0
2670,46,20200901,18,0.0,983.0,28.0
2671,35,20200901,112,1.0,22775.0,92.0
2672,24,20200901,122,2.0,6167.0,85.0
2673,10,20200901,0,0.0,259.0,0.0
2674,13,20200901,0,0.0,257.0,1.0
2675,12,20200901,0,0.0,505.0,1.0
2676,11,20200901,0,0.0,405.0,3.0
2677,60,20200901,0,0.0,41.0,0.0
2678,61,20200901,0,0.0,40.0,0.0
2679,62,20200901,0,0.0,26.0,0.0
2680,99,20200901,0,0.0,0.0,0.0
2681,1,20200901,477,6.0,41157.0,389.0
2682,59,20200902,104,0.0,2433.0,100.0
2683,48,20200902,114,1.0,5591.0,108.0
2684,47,20200902,2,0.0,943.0,4.0
2685,46,20200902,12,0.0,1635.0,17.0
2686,35,20200902,133,0.0,23219.0,137.0
2687,24,20200902,132,2.0,8820.0,77.0
2688,10,20200902,0,0.0,247.0,0.0
2689,13,20200902,1,0.0,421.0,0.0
2690,12,20200902,0,0.0,724.0,0.0
2691,11,20200902,0,0.0,380.0,0.0
2692,60,20200902,0,0.0,40.0,0.0
2693,61,20200902,0,0.0,28.0,0.0
2694,62,20200902,0,0.0,38.0,0.0
2695,99,20200902,0,0.0,0.0,0.0
2696,1,20200902,498,3.0,44519.0,443.0
2697,59,20200903,89,1.0,3687.0,39.0
2698,48,20200903,130,0.0,6219.0,118.0
2699,47,20200903,10,0.0,1049.0,3.0
2700,46,20200903,20,2.0,1289.0,15.0
2701,35,20200903,132,0.0,25438.0,119.0
2702,24,20200903,187,3.0,8939.0,100.0
2703,10,20200903,0,0.0,349.0,0.0
2704,13,20200903,0,0.0,390.0,0.0
2705,12,20200903,0,0.0,750.0,0.0
2706,11,20200903,2,0.0,414.0,0.0
2707,60,20200903,0,0.0,42.0,0.0
2708,61,20200903,0,0.0,42.0,0.0
2709,62,20200903,0,0.0,27.0,0.0
2710,99,20200903,0,0.0,0.0,0.0
2711,1,20200903,570,6.0,48635.0,394.0
2712,59,20200904,121,1.0,4701.0,62.0
2713,48,20200904,164,0.0,7301.0,146.0
2714,47,20200904,4,0.0,990.0,4.0
2715,46,20200904,9,0.0,0.0,44.0
2716,35,20200904,148,-1.0,27657.0,116.0
2717,24,20200904,184,0.0,9757.0,109.0
2718,10,20200904,0,0.0,169.0,0.0
2719,13,20200904,0,0.0,399.0,0.0
2720,12,20200904,0,0.0,617.0,1.0
2721,11,20200904,1,0.0,261.0,0.0
2722,60,20200904,0,0.0,35.0,0.0
2723,61,20200904,0,0.0,11.0,0.0
2724,62,20200904,0,0.0,8.0,0.0
2725,99,20200904,0,0.0,0.0,0.0
2726,1,20200904,631,0.0,51906.0,482.0
2727,59,20200905,0,0.0,3791.0,0.0
2728,48,20200905,0,0.0,0.0,0.0
2729,47,20200905,5,0.0,1696.0,1.0
2730,46,20200905,21,0.0,0.0,17.0
2731,35,20200905,169,0.0,27734.0,106.0
2732,24,20200905,175,2.0,10572.0,86.0
2733,10,20200905,1,0.0,215.0,0.0
2734,13,20200905,0,0.0,284.0,0.0
2735,12,20200905,0,0.0,763.0,0.0
2736,11,20200905,0,0.0,147.0,0.0
2737,60,20200905,0,0.0,0.0,0.0
2738,61,20200905,0,0.0,0.0,0.0
2739,62,20200905,0,0.0,0.0,0.0
2740,99,20200905,0,0.0,0.0,0.0
2741,1,20200905,371,2.0,45202.0,210.0
2742,59,20200906,0,0.0,3822.0,0.0
2743,48,20200906,0,0.0,0.0,0.0
2744,47,20200906,8,0.0,1705.0,0.0
2745,46,20200906,29,0.0,0.0,46.0
2746,35,20200906,158,2.0,28008.0,111.0
2747,24,20200906,205,0.0,10356.0,61.0
2748,10,20200906,0,0.0,146.0,0.0
2749,13,20200906,0,0.0,234.0,1.0
2750,12,20200906,0,0.0,679.0,2.0
2751,11,20200906,0,0.0,266.0,0.0
2752,60,20200906,0,0.0,0.0,0.0
2753,61,20200906,0,0.0,0.0,0.0
2754,62,20200906,0,0.0,0.0,0.0
2755,99,20200906,0,0.0,0.0,0.0
2756,1,20200906,400,2.0,45216.0,221.0
2757,59,20200907,0,0.0,4090.0,0.0
2758,48,20200907,0,0.0,23409.0,0.0
2759,47,20200907,11,0.0,1530.0,1.0
2760,46,20200907,15,0.0,0.0,12.0
2761,35,20200907,0,0.0,22949.0,0.0
2762,24,20200907,216,1.0,8060.0,89.0
2763,10,20200907,0,0.0,202.0,0.0
2764,13,20200907,0,0.0,0.0,0.0
2765,12,20200907,1,0.0,492.0,0.0
2766,11,20200907,4,0.0,121.0,0.0
2767,60,20200907,0,0.0,0.0,0.0
2768,61,20200907,0,0.0,0.0,0.0
2769,62,20200907,0,0.0,0.0,0.0
2770,99,20200907,0,0.0,0.0,0.0
2771,1,20200907,247,1.0,60853.0,102.0
2772,59,20200908,429,2.0,2689.0,272.0
2773,48,20200908,619,5.0,8672.0,355.0
2774,47,20200908,7,0.0,806.0,7.0
2775,46,20200908,11,0.0,6953.0,30.0
2776,35,20200908,375,0.0,20245.0,238.0
2777,24,20200908,163,0.0,8392.0,202.0
2778,10,20200908,0,0.0,138.0,0.0
2779,13,20200908,0,0.0,491.0,1.0
2780,12,20200908,0,0.0,447.0,1.0
2781,11,20200908,2,0.0,194.0,0.0
2782,60,20200908,0,0.0,65.0,0.0
2783,61,20200908,0,0.0,59.0,0.0
2784,62,20200908,0,0.0,90.0,0.0
2785,99,20200908,0,0.0,0.0,0.0
2786,1,20200908,1606,7.0,49241.0,1106.0
2787,59,20200909,100,0.0,2949.0,122.0
2788,48,20200909,98,1.0,6970.0,204.0
2789,47,20200909,1,0.0,578.0,0.0
2790,46,20200909,16,0.0,878.0,5.0
2791,35,20200909,149,0.0,17029.0,136.0
2792,24,20200909,180,1.0,9058.0,238.0
2793,10,20200909,0,0.0,227.0,1.0
2794,13,20200909,0,0.0,265.0,0.0
2795,12,20200909,0,0.0,410.0,0.0
2796,11,20200909,2,0.0,306.0,0.0
2797,60,20200909,0,0.0,37.0,0.0
2798,61,20200909,0,0.0,12.0,0.0
2799,62,20200909,0,0.0,8.0,0.0
2800,99,20200909,0,0.0,0.0,0.0
2801,1,20200909,546,2.0,38727.0,706.0
2802,59,20200910,139,0.0,3212.0,90.0
2803,48,20200910,113,5.0,6417.0,199.0
2804,47,20200910,6,0.0,828.0,6.0
2805,46,20200910,13,0.0,1275.0,57.0
2806,35,20200910,170,1.0,23863.0,142.0
2807,24,20200910,188,2.0,12374.0,224.0
2808,10,20200910,0,0.0,346.0,0.0
2809,13,20200910,1,0.0,388.0,0.0
2810,12,20200910,0,0.0,504.0,1.0
2811,11,20200910,0,0.0,440.0,0.0
2812,60,20200910,0,0.0,33.0,0.0
2813,61,20200910,0,0.0,22.0,0.0
2814,62,20200910,0,0.0,16.0,0.0
2815,99,20200910,0,0.0,0.0,0.0
2816,1,20200910,630,8.0,49718.0,719.0
2817,59,20200911,132,0.0,4129.0,83.0
2818,48,20200911,111,0.0,8118.0,161.0
2819,47,20200911,12,0.0,1345.0,5.0
2820,46,20200911,15,0.0,1411.0,88.0
