,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class,moving_numtoday,moving_numdeathstoday,moving_numteststoday,moving_numrecoveredtoday,moving_numtoday_loess5%,moving_numtoday_loess15%,moving_numdeathstoday_loess5%,moving_numdeathstoday_loess15%,moving_numteststoday_loess5%,moving_numteststoday_loess15%,moving_numrecoveredtoday_loess5%,moving_numrecoveredtoday_loess15%
2,1,20200131,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-3.876678901816156,15.81922038866976,-0.019103807968034393,0.1326083347089475,-37.34328454152888,423.98133847709795,-2.344780258407186,-3.8537645193072505
5,1,20200208,3,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,-3.46920627959516,15.90680673975865,-0.015475449768420801,0.13341094700100373,-24.698894704509975,427.6237993909477,-2.283969797161235,-3.753468379414277
8,1,20200216,1,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,-3.0613575461658447,15.994147355801383,-0.011847240646293826,0.13421183486244467,-12.077679826352686,431.2611588593071,-2.2225958676746167,-3.653133778044859
11,1,20200221,1,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,-2.6531382901180436,16.08124100910173,-0.008219269997284716,0.13501099077999607,0.51965800153062,434.89339323941095,-2.1606453710798568,-3.552760525747459
14,1,20200224,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.244556127044937,16.168086549182203,-0.004591636509212032,0.13580840796084576,13.092393076956505,438.52048110728464,-2.098105751137482,-3.452348452024147
17,1,20200225,1,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,-1.8356205091918305,16.254682904042216,-0.0009644467064074964,0.13660408033876859,25.639782021586804,442.1424032819838,-2.034964982757162,-3.3518974048325583
20,1,20200226,1,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,-1.4263425256071558,16.341029081577044,0.002662186488725263,0.1373980025802573,38.161069659428826,445.7591428497973,-1.9712115612285535,-3.251407250091468
23,1,20200227,1,0.0,0.0,0.0,0.0,1.625,0.0,0.0,0.0,-1.016734804174125,16.427124169683115,0.006288145179571733,0.13819017009065737,50.65549484569443,449.3706851884371,-1.9068344920881024,-3.1508778711904046
26,1,20200229,2,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,-0.6068113506352868,16.51296733721999,0.009913307907290309,0.13898057902031768,63.12229625232716,452.9770179911621,-1.8418232815543916,-3.0503091685034116
30,1,20200301,9,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,-0.05978241107973275,16.62703172992895,0.014745406248465166,0.14003171677670578,79.700423063191,457.77734111856546,-1.754138007394814,-2.916156253232394
34,1,20200303,9,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.48773878369510154,16.74064535564016,0.019575575203918803,0.14107971749877166,96.2263410473125,462.5683683241393,-1.6652852679590613,-2.7819331301331993
38,1,20200305,12,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,1.0357036170539948,16.853806839267808,0.024403523752776622,0.1421245783586444,112.69835224457431,467.35009010190095,-1.5752441788478517,-2.6476396949001173
42,1,20200306,6,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,1.5840560840097417,16.966515003042247,0.029228970229421787,0.14316629897402272,129.11484227252248,472.12250461865034,-1.4839953157809613,-2.5132758898842167
46,1,20200307,6,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,2.1327331644884726,17.078768867239514,0.03405164825852403,0.1442048814342537,145.47430426937925,476.885617814727,-1.3915206840345542,-2.378841702129443
51,1,20200308,5,1.0,0.0,0.0,0.0,5.2,0.1,0.0,0.0,2.8189333032673964,17.21844622430468,0.040075712710579525,0.1454987034201822,165.8413554161123,482.82645113079485,-1.274178508168578,-2.2107000410065765
