,pruid,date,numtoday,numdeathstoday,numteststoday,numrecoveredtoday,Class
70,99,2020-03-11,1,0.0,,,
85,99,2020-03-12,0,0.0,1.0,,
100,99,2020-03-13,1,0.0,6.0,,
115,99,2020-03-14,0,0.0,2.0,,
130,99,2020-03-15,2,0.0,9.0,,
145,99,2020-03-16,0,0.0,2.0,,
160,99,2020-03-17,4,0.0,6.0,,
175,99,2020-03-18,1,0.0,6.0,,
190,99,2020-03-19,1,0.0,1.0,,
205,99,2020-03-20,3,0.0,1.0,,
220,99,2020-03-21,0,0.0,2.0,,
235,99,2020-03-22,0,0.0,6.0,,
250,99,2020-03-23,0,0.0,1.0,,
265,99,2020-03-24,0,0.0,4.0,,
280,99,2020-03-25,0,0.0,1.0,,
295,99,2020-03-26,0,0.0,0.0,,
310,99,2020-03-27,0,0.0,0.0,,
325,99,2020-03-28,0,0.0,0.0,,
340,99,2020-03-29,0,0.0,0.0,,
355,99,2020-03-30,0,0.0,0.0,9.0,
370,99,2020-03-31,0,0.0,0.0,3.0,
385,99,2020-04-01,0,0.0,0.0,0.0,
400,99,2020-04-02,0,0.0,0.0,0.0,
415,99,2020-04-03,0,0.0,0.0,,
430,99,2020-04-04,0,0.0,0.0,,
445,99,2020-04-05,0,0.0,0.0,12.0,
460,99,2020-04-06,0,0.0,0.0,0.0,
475,99,2020-04-07,0,0.0,0.0,,
490,99,2020-04-08,0,0.0,0.0,,
505,99,2020-04-09,0,0.0,0.0,,
520,99,2020-04-10,0,,0.0,,
535,99,2020-04-11,0,,0.0,,
550,99,2020-04-12,0,,0.0,,
565,99,2020-04-13,0,,0.0,,
580,99,2020-04-14,0,,0.0,,
595,99,2020-04-15,0,,0.0,,
610,99,2020-04-16,0,,0.0,,
625,99,2020-04-17,0,,0.0,,
640,99,2020-04-18,0,,0.0,,
655,99,2020-04-19,0,,0.0,,
670,99,2020-04-20,0,,0.0,,
685,99,2020-04-21,0,,0.0,,
700,99,2020-04-22,0,,0.0,,
715,99,2020-04-23,0,,0.0,,
730,99,2020-04-24,0,,0.0,,
745,99,2020-04-25,0,,0.0,,
760,99,2020-04-26,0,,0.0,,
775,99,2020-04-27,0,,0.0,,
790,99,2020-04-28,0,,0.0,,
805,99,2020-04-29,0,,0.0,,
820,99,2020-04-30,0,,0.0,,
835,99,2020-05-01,0,,0.0,,
850,99,2020-05-02,0,,0.0,13.0,
865,99,2020-05-03,0,0.0,0.0,0.0,
880,99,2020-05-04,0,,0.0,,
895,99,2020-05-05,0,,0.0,,
910,99,2020-05-06,0,,0.0,,
925,99,2020-05-07,0,,0.0,,
940,99,2020-05-08,0,,0.0,,
955,99,2020-05-09,0,,0.0,,
970,99,2020-05-10,0,,0.0,,
985,99,2020-05-11,0,,0.0,,
1000,99,2020-05-12,0,,0.0,,
1015,99,2020-05-13,0,,0.0,,
1030,99,2020-05-14,0,,0.0,,
1045,99,2020-05-15,0,,0.0,,
1060,99,2020-05-16,0,,0.0,,
1075,99,2020-05-17,0,,0.0,,
1090,99,2020-05-18,0,,0.0,,
1105,99,2020-05-19,0,,0.0,,
1120,99,2020-05-20,0,,0.0,,
1135,99,2020-05-21,0,,0.0,13.0,
1150,99,2020-05-22,0,,0.0,0.0,
1165,99,2020-05-23,0,,0.0,0.0,
1180,99,2020-05-24,0,,0.0,0.0,
1195,99,2020-05-25,0,,0.0,0.0,
1210,99,2020-05-26,0,,0.0,0.0,
1225,99,2020-05-27,0,,0.0,0.0,
1240,99,2020-05-28,0,,0.0,0.0,
1255,99,2020-05-29,0,,0.0,0.0,
1270,99,2020-05-30,0,,0.0,0.0,
1285,99,2020-05-31,0,,0.0,0.0,
1300,99,2020-06-01,0,,0.0,0.0,
1315,99,2020-06-02,0,,0.0,0.0,
1330,99,2020-06-03,0,,0.0,0.0,
1345,99,2020-06-04,0,,0.0,0.0,
1360,99,2020-06-05,0,,0.0,0.0,
1375,99,2020-06-06,0,,0.0,0.0,
1390,99,2020-06-07,0,,0.0,0.0,
1405,99,2020-06-08,0,,0.0,0.0,
1420,99,2020-06-09,0,,0.0,0.0,
1435,99,2020-06-10,0,,0.0,0.0,
1450,99,2020-06-11,0,,0.0,0.0,
1465,99,2020-06-12,0,,0.0,0.0,
1480,99,2020-06-13,0,,0.0,0.0,
1495,99,2020-06-14,0,,0.0,0.0,
1510,99,2020-06-15,0,,0.0,0.0,
1525,99,2020-06-16,0,,0.0,0.0,
